token,bearers,as_given,as_surname,as_married,behaves,patronymic_marker,script,placeholder
Tynhaearn,1,1,0,0,given,,Latin,
Tyre,1,1,0,0,given,,Latin,
Tyrgils,1,1,0,0,given,,Latin,
Tyrgilsson,1,0,1,1,surname,-sson,Latin,
Tyrholm,1,1,0,0,given,,Latin,
Tyria,1,1,0,0,given,,Latin,
"Tyrian""",1,1,0,0,given,,Latin,
Tyrimmas,1,1,0,0,given,,Latin,
Tyris,1,1,0,0,given,,Latin,
Tyrisdotter,1,0,1,0,surname,-sdotter,Latin,
Tyrndog,1,1,0,0,given,,Latin,
Tyrnog,1,1,0,0,given,,Latin,
Tyrolská,1,0,0,1,married-only,,Latin,
Tyrus,1,0,1,0,surname,,Latin,
Tyrwhitt,1,0,0,1,married-only,,Latin,
Tysdal,1,0,1,0,surname,,Latin,
Tysilio,1,1,0,0,given,,Latin,
Tyskland,1,0,1,0,surname,,Latin,
Tysklind,1,0,0,1,married-only,,Latin,
Tysmenytsya,1,0,1,0,surname,,Latin,
Tysnes,1,0,0,1,married-only,,Latin,
Tysul,1,1,0,0,given,,Latin,
Tyt-Yuri,1,1,0,0,given,,Latin,
Tytland,1,0,1,0,surname,,Latin,
Tytovich,1,1,0,0,given,-ovich,Latin,
Tytowicz,1,1,0,0,given,,Latin,
Tyttla,1,1,0,0,given,,Latin,
Tyttman,1,1,0,0,given,,Latin,
Tyuju,1,1,0,0,given,,Latin,
Tyvikielis,1,1,0,0,given,,Latin,
Tyvrydog,1,1,0,0,given,,Latin,
Tzachas,1,1,0,0,given,,Latin,
Tzamach,1,1,0,0,given,,Latin,
Tzantzes,1,1,0,0,given,,Latin,
Tzaqualcati,1,0,0,1,married-only,,Latin,
Tzaqualcatl,1,1,0,0,given,,Latin,
Tzarfati-Treves,1,0,0,1,married-only,,Latin,
Tzazo,1,1,0,0,given,,Latin,
Tzedek,1,1,0,0,given,,Latin,
"Tzelepes""",1,1,0,0,given,,Latin,
Tzerlin,1,1,0,0,given,,Latin,
Tzernyn,1,0,0,1,married-only,,Latin,
Tzihuacpopoca,1,1,0,0,given,,Latin,
Tzihuactlayahuallohuatzin,1,1,0,0,given,,Latin,
Tzihuacxochitzin,1,1,0,0,given,,Latin,
Tzihuaexochitzin,1,1,0,0,given,,Latin,
Tzimiskēs,1,1,0,0,given,,Latin,
Tzipa,1,1,0,0,given,,Latin,
Tzipporah,1,1,0,0,given,,Latin,
Tzirel,1,1,0,0,given,,Latin,
Tzivia,1,1,0,0,given,,Latin,
Tzlava,1,1,0,0,given,,Latin,
Tzofar,1,0,0,1,married-only,,Latin,
Tzompantzin,1,1,0,0,given,,Latin,
Tzontemoc,1,1,0,0,given,,Latin,
Tzunitz,1,0,1,0,surname,,Latin,
Tzusmar,1,0,0,1,married-only,,Latin,
Tzvi's,1,0,0,1,married-only,,Latin,
TÓBÓN,1,0,1,0,surname,,Latin,
Tài),1,1,0,0,given,,Latin,
Tàifù,1,1,0,0,given,,Latin,
Tàihòu,1,0,0,1,married-only,,Latin,
Tái,1,1,0,0,given,,Latin,
Táng,1,0,0,1,married-only,,Latin,
Távora),1,0,0,1,married-only,,Latin,
Tämüdjin),1,0,0,1,married-only,,Latin,
Tämügä,1,1,0,0,given,,Latin,
Tämülün,1,1,0,0,given,,Latin,
Tärna,1,0,0,1,married-only,,Latin,
Tåren,1,1,0,0,given,,Latin,
Tårn,1,1,0,0,given,,Latin,
Téhel,1,1,0,0,given,,Latin,
Ténébreux',1,1,0,0,given,,Latin,
Téodôra,1,1,0,0,given,,Latin,
Tétradie,1,1,0,0,given,,Latin,
Tì,1,1,0,0,given,,Latin,
Tíng),1,1,0,0,given,,Latin,
Tíngfù,1,1,0,0,given,,Latin,
Tíngguī,1,1,0,0,given,,Latin,
Tíngjī,1,1,0,0,given,,Latin,
Tíngkuí,1,1,0,0,given,,Latin,
Tíngxián,1,1,0,0,given,,Latin,
Tíngyù,1,1,0,0,given,,Latin,
Tïnï-Bäg,1,1,0,0,given,,Latin,
Tófudóttir,1,0,1,0,surname,-dóttir,Latin,
Tómasson,1,0,0,1,married-only,-sson,Latin,
Tóngsūn,1,1,0,0,given,,Latin,
Tóra,1,1,0,0,given,,Latin,
Tórbjørn,1,1,0,0,given,,Latin,
Tórur,1,1,0,0,given,,Latin,
Tórálvsdóttur,1,0,1,0,surname,,Latin,
Tórálvsson,1,0,1,0,surname,-sson,Latin,
Tórálvur,1,1,0,0,given,,Latin,
Tórólvson,1,0,0,1,married-only,-son,Latin,
Tórólvur,1,1,0,0,given,,Latin,
Tôt,1,0,0,1,married-only,,Latin,
Töchter,1,1,0,0,given,,Latin,
Töda~Möngkä,1,1,0,0,given,,Latin,
Tödä-Möngkä,1,1,0,0,given,,Latin,
Tödö'än-Barulas,1,1,0,0,given,,Latin,
Tödö'än-Girtä,1,1,0,0,given,,Latin,
Tödö'än-otchïgïn,1,1,0,0,given,,Latin,
Tölä-Buqa,1,1,0,0,given,,Latin,
Tölä~buqa,1,1,0,0,given,,Latin,
Tönnentytär,1,1,0,0,given,,Latin,
Tönnesdatter,1,1,0,0,given,-sdatter,Latin,
Töpen,1,0,0,1,married-only,,Latin,
Töplitz,1,0,1,0,surname,,Latin,
Töregene,1,1,0,0,given,,Latin,
Törnebladh,1,0,0,1,married-only,,Latin,
Törngren,1,0,0,1,married-only,,Latin,
Törnstierna,1,0,0,1,married-only,,Latin,
Törnstjerna,1,0,1,0,surname,,Latin,
Törnvall,1,0,0,1,married-only,,Latin,
Törring--Neukirchen,1,0,0,1,married-only,,Latin,
Törring-Seefeld,1,0,0,1,married-only,,Latin,
Törsåsen,1,0,0,1,married-only,-sen,Latin,
Tötra,1,1,0,0,given,,Latin,
Tønes,1,1,0,0,given,,Latin,
Tønneberg,1,0,0,1,married-only,,Latin,
Tønnes/Tennis,1,1,0,0,given,,Latin,
Tønnesdtr,1,1,0,0,given,,Latin,
Tønnesdtr.,1,0,1,1,surname,,Latin,
Tøre,1,1,0,0,given,,Latin,
Tøresdtr,1,0,1,0,surname,,Latin,
Tøreson,1,0,1,0,surname,-son,Latin,
Tøressen,1,1,0,0,given,-ssen,Latin,
Tørning,1,0,1,0,surname,,Latin,
Tørresdal,1,0,0,1,married-only,,Latin,
Tørresdtr,1,0,0,1,married-only,,Latin,
Tørri,1,1,0,0,given,,Latin,
Tørvik,1,0,1,0,surname,,Latin,
Tørå,1,0,1,0,surname,,Latin,
Tú,1,1,0,0,given,,Latin,
Tübingen-Lichtenegg,1,0,1,1,surname,,Latin,
Tückheim,1,0,0,1,married-only,,Latin,
Tügä,1,1,0,0,given,,Latin,
Tügü'üdäi,1,1,0,0,given,,Latin,
Tügü'ün),1,0,0,1,married-only,,Latin,
Tükäl-Buqa,1,1,0,0,given,,Latin,
Tülüngbäg,1,1,0,0,given,,Latin,
Tüt),1,1,0,0,given,,Latin,
TĀMRA,1,1,0,0,given,,Latin,
TĀRAKĀSUR,1,1,0,0,given,,Latin,
TĀRĀMATI,1,1,0,0,given,,Latin,
Tāngliáng,1,1,0,0,given,,Latin,
Tāo),1,1,0,0,given,,Latin,
Tėvas,1,1,0,0,given,,Latin,
Těšínská,1,0,1,0,surname,,Latin,
Těšínský,1,1,0,0,given,,Latin,
Tīng,1,1,0,0,given,,Latin,
Tīzenhauzena,1,0,0,1,married-only,,Latin,
Tīzenhauzens,1,0,1,0,surname,,Latin,
Tǐ,1,1,0,0,given,,Latin,
Tǒng,1,1,0,0,given,,Latin,
Tǔ,1,1,0,0,given,,Latin,
U,1,1,0,0,given,,Latin,
U-Gang,1,1,0,0,given,,Latin,
U-Ri,1,1,0,0,given,,Latin,
U-Ro,1,1,0,0,given,,Latin,
U-berge,1,0,1,0,surname,,Latin,
UDAAVASU,1,1,0,0,given,,Latin,
UGRASRAVAS,1,1,0,0,given,,Latin,
UGRASĀI,1,1,0,0,given,,Latin,
UGRĀYUDHA,1,1,0,0,given,,Latin,
UI,1,1,0,0,given,,Latin,
UKN,1,0,1,1,surname,,Latin,
ULMA,1,0,1,1,surname,,Latin,
ULMAN,1,0,0,1,married-only,,Latin,
ULUKA,1,1,0,0,given,,Latin,
ULŪPI,1,1,0,0,given,,Latin,
UMAYYADE,1,0,1,0,surname,,Latin,
UN,1,1,0,0,given,,Latin,
UNDER,1,1,0,0,given,,Latin,
UNNAMED,1,0,1,1,surname,,Latin,
UNNATI,1,1,0,0,given,,Latin,
UPACHITRA,1,1,0,0,given,,Latin,
UPADEVA,1,1,0,0,given,,Latin,
UPAKĪCHAKAS,1,1,0,0,given,,Latin,
UPANANDA,1,1,0,0,given,,Latin,
UPARICHARA,1,1,0,0,given,,Latin,
UPEGUI,1,0,1,0,surname,,Latin,
UPM,1,0,0,1,married-only,,Latin,
UPPLAND,1,0,1,1,surname,,Latin,
URANG,1,1,0,0,given,,Latin,
URIBE-Y-VERGARA-TOVAR,1,0,0,1,married-only,,Latin,
URJASWATHI,1,1,0,0,given,,Latin,
URJJA,1,1,0,0,given,,Latin,
URMILĀ,1,1,0,0,given,,Latin,
URRACA,1,1,0,0,given,,Latin,
URREGO,1,0,1,0,surname,,Latin,
URU,1,1,0,0,given,,Latin,
URU'UT,1,0,0,1,married-only,,Latin,
URY,1,0,0,1,married-only,,Latin,
USHA,1,1,0,0,given,,Latin,
USHANAS,1,0,0,1,married-only,,Latin,
USINARA,1,1,0,0,given,,Latin,
UTAMA,1,0,0,1,married-only,,Latin,
UTKALA,1,1,0,0,given,,Latin,
UTTAMA,1,1,0,0,given,,Latin,
UTTAMAUJA,1,1,0,0,given,,Latin,
UTTANAPĀDA,1,1,0,0,given,,Latin,
UTTARAKUMĀR,1,1,0,0,given,,Latin,
UTTARAPHALGUNI,1,1,0,0,given,,Latin,
UTTARBHADRAPĀDA,1,1,0,0,given,,Latin,
UTTARĀ,1,1,0,0,given,,Latin,
UTTARĀSHĀDA,1,1,0,0,given,,Latin,
UZES,1,0,1,0,surname,,Latin,
Uadach,1,1,0,0,given,,Latin,
Uai,1,1,0,0,given,,Latin,
Uaridnach,1,1,0,0,given,,Latin,
Uaridnaig,1,0,0,1,married-only,,Latin,
Uasal,1,1,0,0,given,,Latin,
Uathach,1,0,1,1,surname,,Latin,
Uathmharan,1,1,0,0,given,,Latin,
Uathnemgenn,1,1,0,0,given,,Latin,
Uatu,1,1,0,0,given,,Latin,
Uatuch,1,0,1,1,surname,,Latin,
Ubaida,1,1,0,0,given,,Latin,
Ubaydah,1,1,0,0,given,,Latin,
Ubayy,1,1,0,0,given,,Latin,
Ubayya,1,1,0,0,given,,Latin,
Ubbe,1,1,0,0,given,,Latin,
Ubberto,1,1,0,0,given,,Latin,
Uberio,1,1,0,0,given,,Latin,
Ubert,1,1,0,0,given,,Latin,
Ubertino,1,1,0,0,given,,Latin,
Ubø,1,0,1,0,surname,,Latin,
Uca,1,1,0,0,given,,Latin,
Uce,1,1,0,0,given,,Latin,
Ucen,1,1,0,0,given,,Latin,
Ucenda,1,1,0,0,given,,Latin,
Uchaishravas,1,1,0,0,given,,Latin,
Uchelwr,1,0,1,1,surname,,Latin,
Uchermann,1,0,1,1,surname,,Latin,
Uchilonoti,1,1,0,0,given,,Latin,
Uchimaro,1,0,1,1,surname,,Latin,
Uchisaki,1,1,0,0,given,,Latin,
Uchtraigh,1,0,1,1,surname,,Latin,
Uchu,1,0,0,1,married-only,,Latin,
Uchun,1,1,0,0,given,,Latin,
Ucing),1,1,0,0,given,,Latin,
Ucke,1,1,0,0,given,,Latin,
Ucko,1,0,1,0,surname,,Latin,
Uda),1,1,0,0,given,,Latin,
Udaavasu,1,0,0,1,married-only,,Latin,
Udad,1,1,0,0,given,,Latin,
Udadiheu,1,1,0,0,given,,Latin,
Udaka,1,1,0,0,given,,Latin,
Udakswan,1,1,0,0,given,,Latin,
Udalard,1,1,0,0,given,,Latin,
Udalardo,1,1,0,0,given,,Latin,
Udalriching,1,1,0,0,given,,Latin,
Udalschalk,1,1,0,0,given,,Latin,
Udang,1,0,0,1,married-only,,Latin,
Udarathi,1,1,0,0,given,,Latin,
Udard,1,1,0,0,given,,Latin,
Udas,1,1,0,0,given,,Latin,
UdayiBhadra,1,1,0,0,given,,Latin,
Udays,1,1,0,0,given,,Latin,
Uddesson,1,0,1,0,surname,-sson,Latin,
Uddhachulabhaya,1,1,0,0,given,,Latin,
Uddorm,1,1,0,0,given,,Latin,
Uddsson,1,0,1,1,surname,-sson,Latin,
Ude,1,1,0,0,given,,Latin,
Udelhid,1,1,0,0,given,,Latin,
Uden,1,1,0,0,given,,Latin,
Udesen,1,0,0,1,married-only,-sen,Latin,
Udgaar,1,0,1,0,surname,,Latin,
Udi,1,1,0,0,given,,Latin,
Udilhild,1,1,0,0,given,,Latin,
Udjanadi,1,1,0,0,given,,Latin,
Udji,1,1,0,0,given,,Latin,
Udju,1,1,0,0,given,,Latin,
Udjukhan,1,1,0,0,given,,Latin,
Udo(Hodo),1,1,0,0,given,,Latin,
Udoro/Brawijaya,1,1,0,0,given,,Latin,
Udraica,1,1,0,0,given,,Latin,
Udrasinga,1,1,0,0,given,,Latin,
Udrasingha,1,1,0,0,given,,Latin,
Udrayaka,1,1,0,0,given,,Latin,
Udsole,1,0,0,1,married-only,,Latin,
Udur,1,1,0,0,given,,Latin,
Udvary,1,0,0,1,married-only,,Latin,
Udøpt,1,1,0,0,given,,Latin,
Uelasquita,1,1,0,0,given,,Latin,
Ueno-no-suke,1,1,0,0,given,,Latin,
Uerb,1,1,0,0,given,,Latin,
Ufeigsdotter,1,1,0,0,given,-sdotter,Latin,
Ufeigsson,1,0,0,1,married-only,-sson,Latin,
Uffe,1,1,0,0,given,,Latin,
Uffesdatter,1,1,0,0,given,-sdatter,Latin,
Ufgau,1,0,1,0,surname,,Latin,
Uflstand,1,0,1,0,surname,,Latin,
Ufo,1,1,0,0,given,,Latin,
Ufstand,1,0,1,0,surname,,Latin,
Ufødt/barseldødt,1,1,0,0,given,,Latin,
Ugain,1,0,0,1,married-only,,Latin,
Ugedėjus,1,1,0,0,given,,Latin,
Ugenio,1,1,0,0,given,,Latin,
Ugerslef,1,0,0,1,married-only,,Latin,
Ugerup-Alrup,1,0,0,1,married-only,,Latin,
Ugeslevgaard,1,0,1,0,surname,,Latin,
Uggasson,1,0,0,1,married-only,-sson,Latin,
Uggerslev,1,0,1,0,surname,,Latin,
Ughechi,1,1,0,0,given,,Latin,
Ughtred,1,0,0,1,married-only,,Latin,
Ughurlu,1,1,0,0,given,,Latin,
Ugift,1,0,1,1,surname,,Latin,
Ugjæva,1,0,0,1,married-only,,Latin,
Ugletveit,1,0,0,1,married-only,,Latin,
Ugra,1,1,0,0,given,,Latin,
Ugrayudh,1,1,0,0,given,,Latin,
Ugrich,1,0,1,0,surname,,Latin,
Ugás,1,0,0,1,married-only,,Latin,
Uha,1,1,0,0,given,,Latin,
Uhlan,1,1,0,0,given,,Latin,
Uhlarz,1,0,1,0,surname,,Latin,
Uhlenkott,1,0,0,1,married-only,,Latin,
Uhlig,1,0,0,1,married-only,,Latin,
Uhlmann,1,0,1,0,surname,,Latin,
Uho,1,1,0,0,given,,Latin,
Uhorská,1,0,1,0,surname,,Latin,
Uhtred,1,0,0,1,married-only,,Latin,
Ui-Yong,1,1,0,0,given,,Latin,
Uidin,1,1,0,0,given,,Latin,
Uighurs,1,1,0,0,given,,Latin,
Uija,1,1,0,0,given,,Latin,
Uijini-no-mikoto,1,1,0,0,given,,Latin,
Uiku,1,1,0,0,given,,Latin,
Ujainah,1,1,0,0,given,,Latin,
Ujang,1,1,0,0,given,,Latin,
Ujd,1,1,0,0,given,,Latin,
Uji,1,1,0,0,given,,Latin,
Ujimasa's,1,1,0,0,given,,Latin,
Ujimasa氏昌,1,1,0,0,given,,mixed:Han+Latin,
Ujinobu,1,1,0,0,given,,Latin,
Ujinobu氏信,1,1,0,0,given,,mixed:Han+Latin,
Ujio,1,1,0,0,given,,Latin,
Ujisada,1,1,0,0,given,,Latin,
Ujitsune,1,0,1,1,surname,,Latin,
Ujiyori氏頼,1,1,0,0,given,,mixed:Han+Latin,
Ujjain–Gandhara,1,1,0,0,given,,Latin,
Ujungberung),1,1,0,0,given,,Latin,
Uk,1,1,0,0,given,,Latin,
Uk-Bo,1,1,0,0,given,,Latin,
Uka,1,1,0,0,given,,Latin,
Ukaba,1,1,0,0,given,,Latin,
Ukba),1,0,1,0,surname,,Latin,
Ukhama,1,1,0,0,given,,Latin,
Uki,1,1,0,0,given,,Latin,
Ukj,1,1,0,0,given,,Latin,
Ukjend,1,1,0,0,given,,Latin,
Ukjent1,1,1,0,0,given,,Latin,
Uklakur/Кулэур,1,1,0,0,given,,mixed:Cyrillic+Latin,
Uknm,1,1,0,0,given,,Latin,
Ukon,1,1,0,0,given,,Latin,
Ukrainian,1,1,0,0,given,,Latin,
Ukun,1,1,0,0,given,,Latin,
Ukva,1,1,0,0,given,,Latin,
Ukvan,1,0,1,0,surname,,Latin,
Ul,1,1,0,0,given,,Latin,
Ulagchi,1,1,0,0,given,,Latin,
Ulagči,1,1,0,0,given,,Latin,
Ulakchi,1,1,0,0,given,,Latin,
Ulalia,1,1,0,0,given,,Latin,
Ulam,1,1,0,0,given,,Latin,
Ulaytha,1,1,0,0,given,,Latin,
Ulbana,1,1,0,0,given,,Latin,
Ulceh,1,1,0,0,given,,Latin,
Ulceshki,1,1,0,0,given,,Latin,
Uldagarda,1,1,0,0,given,,Latin,
Uldal,1,0,1,1,surname,,Latin,
Uldfeldt,1,0,1,0,surname,,Latin,
Uldrich,1,1,0,0,given,,Latin,
Ulduz,1,1,0,0,given,,Latin,
Uldžaj,1,1,0,0,given,,Latin,
Ulebas,1,1,0,0,given,,Latin,
Uleng),1,1,0,0,given,,Latin,
Ulfar,1,1,0,0,given,,Latin,
Ulfas,1,1,0,0,given,,Latin,
Ulfcytel,1,1,0,0,given,,Latin,
Ulffsson,1,0,0,1,married-only,-sson,Latin,
Ulfhamr,1,1,0,0,given,,Latin,
Ulfhedinsdottir,1,0,1,0,surname,-sdottir,Latin,
Ulfheid,1,1,0,0,given,,Latin,
Ulfhikd,1,1,0,0,given,,Latin,
Ulfhilde,1,1,0,0,given,,Latin,
Ulfiah,1,1,0,0,given,,Latin,
Ulfina,1,1,0,0,given,,Latin,
Ulfliot,1,1,0,0,given,,Latin,
Ulfljot,1,1,0,0,given,,Latin,
Ulfljotson,1,0,0,1,married-only,-son,Latin,
Ulfo,1,1,0,0,given,,Latin,
Ulfret,1,1,0,0,given,,Latin,
Ulfrun,1,1,0,0,given,,Latin,
Ulfsax,1,0,1,1,surname,,Latin,
Ulfsøn,1,1,0,1,given,-søn,Latin,
Ulhaegius,1,0,1,0,surname,,Latin,
Ulhegia,1,0,1,1,surname,,Latin,
Ulhoa,1,0,1,1,surname,,Latin,
Uli,1,1,0,0,given,,Latin,
Ulicka,1,1,0,0,given,,Latin,
Ulif,1,0,0,1,married-only,,Latin,
Ulita,1,1,0,0,given,,Latin,
Ulitė,1,1,0,0,given,,Latin,
Uljaiki,1,1,0,0,given,,Latin,
Uljath,1,1,0,0,given,,Latin,
Ulju,1,1,0,0,given,,Latin,
Ulla-Britt,1,1,0,0,given,,Latin,
Ulla-Kutlug,1,1,0,0,given,,Latin,
Ulla-Melik,1,1,0,0,given,,Latin,
Ulleberg,1,0,0,1,married-only,,Latin,
Ullensvang,1,0,0,1,married-only,,Latin,
Ullern,1,0,1,0,surname,,Latin,
Ulli,1,1,0,0,given,,Latin,
Ullrica,1,1,0,0,given,,Latin,
Ullrika,1,1,0,0,given,,Latin,
Ully,1,1,0,0,given,,Latin,
Ulm,1,0,1,0,surname,,Latin,
Ulmburg,1,0,1,1,surname,,Latin,
Ulmen,1,0,0,1,married-only,,Latin,
Ulmi-Teshub,1,1,0,0,given,,Latin,
Ulmi-Teshup,1,1,0,0,given,,Latin,
Ulofas,1,1,0,0,given,,Latin,
Ulrich*,1,1,0,0,given,,Latin,
Ulrick,1,1,0,0,given,,Latin,
Ulricka,1,1,0,0,given,,Latin,
Ulricke,1,1,0,0,given,,Latin,
Ulricsen,1,1,0,0,given,-sen,Latin,
Ulrikas,1,1,0,0,given,,Latin,
Ulrike,1,1,0,0,given,,Latin,
Ulrikson,1,0,1,0,surname,-son,Latin,
Ulriksøn,1,1,0,0,given,-søn,Latin,
Ulryk,1,1,0,0,given,,Latin,
Ulsen,1,0,1,0,surname,-sen,Latin,
Ulseth,1,0,0,1,married-only,,Latin,
Ulsster,1,0,0,1,married-only,,Latin,
Ultima,1,1,0,0,given,,Latin,
Ultragotha,1,1,0,0,given,,Latin,
Ultvet,1,0,0,1,married-only,,Latin,
Ulu-Makhmett,1,1,0,0,given,,Latin,
Ulugbekas,1,1,0,0,given,,Latin,
Ulukchin-Chine,1,1,0,0,given,,Latin,
Ulumpia,1,1,0,0,given,,Latin,
Ulunoti,1,1,0,0,given,,Latin,
Ulus-Buka,1,1,0,0,given,,Latin,
Ulus-Bukha,1,1,0,0,given,,Latin,
Uluti,1,1,0,0,given,,Latin,
Ulvade,1,0,1,0,surname,,Latin,
Ulveham,1,1,0,0,given,,Latin,
Ulvhedin,1,1,0,0,given,,Latin,
Ulvhedinsen,1,0,1,1,surname,-sen,Latin,
Ulvheid,1,1,0,0,given,,Latin,
Ulvhilde,1,1,0,0,given,,Latin,
Ulvildesdatter,1,1,0,0,given,-sdatter,Latin,
Ulvljot,1,1,0,0,given,,Latin,
Ulvrun,1,1,0,0,given,,Latin,
Ulvsen,1,1,0,0,given,-sen,Latin,
Ulvåsa,1,0,0,1,married-only,,Latin,
Ulyana,1,1,0,0,given,,Latin,
Ulysse,1,1,0,0,given,,Latin,
Ulyssis,1,1,0,0,given,,Latin,
Ulūchi,1,1,0,0,given,,Latin,
Umaira,1,1,0,0,given,,Latin,
Umakai,1,0,1,1,surname,,Latin,
Umar),1,1,0,0,given,,Latin,
Umara,1,1,0,0,given,,Latin,
Umat,1,1,0,0,given,,Latin,
Umaya,1,1,0,0,given,,Latin,
Umays,1,1,0,0,given,,Latin,
Umayyad,1,0,0,1,married-only,,Latin,
Umbang,1,1,0,0,given,,Latin,
Umbar,1,1,0,0,given,,Latin,
Umbaran,1,1,0,0,given,,Latin,
Umbaran),1,1,0,0,given,,Latin,
Umbelina,1,1,0,0,given,,Latin,
Umbraphel,1,1,0,0,given,,Latin,
Umbricus,1,1,0,0,given,,Latin,
Umbrius,1,0,1,1,surname,,Latin,
Umbul,1,1,0,0,given,,Latin,
Umbun,1,1,0,0,given,,Latin,
Umdat,1,1,0,0,given,,Latin,
Umdat-us-Saltaneh,1,1,0,0,given,,Latin,
Ume,1,0,0,1,married-only,,Latin,
Umetani,1,0,1,0,surname,,Latin,
Umfred,1,1,0,0,given,,Latin,
Umfreda,1,1,0,0,given,,Latin,
Umfredo,1,1,0,0,given,,Latin,
Umidamaro,1,1,0,0,given,,Latin,
Umirah,1,1,0,0,given,,Latin,
Ummayad,1,0,0,1,married-only,,Latin,
Ummi-Maktum,1,1,0,0,given,,Latin,
Ummiha,1,1,0,0,given,,Latin,
Umphenour,1,0,0,1,married-only,,Latin,
Umpling,1,1,0,0,given,,Latin,
Umra,1,1,0,0,given,,Latin,
Umrah,1,1,0,0,given,,Latin,
Umro,1,1,0,0,given,,Latin,
Umroch,1,0,1,0,surname,,Latin,
Umuk,1,1,0,0,given,,Latin,
Umun),1,1,0,0,given,,Latin,
Umérez,1,0,0,1,married-only,,Latin,
Unako,1,1,0,0,given,,Latin,
Unandeguia,1,0,1,0,surname,,Latin,
Unang,1,1,0,0,given,,Latin,
Unara宇奈羅,1,1,0,0,given,,mixed:Han+Latin,
Unarchen,1,1,0,0,given,,Latin,
Unas-ankh,1,1,0,0,given,,Latin,
Unason,1,0,0,1,married-only,-son,Latin,
Unavngiven,1,1,0,0,given,,Latin,
Unayf,1,1,0,0,given,,Latin,
Unaysa,1,1,0,0,given,,Latin,
Unayza,1,1,0,0,given,,Latin,
Uncertain,1,1,0,0,given,,Latin,
Uncilien,1,1,0,0,given,,Latin,
Uncle”,1,1,0,0,given,,Latin,
Undagan,1,1,0,0,given,,Latin,
Undena,1,1,0,0,given,,Latin,
Under.Berge,1,0,1,0,surname,,Latin,
Underdal,1,0,0,1,married-only,,Latin,
Underdown,1,0,1,0,surname,,Latin,
Underhaug,1,0,0,1,married-only,,Latin,
Underheim,1,0,0,1,married-only,,Latin,
Undi,1,1,0,0,given,,Latin,
Undine,1,1,0,0,given,,Latin,
Undu,1,1,0,0,given,,Latin,
Undu),1,1,0,0,given,,Latin,
Undung,1,1,0,0,given,,Latin,
Unesson,1,0,0,1,married-only,-sson,Latin,
Unett,1,0,0,1,married-only,,Latin,
Unfredo,1,1,0,0,given,,Latin,
Ungar-Klein,1,0,0,1,married-only,,Latin,
Ungaren,1,1,0,0,given,,Latin,
"Unge""",1,1,0,0,given,,Latin,
Unghirat,1,0,0,1,married-only,,Latin,
Ungnad,1,0,0,1,married-only,,Latin,
Unhao,1,0,1,1,surname,,Latin,
Unia,1,1,0,0,given,,Latin,
Uniaty,1,1,0,0,given,,Latin,
Unice,1,1,0,0,given,,Latin,
Unidentified,1,1,0,0,given,,Latin,
Unifredo,1,1,0,0,given,,Latin,
"Union""",1,1,0,0,given,,Latin,
Uniwa,1,1,0,0,given,,Latin,
Unk.,1,1,0,0,given,,Latin,
Unkers,1,1,0,0,given,,Latin,
Unkersdatter,1,0,1,1,surname,-sdatter,Latin,
Unkersens,1,1,0,0,given,,Latin,
Unkf,1,1,0,0,given,,Latin,
Unkn,1,0,1,0,surname,,Latin,
Unknoe,1,1,0,0,given,,Latin,
Unknoun,1,1,0,0,given,,Latin,
Unknown01,1,1,0,0,given,,Latin,
Unknown02,1,1,0,0,given,,Latin,
Unknown?,1,0,0,1,married-only,,Latin,
Unkonwn,1,1,0,0,given,,Latin,
Unlikely,1,1,0,0,given,,Latin,
Unmadachithra,1,1,0,0,given,,Latin,
Unmati,1,1,0,0,given,,Latin,
Unnr,1,1,0,0,given,,Latin,
Unoji-no-mikot,1,1,0,0,given,,Latin,
Unosdotter,1,0,1,1,surname,-sdotter,Latin,
Unroch,1,1,0,0,given,,Latin,
Unstrut,1,0,1,0,surname,,Latin,
Untermayer,1,0,0,1,married-only,,Latin,
Untu,1,1,0,0,given,,Latin,
Unuisticc,1,1,0,0,given,,Latin,
Unus),1,1,0,0,given,,Latin,
Unwin,1,0,1,0,surname,,Latin,
Unzueta,1,0,0,1,married-only,,Latin,
Upadenavi,1,1,0,0,given,,Latin,
Upadeva,1,1,0,0,given,,Latin,
Upagu,1,1,0,0,given,,Latin,
Upama,1,1,0,0,given,,Latin,
Upasanta),1,1,0,0,given,,Latin,
Upen,1,1,0,0,given,,Latin,
Upham,1,0,0,1,married-only,,Latin,
Upi,1,1,0,0,given,,Latin,
Upia,1,1,0,0,given,,Latin,
Upik,1,1,0,0,given,,Latin,
Uppland,1,0,1,1,surname,,Latin,
Upplänning,1,0,1,0,surname,,Latin,
Ups,1,1,0,0,given,,Latin,
Upsalla,1,0,1,0,surname,,Latin,
Upshaw,1,1,0,0,given,,Latin,
Upson,1,0,0,1,married-only,-son,Latin,
Upstill,1,0,1,0,surname,,Latin,
Upsunda,1,1,0,0,given,,Latin,
Uquillas,1,0,0,1,married-only,,Latin,
Ur-Zigur-Umasch,1,1,0,0,given,,Latin,
Uraad,1,1,0,0,given,,Latin,
Uraada,1,0,1,1,surname,,Latin,
Uracca,1,1,0,0,given,,Latin,
Uraina,1,1,0,0,given,,Latin,
Urakh-Murza,1,1,0,0,given,,Latin,
Uralon,1,1,1,0,both,,Latin,
Uras,1,1,0,0,given,,Latin,
Urbach,1,0,1,0,surname,,Latin,
Urbanas,1,0,1,0,surname,,Latin,
