wikidata_qid,property,label,value,geni_id,orderlife_qid,verdict
Q496721,P1819,genealogics.org person ID,I00573624,,Q122091,already stated
Q496721,P8172,Sejm-Wielki.pl profile ID,dw.980,,Q122091,already stated
Q496721,P7929,Roglo person ID,p=vladimir;n=rurikides;oc=2,,Q122091,already stated
Q2991706,P1185,Rodovid ID,59177,,Q122093,already stated
Q2991706,P4159,WeRelate person ID,Gleb_Vseslavich_(1),,Q122093,already stated
Q2991706,P2949,WikiTree person ID,Duke_of_Minsk-1,,Q122093,already stated
Q2991706,P7929,Roglo person ID,p=gleb;n=rurikides;oc=6,,Q122093,already stated
Q2991706,P1819,genealogics.org person ID,I00141419,,Q122093,already stated
Q12078166,P1185,Rodovid ID,301487,,Q122095,already stated
Q12078166,P4159,WeRelate person ID,Anastasia_daughter_of_Yaropolk_Iziaslavich_(1),,Q122095,already stated
Q12078166,P2949,WikiTree person ID,Yaropolkovna-1,,Q122095,item states a DIFFERENT value for this property
Q12078166,P7929,Roglo person ID,p=anastasia;n=rurikides,,Q122095,already stated
Q12078166,P1819,genealogics.org person ID,I00141420,,Q122095,already stated
Q17045022,P2949,WikiTree person ID,Duke_of_Minsk-3,,Q122097,item states a DIFFERENT value for this property
Q17045022,P1819,genealogics.org person ID,I00330276,,Q122097,already stated
Q17045022,P7929,Roglo person ID,p=vsevolod;n=rurikides;oc=14,,Q122097,already stated
Q2131591,P1185,Rodovid ID,305462,,Q122099,already stated
Q2131591,P1819,genealogics.org person ID,I00316014,,Q122099,already stated
Q2131591,P4159,WeRelate person ID,Rapoto_Traungau_(1),,Q122099,already stated
Q2131591,P2949,WikiTree person ID,Traungau-1,,Q122099,already stated
Q2131598,P1185,Rodovid ID,119574,,Q122101,already stated
Q2131598,P4638,The Peerage person ID,p58220.htm#i582192,,Q122101,already stated
Q2131598,P2949,WikiTree person ID,Ortenburg-10,,Q122101,already stated
Q2131598,P7929,Roglo person ID,p=rapoto;n=von ortenburg;oc=2,,Q122101,already stated
Q2131598,P1819,genealogics.org person ID,I00111059,,Q122101,already stated
Q110570755,P1819,genealogics.org person ID,I00619349,,Q122103,already stated
Q110570755,P4159,WeRelate person ID,Mathilde_Unknown_(36),,Q122103,already stated
Q55910604,P2949,WikiTree person ID,Kastl-1,,Q122105,already stated
Q55910604,P1819,genealogics.org person ID,I00593347,,Q122105,already stated
Q55910604,P4159,WeRelate person ID,Hermann_Unknown_(1),,Q122105,already stated
Q103341,P1185,Rodovid ID,127542,,Q122107,already stated
Q103341,P4638,The Peerage person ID,p67236.htm#i672351,,Q122107,already stated
Q103341,P4159,WeRelate person ID,Hadegunde_von_Diessen_(1)|Unknown_Haziga_(1),,Q122107,item states a DIFFERENT value for this property
Q103341,P8172,Sejm-Wielki.pl profile ID,sw.212833,,Q122107,already stated
Q103341,P2949,WikiTree person ID,Diessen-5,,Q122107,already stated
Q103341,P7929,Roglo person ID,p=haziga;n=von diessen,,Q122107,already stated
Q103341,P1819,genealogics.org person ID,I00593348,,Q122107,already stated
Q60617531,P1819,genealogics.org person ID,I00619353,,Q122109,already stated
Q61314934,P1185,Rodovid ID,148037,,Q122111,already stated
Q61314934,P4159,WeRelate person ID,Bertold_von_Formbach_(1),,Q122111,already stated
Q61314934,P8172,Sejm-Wielki.pl profile ID,sw.212990,,Q122111,already stated
Q61314934,P2949,WikiTree person ID,Windberg-5,,Q122111,already stated
Q61314934,P7929,Roglo person ID,p=berthold;n=von lurngau,,Q122111,already stated
Q61314934,P1819,genealogics.org person ID,I00201829,,Q122111,already stated
Q116030622,P1819,genealogics.org person ID,I00201831,,Q122113,already stated
Q116030622,P7929,Roglo person ID,p=ne;n=n;oc=26247,,Q122113,already stated
Q102541886,P1185,Rodovid ID,148044,,Q122115,already stated
Q102541886,P1819,genealogics.org person ID,I00541874,,Q122115,already stated
Q102541886,P4159,WeRelate person ID,Meginhard_von_Formbach_(1),,Q122115,already stated
Q102541886,P2949,WikiTree person ID,Windberg-3,,Q122115,already stated
Q61140661,P1185,Rodovid ID,296098,,Q122121,already stated
Q61140661,P2949,WikiTree person ID,Chiemgau-2,,Q122121,already stated
Q61140661,P4159,WeRelate person ID,Engelbert_III._im_Chiemgau_(1),,Q122121,already stated
Q347089,P1185,Rodovid ID,150059,,Q122123,already stated
Q347089,P7929,Roglo person ID,p=adala;n=von bayern,,Q122123,already stated
Q1312249,P1185,Rodovid ID,682491|296095,,Q122125,item states a DIFFERENT value for this property
Q1312249,P4159,WeRelate person ID,Engelbert_IV._im_Chiemgau_(1),,Q122125,already stated
Q1312249,P2949,WikiTree person ID,Chiemgau-1,,Q122125,already stated
Q1312249,P7929,Roglo person ID,p=engelbert;n=von chiemgau,,Q122125,already stated
Q1312249,P1819,genealogics.org person ID,I00080245,,Q122125,already stated
Q997668,P1185,Rodovid ID,140096,,Q122131,already stated
Q997668,P2949,WikiTree person ID,Aribonen-2,,Q122131,already stated
Q110261705,P1819,genealogics.org person ID,I00619348,,Q122137,already stated
Q3510942,P1185,Rodovid ID,369411,,Q122139,already stated
Q3510942,P4159,WeRelate person ID,Wilpirk_Hilburg_(1),,Q122139,already stated
Q3510942,P8172,Sejm-Wielki.pl profile ID,dw.494,,Q122139,already stated
Q3510942,P7929,Roglo person ID,p=wilpirk;n=von tengling,,Q122139,already stated
Q3510942,P1819,genealogics.org person ID,I00304883,,Q122139,already stated
Q5067767,P1185,Rodovid ID,722313,,Q122141,already stated
Q5067767,P1819,genealogics.org person ID,I00549970,,Q122141,already stated
Q5067767,P4159,WeRelate person ID,Swanhilde_of_Ungarnmark_(1),,Q122141,already stated
Q5067767,P8172,Sejm-Wielki.pl profile ID,dw.6619,,Q122141,already stated
Q20180550,P1819,genealogics.org person ID,I00619350,,Q122147,already stated
Q20180550,P4159,WeRelate person ID,Kuno_von_Rott_(1),,Q122147,already stated
Q2796262,P1185,Rodovid ID,297261,,Q122149,already stated
Q2796262,P4159,WeRelate person ID,Kuno_von_Lechsgemünd_(1),,Q122149,already stated
Q2796262,P2949,WikiTree person ID,Lechsgemünd-2,,Q122149,already stated
Q2796262,P7929,Roglo person ID,p=kuno;n=von schweinfurt,,Q122149,already stated
Q2796262,P1819,genealogics.org person ID,I00310314,,Q122149,already stated
Q101510184,P1185,Rodovid ID,297274,,Q122151,already stated
Q101510184,P4159,WeRelate person ID,Matilde_von_Achalm_(1),,Q122151,already stated
Q101510184,P2949,WikiTree person ID,Achalm-1,,Q122151,already stated
Q101510184,P7929,Roglo person ID,p=mathilde;n=von achalm,,Q122151,already stated
Q101510184,P1819,genealogics.org person ID,I00310315,,Q122151,already stated
Q691897,P1185,Rodovid ID,285611,,Q122153,already stated
Q691897,P4638,The Peerage person ID,p10251.htm#i102507,,Q122153,already stated
Q691897,P4159,WeRelate person ID,Engelbert_II_von_Kärnten_(1),,Q122153,already stated
Q691897,P2949,WikiTree person ID,Sponheim-2,,Q122153,already stated
Q691897,P7929,Roglo person ID,p=engelbert;n=von sponheim;oc=3,,Q122153,already stated
Q691897,P1819,genealogics.org person ID,I00080236,,Q122153,already stated
Q638721,P4638,The Peerage person ID,p40769.htm#i407683,,Q122155,already stated
Q638721,P4159,WeRelate person ID,"Engelbert_III,_Margrave_of_Istria_(1)",,Q122155,already stated
Q638721,P2949,WikiTree person ID,Spanheim-7,,Q122155,already stated
Q638721,P7929,Roglo person ID,p=engelbert;n=von sponheim;oc=2,,Q122155,already stated
Q638721,P1819,genealogics.org person ID,I00424588,,Q122155,already stated
Q1587750,P1819,genealogics.org person ID,I00545568,,Q122157,already stated
Q1587750,P4159,WeRelate person ID,Hartwig_von_Sponheim_(3),,Q122157,already stated
Q2131588,P1185,Rodovid ID,900398,,Q122159,already stated
Q2131588,P4638,The Peerage person ID,p58218.htm#i582175,,Q122159,already stated
Q2131588,P4159,WeRelate person ID,Rapoto_Von_Ortenburg_(2),,Q122159,already stated
Q2131588,P2949,WikiTree person ID,Spanheim-6,,Q122159,already stated
Q2131588,P7929,Roglo person ID,p=rapoto;n=von ortenburg,,Q122159,already stated
Q2131588,P1819,genealogics.org person ID,I00080234,,Q122159,already stated
Q473502,P1185,Rodovid ID,710170,,Q122161,already stated
Q473502,P4638,The Peerage person ID,p49175.htm#i491746,,Q122161,already stated
Q473502,P1819,genealogics.org person ID,I00545565,,Q122161,already stated
Q473502,P4159,WeRelate person ID,Ulrich_Unknown_(8),,Q122161,already stated
Q55597211,P1819,genealogics.org person ID,I00545567,,Q122163,already stated
Q55597211,P4159,WeRelate person ID,Heinrich_von_Sponheim_(1),,Q122163,already stated
Q61562521,P1185,Rodovid ID,391540,,Q122167,already stated
Q61562521,P4638,The Peerage person ID,p896.htm#i8955,,Q122167,already stated
Q61562521,P4159,WeRelate person ID,Oda_Unknown_(33)|Princess_Oda_(1),,Q122167,item states a DIFFERENT value for this property
Q61562521,P8172,Sejm-Wielki.pl profile ID,dw.1026,,Q122167,already stated
Q61562521,P2949,WikiTree person ID,Of_Ostmark-1|UNKNOWN-83627|Van_der_Lausitz-1|Weimar-6,,Q122167,item states a DIFFERENT value for this property
Q61562521,P7929,Roglo person ID,p=oda;n=von der lausitz,,Q122167,already stated
Q61562521,P1819,genealogics.org person ID,I00079995,,Q122167,already stated
Q552041,P4638,The Peerage person ID,p896.htm#i8958,,Q122169,already stated
Q552041,P1819,genealogics.org person ID,I00120933,,Q122169,already stated
Q552041,P4159,WeRelate person ID,Dedo_Unknown_(3),,Q122169,already stated
Q552041,P8172,Sejm-Wielki.pl profile ID,dw.1028,,Q122169,already stated
Q31192321,P1185,Rodovid ID,90281,,Q122171,already stated
Q31192321,P4638,The Peerage person ID,p61969.htm#i619689,,Q122171,already stated
Q31192321,P4159,WeRelate person ID,Otto_II_von_Wolfratshausen_(1),,Q122171,already stated
Q31192321,P8172,Sejm-Wielki.pl profile ID,sw.212848,,Q122171,already stated
Q31192321,P2949,WikiTree person ID,Wolfratshausen-2,,Q122171,already stated
Q31192321,P7929,Roglo person ID,p=otto;n=von diessen,,Q122171,already stated
Q31192321,P1819,genealogics.org person ID,I00120856,,Q122171,already stated
Q117323,P1185,Rodovid ID,722739,,Q122177,already stated
Q117323,P4159,WeRelate person ID,"Ottokar_I,_Margrave_of_Styria_(1)",,Q122177,already stated
Q347143,P4159,WeRelate person ID,Adalbero_of_Styria_(1),,Q122179,already stated
Q1366001,P4159,WeRelate person ID,Ulrich_of_Brno_(1),,Q122187,already stated
Q1366001,P8172,Sejm-Wielki.pl profile ID,dw.495,,Q122187,already stated
Q1366001,P7929,Roglo person ID,p=ulric;n=premyslide;oc=1,,Q122187,already stated
Q3512524,P1185,Rodovid ID,369425,,Q122191,already stated
Q3512524,P4159,WeRelate person ID,Maria_of_Rascia_(1),,Q122191,already stated
Q3512524,P8172,Sejm-Wielki.pl profile ID,dw.6531,,Q122191,already stated
Q3512524,P2949,WikiTree person ID,Arpadhazi-93,,Q122191,already stated
Q3512524,P7929,Roglo person ID,p=maria;n=nemanja,,Q122191,already stated
Q3512524,P1819,genealogics.org person ID,I00304884,,Q122191,already stated
Q260831,P1185,Rodovid ID,77288,6000000003772418491,Q110540,already stated
Q260831,P4638,The Peerage person ID,p11331.htm#i113307|p42007.htm#i420069|p11331.htm#i113303,6000000003772418491,Q110540,item states a DIFFERENT value for this property
Q260831,P4159,WeRelate person ID,Mayor_of_Castile_(1),6000000003772418491,Q110540,already stated
Q260831,P2949,WikiTree person ID,Castilla-47,6000000003772418491,Q110540,already stated
Q260831,P7929,Roglo person ID,p=munia elvira sanchez;n=de castilla,6000000003772418491,Q110540,already stated
Q260831,P1819,genealogics.org person ID,I00093522,6000000003772418491,Q110540,already stated
Q110570752,P1819,genealogics.org person ID,I00619356,,Q122195,already stated
Q110570760,P1819,genealogics.org person ID,I00619357,,Q122197,already stated
Q102542739,P1185,Rodovid ID,111103,,Q122199,already stated
Q102542739,P1819,genealogics.org person ID,I00316313,,Q122199,already stated
Q102542739,P4159,WeRelate person ID,Miss_Von_Schala_(1),,Q122199,already stated
Q102542739,P7929,Roglo person ID,p=helmburgis;n=von schala burghausen,,Q122199,already stated
Q872037,P1185,Rodovid ID,682456,,Q122201,already stated
Q688787,P1185,Rodovid ID,897513,,Q122203,already stated
Q1488083,P1185,Rodovid ID,682455,,Q122205,already stated
Q118733307,P2949,WikiTree person ID,Von_Tengling-1,,Q122207,already stated
Q118735920,P2949,WikiTree person ID,Askanier-35,,Q122209,already stated
Q110378178,P2949,WikiTree person ID,Of_PLAIN-2,,Q122211,already stated
Q110378178,P1819,genealogics.org person ID,I00201304,,Q122211,already stated
Q110378178,P7929,Roglo person ID,p=luitopld;n=von plain,,Q122211,already stated
Q110378177,P2949,WikiTree person ID,Plain-12,,Q122213,already stated
Q110378177,P1819,genealogics.org person ID,I00353448,,Q122213,already stated
Q110378177,P7929,Roglo person ID,p=adelhaid;n=von plain;oc=1702,,Q122213,already stated
Q110570746,P1819,genealogics.org person ID,I00201302,,Q122215,already stated
Q110571297,P1185,Rodovid ID,11340,,Q122217,already stated
Q110571297,P1819,genealogics.org person ID,I00201754,,Q122217,already stated
Q1235662,P1185,Rodovid ID,418170,,Q122223,already stated
Q1235662,P4638,The Peerage person ID,p823.htm#i8225,,Q122223,already stated
Q1235662,P4159,WeRelate person ID,Isaac_Komnenos_(19),,Q122223,already stated
Q1235662,P8172,Sejm-Wielki.pl profile ID,dw.5999,,Q122223,already stated
Q1235662,P2949,WikiTree person ID,Comnenus-10,,Q122223,already stated
Q20498724,P1819,genealogics.org person ID,I00293028,,Q122227,already stated
Q12286004,P2949,WikiTree person ID,Komnene-4,,Q122229,already stated
Q75246489,P4638,The Peerage person ID,p798.htm#i7979,,Q122237,already stated
Q75246489,P4159,WeRelate person ID,Wulfhild_Unknown_(1),,Q122237,already stated
Q75246489,P2949,WikiTree person ID,Welf-76,,Q122237,already stated
Q75246489,P7929,Roglo person ID,p=wulfhilde;n=welf,,Q122237,already stated
Q75246489,P1819,genealogics.org person ID,I00036578,,Q122237,already stated
Q95193646,P1819,genealogics.org person ID,I00534122,,Q122239,already stated
Q1330421,P2949,WikiTree person ID,Bregenz-1,,Q122241,already stated
Q1330421,P4638,The Peerage person ID,p67230.htm#i672291,,Q122241,already stated
Q1330421,P1819,genealogics.org person ID,I00107933,,Q122241,already stated
Q1330421,P7929,Roglo person ID,p=elisabeth;n=von bregenz,,Q122241,already stated
Q88790263,P1819,genealogics.org person ID,I00313114,,Q122243,already stated
Q88790263,P7929,Roglo person ID,p=ulrich;n=von ramsperg,,Q122243,already stated
Q1523252,P1185,Rodovid ID,981818,,Q122245,already stated
Q1523252,P4159,WeRelate person ID,Rudolf_Pfullendorf_(2),,Q122245,already stated
Q1523252,P8172,Sejm-Wielki.pl profile ID,sw.212500,,Q122245,already stated
Q1523252,P7929,Roglo person ID,p=rudolf;n=von pfullendorf,,Q122245,already stated
Q1523252,P1819,genealogics.org person ID,I00313116,,Q122245,already stated
Q2896942,P1185,Rodovid ID,770731,,Q122247,item not in the local store - cannot check
Q2896942,P4638,The Peerage person ID,p67327.htm#i673265,,Q122247,item not in the local store - cannot check
Q2896942,P4159,WeRelate person ID,Berthold_Villengen_(1),,Q122247,item not in the local store - cannot check
Q2896942,P2949,WikiTree person ID,Villingen-1,,Q122247,item not in the local store - cannot check
Q2896942,P7929,Roglo person ID,p=berthold;n=von breisgau,,Q122247,item not in the local store - cannot check
Q2896942,P1819,genealogics.org person ID,I00112680,,Q122247,item not in the local store - cannot check
Q76299817,P1185,Rodovid ID,770737,,Q122249,already stated
Q76299817,P4638,The Peerage person ID,p67250.htm#i672491,,Q122249,already stated
Q76299817,P1819,genealogics.org person ID,I00112681,,Q122249,already stated
Q76299817,P4159,WeRelate person ID,Luitgard_Von_Habsburg_(1),,Q122249,already stated
Q76300546,P4638,The Peerage person ID,p67310.htm#i673093,,Q122251,already stated
Q76300431,P4638,The Peerage person ID,p67301.htm#i673006,,Q122253,already stated
Q76299895,P4638,The Peerage person ID,p67256.htm#i672555,,Q122255,already stated
Q1711096,P1185,Rodovid ID,906359|1515350,,Q122257,item states a DIFFERENT value for this property
Q1711096,P4638,The Peerage person ID,p67237.htm#i672362,,Q122257,already stated
Q1711096,P1819,genealogics.org person ID,I00112686,,Q122257,already stated
Q1711096,P8172,Sejm-Wielki.pl profile ID,sw.212641,,Q122257,already stated
Q450244,P1185,Rodovid ID,906357,,Q122259,already stated
Q450244,P4638,The Peerage person ID,p15192.htm#i151918,,Q122259,already stated
Q450244,P4159,WeRelate person ID,"Herman_II,_Margrave_of_Baden_(1)",,Q122259,already stated
Q450244,P8172,Sejm-Wielki.pl profile ID,sw.212642,,Q122259,already stated
Q450244,P2949,WikiTree person ID,Von_Baden-2,,Q122259,already stated
Q450244,P7929,Roglo person ID,p=hermann;n=zahringen;oc=1,,Q122259,already stated
Q450244,P1819,genealogics.org person ID,I00106356,,Q122259,already stated
Q96246077,P1185,Rodovid ID,1101308,,Q122261,already stated
Q96246077,P1819,genealogics.org person ID,I00201727,,Q122261,already stated
Q7432730,P1185,Rodovid ID,472078,,Q122263,already stated
Q7432730,P1819,genealogics.org person ID,I00027393,,Q122263,already stated
Q7432730,P4159,WeRelate person ID,Alix_de_Maurienne_(1),,Q122263,already stated
Q7432730,P2949,WikiTree person ID,Savoie-665,,Q122263,already stated
Q75246422,P4638,The Peerage person ID,p793.htm#i7927,,Q122265,already stated
Q75246422,P1819,genealogics.org person ID,I00023795,,Q122265,already stated
Q111038362,P1185,Rodovid ID,472074,,Q122267,already stated
Q111038362,P4159,WeRelate person ID,Sofia_of_Savoy_(1),,Q122267,already stated
Q111038362,P2949,WikiTree person ID,Savoie-664,,Q122267,already stated
Q111038362,P7929,Roglo person ID,p=sofia;n=de savoie,,Q122267,already stated
Q111038362,P1819,genealogics.org person ID,I00027394,,Q122267,already stated
Q61577490,P4159,WeRelate person ID,Edith_Von_Frohburg_(1),,Q122269,already stated
Q61577490,P8172,Sejm-Wielki.pl profile ID,sw.212480,,Q122269,already stated
Q61577490,P2949,WikiTree person ID,Froburg-1,,Q122269,already stated
Q61577490,P7929,Roglo person ID,p=heilwich;n=von frohburg,,Q122269,already stated
Q61577490,P1819,genealogics.org person ID,I00106337,,Q122269,already stated
Q2419674,P1185,Rodovid ID,12819,,Q122271,already stated
Q2419674,P4638,The Peerage person ID,p70905.htm#i709041|p10490.htm#i104895,,Q122271,item states a DIFFERENT value for this property
Q2419674,P4159,WeRelate person ID,Ida_of_Boulogne_(1),,Q122271,already stated
Q2419674,P2949,WikiTree person ID,Boulogne-154,,Q122271,already stated
Q2419674,P7929,Roglo person ID,p=ida;n=de lorraine,,Q122271,already stated
Q2419674,P1819,genealogics.org person ID,I00496155,,Q122271,already stated
Q20498538,P1185,Rodovid ID,692622,,Q122275,already stated
Q20498538,P4159,WeRelate person ID,Agnes_Zähringen_(1),,Q122275,already stated
Q20498538,P2949,WikiTree person ID,Zähringen-29,,Q122275,already stated
