qid	relative	kinship	qualifiers
Q357231	Q110578536	Q20746728	P1039
Q11499522	Q11491592	Q20746725	P1039
Q11491592	Q11499522	Q61740757	P1039
Q11623032	Q1370620	Q61740757	P1039
Q7244858	Q7244846	Q61740758	P1039
Q7244858	Q1354407	Q20746725	P1039
Q5507519	Q1189915	Q9238344	P1039
Q110748817	Q22125080	Q61740757	P1039
Q11510649	Q11510596	Q61740757	P1039
Q108840852	Q11497898	Q20746725	P1039
Q108972167	Q102246638	Q61740757	P1039
Q108972167	Q11425643	Q20746725	P1039
Q108972167	Q109847064	Q20746725	P1039
Q108972167	Q109849406	Q20746725	P1039
Q11629028	Q11665947	Q61740757	P1039
Q11629028	Q110024961	Q61740757	P1039
Q11629028	Q110026122	Q61740757	P1039
Q11629028	Q11554305	Q20746725	P1039
Q108852206	Q17230122	Q61740757	P1039
Q108780015	Q108779964	Q61740757	P1039
Q108780015	Q108780063	Q11572068	P1039
Q46998104	Q3496692	Q9238344	P1039
Q46998104	Q508659	Q2500621	P1039
Q46998104	Q314545	Q2500621	P1039
Q46998104	Q100243649	Q2500621	P1039
Q5386051	Q34981	Q76557	P1039
Q489922	Q847848	Q4120409;Q61740757	P1039
Q45681757	Q847848	Q4120409	P1039
Q5347997	Q3499771	Q3238556	P1039
Q5347997	Q16903649	Q3403377	P1039
Q5347997	Q12000531	Q15224724	P1039
Q11990012	Q3499771	Q3238556	P1039
Q11990012	Q16903649	Q3403377	P1039
Q11990012	Q12000531	Q15224724	P1039
Q21452855	Q3505599	Q76557	P1039
Q20857053	Q451400	Q9238344	P1039
Q112368057	Q3507798	Q9238344	P1039
Q19390407	Q352080	Q4346792	P1039
Q3167844	Q3523689	Q9238344	P1039
Q11978310	Q3526459	Q11921506	P1039
Q11978310	Q3166016	Q11921506	P1039
Q17466897	Q6001755	Q15224724	P1039
Q17466897	Q352882	Q15224724	P1039
Q110614496	Q116040879	Q58837291	P1039
Q77700209	Q353164	Q19682162	P1039
Q77700209	Q3188688	Q41823427	P1039
Q110488940	Q353164	Q19682162	P1039
Q110488940	Q3188688	Q41823427	P1039
Q65115356	Q3534673	Q12160962	P1039
Q19689979	Q353693	Q9238344	P1039
Q469713	Q1143870	Q20746725	P1039
Q135398030	Q354721	Q4994791	P1039
Q11749272	Q355355	Q9238344	P1039
Q11770577	Q355355	Q13204680	P1039
Q11770577	Q1800953	Q2914212	P1039
Q11770577	Q11749272	Q15224724	P1039
Q130550218	Q355907	Q15224724	P1039
Q11431923	Q433995	Q402152	P1039
Q11431923	Q11636816	Q402152	P1039
Q12035320	Q3564868	Q9238344	P1039
Q5541685	Q5541683	Q9238344	P1039
Q6527136	Q6531891	Q13204680	P1039
Q6527136	Q10359119	Q11921506	P1039
Q6527136	Q136792068	Q61740757	P1039
Q20001259	Q4760253		
Q3379244	Q11611909	Q20746725	P1039
Q3379244	Q11390334	Q11572068	P1039
Q197659	Q5507513	Q11572068	P1039
Q197659	Q4168118	Q61740758	P1039
Q197659	Q710214	Q11572068	P1039
Q106559882	Q11489586	Q61740757	P1039
Q106687425	Q7139891	Q61740757	P1039
Q109929749	Q164948	Q2500621	P1039
Q708897	Q349246	Q61740757	P1039
Q10264426	Q357477	Q13204680	P1039
Q6228777	Q357792	Q2914212	P1039
Q98931726	Q3580080	Q4994791	P1039
Q418622	Q358556	Q19682162	P1039
Q5081770	Q358561	Q12160962	P1039
Q5081770	Q7901266	Q723868	P1039
Q2899655	Q121618959	Q6035384	P1039
Q2899655	Q121619445	Q6035384	P1039
Q2899655	Q1684964	Q113883330	P1039
Q2899655	Q20723012	Q113883330	P1039
Q2899655	Q16266671	Q113883330	P1039
Q2899655	Q3369491	Q113883330	P1039
Q2899655	Q20924910	Q113883330	P1039
Q2899655	Q20739897	Q3813877	P1039
Q2899655	Q3588295	Q4994791	P1039
Q18745021	Q121618959	Q6035384	P1039
Q18745021	Q121619445	Q6035384	P1039
Q18745021	Q1684964	Q113883330	P1039
Q18745021	Q20723012	Q113883330	P1039
Q18745021	Q16266671	Q113883330	P1039
Q18745021	Q3369491	Q113883330	P1039
Q18745021	Q20924910	Q113883330	P1039
Q18745021	Q20739897	Q3813877	P1039
Q1684964	Q16034569	Q23045211	P1039
Q1684964	Q121618365	Q6035384	P1039
Q1684964	Q121619445	Q6035384	P1039
Q1684964	Q2899655	Q113883330	P1039
Q1684964	Q18745021	Q113883330	P1039
Q1684964	Q3369491	Q113883330	P1039
Q1684964	Q20924910	Q113883330	P1039
Q1684964	Q20739897	Q3813877	P1039
Q1684964	Q136148333	Q113883330	P1039
Q20723012	Q3471989	Q23045278	P1039
Q20723012	Q7191959	Q23045211	P1039
Q20723012	Q121618365	Q6035384	P1039
Q20723012	Q121619445	Q6035384	P1039
Q20723012	Q2899655	Q113883330	P1039
Q20723012	Q18745021	Q113883330	P1039
Q20723012	Q3369491	Q113883330	P1039
Q20723012	Q20924910	Q113883330	P1039
Q20723012	Q20739897	Q3813877	P1039
Q16266671	Q16034569	Q23045211	P1039
Q16266671	Q3471989	Q23045278	P1039
Q16266671	Q7191959	Q23045211	P1039
Q16266671	Q121618365	Q6035384	P1039
Q16266671	Q121619445	Q6035384	P1039
Q16266671	Q2899655	Q113883330	P1039
Q16266671	Q18745021	Q113883330	P1039
Q16266671	Q3369491	Q113883330	P1039
Q16266671	Q20924910	Q113883330	P1039
Q16266671	Q20739897	Q3813877	P1039
Q3169910	Q3588295	Q13204680	P1039;P580;P582
Q3169910	Q121618365	Q3238556	P1039;P580
Q3169910	Q121618959	Q3238556	P1039;P580
Q3369491	Q121618365	Q6035384	P1039
Q3369491	Q121618959	Q6035384	P1039
Q3369491	Q2899655	Q113883330	P1039
Q3369491	Q18745021	Q113883330	P1039
Q3369491	Q1684964	Q113883330	P1039
Q3369491	Q20723012	Q113883330	P1039
Q3369491	Q16266671	Q113883330	P1039
Q3369491	Q20739897	Q3813877	P1039
Q20924910	Q121618365	Q6035384	P1039
Q20924910	Q121618959	Q6035384	P1039
Q20924910	Q2899655	Q113883330	P1039
Q20924910	Q18745021	Q113883330	P1039
Q20924910	Q1684964	Q113883330	P1039
Q20924910	Q20723012	Q113883330	P1039
Q20924910	Q16266671	Q113883330	P1039
Q20924910	Q20739897	Q3813877	P1039
Q136148333	Q1684964	Q113883330	P1039
Q56452164	Q5658215	Q16658574	P1039
Q56452164	Q2847693	Q76557	P1039
Q56452164	Q74381156	Q9238344	P1039
Q3136113	Q3289066	Q11921506	P1039
Q3136113	Q3426818	Q19680017	P1039
Q105523380	Q7346947	Q28324774	P1039
Q62059165	Q360518	Q76557	P1039
Q62059165	Q298315	Q76557	P1039
Q136433068	Q360518	Q76557	P1039
Q136433068	Q298315	Q76557	P1039
Q130237845	Q360518	Q12158205	P1039
Q130237845	Q2478999	Q12158205	P1039
Q3778513	Q3616111	Q12158205	P1039
Q3778513	Q3860855	Q5992509	P1039
Q3778513	Q3610595	Q42301631	P1039
Q3778513	Q30308643	Q42301631	P1039
Q3778513	Q55829695	Q42301631	P1039
Q3778513	Q3609399	Q19682162	P1039
Q3778513	Q134597134	Q12433519	P1039
Q3778513	Q136933861	Q4994791	P1039
Q30308643	Q3609399	Q4994791	P1039
Q30308643	Q3838319	Q4120409	P1039
Q30308643	Q3616111	Q4120409	P1039
Q30308643	Q3778513	Q42301620	P1039
Q30308643	Q3610595	Q42301620	P1039
Q30308643	Q134597134	Q4994787	P1039
Q3851191	Q3826324	Q2914212	P1039;P580;P582
Q3826324	Q3617191	Q2914212	P1039;P580;P582
Q3826324	Q3851191		P580;P582
Q3080899	Q3749573	Q15224724	P1039
Q137655521	Q124101874	Q57832810	P1039
Q108512098	Q362106	Q11921506	P1039
Q108512098	Q111519504	Q11921506	P1039
Q18066870	Q652144	Q9238344	P1039
Q18066870	Q2779396	Q76557	P1039
Q126684660	Q362516	Q4346792	P1039
Q3905366	Q3629600	Q13204680	P1039
Q3905366	Q24613923	Q19682162	P1039
Q3907868	Q3629600	Q4994791	P1039
Q55999618	Q3629675		
Q55072995	Q3629675		
Q5266851	Q3899724	Q12160962	P1039
Q545437	Q363849	Q41805469	P1039
Q124093036	Q3639322	Q76557	P1039
Q1476551	Q1468904	Q76507	P1039
Q29684266	Q1328500	Q19682162	P1039
Q1328500	Q29684266	Q11921506	P1039
Q8962631	Q365309	Q23045211	P1039
Q8962631	Q9024967	Q23045211	P1039
Q11679755	Q365309	Q13184390	P1039
Q115005060	Q3659453	Q2914212	P1039
Q526023	Q21026999	Q11921506	P1039
Q22574794	Q367234	Q76557	P1039
Q76353363	Q75311884	Q4346792	P1039
Q76353363	Q15794518	Q19822354	P1039
Q4015575	Q3678133	Q13204680	P1039
Q319547	Q3678133	Q4994791	P1039
Q54688	Q593919	Q4994791	P1039
Q54688	Q3682836	Q4994787	P1039
Q54688	Q1343292	Q4120409	P1039
Q54688	Q2563094	Q3813877	P1039
Q29842719	Q775287	Q13184390	P1039
Q29842719	Q37135	Q12443619	P1039
Q29842719	Q37065	Q12443619	P1039
Q29842719	Q12213263	Q23045293	P1039
Q111785347	Q37072	Q12158205	P1039
Q111785347	Q471132	Q23868497	P1039
Q765	Q3610016	Q76557	P1039
Q765	Q118187712	Q3403377	P1039
Q968602	Q3610016	Q31819505	P1039
Q968602	Q118187712	Q12051531	P1039
Q776847	Q3720088	Q11921506	P1039
Q110070297	Q110022261	Q15224724	P1039
Q66363947	Q110022261	Q9238344	P1039
Q66363947	Q50687723	Q15224724	P1039
Q4015344	Q3778135	Q19682162	P1039
Q4015344	Q3725723	Q12158205	P1039
Q4015344	Q3851090	Q42301631	P1039
Q4015344	Q126207385	Q3403377	P1039
Q3721786	Q3778135	Q19682162	P1039
Q3721786	Q3725723	Q12158205	P1039
Q3721786	Q3851090	Q42301631	P1039
Q3725850	Q3725848	Q9238344	P1039
Q3768353	Q105379517	Q12158205	P1039
Q3768353	Q3731216	Q12158205	P1039
Q995835	Q373131	Q9238344	P1039
Q76437	Q88472	Q3752578	P1039
Q76437	Q3731615	Q13204680	P1039
Q3608577	Q55456	Q13204680	P1039
Q3608577	Q3732025	Q723868	P1039
Q3608577	Q1872976	Q2914212	P1039
Q16407753	Q28790814	Q23009870	P1039
Q16407753	Q983831	Q23009870	P1039
Q120720710	Q276032		
Q22124630	Q106689035	Q20746728	P1039
Q22124630	Q440503	Q61740757	P1039
Q18011439	Q24873886	Q20746725	P1039
Q18226720	Q106641189	Q20746728	P1039
Q11518295	Q471885	Q61740757	P1039
Q1290220	Q3076818	Q11572068	P1039
Q1321703	Q11623596	Q20746725	P1039
Q1321703	Q3090635	Q20746725	P1039
Q578397	Q108911571	Q183905	P1039;P4500
Q11623317	Q11544325	Q9238344	P1039
Q11623594	Q22126630	Q20746725	P1039
Q366253	Q106265180	Q20746728	P1039
Q583698	Q108128190	Q183905	P1039
Q11623276	Q106434640	Q20746725	P1039
Q11564097	Q110745492	Q20746725	P1039
Q11658873	Q5507512	Q20746728	P1039
Q106410415	Q106410247	Q61740757	P1039
Q106410415	Q110799572	Q20746728	P1039;P1480
Q110799572	Q106410415	Q61740757	P1039;P1480
Q673243	Q517821	Q76557	P1039
Q131497860	Q214559	Q12443619	P1039
Q17195045	Q17195316	Q15224724	P1039
Q75281944	Q76057316	Q20746728	P1039
Q75281944	Q76285605	Q20746728	P1039
Q75281944	Q76057321	Q20746725	P1039
Q8865201	Q376278	Q2914212	P1039
Q3705468	Q16832504		
Q3705468	Q376398		
Q3705468	Q6752672		
Q3705468	Q5538128		
Q435462	Q376580	Q3752578	P1039
Q435462	Q3078910	Q12183411	P1039
Q435462	Q3019068	Q12183411	P1039
Q28089044	Q41600	Q4120409	P1039
Q12281832	Q29442	Q57832811	P1039
Q12281832	Q41600	Q23045425	P1039
Q12281832	Q232714	Q13182364	P1039
Q12281832	Q12280610	Q23045435	P1039
Q126274296	Q41600	Q12158205	P1039
Q126281321	Q41600	Q12158205	P1039
Q126281321	Q641370	Q9235758	P1039
Q3733875	Q529203		
Q128094595	Q377071	Q3752578	P1039
Q128094595	Q128093669	Q11921506	P1039
Q128094595	Q124389045	Q11921506	P1039
Q128094083	Q377071	Q3752578	P1039
Q128094083	Q128093669	Q11921506	P1039
Q128094083	Q124389045	Q11921506	P1039
Q136311064	Q117199909	Q9238344	P1039
Q96076054	Q37767	Q2914212	P1039
Q2578540	Q121289851	Q15224724	P1039
Q2578540	Q121290833	Q11921506	P1039
Q3501816	Q3052730	Q9238344	P1039
Q3496696	Q103936642	Q19595229	P1039
Q1461622	Q379621	Q2914212	P1039
Q3651928	Q379624		
Q6291724	Q379631	Q3813877	P1039
Q102865	Q11332166	Q2914212	P1039
Q6035613	Q379975		
Q6035613	Q5878965		
Q236950	Q39045333	Q15224724	P1039
Q15459128	Q39045333	Q31819505	P1039
Q64034932	Q380484	Q9238344	P1039
Q64034932	Q20827859	Q9235758	P1039
Q25894144	Q380598	Q3752578	P1039
Q25894144	Q198048	Q3752578	P1039
Q11400601	Q11400609	Q61740757	P1039
Q1514870	Q135551400	Q19680017	P1039
Q5236636	Q5236634	Q31819505	P1039
Q5236636	Q5236633	Q402152	P1039
Q973002	Q3819267	Q15224724	P1039
Q3393807	Q5139346	Q723868	P1039
Q3393807	Q381953	Q13204680	P1039
Q3821716	Q381953	Q9238344	P1039
Q3821716	Q5139346	Q9235758	P1039
Q1286227	Q9140788	Q21152552	P1039
Q21152523	Q9140788	Q21152552	P1039
Q9140788	Q1286227	Q21152551	P1039
Q9140788	Q21152523	Q21152551	P1039
Q26001078	Q5806014	Q23045211	P1039
Q26001078	Q3757190	Q4113832	P1039
Q26001078	Q296269	Q58837291	P1039
Q26001078	Q134110878	Q11921506	P1039
Q3876483	Q3826843		
Q5671187	Q192	Q84158642	P1039
Q740361	Q132711		
Q740361	Q1080362	Q76557	P1039;P518
Q16657981	Q599673	Q4994791	P1039
Q16657981	Q3848025	Q4994787	P1039
Q16657981	Q3860826	Q5992509	P1039
Q16657981	Q3851432	Q4120409	P1039
Q16657981	Q3749443	Q6035384	P1039
Q16657981	Q126896196	Q42301620	P1039
Q16657981	Q3726502	Q42240727	P1039
Q16657981	Q180288	Q42240735	P1039
Q16657981	Q137722693	Q42301620	P1039
Q16657981	Q137722713	Q42301620	P1039
Q137722693	Q599673	Q19682162	P1039
Q137722693	Q3848025	Q12433519	P1039
Q137722693	Q3618938	Q5992509	P1039
Q137722693	Q3749443	Q5992509	P1039
Q137722693	Q16657981	Q42301631	P1039
Q137722693	Q126896196	Q42301631	P1039
Q137722693	Q180288	Q41854901	P1039
Q137722693	Q3726502	Q41823427	P1039
Q137722713	Q599673	Q19682162	P1039
Q137722713	Q3848025	Q12433519	P1039
Q137722713	Q3618938	Q5992509	P1039
Q137722713	Q3749443	Q5992509	P1039
Q137722713	Q16657981	Q42301631	P1039
Q137722713	Q126896196	Q42301631	P1039
Q137722713	Q180288	Q41854901	P1039
Q137722713	Q3726502	Q41823427	P1039
Q3734393	Q3848267	Q15224724	P1039
Q3734393	Q3928571	Q3403377	P1039
Q3869147	Q3848898	Q9238344	P1039
Q61481332	Q574624	Q19682162	P1039
Q56706608	Q714126	Q19682162	P1039
Q56706608	Q3852571	Q12158205	P1039
Q56706608	Q3852623	Q31819505	P1039
Q56706608	Q106855688	Q23045293	P1039
Q99122082	Q714126	Q19682162	P1039
Q99122082	Q3852571	Q12158205	P1039
Q99122082	Q3852623	Q31819505	P1039
Q99122082	Q112505670	Q23045278;Q124339569	P1039
Q451791	Q56433809	Q2914212	P1039
Q451791	Q3877197	Q19682162	P1039
Q451791	Q4024625	Q12433519	P1039
Q16403018	Q39040109	Q9238344	P1039
Q16403018	Q16403021	Q76557	P1039
Q6052158	Q39259	Q13204680	P1039
Q6052158	Q65220006	Q3972282	P1039
Q6052158	Q39259	Q12160962	P1039
Q6052158	Q2977143	Q20094017	P1039
Q6052158	Q4358398	Q23045444	P1039
Q6052158	Q17330106	Q23045444	P1039
Q6052158	Q20471228	Q12150991	P1039
Q6052158	Q83544153	Q12224539	P1039
Q105971426	Q39259	Q4994791	P1039
Q105971426	Q2977143	Q4994787	P1039
Q105971426	Q4358398	Q4120409	P1039
Q105971426	Q17330106	Q4120409	P1039
Q105971426	Q20471228	Q6035384	P1039
Q105971426	Q105971316	Q42240735	P1039
Q105971426	Q16105834	Q19682162	P1039
Q105971426	Q65220006	Q12158205	P1039
Q105971426	Q83544153	Q13211706	P1039
Q100198272	Q23047420	Q9235758	P1039
Q100198272	Q356351	Q3813877	P1039
Q100198272	Q284011	Q23009870	P1039
Q100198272	Q941751	Q23009870	P1039
Q3339532	Q683971	Q21152551	P1039
Q3339532	Q23013341	Q24027915	P1039
Q3339532	Q3339533	Q21173186	P1039
Q3339532	Q3523649	Q21173186	P1039
Q3339532	Q2963586	Q21173186	P1039
Q2163120	Q3960866		
Q3929615	Q125080613	Q2914212	P1039
Q1056814	Q4007690	Q18489480	P1039
Q61106243	Q6939922	Q10861465	P1039
Q61106243	Q888240	Q10861465	P1039
Q61106243	Q40512	Q2914212	P1039
Q124141319	Q124357391	Q19595228	P1039
Q124141319	Q40512	Q76557	P1039
Q124141319	Q40110	Q9238344	P1039
Q124141319	Q7335978	Q9238344	P1039
Q124141319	Q57327	Q31819505	P1039
Q12369811	Q4011657	Q76557	P1039
Q75328056	Q5082710	Q3752578	P1039
Q7593231	Q5544759	Q9238344	P1039
Q1394591	Q128027	Q19680017	P1039
Q1394591	Q7031	Q15224724	P1039
Q41030406	Q4029	Q2096646	P1039
Q41031189	Q4029	Q2096646	P1039
Q41031189	Q41032020	Q723868	P1039
Q41031189	Q41032909	Q23868497	P1039
Q61061408	Q40387	Q19682162	P1039
Q61061408	Q3754860	Q41823427	P1039
Q61061408	Q42452198	Q41854901	P1039
Q61061408	Q3753394	Q4113830	P1039
Q125858508	Q112972365	Q76557	P1039
Q125858508	Q57327	Q2914212	P1039
Q125858508	Q3033127	Q84158643	P1039
Q136113130	Q136117828	Q9238344	P1039
Q58700338	Q2034227	Q3752578	P1039
Q58700338	Q4098671	Q3752578	P1039
Q58700338	Q4522491	Q1498282	P1039
Q136436419	Q139795360	Q12051531	P1039
Q7186040	Q40939	Q76557	P1039
Q2827460	Q16222087	Q4113832	P1039
Q2827460	Q733312	Q12160962	P1039
Q2072385	Q1855372	Q11921506	P1039
Q2072385	Q6161563	Q11921506	P1039
Q2072385	Q6875474	Q11921506	P1039
Q2072385	Q2891977	Q19756330	P1039
Q2072385	Q23043276	Q19756330	P1039
Q2072385	Q238774	Q18489480	P1039
Q2072385	Q6893462	Q11921506	P1039
Q2072385	Q19665019	Q11921506	P1039
Q2072385	Q50379398	Q11921506	P1039
Q2072385	Q6204478	Q11921506	P1039
Q2072385	Q14946741	Q11921506	P1039
Q2072385	Q5643959	Q3752578	P1039
Q137711354	Q110016687	Q31819505	P1039
Q4665824	Q371263	Q12158205	P1039
Q4665824	Q4165546	Q12158205	P1039
Q4665824	Q58156	Q12158205	P1039
Q4665824	Q3953644	Q42301631	P1039
Q23639454	Q217167	Q9238344	P1039
Q7306919	Q217167	Q9238344	P1039
Q7306919	Q315587	Q9238344	P1039
Q3530497	Q612983	Q61740757	P1039
Q3530497	Q946037	Q20746725	P1039
Q347685	Q383045	Q15224724	P1039
Q108433326	Q691678	Q41810796	P1039
Q4497888	Q41264	Q3752578	P1039
Q76248136	Q85944263	Q41823427	P1039
Q111384120	Q60830346	Q3238556	P1039
Q111384120	Q41408	Q15224724	P1039
Q111384120	Q15507730	Q3403377	P1039
Q111384120	Q5865799	Q15224724	P1039
Q111384120	Q115869206	Q4113830	P1039
Q111384120	Q50375611	Q3403377	P1039
Q5992936	Q41408	Q2914212	P1039
Q5992936	Q15507730	Q3238556	P1039
Q5992936	Q23705265	Q3238556	P1039
Q5992936	Q60830346	Q723868	P1039
Q5992936	Q109241129	Q13204680	P1039
Q5992936	Q115869206	Q3403377	P1039
Q44736673	Q115869206	Q31819505	P1039
Q44736673	Q41408	Q76557	P1039
Q44736673	Q15507730	Q76507	P1039
Q44736673	Q5865799	Q76557	P1039
Q44736673	Q23705265	Q76507	P1039
Q123819010	Q15507730	Q76507	P1039
Q123819010	Q109241129	Q9238344	P1039
Q123819010	Q60830346	Q9235758	P1039
Q123819010	Q115869206	Q12051531	P1039
Q123819010	Q3742984	Q3813877	P1039
Q123819010	Q23419011	Q11972456	P1039
Q123819010	Q41408	Q76557	P1039
Q59305568	Q469550	Q4994791	P1039
Q105046820	Q41502	Q2914212	P1039
Q21567825	Q41554	Q16658574	P1039
Q741375	Q41554	Q16658574	P1039
Q45651	Q32251	Q9238344	P1039
Q20747522	Q41657	Q11921506	P1039
Q3148831	Q2082106	Q76557	P1039
Q75250311	Q75381732	Q4346792	P1039
Q75250311	Q75383209	Q19822354	P1039
Q75381732	Q55720	Q6035384	P1039
Q75381732	Q165657	Q30254751	P1039
Q75381732	Q165709	Q30254751	P1039
Q75383209	Q55720	Q6035384	P1039
Q75383209	Q165657	Q30254751	P1039
Q75383209	Q165709	Q30254751	P1039
Q75797827	Q55720	Q6035384	P1039
Q75797827	Q165657	Q30254751	P1039
Q75797827	Q165709	Q30254751	P1039
Q2032797	Q4514365	Q9238344	P1039
Q111227950	Q111227949	Q12315099	P1039
Q47748	Q44819	Q12498236	P1039
Q135779077	Q7192774	Q12160962	P1039
Q136548280	Q137325185	Q6035384	P1039
Q4987208	Q6306366		
Q59584778	Q120969716	Q18489480	P1039
Q66092409	Q48283	Q723868	P1039
Q66092409	Q3350320	Q13204680	P1039
Q4337908	Q4218214	Q9238344	P1039
Q4337908	Q4133329		
Q227312	Q28934511	Q3752578	P1039
Q227312	Q1115454	Q3752578	P1039
Q227312	Q1030449	Q3752578	P1039
Q121863757	Q42229	Q9238344	P1039
Q121863757	Q36970756	Q9235758	P1039
Q121863757	Q58613040	Q76557	P1039
Q76084144	Q110180471	Q23045444	P1039
Q76084144	Q109885965	Q12150991	P1039
Q76084144	Q110181544	Q23045444	P1039
Q76084144	Q110181853	Q23045444	P1039
Q76084144	Q21539637	Q13204680	P1039
Q76084144	Q76084149	Q4838063	P1039
Q124316901	Q42348768	Q9238344	P1039
Q98557926	Q125459087	Q19682162	P1039
Q20419629	Q4260016	Q9238344	P1039
Q30325700	Q4266806	Q76557	P1039
Q295020	Q426999	Q18489480	P1039
Q295020	Q133833559	Q11921506	P1039
Q96380025	Q426999	Q3238556	P1039
Q96380025	Q133833559	Q15224724	P1039
Q101658304	Q42775	Q9238344	P1039
Q101658304	Q7937736	Q9235758	P1039
Q101658304	Q233253	Q9235758	P1039
Q23723035	Q23929573		
Q12828206	Q4311880	Q15657883	P1039
Q21078069	Q120769103	Q10861465	P1039
Q21078069	Q114899566	Q595094	P1039
Q21078069	Q40512	Q2914212	P1039
Q525792	Q432325	Q13204680	P1039
Q104150686	Q432473	Q19756330	P1039
Q133798059	Q4199408	Q4346792	P1039
Q541785	Q30609597	Q76557	P1039
Q13475972	Q22582519	Q19756330	P1039
Q140442170	Q6134230	Q12158205	P1039
Q2597786	Q433457	Q2500621	P1039
Q109501855	Q433457	Q2500621	P1039
Q7608711	Q43371216	Q9238344	P1039
Q5720597	Q747128	Q13204680	P1039
Q5720597	Q434516	Q723868	P1039
Q5720597	Q16072207	Q76557	P1039
Q94936748	Q434601	Q13204680	P1039
Q130307241	Q434601	Q9238344	P1039
Q130307241	Q130307145	Q9235758	P1039
Q473500	Q324175	Q9238344	P1039
Q473500	Q75891334	Q9235758	P1039
Q62732411	Q102042	Q3752578	P1039
Q62732411	Q22691012	Q3752578	P1039
Q17419163	Q4352362		
Q2713766	Q810972	Q723868	P1039
Q2713766	Q435501	Q12160962	P1039
Q2713766	Q969797	Q2914212	P1039
Q2713766	Q1236997	Q3238556	P1039
Q55499583	Q435547	Q12160962	P1039
Q4468781	Q435770	Q1282201	P1039
Q79052675	Q121375750	Q9235758	P1039
Q121375750	Q79052675	Q11921506	P1039
Q12297449	Q435936	Q19595229	P1039
Q10407269	Q4990459	Q9235758	P1039
Q16065598	Q29045599	Q723868	P1039
Q16065598	Q7792627	Q1666087	P1039
Q16065598	Q18346198	Q23045444	P1039
Q16065598	Q110178877	Q23045444	P1039
Q16065598	Q436699	Q15224724	P1039
Q16065598	Q75645609	Q13204680	P1039
Q16065598	Q110738774	Q12150991;Q13184281	P1039
Q29045599	Q16065598	Q3752578	P1039
Q29045599	Q75645409	Q13204680	P1039
Q29045599	Q75645600	Q723868	P1039
Q29045599	Q7792627	Q3752578	P1039
Q29045599	Q436699	Q11921506	P1039
Q76034455	Q7367024	Q19822354	P1039
Q76034455	Q6228595	Q4120409	P1039
Q76034455	Q436699	Q12443619	P1039
Q76034455	Q16030649	Q4346792	P1039
Q76034455	Q76034440	Q4346792	P1039
Q76034455	Q75735151	Q19822354	P1039
Q76034455	Q76034441	Q4346792	P1039
Q76034455	Q76034442	Q4346792	P1039
Q76034455	Q76034445	Q4346792	P1039
Q76034455	Q76034447	Q4346792	P1039
Q76034455	Q76034453	Q4346792	P1039
Q76034455	Q16065598	Q13184390	P1039
Q18346198	Q21535772	Q13204680	P1039
Q18346198	Q21069598	Q23045444	P1039
Q18346198	Q16059879	Q12224539	P1039
Q18346198	Q6228595	Q4120409	P1039
Q18346198	Q7792627	Q13184390	P1039
Q18346198	Q436699	Q12443619	P1039
Q18346198	Q16065598	Q13184390	P1039
Q18346198	Q110738768	Q13184390	P1039
Q110178877	Q6228595	Q4120409	P1039
Q110178877	Q436699	Q12443619	P1039
Q110178877	Q7792627	Q13184390	P1039
Q110178877	Q16065598	Q13184390	P1039
Q110178877	Q110738768	Q13184390	P1039
Q75353009	Q436699	Q23045444	P1039
Q75353009	Q110738768	Q13204680	P1039
Q75353009	Q110738774	Q723868	P1039
Q136337794	Q131385467	Q15657883	P1039
Q94511543	Q303	Q20746702	P1039
Q109533603	Q312304	Q9238344	P1039
Q109533603	Q25455657	Q3752578	P1039
Q61299194	Q5858503	Q19682184	P1039
Q11765603	Q4392747	Q11921506	P1039
Q124336840	Q440319	Q15224724	P1039
Q124336840	Q6148325	Q15224724	P1039
Q116972164	Q440647	Q3752578	P1039
Q32832490	Q78066122	Q4113832	P1039
Q32832490	Q115827	Q15224724	P1039
Q5997852	Q6291453		
Q160325	Q441060	Q19682162	P1039
Q160325	Q6759434	Q5992509	P1039
Q160325	Q3132388	Q117658295	P1039
Q160325	Q950746	Q30254751	P1039
Q160325	Q1606497	Q3813877	P1039
Q391040	Q44122	Q9238344	P1039
Q1425715	Q44181277	Q3752578	P1039
Q30101934	Q44181277	Q3752578	P1039
Q4226019	Q4226020	Q18489480	P1039
Q4226019	Q29613524	Q23045435	P1039
Q4226019	Q441997	Q23045425	P1039
Q4226018	Q441997	Q12158205	P1039
Q4226018	Q29613524	Q5992509	P1039
Q4226018	Q1986816	Q12051531	P1039
Q4226018	Q4085145	Q31819505	P1039
Q118937051	Q44380	Q76507	P1039
Q118937051	Q100887068	Q23009870	P1039
Q2030356	Q861110	Q19680017	P1039
Q2030356	Q842633	Q13183045	P1039
Q118013	Q117598	Q12051531	P1039
Q118013	Q1912161	Q31819505	P1039
Q25980238	Q28061921		
Q12160733	Q4455805		
Q12160733	Q4455810		
Q66773695	Q4457	Q9238344	P1039
Q52153972	Q44601		
Q105268643	Q23559	Q2500621	P1039
Q105268643	Q446421	Q4994791	P1039
Q105268643	Q3847521	Q4994787	P1039
Q105268643	Q42759545	Q76507	P1039
Q105268643	Q714884	Q2500620	P1039
Q105268643	Q4255860	Q58837291	P1039
Q105268643	Q5018676	Q27164472	P1039
Q105268643	Q43252	Q11972456	P1039
Q1520815	Q446808	Q3103421	P1039
Q4469264	Q713923	Q19680017	P1039
Q4469264	Q39382682	Q21480539	P1039
