qid,geni_id,label,side,states,occupations,cbdb
Q45382215,6000000074746451857,Qian Yin,China,Song dynasty,,
Q45382270,6000000074745744322,Qian Renxi,China,Song dynasty,painter,
Q45382272,6000000074746433847,Qian Keze,China,Song dynasty,,
Q45382337,6000000074746380905,Qian Zhizhou,China,Song dynasty,,
Q45382341,6000000074745725425,Qian Chongzhi,China,Song dynasty,,
Q45382350,6000000074746347908,Qian Shoupeng,China,Song dynasty,,
Q45382362,6000000074746116066,Qian Liangchen,China,Song dynasty,politician,
Q45382391,6000000074746342985,Qian Yingsun,China,Song dynasty,,
Q45382404,6000000074746218056,Qian Ju,China,Song dynasty,,
Q45382448,6000000074746482867,Fu Yi,China,Song dynasty,,
Q45382454,6000000074746464882,Qin Zhen,China,Song dynasty,,
Q45382476,6000000074746245042,Zhuo Mengqing,China,Song dynasty,,
Q45382519,6000000074746540831,Qiu A,China,Tang dynasty,,
Q45382523,6000000074746160297,Qiu Jie,China,Song dynasty,,
Q45382528,6000000074746050079,Qiu Dizhe,China,Song dynasty,,
Q45382530,6000000074746522856,Yu Keji,China,Song dynasty,,
Q45382533,6000000074746262069,Yu Chengzhi,China,Song dynasty,,
Q45382537,6000000074745269610,Jin Jingwen,China,Song dynasty,gentry,
Q45382550,6000000074746191153,Zhou Zhang,China,Song dynasty,,
Q45382573,6000000074746380965,Zhou Yannian,China,Song dynasty,,
Q45382586,6000000074745717395,Zha Shu,China,Song dynasty,,
Q45382609,6000000074745744409,Zhou Liangchen,China,Song dynasty,,
Q45382613,6000000074746459908,Zhou Lianghan,China,Song dynasty,,
Q45382625,6000000074746559831,Zhou Shen,China,Song dynasty,,
Q45382627,6000000074746160326,Zhou Yingqi,China,Song dynasty,,
Q45382630,6000000074746415987,Zhou Yingwu,China,Song dynasty,,
Q45382639,6000000074746168102,Liu Zhibo,China,Song dynasty,,
Q45382645,6000000074746459913,Liu Shu,China,Song dynasty,,
Q45382665,6000000074745742562,Liu Tanzhi,China,Song dynasty,,
Q45382688,6000000074746552870,Mo Boyu,China,Song dynasty,,
Q45382696,6000000074746494900,Mo Yuan,China,Song dynasty,,
Q45382698,6000000074746556849,Mo Cheng,China,Song dynasty,,
Q45382704,6000000074746281139,Mo Wen,China,Song dynasty,,
Q45382706,6000000074746544860,Mo You,China,Song dynasty,,
Q45382722,6000000074746130189,Zhou Zhiyan,China,Song dynasty,,
Q45382724,6000000074745743464,Lv E,China,Song dynasty,,
Q45382728,6000000074746587834,Lv Xun,China,Song dynasty,,
Q45382732,6000000074745717419,Lv Ping,China,Song dynasty,,
Q45382733,6000000074746536855,Lv Quan,China,Song dynasty,,
Q45382739,6000000074746279027,Lv Kui,China,Song dynasty,,
Q45382741,6000000074746313018,Lv Yirou,China,Song dynasty,,
Q45382744,6000000074745528613,Zhou Zhicai,China,Song dynasty,,
Q45382749,6000000074746020219,Zeng Lun,China,Song dynasty,,
Q45382752,6000000074746393012,Zhou Zhongchang,China,Song dynasty,,
Q45382765,6000000074745665352,Zhou I,China,Tang dynasty,,
Q45382812,6000000074746518881,Zhou Xingsi,China,Song dynasty,,
Q45382816,6000000074745949241,Zhou Zhiqing,China,Song dynasty,,
Q45382819,6000000074746557885,Zhou Xun,China,Song dynasty,,
Q45382824,6000000074746596869,Zhou J,China,Tang dynasty,,
Q45382905,6000000074746538888,Di A,China,Tang dynasty,,
Q45382967,6000000074746332072,Zhu Di,China,Song dynasty,,
Q45383037,6000000074746392024,Zhou Dayou,China,Song dynasty,,
Q45383043,6000000074746198262,Zhou Song,China,Song dynasty,,
Q45383048,6000000074746461969,Zhou Bihou,China,Song dynasty,,
Q45383049,6000000074745798424,Zhou Bicong,China,Song dynasty,,
Q45383053,6000000074746547911,Zhou Bixian,China,Song dynasty,,
Q45383095,6000000074746143198,Lv Kaiyuan,China,Song dynasty,,
Q45383128,6000000074746116179,Xu Qiao,China,Song dynasty,politician,
Q45383132,6000000074746558902,Zhou Zhicai,China,Song dynasty,,
Q45383142,6000000074746313106,Lu Xiang,China,Song dynasty,,
Q45383173,6000000074746437062,Fu Jun,China,Song dynasty,,
Q45383176,6000000074746397933,Fu Xun,China,Song dynasty,,
Q45383217,6000000074746687835,Yu Wei,China,Song dynasty,,
Q45383219,6000000074746459999,Yu Shen,China,Song dynasty,,
Q45383232,6000000074746695822,Yu Mou,China,Song dynasty,,
Q45383242,6000000074746504959,Fu Hao,China,Song dynasty,,
Q45383249,6000000074746413091,Yu Chou,China,Song dynasty,,
Q45383275,6000000074746440997,Wang Zhiyan,China,Song dynasty,,
Q45383278,6000000074746677830,Wang Zhilin,China,Song dynasty,,
Q45383289,6000000074746479045,Shi Zongben,China,Song dynasty,farmer | Buddhist monk,
Q45383292,6000000074746079367,Zhou Sigong,China,Song dynasty,,
Q45383298,6000000074746686847,Zhou Siwu,China,Song dynasty,,
Q45383304,6000000074746259205,Zhou Zhong,China,Song dynasty,gentry,
Q45383306,6000000074746554926,Zhou Xin,China,Song dynasty,billionaire | gentry,
Q45383311,6000000074746328161,Zhou Ziliang,China,Song dynasty,,
Q45383342,6000000074745538731,Zhou Jingnan,China,Song dynasty,,
Q45383343,6000000074746558931,Zhou Qushe,China,Song dynasty,,
Q45383348,6000000074746136194,Zhou Jiao,China,Song dynasty,,
Q45383351,6000000074746636872,Zhou Bin,China,Song dynasty,,
Q45383362,6000000074746716829,Zhou Xin,China,Song dynasty,,
Q45383372,6000000074746727822,Zhu Qinyan,China,Song dynasty,,
Q45383395,6000000074746020320,Zeng Yize,China,Song dynasty,,
Q45383400,6000000074746732822,Zeng Xiang,China,Song dynasty,,
Q45383405,6000000074746698831,Zeng Jia,China,Song dynasty,,
Q45383419,6000000074745980486,Zeng Shuqing,China,Song dynasty,,
Q45383437,6000000074746640882,Zhu Xing,China,Song dynasty,,
Q45383441,6000000074746669879,Yang Guangzu,China,Song dynasty,gentry,
Q45383448,6000000074746318128,Yang Gai,China,Song dynasty,,
Q45383491,6000000074746889923,Zhu Jun,China,Song dynasty,,
Q45383495,6000000074747034823,Zhu Zuo,China,Song dynasty,,
Q45383497,6000000074746111595,Chen Songheng,China,Song dynasty,,
Q45383500,6000000074746804004,Zhu Zhu,China,Song dynasty,historian,
Q45383507,6000000074746519157,Zhu Xun,China,Song dynasty,,
Q45383555,6000000074746737023,Liu P,China,Tang dynasty,,
Q45383573,6000000074746851014,Liu Zheng,China,Song dynasty,,
Q45383590,6000000074746953977,Hu Shangzhi,China,Song dynasty,,
Q45383625,6000000074747093845,Shi Xiaochun,China,Song dynasty,,
Q45383652,6000000074746987901,Fan Kejia,China,Song dynasty,,
Q45383681,6000000074746906968,Zhu Zeshan,China,Song dynasty,,
Q45383703,6000000074747111860,Zhu Yong,China,Song dynasty,,
Q45383713,6000000074747015877,Zhu Guliao,China,Tang dynasty,,
Q45383745,6000000074746356540,Wang V,China,Tang dynasty,farmer,
Q45383750,6000000074746846980,Wang W,China,Song dynasty,,
Q45383756,6000000074746836063,Wang Ruxian,China,Song dynasty,,
Q45383775,6000000074746880096,Wang Zao,China,Song dynasty,,
Q45383778,6000000074747078870,Wang Cheng,China,Yuan dynasty,,
Q45383781,6000000074746981931,Wang Yi,China,Yuan dynasty,,
Q45383784,6000000074746973960,Wang Yeweng,China,Yuan dynasty,ci lyric writer,
Q45383786,6000000074746924947,Zhu Yuan,China,Song dynasty,,
Q45383794,6000000074747118859,Zhu Fei,China,Song dynasty,,
Q45383800,6000000074747131824,Zhuge Geng,China,Song dynasty,,
Q45383893,6000000074746862056,Chu Ding,China,Song dynasty,,
Q45383905,6000000074747078911,Chu Zhu,China,Song dynasty,,
Q45383906,6000000074747174829,Zhuang Anshi,China,Song dynasty,,
Q45383912,6000000074746502268,Fan Renyuan,China,Song dynasty,,
Q45384033,6000000074747119879,Fan Zuyi,China,Song dynasty,,
Q45384038,6000000074747137879,Fan Xun,China,Song dynasty,,
Q45384043,6000000074746881021,Fan Shen,China,Song dynasty,,
Q45384048,6000000074746144544,Fan You,China,Song dynasty,,
Q45384052,6000000074747003023,Fan Zhongnan,China,Song dynasty,,
Q45384055,6000000074746891920,Fan Zhongkai,China,Song dynasty,,
Q45384059,6000000074746740171,Fan Zhongfu,China,Song dynasty,,
Q45384067,6000000074746851079,Fan Zhongmin,China,Song dynasty,,
Q45384070,6000000074747099913,Fan Zhongshi,China,Song dynasty,,
Q45384074,6000000074746813059,Fan Zhongwei,China,Song dynasty,,
Q45384077,6000000074746870144,Fan Zifu,China,Song dynasty,,
Q45384081,6000000074746782178,Fan Zuchun,China,Song dynasty,,
Q45384084,6000000074747041970,Fan Zigai,China,Song dynasty,,
Q45384089,6000000074747118885,Fan Ziyi,China,Song dynasty,,
Q45384092,6000000074746951026,Fan Zhongyi,China,Song dynasty,,
Q45384100,6000000074746502274,Fan Zhongqi,China,Song dynasty,,
Q45384104,6000000074744795487,Fan Liao,China,Song dynasty,,
Q45384108,6000000074746328600,Fan Zhongren,China,Song dynasty,military commander,
Q45384215,6000000074746982040,Li Chuquan,China,Song dynasty,,
Q45384219,6000000074747227822,Li Chulian,China,Song dynasty,,
Q45384234,6000000074746592349,Han Guan,China,Song dynasty,,
Q45384340,6000000074747035966,Cao Xie,China,Song dynasty,,
Q45384396,6000000074746809116,Han Yuanjie,China,Song dynasty,,
Q45384399,6000000074746623339,Han Yuanxiang,China,Song dynasty,poet,
Q45384415,6000000074746854133,Zhu Guangyi,China,Song dynasty,,
Q45384446,6000000074747188856,Fan Xun,China,Song dynasty,,
Q45384451,6000000074747009002,Fan Hao,China,Song dynasty,,
Q45384455,6000000074746553365,Fan Duanchen,China,Song dynasty,,
Q45384458,6000000074747159947,Fan Duangao,China,Song dynasty,,
Q45384462,6000000074746898104,Fan Rong,China,Song dynasty,,
Q45384490,6000000074747227854,Hu Qi,China,Song dynasty,poet,
Q45384507,6000000074746721171,Fan Hong,China,Song dynasty,,
Q45384509,6000000074747247828,Fan Jin,China,Song dynasty,,
Q45384541,6000000074747120973,Fan Sun,China,Song dynasty,teacher,
Q45384546,6000000074746903066,Fan Chengxing,China,Song dynasty,,
Q45384549,6000000074747230886,Fan Wei,China,Song dynasty,,
Q45384560,6000000074747154919,Fan Zongji,China,Song dynasty,,
Q45384565,6000000074747248855,Fan Jie,China,Song dynasty,,
Q45384568,6000000074747102943,Fan Ji,China,Song dynasty,,
Q45384571,6000000074747192902,Fan Zongwen,China,Song dynasty,,
Q45384578,6000000074746645208,Fang Zhonggong,China,Song dynasty,,
Q45384610,6000000074746695311,Fang Yikui,China,Yuan dynasty,teacher,
Q45384615,6000000074747154940,Fang Daorui,China,Yuan dynasty,,
Q45384619,6000000074747246851,Fang Fengbing,China,Song dynasty,,
Q45384621,6000000074747227898,Fang Fengchang,China,Song dynasty,,
Q45384632,6000000074747294822,Fang Zhongmou,China,Song dynasty,poet,
Q45384635,6000000074746928160,Fang Yin,China,Song dynasty,,
Q45384637,6000000074746982070,Fang Wen,China,Song dynasty,,
Q45384641,6000000074747200922,Fang Hong,China,Song dynasty,,
Q45384669,6000000074747258876,Ni Tianzhi,China,Song dynasty,,
Q45384686,6000000074746862123,Shao Huan,China,Song dynasty,,
Q45384687,6000000074747227927,Shao Bing,China,Song dynasty,,
Q45384690,6000000074747253875,Shao Jingchu,China,Song dynasty,,
Q45384699,6000000074747322822,Shao Yingbao,China,Song dynasty,,
Q45384717,6000000074747183975,Xiang Chen,China,Song dynasty,,
Q45384721,6000000074747087055,Xiang Hute,China,Song dynasty,,
Q45384724,6000000074747121030,Xiang Leizhen,China,Song dynasty,,
Q45384737,6000000074747253883,Zheng Bozhai,China,Song dynasty,,
Q45384743,6000000074747024048,Li Zhaoyong,China,Song dynasty,,
Q45384751,6000000074746600379,Li Zhaowen,China,Song dynasty,,
Q45384759,6000000074747342826,Li Zhaofeng,China,Song dynasty,,
Q45384761,6000000074747168900,Li Zhaosu,China,Song dynasty,,
Q45384763,6000000074747170013,Li Dunxi,China,Song dynasty,,
Q45384769,6000000074746628301,Liu Xiaoxian,China,Song dynasty,,
Q45384773,6000000074747003144,Fang Xichun,China,Song dynasty,,
Q45384775,6000000074747248912,Fang Shu,China,Tang dynasty,,
Q45384796,6000000074747020116,Yi Yingyun,China,Song dynasty,,
Q45384798,6000000074747248917,Yi Qi,China,Song dynasty,,
Q45384799,6000000074747099104,Yi Kai,China,Song dynasty,,
Q45384804,6000000074747104038,Yi Bing,China,Song dynasty,,
Q45384811,6000000074746553437,Yi Zhiwu,China,Tang dynasty,,
Q45384817,6000000074747063997,Yi Biao,China,Tang dynasty,,
Q45384821,6000000074746717330,Yi Shaoyi,China,Song dynasty,,
Q45384823,6000000074747313839,Yi Sui,China,Song dynasty,,
Q45384824,6000000074746857181,Yi Yuanying,China,Song dynasty,,
Q45384828,6000000074746930063,Yi Qian,China,Song dynasty,,
Q45384838,6000000074746948158,Yi Zhuming,China,Song dynasty,,
Q45384839,6000000074747315892,Yi A,China,Tang dynasty,,
Q45384855,6000000074747138079,Yi Douyuan,China,Song dynasty,,
Q45384857,6000000074747324851,Yi Dingji,China,Song dynasty,,
Q45384861,6000000074746750417,Yi Rugang,China,Song dynasty,,
Q45384863,6000000074747021026,Yi Ziyan,China,Song dynasty,,
Q45384882,6000000074747358878,Yi Yanzheng,China,Yuan dynasty,,
Q45384883,6000000074747238967,Yi Zhongyou,China,Yuan dynasty,,
Q45384886,6000000074747187943,Yi Tianji,China,Yuan dynasty,,
Q45384889,6000000074746928264,Yi Dao,China,Yuan dynasty,,
Q45384892,6000000074747282871,Fang Cifu,China,Song dynasty,,
Q45384939,6000000074747095073,Fang Yuanruo,China,Song dynasty,,
Q45384942,6000000074747359892,Ouyang Shu,China,Song dynasty,,
Q45384950,6000000047504710855,Lv Zhengji,China,Song dynasty,,
Q45384954,6000000074747111004,Fang Yuanzhao,China,Song dynasty,,
Q45384956,6000000074747224974,Chang Yansun,China,Song dynasty,,
Q45384960,6000000074746829169,Shu Zhao,China,Song dynasty,,
Q45384969,6000000074747364850,Shu Yong,China,Song dynasty,,
Q45385013,6000000074747272961,Yuan Bangxian,China,Song dynasty,billionaire,
Q45385034,6000000074746888106,Tu Quan,China,Song dynasty,,
Q45385053,6000000074746854267,Shu Chengzhi,China,Song dynasty,,
Q45385057,6000000074747384876,Shu Yongzhi,China,Song dynasty,,
Q45385059,6000000074747201006,Shu Zhezhi,China,Song dynasty,,
Q45385063,6000000074747364873,Shu Youzhi,China,Song dynasty,,
Q45385066,6000000074747413831,Shu Ying,China,Song dynasty,,
Q45385076,6000000074746927198,Shu Zhu,China,Song dynasty,,
Q45385081,6000000074747329902,Shu Zhang,China,Song dynasty,,
Q45385084,6000000074747060083,Shu Jin,China,Song dynasty,,
Q45385088,6000000074747444822,Shu Hu,China,Song dynasty,teacher,
Q45385092,6000000074747055212,Shu Rong,China,Yuan dynasty,,
Q45385095,6000000074747104105,Shu Yu,China,Song dynasty,,
Q45385100,6000000074747133051,Shu Hui,China,Yuan dynasty,,
Q45385151,6000000074747118066,Xie Yizhong,China,Song dynasty,,
Q45385153,6000000074747349880,Xie Yixiu,China,Song dynasty,,
Q45385155,6000000074747259016,Xie Yimao,China,Song dynasty,,
Q45385157,6000000074747078077,Xie Yili,China,Song dynasty,,
Q45385159,6000000074747209998,Xie Yidao,China,Song dynasty,,
Q45385161,6000000074747355925,Zhang Bu,China,Song dynasty,,
Q45385261,6000000074747000297,Fang B,China,Tang dynasty,,
Q45385294,6000000074747272173,Yuwen Hongzhong,China,Song dynasty,,
Q45385310,6000000074746861274,Yuwen Tong,China,Song dynasty,,
Q45385313,6000000074747281051,He Qiu,China,Song dynasty,,
Q45385319,6000000074747613846,He Ze,China,Song dynasty,gentry,
Q45385321,6000000074747534899,Liu Feng,China,Song dynasty,,
Q45385327,6000000074747454966,Li Dache,China,Song dynasty,,
Q45385328,6000000074747312030,Fan Hang,China,Song dynasty,,
Q45385332,6000000074747454971,He Ju,China,Song dynasty,,
Q45385336,6000000074747607839,Yuwen Yu,China,Song dynasty,,
Q45385346,6000000074747420004,Yuwen Shaoyi,China,Song dynasty,,
Q45385349,6000000074747563917,Yuwen Jingne,China,Song dynasty,,
Q45385352,6000000074747677824,Yuwen Jingdu,China,Song dynasty,,
Q45385413,6000000074747643844,Zhao C,China,Song dynasty,,
Q45385415,6000000074747679849,Zhao Sheng,China,Song dynasty,,
Q45385424,6000000074747668827,Zhao Mang,China,Song dynasty,,
Q45385441,6000000074746897471,Jing Siwen,China,Song dynasty,,
Q45385444,6000000074747192245,Jing Siyong,China,Song dynasty,,
Q45385445,6000000074747554889,Jing Daguang,China,Song dynasty,,
Q45385449,6000000074747625870,Zhao Bian,China,Song dynasty,,
Q45385452,6000000074747634873,Zhao Chi,China,Song dynasty,,
Q45385455,6000000074747245186,Feng Cong,China,Song dynasty,,
Q45385463,6000000074747433007,Feng Zhenwu,China,Song dynasty,,
Q45385482,6000000074747677846,Feng Xiang,China,Song dynasty,,
Q45385484,6000000074746930363,Feng Qi,China,Song dynasty,,
Q45385552,6000000074747631919,Xue Yiying,China,Song dynasty,,
Q45385664,6000000074747767823,Li Zhaomo,China,Song dynasty,,
Q45385673,6000000074747612890,Li Shunqing,China,Song dynasty,,
Q45385724,6000000074747732829,Cao Chen,China,Song dynasty,,
Q45385827,6000000074746888308,Huang Tan,China,Song dynasty,,
Q45385832,6000000074747549938,Hou Youzhang,China,Song dynasty,,
Q45385835,6000000074747280178,Hou Tianjing,China,Song dynasty,,
Q45385838,6000000074747609934,Hou Yong,China,Song dynasty,,
Q45385841,6000000074747410020,Hou Yu,China,Song dynasty,,
Q45385846,6000000074747321105,Hou Yannian,China,Song dynasty,,
Q45385853,6000000074747596980,Hou Yanlao,China,Song dynasty,,
Q45385856,6000000074747762857,Hou Penglao,China,Song dynasty,,
Q45385858,6000000074746696617,Hou Yanqing,China,Song dynasty,,
Q45385862,6000000074747709839,Hou Xuan,China,Song dynasty,,
Q45385866,6000000074747311157,Hou Huan,China,Song dynasty,,
Q45385922,6000000074746888347,Kang Zanhua,China,Song dynasty,,
Q45385940,6000000074747679935,Ma Wenshu,China,Song dynasty,,
Q45385942,6000000074747406155,Ma Wengu,China,Song dynasty,,
Q45385944,6000000074746861384,Ma Zhongying,China,Song dynasty,gentry | poet,
Q45385955,6000000074747754886,Guan A,China,Tang dynasty,,
Q45385958,6000000074747749897,Guan Pang,China,Song dynasty,,
Q45385982,6000000074747741849,Guan Bo,China,Song dynasty,,
Q45385985,6000000074747269136,Guan Xie,China,Song dynasty,,
Q45386054,6000000074747597026,Bao Dayi,China,Song dynasty,,
Q45386060,6000000074747311203,Bao Wei,China,Song dynasty,,
Q45386093,6000000074747846833,Bao Ji,China,Song dynasty,,
Q45386096,6000000074747777853,Bao Zuwen,China,Song dynasty,,
Q45386100,6000000074747681946,Bao Zuwu,China,Song dynasty,,
Q45386144,6000000074747651937,Wang Zhidao,China,Song dynasty,,
Q45386147,6000000074747734958,Wang Zhishao,China,Song dynasty,,
Q45386149,6000000074747822907,Wang Guangzu,China,Song dynasty,,
Q45386152,6000000074747380164,Shu Lin,China,Song dynasty,,
Q45386157,6000000074747761910,Wang Wenzhong,China,Song dynasty,,
Q45386159,6000000074747869842,Zang Mengxiang,China,Song dynasty,,
Q45386161,6000000074747824915,Zang Fei,China,Song dynasty,,
Q45386162,6000000074747491984,Zang Yuansun,China,Song dynasty,,
Q45386169,6000000074747509063,Wang Chan,China,Song dynasty,,
Q45386172,6000000074747844891,Zhou Shunyuan,China,Song dynasty,,
Q45386178,6000000074747702995,Jiang Yu,China,Song dynasty,,
Q45386181,6000000074747564061,Jiang Duo,China,Song dynasty,,
Q45386202,6000000074747194248,Shu Jichuan,China,Song dynasty,,
Q45386213,6000000074747622091,Shu Ji,China,Song dynasty,,
Q45386216,6000000074746892165,Shu Jing,China,Song dynasty,,
Q45386218,6000000074747832896,Shu Tang,China,Song dynasty,,
Q45386223,6000000074747658983,Shu Zhou,China,Song dynasty,,
Q45386234,6000000074747609044,Bao Anping,China,Song dynasty,,
Q45386253,6000000074747118355,Lin Daiwen,China,Song dynasty,,
Q45386259,6000000074747764920,Xue Zhiyan,China,Song dynasty,,
Q45386264,6000000074747650056,Liu Anju,China,Song dynasty,,
Q45386300,6000000074747267264,Feng Anzhi,China,Song dynasty,,
Q45386338,6000000074747445185,Xia A,China,Song dynasty,gentry,
Q45386370,6000000074747946840,Luo D,China,Tang dynasty,,
Q45386394,6000000074747885885,Luo Sichen,China,Song dynasty,,
Q45386406,6000000074747722044,Yu Cheng,China,Song dynasty,,
Q45386410,6000000074747874929,Yu Yue,China,Song dynasty,,
