token	ja	ja_count	zh	zh_count
Postumius	ポストゥミウス	3		0
Posy		0	波西	2
Pot		0	波特	3
Potapov	ポタポフ	2		0
Potemkin	ポチョムキン	2		0
Potenza		0	波坦察	2
Potocka	ポトツカ	4	波特卡	2
Potocki	ポトツキ	22	波托茨基	13
Potok	ポトク	2		0
Potokar	ポトカル	3		0
Potter	ポッター	15	波特	13
Pottinger	ポッティンジャー	3	波廷格	2
Potts	ポッツ	6	波茨	4
Poul	ポール	9	波尔	6
Poulett	ポーレット	4		0
Poulidor	プリドール	2		0
Poulsen	ポールセン	3		0
Pound	パウンド	3	庞德	2
Pourtalès	プルタレス	5		0
Poussin		0	普桑	2
Povilas	ポヴィラス	2		0
Powell	パウエル	38	鲍威尔	24
Power	パワー	14	鲍尔	3
Powers	パワーズ	5	鲍尔斯	4
Powlett	ポーレット	6		0
Powys	ポウィス	4		0
Poynings	ポイニングス	3	波伊宁斯	4
Poynter	ポインター	2	波因特	2
Poyntz	ポインツ	29		0
Poznanski		0	波兹南斯基	2
Pozner	ポーズネル	3		0
Pozzati	ポッツァーティ	3		0
Pozzi	ポッツィ	3	波齐	2
Pozzo	ポッツォ	4	波佐	2
Prada		0	普拉达	3
Prado	プラド	5	普拉多	5
Praetorius	プレトリウス	2	普雷托里乌斯	3
Prakash		0	普拉卡什	2
Pramila	プラミラ	2		0
Prandtl	プラントル	2		0
Prantl	プラントル	2	普兰特尔	2
Prasad	プラサド	2	普拉萨德	2
Praslin		0	普拉兰	2
Prat	プラット	3	普拉特	3
Pratchett	プラチェット	3		0
Prati		0	普拉蒂	2
Pratt	プラット	38	普拉特	10
Preben	プレーベン	2	普雷本	2
Prebisch		0	普雷维什	2
Precht	プレヒト	2		0
Preller	プレラー	2		0
Prem	プレム	3	普雷姆	2
Preminger	プレミンジャー	2	普雷明格	2
Prentice	プレンティス	2	普伦蒂斯	2
Prentiss	プレンティス	5		0
Presburg		0	普莱斯堡	2
Prescott	プレスコット	13	普雷斯科特	9
Presley	プレスリー	10	普雷斯利	5
Pressburger	プレスバーガー	2		0
Pressler	プレスラー	2		0
Pressman	プレスマン	2		0
Prestes	プレステス	2	普列斯特斯	2
Prestigiacomo		0	普雷斯蒂贾科莫	2
Prestney	プレストニー	3		0
Preston	プレストン	31	普雷斯顿	13
Preti		0	普雷蒂	2
Pretor	プレター	4		0
Prettyman	プリティマン	2		0
Preussen	プロイセン	7		0
Previn	プレヴィン	5	普列文	3
Prevost	プレヴォスト	6		0
Preysler		0	普雷斯勒	2
Preziosi	プレツィオージ	2	普雷齐奥西	4
Price	プライス	26	普莱斯	12
Prichard	プリチャード	2		0
Pride	プライド	3		0
Prideaux	プリドー	5	普里多	3
Priest	プリースト	3	普里斯特	4
Priestley	プリーストリー	3	普里斯特利	2
Prieto	プリエト	4	普列托	5
Prigent	プリジャン	2	普里让	2
Prigozhin	プリゴジン	3	普里戈任	4
Prigozhina	プリゴジナ	4		0
Priit	プリート	2	普里特	4
Prim	プリム	2		0
Prima	プリマ	4		0
Primakov	プリマコフ	3		0
Primavera		0	普里马维拉	2
Primo	プリモ	5	普里莫	3
Primrose	プリムローズ	7		0
Primus	プリムス	2		0
Prince	プリンス	10	普林斯	6
Princess	マリア	8	永寧公主	2
Principi		0	普林西比	2
Prine	プライン	2		0
Pringle	プリングル	5		0
Pringsheim	プリングスハイム	9		0
Prins		0	普林斯	2
Prinsep	プリンセプ	5	普林塞普	2
Prinz	プリンツ	2		0
Prinze	プリンゼ	2		0
Prinzhorn	プリンツホルン	2		0
Prior	プライアー	3		0
Prip		0	普里普	2
Priscilla	プリシラ	15	普丽西拉	3
Prisco	プリスコ	2		0
Pritchard	プリチャード	3	普里查德	3
Prittwitz	プリットヴィッツ	4		0
Pritzker	プリツカー	16	普里茨克	2
Priyanka	プリヤンカ	2		0
Probst	プロブスト	2	普罗布斯特	2
Procházka	プロハースカ	2		0
Procopius	プロコピウス	2		0
Procris	プロクリス	2		0
Procter	プロクター	5	普罗克特	2
Proctor	プロクター	6	普罗克特	5
Prohaska	プロハスカ	5		0
Prokofiev	プロコフィエフ	4	浦羅哥菲夫	2
Prokop	プロコプ	2		0
Proksch	プロクシュ	3		0
Prophet	プロフェット	2		0
Prosper	プロスペル	6	普罗斯珀	2
Prospero	プロスペロ	4	普羅斯佩羅	2
Prosser	プロッサー	6		0
Protopapas		0	普罗塔帕斯	2
Protásio		0	普罗塔西奥	2
Proulx		0	普露	2
Proust	プルースト	4	普鲁斯特	3
Provence	プロヴァンス	7		0
Provost		0	普罗沃斯	2
Prowse	プラウズ	2		0
Prudence	プルーデンス	4	普鲁登斯	2
Prudencio	プルデンシオ	2		0
Prudent		0	普吕当	2
Prudente	プルデンテ	3	普鲁登特	2
Prudhomme		0	普吕多姆	2
Pruitt	プルイット	2		0
Prune		0	普鲁内	2
Prunella	プルネラ	2		0
Prus		0	普鲁斯	2
Prussia	プロイセン	7		0
Pryce	プライス	3	普赖斯	2
Pryde	プライド	2		0
Prym	プリム	4		0
Pryor	プライアー	9	普莱尔	3
Pryse	プライス	2		0
Prytz	プリッツ	3		0
Práxedes	プラクセデス	2		0
Pré	プレ	4	普雷	3
Prévost		0	普雷沃	2
Psalm	サーム	2		0
Ptolemy	プトレマイオス	6	托勒密	5
Pu	溥	2	溥	2
Publius	プブリウス	37	普布利乌斯	16
Pucci	プッチ	5	普奇	3
Puccini	プッチーニ	2		0
Puccio	プッチョ	2		0
Puchalt		0	普查特	2
Puck		0	帕克	2
Puckett	パケット	4	帕克特	2
Puente	プエンテ	2		0
Pufendorf		0	普芬多夫	2
Puga		0	普加	2
Puget		0	普吉特	3
Pugh	ピュー	3	佩治	2
Pugin		0	普金	4
Puiseux		0	皮瑟	2
Pulaski	プワスキ	2		0
Pulcher	プルケル	10		0
Pulido		0	普利多	4
Pulitzer	ピューリツァー	2	普利策	3
Pulliam	プリアム	2		0
Pullin	プリン	2		0
Pullman	プルマン	4	普尔曼	2
Pulteney	パルトニー	4		0
Punch	パンチ	2		0
Punin	プーニン	2		0
Pupkewitz		0	普普科维茨	2
Pura	プラ	2		0
Purcell	パーセル	7	珀塞尔	2
Purde		0	普尔德	2
Purkyně	プルキニェ	2		0
Purra	プッラ	2		0
Purrmann	プルマン	2		0
Purvis	パーヴィス	3	珀维斯	3
Pusa	プサ	2		0
Pushkin	プーシキン	4	普希金	3
Puth		0	普斯	2
Putin	プーチン	4	普京	4
Putnam	パットナム	14	普特南	7
Putti	プッティ	2		0
Puttkamer		0	普特卡默	2
Puttonen	プットネン	2		0
Puusepp	プーセップ	2		0
Puustusmaa		0	普斯图玛	2
Puyi	溥儀	2		0
Puységur	ピュイゼギュール	2		0
Pyke	パイク	4		0
Pyle	パイル	9	派爾	3
Pym	ピム	8	皮姆	4
Pynchon	ピンチョン	9	品钦	2
Pyotr	ピョートル	48	彼得	27
Pytts	ピッツ	2		0
Pádraig	パドレイグ	2		0
Páez	パエス	2	佩斯	2
Pál	パール	4	帕爾	2
Páll		0	帕尔	2
Päivi		0	帕维	2
Pärmäkoski	パルマコスキ	2	帕尔玛科斯基	2
Pärt	ペルト	2	帕特	2
Pärtel		0	帕特尔	2
Pääbo	ペーボ	2		0
Pääkkönen		0	派科宁	2
Pål	ポール	2	鲍尔	2
Pécresse	ペクレス	3	佩克雷斯	2
Péguy	ペギー	2		0
Pélissier		0	佩利西耶	3
Péng	朋	2	朋	2
Pérez	ペレス	20	佩雷斯	19
Périer	ペリエ	4	佩里耶	2
Périgord	ペリゴール	5	佩里戈尔	5
Pétain	ペタン	2		0
Péter		0	彼得	3
Pí	毘	2	毘	2
Píng	平	2	平	2
Pío	ピオ	3	皮奥	3
Põldre		0	波尔德雷	2
Põldroos	ポルドロース	2	波尔德罗斯	3
Pöysti		0	波斯蒂	2
Pückler	ピュックラー	2		0
Pünjer	プンヤー	2		0
Pī	丕	2	丕	2
Płoszaj	プウォシャイ	2		0
Příhoda	プルジーホダ	2		0
Q	Q	4	Q	2
Q'orianka		0	欧琳卡	2
Qadir		0	卡迪尔	2
Qasim	カーシム	2	卡西姆	3
Qi	啓	2	启	2
Qin	琴	2	琴	2
Qing	青	2	青	2
Qiu	丘	2	丘	2
Qián	乾	2	乾	2
Qiān	遷	2	迁	2
Qodirov	クォディロフ	2	科季罗夫	2
Qu	渠	2	渠	2
Quadflieg		0	奎得福立格	2
Quadros	クアドロス	3		0
Quaglio	クアーリョ	3		0
Quaid	クエイド	3	奎德	5
Quan	全	2	全	2
Quandt	クヴァント	5	匡特	5
Quant		0	匡特	2
Quarles		0	夸尔斯	2
Quasimodo		0	夸西莫多	2
Quatro	クアトロ	2		0
Quayle	クエール	4	奎尔	3
Quazza	クアッツァ	2		0
Queenie	クイニー	2	奎妮	2
Queipo		0	奎波	2
Queiroz	ケイロス	2		0
Quentin	クエンティン	11	昆廷	6
Quesada	ケサダ	2	克萨达	2
Quesnel	クイネル	2	凯内尔	2
Quezada		0	克薩達	2
Quiban		0	奎班	2
Quick		0	奎克	2
Quigley	クイグリー	6	奎格利	3
Quilter	クィルター	3		0
Quimby	クインビー	3		0
Quincey	クインシー	2		0
Quincy	クインシー	8	昆西	8
Quine	クワイン	3		0
Quiney	クワイニー	2		0
Quinlan	クィンラン	2		0
Quinn	クイン	16	奎恩	7
Quintal	クィンタル	2		0
Quintana		0	金塔纳	3
Quintanilla	キンタニーヤ	2		0
Quintero	キンテーロ	2		0
Quintin	クィンティン	2		0
Quintino	クインティーノ	2	昆蒂诺	2
Quinto	クイント	3		0
Quinton	クイントン	3		0
Quintus	クィントゥス	49	昆图斯	20
Quiroga	キロガ	2	基罗加	3
Quirós	キロス	4	基罗斯	2
Quisling	クヴィスリング	2	吉斯林	2
Quispe	キスペ	2		0
Què		0	确	2
Qì	契	2	契	2
Qìng	慶	2	庆	2
Qīn	親	2		0
R	R	81	R	50
Ra	ラ	2		0
Raab	ラーブ	2	拉布	2
Raabe	ラーベ	2	拉贝	2
Raalte		0	拉尔特	3
Raave		0	拉韦	2
Rab	ラブ	2	拉布	2
Rabe	レーブ	2	拉贝	3
Rabi'a	ラビーア	2		0
Rabin	ラビン	3		0
Rabun	ラブン	2		0
Rabutin	ラビュタン	3		0
Rachael	レイチェル	6	瑞秋	3
Rachel	レイチェル	63	瑞秋	19
Rachele	ラケーレ	3		0
Racine	ラシーヌ	2	拉辛	2
Raczyński		0	拉琴斯基	2
Rada	ラーダ	3	拉达	3
Radchenko		0	拉德琴科	2
Radcliffe	ラドクリフ	7	拉德克利夫	6
Radclyffe	ラドクリフ	5	拉德克利夫	2
Raddatz	ラダッツ	2	拉达茨	2
Rade		0	拉德	2
Radecke	ラデッケ	2		0
Radek	ラデク	2	拉德克	2
Raden	ラデン	5	拉登	2
Radenković		0	拉登科维奇	2
Rader	レイダー	2		0
Radford	ラドフォード	7	拉德福德	3
Radiguet	ラディゲ	2		0
Radić		0	拉迪奇	3
Radko		0	拉德科	3
Radner		0	拉德纳	2
Radomir	ラドミル	2	拉多米尔	2
Radoslav		0	拉多斯拉夫	3
Radot		0	拉多	2
Radu	ラドゥ	4	拉杜	3
Radziwill	ラジヴィル	2		0
Radziwiłł	ラジヴィウ	30	拉齐维乌	11
Rae	レイ	5	雷	4
Raeburn		0	雷布恩	2
Raeder		0	雷德尔	2
Raf	ラフ	2	拉夫	2
Rafa		0	拉法	2
Rafael	ラファエル	43	拉斐尔	31
Rafaela	ラファエラ	4		0
Rafaella	ラファエッラ	2		0
Rafail	ラファイル	2		0
Rafał	ラファウ	6	拉法乌	2
Rafe	レイフ	2		0
Raff	ラフ	2		0
Raffaele	ラッファエレ	5	拉法埃莱	6
Raffaella	ラファエラ	4	拉法埃拉	2
Raffaello	ラファエッロ	3		0
Rafferty	ラファティ	4		0
Raffin		0	拉芬	2
Rafi	ラフィ	5	拉菲	5
Rafiq	ラフィーク	2		0
Rafn		0	拉芬	2
Ragas		0	拉加斯	2
Raggi	ラッジ	2		0
Ragna		0	拉格纳	2
Ragnar	ラグナル	8	朗纳	5
Ragnvald	ラグンヴァルド	2		0
Raha		0	拉哈	2
Rahal	レイホール	2	拉哈尔	3
Rahayu		0	拉哈尤	2
Rahbek		0	拉赫贝克	2
Rahel		0	拉赫尔	2
Rahim		0	拉希姆	2
Rahm	ラーム	3	拉姆	2
Rahman	ラーマン	4	拉赫曼	4
Rahmani		0	拉赫马尼	2
Rahul	ラーフル	2	拉胡尔	3
Rai	ラーイ	3	拉伊	3
Raid		0	雷德	2
Raidar		0	雷达尔	2
Raikes	レイクス	4	雷克斯	3
Raikin	ライキン	2		0
Raimo	ライモ	4		0
Raimon	ライモン	2		0
Raimond	ライモンド	2		0
Raimondi	ライモンディ	4		0
Raimondo	ライモンド	8	雷蒙多	5
Raimund	ライムント	4		0
Raimundas		0	雷蒙达斯	2
Raimundo	ライムンド	3	雷蒙多	3
Rain	レイン	4	瑞恩	3
Raina		0	雷娜	2
Rainald	ライナルト	3		0
Raine	レイン	7	雷恩	4
Rainer	ライナー	5	赖纳	2
Raines	レインズ	3	雷恩斯	3
Rainey	レイニー	6	雷尼	5
Rains		0	雷恩斯	2
Rainsford	レインズフォード	5		0
Rainwater	レインウォーター	2		0
Rainy		0	雷尼	2
Raisa	ライサ	6	赖莎	2
Raisley		0	雷斯莱	3
Raisman	レイズマン	2		0
Raitt	レイット	2	瑞特	2
Raj	ラジ	2		0
Raja	ラジャ	3		0
Rajeev		0	拉杰夫	2
Rajendra	ラジェンドラ	2	拉金德拉	2
Rajesh	ラジェシュ	3		0
Rajiv	ラジーヴ	2	拉吉夫	3
Rajmund		0	雷蒙德	2
Rajoy		0	拉霍伊	2
Raju		0	拉朱	2
Rajya	ラージャ	8		0
Rak	ラク	2		0
Raleigh	ローリー	5	罗利	2
Ralf	ラルフ	6	拉尔夫	5
Rallis	ラリス	3	拉利斯	3
Ralph	ラルフ	113	拉尔夫	43
Ralston	ラルストン	4		0
Ram	ラム	5	拉姆	4
Rama	ラーマ	6		0
Ramadan	ラマダン	3	斋月	2
Ramadani		0	拉马达尼	2
Raman	ラマン	3		0
Ramana		0	拉马纳	2
Ramazzotti		0	拉玛佐第	2
Ramberg	ローンバリ	2	拉姆贝格	2
Rambo	ランボー	2		0
Rameau	ラモー	2		0
Ramella	ラメッラ	3		0
Ramesh	ラメシュ	3	拉梅什	2
Ramesses	ラムセス	2		0
Ramge	ランゲ	2		0
Rami	ラミ	4	拉米	4
Ramil		0	拉米尔	2
Ramirez	ラミレス	2	拉米雷斯	3
Ramiro	ラミロ	2	拉米罗	2
Ramon	ラモン	8	拉蒙	8
Ramona	ラモーナ	2		0
Ramone	ラモーン	4	雷蒙	3
Ramos	ラモス	8	拉莫斯	8
Rampini		0	兰皮尼	3
Rampling	ランプリング	2	兰普林	3
Ramsay	ラムゼイ	8	拉姆齊	9
Ramsden	ラムズデン	4	拉姆斯登	2
Ramsey	ラムジー	7	拉姆齐	5
Ramus		0	拉姆斯	2
Ramzan	ラムザン	3	拉姆赞	3
Ramzi		0	拉姆齐	2
Ramírez	ラミレス	8	拉米雷斯	7
Ramón	ラモン	24	拉蒙	30
Ran	ラン	4	冉	3
Rana	ラナ	13	拉纳	8
Ranald	ラナルド	2		0
Rancon	ランコン	2		0
Rand	ランド	12	兰德	4
Randal	ランダル	4	兰德尔	4
Randall	ランドール	7	藍道爾	4
Randi	ランディ	3	兰迪	5
Randle	ランドル	4	兰德尔	2
Randolph	ランドルフ	28	伦道夫	6
Randon	ランドン	3		0
Randy	ランディ	26	兰迪	13
Rane	ラネ	2		0
Ranft	ランフト	2		0
Rang		0	让	2
Ranganath		0	兰加纳特	2
Ranganathan		0	兰加纳森	2
Rangel		0	兰赫尔	2
Rangoni	ランゴーニ	4		0
Rani		0	拉尼	3
Ranicki		0	拉尼基	2
Ranieri	ラニエーリ	4	拉涅利	2
Raninen		0	拉尼宁	2
Ranji	ランジ	2		0
Ranka	ランカ	2		0
Ranke	ランケ	3	蘭克	2
Rankin	ランキン	10	兰金	4
Rankine		0	兰金	2
Ranko	ランコ	2	兰科	2
Ransom	ランサム	4	兰塞姆	3
Ransome	ランサム	6	兰塞姆	4
Ranta		0	兰塔	2
Rantzau	ランツァウ	2		0
Ranulph	ラナルフ	3		0
Ranzolin	ランゾリン	2		0
Rao	ラオ	2	拉奥	2
Raoul	ラウル	9	拉乌尔	15
Rapace	ラパス	3		0
Raphael	ラファエル	16	拉斐尔	11
Raphaël	ラファエル	7	拉斐尔	5
Rapinoe	ラピノー	2	拉皮诺埃	2
Rapoport	ラポポート	2	拉波波特	4
Rapp	ラップ	2	拉普	2
Rappaport	ラパポート	2	拉帕波特	2
Rappard	ラッパルト	2		0
Raquel	ラケル	6	拉奎尔	3
Rasch	ラッシュ	2		0
Rashad	ラシャド	2	拉沙德	4
Rashed		0	拉希德	3
Rashid	ラーシド	7	拉希德	4
Rashidi	ラシーディ	2		0
Rasim	ラシム	2	拉西姆	2
Raskin	ラスキン	7	拉斯金	6
Rasku	ラスク	2		0
Rasmus	ラスムス	3	拉斯穆斯	6
Rasmussen	ラスムセン	4	拉斯穆森	5
Rasoul		0	拉苏尔	2
Raspe	ラスペ	2	拉斯伯	2
Rasponi	ラスポーニ	7		0
Rasputin	ラスプーチン	2	拉斯普京	2
Rassam	ラッサム	3	拉萨姆	2
Rassimov	ラシモフ	2	拉斯莫夫	2
Ratas	ラタス	3		0
Ratassepp	ラタセップ	2		0
Ratcliff	ラトクリフ	2		0
Ratcliffe		0	拉特克利夫	3
Ratelade		0	拉特拉德	2
Rathbone	ラスボーン	4	拉斯本	2
Rathenau	ラーテナウ	2		0
Ratia	ラティア	3		0
Ratliff	ラトリフ	2	拉特利夫	2
Ratner	ラトナー	2		0
Rattazzi	ラタッツィ	2		0
Rattigan	ラティガン	2		0
Rattle	ラトル	2		0
Ratzinger	ラッツィンガー	2		0
Rau	ラウ	4	劳	2
Rauch	ラオホ	3	劳奇	3
Raud		0	劳德	4
Rauf	ラウフ	2		0
Raul	ラウル	6	劳尔	6
Raumer	ラウマー	2		0
Rauner		0	朗納	2
Rauno	ラウノ	2		0
Rausing	ラウジング	5		0
Rautavaara	ラウタヴァーラ	2	劳塔瓦拉	2
Ravaglioli	ラヴァリオーリ	2		0
Ravasco	ハヴァスコ	2		0
Ravel	ラヴェル	3	拉威尔	4
Raven	レイヴン	5	雷文	4
Ravenstein	ラーフェンシュタイン	2		0
Ravi	ラヴィ	3	拉维	4
Ravilious	ラヴィリオス	2		0
Rawat	ラワット	2		0
Rawdon	ロードン	4		0
Rawghlie	ローリー	2		0
Rawlings	ローリングス	2		0
Rawlins		0	羅林斯	2
Rawlinson	ローリンソン	4	罗林森	2
Rawls		0	罗尔斯	2
Rawson	ローソン	5	罗森	3
Rawsthorne	ロースソーン	2		0
Ray	レイ	73	雷	51
Rayburn	レイバーン	2		0
Raye	レイ	4		0
Raygoza		0	雷戈萨	2
Raymond	レイモンド	51	雷蒙德	31
Raynard		0	雷纳尔	2
Rayne	レイン	2		0
Raynel		0	雷内尔	2
Rayner	レイナー	3	雷纳	6
Raynor	レイナー	2	雷诺	2
Razak		0	拉扎克	3
Razin	ラージン	2	拉津	2
Razumovsky	ラズモフスキー	3		0
Razzak		0	拉扎克	2
Razzi		0	拉齐	3
Raúl	ラウル	9	劳尔	9
Re	レ	3		0
Rea	リー	2		0
Read	リード	12	里德	13
Reade	リード	4	里德	3
Reader	リーダー	2		0
Reading	レディング	3		0
Reagan	レーガン	9	里根	9
Real		0	雷阿尔	4
Realmuto	リアルミュート	2		0
Ream	リーム	2		0
Reba	リーバ	2		0
Rebeca	レベカ	2		0
Rebecca	レベッカ	48	丽贝卡	10
Rebecka	レベッカ	2		0
Rebekah	レベカ	4		0
Rebel		0	里贝尔	2
Recep	レジェップ	2	雷杰普	3
Rechter		0	勒克特	2
Reck		0	雷克	2
Reclus	ルクリュ	2		0
Rector	レクター	4	雷克托	4
Red	レッド	21	瑞德	6
Reda	レダ	2	雷达	2
Redcliffe		0	雷德克利夫	2
Redd	レッド	4		0
Reddin	レディン	2		0
Redding		0	雷丁	2
Reddy	レディ	2	雷迪	2
Redern	レーデルン	2		0
Redfield	レッドフィールド	7	雷德菲尔德	2
Redford	レッドフォード	3	雷德福	4
Redgrave	レッドグレイヴ	7	雷德格雷夫	7
Redknapp	レドナップ	3	雷德克纳普	2
Redman	レッドマン	3	雷德曼	2
Redmayne		0	雷德梅尼	2
Redmond	レドモンド	3	雷德蒙德	2
Redon	ルドン	3		0
Redouane		0	雷杜安	2
Redstone	レッドストーン	3	雷石东	5
Redvers		0	雷德弗斯	3
Redwitz	レドヴィッツ	2		0
Redwood		0	里德伍德	2
Reece	リース	3	里斯	3
Reed	リード	36	里德	18
Reedy		0	里迪	2
Reeman	レーマン	2		0
Rees	リース	9	里斯	7
Reese	リース	5	里斯	4
Reeve	リーヴ	10	里夫	2
Reeves	リーヴス	7	里夫斯	2
Refaeli	ラファエリ	3	拉法莉	2
Refn	レフン	5	雷弗恩	4
Reg	レグ	2		0
Regan	レーガン	2	里根	4
Regas		0	雷加斯	2
Regel	レーゲル	2		0
Reggiani		0	雷吉亚尼	2
Reggie	レジー	5	雷吉	5
Reggio		0	雷吉欧	2
Regina	レジーナ	8	里贾纳	4
Reginald	レジナルド	41	雷金纳德	10
Reginaldo	レジナルド	2	雷吉纳尔多	2
Regine		0	雷吉娜	2
Regis	レジス	3	雷吉斯	2
Regnier		0	雷尼尔	2
Rego		0	雷戈	2
Regulus	レグルス	4	雷古勒斯	2
Rei	レイ	3		0
Reibnitz	ライプニッツ男爵	3		0
Reich	ライヒ	5		0
Reichel	ライヘル	2		0
Reichenau		0	賴歇瑙	2
Reichenbach	ライヘンバッハ	2	赖兴巴赫	2
Reichwein	ライヒヴァイン	2		0
Reid	リード	28	里德	15
Reidar	ライダル	2	雷达尔	3
Reif		0	赖夫	3
Reigada		0	雷加达	2
Reikop		0	雷科普	2
Reille	レイユ	2		0
Reilly	ライリー	4	赖利	2
Reima	レイマ	2		0
Reimar	ライマール	2		0
Reimer	ライマー	2		0
Rein	レイン	7	赖因	4
Reina	レイナ	6	雷纳	3
Reinach	レーナック	2	雷纳克	2
Reinaldo		0	雷纳尔多	2
Reinares	レイナレス	2		0
Reiner	ライナー	8	莱纳	5
Reinert		0	赖纳特	2
Reinfeldt	ラインフェルト	2		0
Reinhard	ラインハルト	13	赖因哈德	6
Reinhardt	ラインハルト	10	賴因哈特	3
Reinhart	ラインハルト	4	萊茵哈特	2
Reinhold	ラインホルト	16	赖因霍尔德	4
Reinier		0	雷尼耶	2
Reinis		0	雷尼斯	3
Reino	レイノ	5	雷诺	4
Reinoso		0	雷诺索	2
Reinsalu		0	雷恩萨卢	2
Reis		0	雷斯	4
Reischauer	ライシャワー	2		0
Reiser	ライザー	2		0
Reisner		0	列伊斯涅尔	2
Reiss	ライス	2		0
Reissiger	ライシガー	3		0
Reitherman	ライザーマン	2		0
Reitman	ライトマン	4	雷特曼	5
Reitz	ライツ	2		0
Rej	レイ	2		0
Rejewski		0	雷耶夫斯基	2
Rekdal		0	雷克达尔	2
Reko	レコ	2		0
Relander	レランダー	2		0
Relin		0	雷林	2
Remak	レーマク	4	雷馬克	2
Rembrandt	レンブラント	2		0
Remi	レミ	2	雷米	2
Remigio	レミージョ	2		0
Remigius	レミギウス	3		0
Remington	レミントン	2	雷明登	2
Remiro	レミーロ	2		0
Remlov	レンロフ	3	雷姆洛夫	3
Remmelgas		0	雷梅尔加斯	2
Remo	レーモ	2	雷莫	2
Remsen		0	雷姆森	2
Remy	レミー	4	雷米	4
Ren	レン	3		0
Rena	レナ	4		0
Renan	ルナン	3	雷南	3
Renard	ルナール	3	雷纳德	2
Renat		0	雷纳塔	2
Renata	レナータ	8	雷纳塔	3
Renate	レナーテ	5		0
Renato	レナート	17	雷纳托	12
Renaud	ルノー	9	雷诺	4
Renault	ルノー	6	雷诺	4
Renck	レンク	2		0
Renda		0	伦达	3
Rendell	レンデル	2	伦德尔	3
Rene	レネ	3	雷内	2
Renee	レネー	2	勒尼	2
Renfro	レンフロ	2		0
Renga		0	伦加	2
Reni	レニ	2		0
Renick	レニック	2		0
Renier	レニエール	2	雷尼尔	2
Renke	レンケ	2		0
Rennell	レンネル	3		0
Renner		0	伦纳	2
Rennie	レニー	8	雷尼	3
Reno	レノ	3	里诺	2
Renoir	ルノワール	8		0
Renshaw	レンショー	2	伦肖	2
Rensselaer	レンセラー	5		0
Renvall	レンヴァル	4	伦瓦尔	2
Renwick	レンウィック	2		0
Renz	レンツ	2	伦茨	2
Renzo	レンツォ	9	伦佐	7
Renáta	レナータ	2		0
René	ルネ	53	勒内	31
Renée	ルネ	8	蕾妮	6
Repentinus	レペンティヌス	2		0
Repnin	レプニン	2		0
Repo		0	雷波	2
Repton	レプトン	2		0
Rerberg	レルベルグ	2		0
Reser	リーザー	2		0
Resnik	レズニック	2		0
Respighi	レスピーギ	3		0
Ressler		0	雷斯勒	2
Restivo		0	雷斯蒂沃	2
Reston	レストン	2		0
Restrepo	レストレポ	2	雷斯特雷波	3
Resvoll	レスヴォール	2		0
Reséndiz		0	雷森迪兹	2
Rethel	レーテル	2	雷特尔	2
Rett	レット	2		0
Retty	レッティ	2		0
Retzius	レチウス	2		0
Reuben	ルーベン	9	鲁本	4
Reuchlin	ロイヒリン	2		0
Reuel	リューエル	2	鲁埃尔	3
Reuss	ロイス	3	罗伊斯	4
Reuter	ロイター	3		0
Reuterswärd	ロイテルスワルト	2		0
Reuven	ルーベン	2	鲁文	5
Reuß	ロイス	2		0
Revel	ルヴェル	2	雷韦尔	3
Reveley	レヴリー	2		0
Reventlow	レーヴェントロー	7	雷文特洛	2
Revere	リヴィア	2		0
Reves		0	里夫斯	2
Reville		0	雷维尔	2
Revuelta		0	雷维塔	2
Rex	レックス	13	雷克斯	13
Rexroth	レクスロス	2		0
Rey	レイ	8	雷伊	2
Reyer		0	里尔	2
Reyes	レイエス	2	雷耶斯	10
Reymond	レイモンド	2	雷蒙德	2
Reyna	レイナ	2	雷纳	2
Reynaldo	レイナルド	2	雷纳尔多	3
Reynard		0	雷纳德	2
Reynaud	レノー	2	雷诺	3
Reynold	レイノルド	4		0
Reynolds	レイノルズ	28	雷诺兹	10
Reza	レザー	4	礼萨	3
Rezende	レゼンデ	2		0
Reznor	レズナー	2		0
Rhea	レア	2	瑞亚	3
Rheinfelden	ラインフェルデン	4		0
Rhett	レット	5	雷特	3
Rhiannon		0	里安农	2
Rhoads	ローズ	2	羅斯	2
Rhode	ロデー	2		0
Rhoden	ローデン	2		0
Rhodes	ローズ	10	罗兹	5
Rhodri	ロドリ	10	罗德里	10
Rhona	ローナ	3	罗娜	2
Rhonda	ロンダ	3	朗达	2
Rhuddlan	リズラン	3		0
Rhydderch	リゼルフ	4	赖泽赫	5
Rhys	リース	8	里斯	11
Ri	リ	2	Ri	2
Ria	リア	2	里亚	2
Riad	リヤード	2	里亚德	2
Riario	リアーリオ	2	里亞里奧	4
Riba	リバ	2		0
Ribas	リバス	2		0
Ribbentrop	リッベントロップ	2		0
Ribeiro	リベイロ	3	里贝罗	5
Ribera	リベラ	2	里贝拉	2
Ribot		0	里博	2
Riboud	リブー	4		0
Ric	リック	6		0
Rica	リカ	2		0
Ricard	リカール	2		0
Ricarda	リカルダ	2		0
Ricardo	リカルド	21	里卡多	21
Riccardi	リッカルディ	2		0
Riccardo	リッカルド	15	里卡多	11
Ricci	リッチ	11	里奇	9
Ricciarda	リッチアルダ	4		0
Ricciarelli		0	里恰蕾莉	2
Ricciotti	リッチョッティ	3	里乔蒂	2
Rice	ライス	35	赖斯	17
Rich	リッチ	24	里奇	15
Richa	リチャ	2		0
