han	corpus_count	ko	ja_kana_candidate	ja_romaji_candidate	zh_pinyin
沆	4	항			hàng
昞	4	병			bǐng
收	4	수	しゅう	shuu	shōu
祗	4	지	し	shi	zhī
嶧	4	역			yì
炯	4	형	きょう	kyou	jiǒng
頡	4	힐	けつ	ketsu	xié
汭	4	예			ruì
巘	4	헌			yǎn
㟧	4	악			è
琡	4	숙			chù
抱	4	포	ほう	hou	bào
鍊	4	연 련			liàn
鉷	4	홍			hóng
儇	4	현			xuān
恊	4	협	きょう	kyou	xié
倕	4	수			chuí
忄	4	심			xin
悔	4	회	かい	kai	huǐ
珵	4	정			chéng
矜	4	긍	きょう	kyou	jīn
敭	4	양			yáng
泂	4	형			jiǒng
悱	4	비			fěi
晙	4	준			jùn
隐	4	은			yǐn
綯	4	도	とう	tou	táo
盖	4	개	ふた	futa	gài
丑	4	축	うし	ushi	chǒu
蕲	4	기			qí
妈	4	마			mā
擴	4	확	かく	kaku	kuò
燦	4	찬	さん	san	càn
訁	4	언			yán
胸	4	흉	むね	mune	xiōng
隋	3	수	ずい	zui	suí
朓	3	조			tiǎo
悠	3	유	ゆう	yuu	yōu
滌	3	척	じょう	jou	dí
璫	3	당			dāng
术	3	출			shù
宽	3	관			kuān
鲁	3	노			lǔ
孕	3	잉	よう	you	yùn
锜	3	기			qí
祎	3	의			yī
谟	3	모			mó
刚	3	강			gāng
凯	3	개			kǎi
终	3	종			zhōng
业	3	업			yè
顼	3	욱			xū
暖	3	난	だん	dan	nuǎn
煦	3	후	く	ku	xù
铭	3	명			míng
締	3	체	てい	tei	dì
疆	3	강	きょう	kyou	jiāng
桉	3	안	あん	an	ān
梯	3	제	てい	tei	tī
蔑	3	멸	べつ	betsu	miè
貼	3	첩	ちょう	chou	tiē
畑	3	전	はたけ	hatake	tián
笑	3	소	わらい	warai	xiào
捨	3	사	しゃ	sha	shě
廊	3	낭 랑	ろう	rou	láng
穩	3	온	おん	on	wěn
迹	3	적	せき	seki	jì
碓	3	대	うす	usu	duì
霧	3	무	きり	kiri	wù
歯	3	치	は	ha	chǐ
嗚	3	오	お	o	wū
活	3	활	かつ	katsu	huó
苅	3	예	かり	kari	yì
坐	3	좌	ざ	za	zuò
葦	3	위	あし	ashi	wěi
蟻	3	의	あり	ari	yǐ
鎌	3	겸	かま	kama	lián
墓	3	묘	はか	haka	mù
椀	3	완	わん	wan	wǎn
箭	3	전	せん	sen	jiàn
鸕	3	노 로			lú
寸	3	촌	すん	sun	cùn
姪	3	질	めい	mei	zhí
伎	3	기	き	ki	jì
魂	3	혼	たましい	tamashii	hún
樫	3	견	かし	kashi	jiān
橡	3	상	とち	tochi	xiàng
簾	3	염 렴	れん	ren	lián
巢	3	소	す	su	cháo
雕	3	조	ちょう	chou	diāo
戚	3	척	せき	seki	qī
絲	3	사	いと	ito	sī
娟	3	연	けん	ken	juān
誓	3	서	せい	sei	shì
唱	3	창	しょう	shou	chàng
敳	3	애			ái
戭	3	인 연			yǎn
瞭	3	요 료	りょう	ryou	liào liǎo
摂	3	섭	せつ	setsu	shè
栽	3	재	さい	sai	zāi
娡	3	지			zhì
嫄	3	원			yuán
誾	3	은			yín
鯉	3	이 리	こい	koi	lǐ
漣	3	연 련	さざなみ	sazanami	lián
迷	3	미	めい	mei	mí
瞿	3	구	く	ku	qú
洧	3	유			wěi
迎	3	영	げい	gei	yíng
洄	3	회			huí
靄	3	애	もや	moya	ǎi
恰	3	흡	かつ	katsu	qià
禛	3	진			zhēn
珦	3	향			xiàng
訏	3	우			xū
竴	3	준			cūn
弌	3	일	いち	ichi	yī
丈	3	장	たけ	take	zhàng
廸	3	적	てき	teki	dí
启	3	계			qǐ
玹	3	현			xuán
恤	3	휼	じゅつ	jutsu	xù
盾	3	순	たて	tate	dùn
鉞	3	월	えつ	etsu	yuè
渼	3	미			měi
判	3	판	はん	han	pàn
袖	3	수	そで	sode	xiù
粥	3	죽	かゆ	kayu	zhōu
梵	3	범	ぼん	bon	fàn
栢	3	백	かしわ	kashiwa	bǎi
絃	3	현	げん	gen	xián
樅	3	종	しょう	shou	cōng
族	3	족	ぞく	zoku	zú
旃	3	전	せん	sen	zhān
远	3	원			yuǎn
紂	3	주	ちゅう	chuu	zhòu
椋	3	양 량	むく	muku	liáng
杖	3	장	つえ	tsue	zhàng
璣	3	기	たまき	tamaki	jī
矯	3	교	きょう	kyou	jiǎo
襃	3	포	ほう	hou	bāo
諟	3	시 체			shì
沃	3	옥	よく	yoku	wò
把	3	파	は	ha	bǎ
机	3	궤	つくえ	tsukue	jī
率	3	솔 률 율	りつ	ritsu	lǜ
悲	3	비	ひ	hi	bēi
此	3	차	これ	kore	cǐ
翅	3	시	し	shi	chì
折	3	절	おり	ori	zhé
坪	3	평	つぼ	tsubo	píng
即	3	즉	そく	soku	jí
鋹	3	창			chǎng
還	3	환	かん	kan	hái
站	3	참	たん	tan	zhàn
俔	3	현	けん	ken	qiàn
献	3	헌	けん	ken	xiàn
評	3	평	ひょう	hyou	píng
潞	3	노 로			lù
煖	3	난	だん	dan	nuǎn
侈	3	치	し	shi	chǐ
鮒	3	부	ふな	funa	fù
朐	3	구			qú
扈	3	호	こ	ko	hù
禽	3	금	きん	kin	qín
脫	3	탈 태			tuō
驩	3	환	かん	kan	huān
綵	3	채	さい	sai	cǎi
掄	3	윤 륜			lūn
冉	3	염	ぜん	zen	rǎn
畢	3	필	ひつ	hitsu	bì
竺	3	축	じく	jiku	zhú
湦	3	생			shēng
脱	3	탈	だつ	datsu	tuō
鈐	3	검			qián
區	3	구	く	ku	qū
愼	3	신 진	しん	shin	shèn
譔	3	선			zhuàn
墴	3	황			huáng
駢	3	변	へん	hen	pián
洎	3	계			jì
煬	3	양	よう	you	yáng
澗	3	간	かん	kan	jiàn
蒞	3	이			lì
贍	3	섬	せん	sen	shàn
笙	3	생	しょう	shou	shēng
伶	3	영 령	れい	rei	líng
籥	3	약	やく	yaku	yuè
璽	3	새	じ	ji	xǐ
箎	3	호			chí
榜	3	방	ぼう	bou	bǎng
酉	3	유	とり	tori	yǒu
霈	3	패	はい	hai	pèi
淞	3	송	しょう	shou	sōng
鑅	3	횡			héng
楞	3	능 릉	りょう	ryou	léng
籛	3	전			jiǎn
鑰	3	약	やく	yaku	yào
鑫	3	흠			xīn
楙	3	무	しげる	shigeru	mào
舫	3	방	ほう	hou	fǎng
詒	3	이	い	i	yí
鑠	3	삭	しゃく	shaku	shuò
进	3	진			jìn
领	3	영			lǐng
愬	3	소	そ	so	sù
翺	3	고			áo
頗	3	파	すこぶる	sukoburu	pō pǒ
僚	3	요 료	りょう	ryou	liáo
敵	3	적	てき	teki	dí
盪	3	탕	とう	tou	dàng
祀	3	사	し	shi	sì
輒	3	첩	ちょう	chou	zhé
革	3	혁	かわ	kawa	gé
頑	3	완	がん	gan	wán
厥	3	궐	けつ	ketsu	jué
傀	3	괴	かい	kai	kuǐ
婕	3	첩			jié
妤	3	여			yú
秘	3	비	ひ	hi	mì
萱	3	훤	かや	kaya	xuān
際	3	제	きわ	kiwa	jì
滉	3	황	こう	kou	huàng
纯	3	순			chún
尔	3	이			ěr
鄔	3	오			wū
玨	3	각			jué
撣	3	탄			dǎn
醯	3	혜	けい	kei	xī
娣	3	제			dì
侗	3	동			dòng
勱	3	매			mài
嶸	3	영			róng
僊	3	선	せん	sen	xiān
磻	3	반 번			pán
貿	3	무	ぼう	bou	mào
泠	3	영 령			líng
殆	3	태	たい	tai	dài
錄	3	녹 록			lù
掖	3	액	えき	eki	yē
遴	3	인			lín
咨	3	자	し	shi	zī
穠	3	농			nóng
制	3	제	せい	sei	zhì
暨	3	기			jì
廩	3	늠 름	りん	rin	lǐn
垍	3	게			jì
釐	3	이 리	り	ri	xī lí
卫	3	위			wèi
紃	3	순			xún
纓	3	영	えい	ei	yīng
俁	3	우			yǔ
馗	3	규	き	ki	kuí
悝	3	이			kuī
頵	3	군			yūn
薈	3	회	わい	wai	huì
姿	3	자	すがた	sugata	zī
爱	3	애			ài
褕	3	유			yú
蟾	3	섬	せん	sen	chán
瀚	3	한	かん	kan	hàn
园	3	완			yuán
为	3	위			wèi
婢	3	비	はしため	hashitame	bì
环	3	배			huán
顺	3	순			shùn
鏻	3	인 린			lín
戩	3	전			jiǎn
濡	3	유	じゅ	ju	rú
壹	3	일	いち	ichi	yī
份	3	빈	ふん	fun	fèn
賴	3	뇌 뢰			lài
邹	3	추			zōu
警	3	경	けい	kei	jǐng
莞	3	완	かん	kan	guǎn
潯	3	심	じん	jin	xún
蕡	3	분			fén
澡	3	조	そう	sou	zǎo
占	3	점	せん	sen	zhàn
歲	3	세			suì
鎡	3	자			zī
謂	3	위	い	i	wèi
浹	3	협	しょう	shou	jiā
种	3	충			zhǒng
沁	3	심	しん	shin	qìn
溉	3	개			gài
危	3	위	き	ki	wēi
鳯	3	봉			fèng
壇	3	단	だん	dan	tán
绍	3	소			shào
頒	3	반	はん	han	bān
敻	3	현			xiòng
礎	3	초	いしずえ	ishizue	chǔ
头	3	두			tóu
开	3	개			kāi
会	3	회	かい	kai	huì
銍	3	질			zhì
晫	3	탁			zhuó
隽	3	전			juàn
藉	3	자	せき	seki	jí
奏	3	주	そう	sou	zòu
肹	3	힐			xī
陁	3	타			tuó
儆	3	경			jǐng
昚	3	신			shèn
屿	3	서			yǔ
轂	3	곡	こく	koku	gǔ
盥	3	관	かん	kan	guàn
點	3	점	てん	ten	diǎn
較	3	교	かく	kaku	jiào
鹤	3	학			hè
耒	3	뇌 뢰	すき	suki	lěi
恃	3	시	じ	ji	shì
戈	3	과	か	ka	gē
偘	3	간			kǎn
澠	3	민			miǎn
漪	3	의			yī
漵	3	서			xù
濛	3	몽	もう	mou	méng
荐	3	천	せん	sen	jiàn
閏	3	윤	うるう	uruu	rùn
翦	3	전	せん	sen	jiǎn
棲	3	서	せい	sei	qī
倣	3	방	ほう	hou	fǎng
熲	3	경			jiǒng
鷙	3	지	し	shi	zhì
晈	3	교			jiǎo
佋	3	소			zhāo
耑	3	단			duān
擇	3	택	たく	taku	zé
鋼	3	강	こう	kou	gāng
迺	3	내	だい	dai	nǎi
昈	3	호			hù
鍵	3	건	かぎ	kagi	jiàn
鋗	3	현			xuān
諴	3	함			xián
几	3	궤	き	ki	jǐ
晝	3	주	ひる	hiru	zhòu
摽	3	표			biào biāo
嶼	3	서	しょ	sho	yǔ
檢	3	검	けん	ken	jiǎn
崟	3	음	ぎん	gin	yín
焯	3	작			chāo
倨	3	거	きょ	kyo	jù
棻	3	분			fēn
逷	3	적			tì
譯	3	역	わけ	wake	yì
兜	3	두	かぶと	kabuto	dōu
湑	3	서			xū
退	3	퇴	たい	tai	tuì
譼	3	감			jiàn
鎰	3	일	いつ	itsu	yì
眈	3	탐	たん	tan	dān
愐	3	면			miǎn
伟	3	위			wěi
麥	3	맥	むぎ	mugi	mài
逄	3	방			páng
昙	3	욕			tán
橐	3	탁			tuó
犁	3	이 리	れい	rei	lí
羌	3	강	きょう	kyou	qiāng
匹	3	필	ひき	hiki	pǐ
玧	3	윤 문			mén
韬	3	도			tāo
从	3	종	じゅう	juu	cóng
锡	3	석			xī
扩	3	확			kuò
鎭	3	진	ちん	chin	zhèn
鄒	3	추	すう	suu	zōu
熹	3	희	き	ki	xī
筹	3	주			chóu
藺	2	인 린	りん	rin	lìn
鯤	2	곤	こん	kon	kūn
瀹	2	약			yuè
譓	2	혜			huì
婴	2	영			yīng
绮	2	기			qǐ
畅	2	창			chàng
邺	2	업			yè
侠	2	협	きょう	kyou	xiá
函	2	함	はこ	hako	hán
颛	2	전			zhuān
茹	2	여	じょ	jo	rú
图	2	도			tú
椽	2	연	たるき	taruki	chuán
驪	2	여 려	り	ri	lí
尧	2	요			yáo
顿	2	돈			dùn
见	2	견			jiàn
琏	2	연			liǎn
禦	2	어	ぎょ	gyo	yù
寇	2	구	こう	kou	kòu
躍	2	약	やく	yaku	yuè
嬀	2	규			guī
畴	2	주	うね	une	chóu
声	2	성	こえ	koe	shēng
厘	2	이 리	りん	rin	lí
伦	2	윤			lún
轅	2	원	えん	en	yuán
篾	2	멸			miè
報	2	보	ほう	hou	bào
戦	2	전	せん	sen	zhàn
暗	2	암	あん	an	àn
栴	2	전	せん	sen	zhān
排	2	배	はい	hai	pái
疎	2	소	そ	so	shū
禍	2	화	か	ka	huò
返	2	반	へん	hen	fǎn
鞴	2	비	ひ	hi	bèi
碁	2	기	ご	go	qí
両	2	양	りょう	ryou	liǎng
麛	2	미			mí
焦	2	초	しょう	shou	jiāo
謌	2	가	うた	uta	gē
迩	2	이	に	ni	ěr
顙	2	상			sǎng
荏	2	임	え	e	rěn
触	2	촉	しょく	shoku	chù
弭	2	미	び	bi	mǐ
甂	2	변			biān
劫	2	겁	ごう	gou	jié
柵	2	책	さく	saku	shān
昨	2	작	さく	saku	zuó
甥	2	생	おい	oi	shēng
楲	2	위			wēi
跨	2	과	こ	ko	kuà
蝦	2	하	えび	ebi	xiā
抓	2	조	そう	sou	zhuā
鮹	2	소	たこ	tako	shāo
墾	2	간	こん	kon	kěn
鶿	2	자			cí
傾	2	경	けい	kei	qīng
椅	2	의	い	i	yǐ
陪	2	배	ばい	bai	péi
面	2	면	めん	men	miàn
託	2	탁	たく	taku	tuō
蕨	2	궐	わらび	warabi	jué
狛	2	박	こま	koma	bó
検	2	검	けん	ken	jiǎn
校	2	교	こう	kou	xiào
灑	2	쇄	さい	sai	sǎ
嫘	2	누			léi
釈	2	석	しゃく	shaku	shì
娍	2	성			chéng
耨	2	누	どう	dou	nòu
頦	2	해			hái
髆	2	박			bó
蚡	2	분			fén
雉	2	치	きじ	kiji	zhì
恌	2	조			tiāo
騨	2	탄	だ	da	tuó
妧	2	완			yuán
嫥	2	전			zhuān
恺	2	개			kǎi
笹	2	세	ささ	sasa	tì
幢	2	당	とう	tou	chuáng
眠	2	면 민	みん	min	mián
処	2	처	ところ	tokoro	chǔ
禖	2	매			méi
敝	2	폐	へい	hei	bì
桔	2	길	きつ	kitsu	jié
焼	2	소	やき	yaki	shāo
嬢	2	양	じょう	jou	niáng
吹	2	취	すい	sui	chuī
氐	2	저	てい	tei	dī
姣	2	교			jiāo
詫	2	타	た	ta	chà
屎	2	시 히	し	shi	shǐ
勅	2	칙	ちょく	choku	chì
薭	2	비			bài
薬	2	약	くすり	kusuri	yào
惺	2	성	せい	sei	xīng
嫡	2	적	ちゃく	chaku	dí
茄	2	가	か	ka	jiā
煉	2	연 련	れん	ren	liàn
線	2	선	せん	sen	xiàn
囲	2	위	い	i	tōng
妲	2	달	だつ	datsu	dá
醑	2	서			xǔ
濚	2	영			yíng
送	2	송	そう	sou	sòng
苧	2	저	ちょ	cho	níng zhù
灼	2	작	しゃく	shaku	zhuó
粛	2	숙	しゅく	shuku	sù
靏	2	학			hè
夕	2	석	ゆう	yuu	xī
肝	2	간	きも	kimo	gān
漠	2	막	ばく	baku	mò
鞅	2	앙	おう	ou	yāng
穿	2	천	せん	sen	chuān
衰	2	쇠	すい	sui	shuāi
彙	2	휘	い	i	huì
疋	2	필	ひき	hiki	pǐ
鴎	2	구	かもめ	kamome	ōu
惣	2	총	そう	sou	zǒng
冒	2	모	ぼう	bou	mào
豕	2	시	いのしし	inoshishi	shǐ
錠	2	정	じょう	jou	dìng
鉚	2	유	りゅう	ryuu	mǎo
舅	2	구	しゅうと	shuuto	jiù
按	2	안	あん	an	àn
壺	2	호	つぼ	tsubo	hú
暲	2	장	あきら	akira	zhāng
姝	2	주			shū
縵	2	만	まん	man	màn
湏	2	회			huì
刷	2	쇄	さつ	satsu	shuā
棹	2	도	さお	sao	zhào
株	2	주	かぶ	kabu	zhū
躊	2	주	ちゅう	chuu	chóu
泮	2	반			pàn
裸	2	나 라	はだか	hadaka	luǒ
闽	2	민			mǐn
铨	2	전			quán
绵	2	면			mián
湍	2	단	たん	tan	tuān
腾	2	등			téng
瓒	2	찬			zàn
仪	2	의			yí
时	2	시			shí
雯	2	문			wén
镒	2	일			yì
极	2	겁			jí
貳	2	이	に	ni	èr
投	2	투	とう	tou	tóu
硕	2	석			shuò
庆	2	경			qìng
鯖	2	청	さば	saba	zhēng
核	2	핵	かく	kaku	hé
稗	2	패	ひえ	hie	bài
芋	2	우 후	いも	imo	yù
忯	2	지 기			qí
腆	2	전	てん	ten	tiǎn
尸	2	시	し	shi	shī
徸	2	종			chōng
毎	2	매	まい	mai	měi
掲	2	게	けい	kei	jiē
訳	2	역	わけ	wake	yì
篶	2	언	えん	en	yān
寒	2	한	かん	kan	hán
喧	2	훤	けん	ken	xuān
膽	2	담	たん	tan	dǎn
籠	2	농 롱	かご	kago	lóng
闊	2	활	かつ	katsu	kuò
拖	2	타			tuō
謡	2	요	うたい	utai	yáo
銈	2	계			jī
搖	2	요	よう	you	yáo
秭	2	자			zǐ
館	2	관	かん	kan	guǎn
串	2	관 곶	くし	kushi	chuàn
顔	2	안	かお	kao	yán
壷	2	호	つぼ	tsubo	hú
錬	2	동	れん	ren	liàn
汰	2	태	た	ta	tài
錘	2	추	すい	sui	chuí
鋠	2	신			shèn
鬯	2	창	ちょう	chou	chàng
槌	2	퇴	つち	tsuchi	chuí
薮	2	수	やぶ	yabu	sǒu
湧	2	용	ゆう	yuu	yǒng
漆	2	칠	しつ	shitsu	qī
婿	2	서	むこ	muko	xù
抽	2	추	ちゅう	chuu	chōu
鞭	2	편	むち	muchi	biān
紑	2	부			fóu
犯	2	범	はん	han	fàn
瀍	2	전			chán
巌	2	암	がん	gan	yán
皝	2	황			huàng
碭	2	탕			dàng
桀	2	걸	けつ	ketsu	jié
媼	2	온	おう	ou	ǎo
驁	2	오			ào
伢	2	아			yá
炟	2	달			dá
附	2	부	ふ	fu	fù
濞	2	비			bì
愭	2	기			qí
㻋	2	날			là
妥	2	타	だ	da	tuǒ
匄	2	개			gài
驕	2	교	きょう	kyou	jiāo
沸	2	비	ふつ	futsu	fèi
湟	2	황	こう	kou	huáng
糾	2	규	きゅう	kyuu	jiū
購	2	구	こう	kou	gòu
獳	2	누			nòu
郄	2	극			qiè
臀	2	둔	でん	den	tún
紱	2	불			fú
散	2	산	さん	san	sàn
竟	2	경	きょう	kyou	jìng
璇	2	선			xuán
絜	2	혈			jié
緗	2	상			xiāng
鐊	2	양			yáng
郕	2	성			chéng
舞	2	무	まい	mai	wǔ
姒	2	사			sì
袛	2	저			dī
沉	2	침			chén
覬	2	기	き	ki	jì
忙	2	망	ぼう	bou	máng
囏	2	간			jiān
捫	2	문	もん	mon	mén
弩	2	노	ど	do	nǔ
妮	2	이 니			nī
案	2	안	あん	an	àn
埜	2	야	の	no	yě
枻	2	설 예	かい	kai	yì
梆	2	방			bāng
賦	2	부	ふ	fu	fù
阝	2	부			fù
俎	2	조	そ	so	zǔ
旼	2	민			mín
滄	2	창	そう	sou	cāng
酇	2	찬			zàn
斅	2	효			xiào
聵	2	외			kuì
蕘	2	요	じょう	jou	ráo
蕢	2	괴			kuì
陞	2	승	しょう	shou	shēng
驤	2	양	じょう	jou	xiāng
珴	2	아			é
烋	2	휴 효	こう	kou	xiū
錕	2	곤			kūn
鍈	2	영			yīng
篪	2	지			chí
菡	2	함			hàn
稼	2	가	か	ka	jià
莎	2	사	さ	sa	shā
葹	2	시	おなもみ	onamomi	shī
憤	2	분	ふん	fun	fèn
諱	2	휘	き	ki	huì
卭	2	공			qióng
鹽	2	염	しお	shio	yán
郃	2	합			hé
穗	2	수	ほ	ho	suì
滕	2	등	とう	tou	téng
蜀	2	촉	しょく	shoku	shǔ
鹰	2	응			yīng
蚪	2	두	と	to	dǒu
眺	2	조	ちょう	chou	tiào
叅	2	참			cān
駉	2	경			jiōng
眛	2	매	まい	mai	mèi
卑	2	비	ひ	hi	bēi
祭	2	제	まつり	matsuri	jì
轉	2	전	てん	ten	zhuǎn
差	2	차	さ	sa	chà chā
斑	2	반	はん	han	bān
餒	2	뇌	だい	dai	něi
畀	2	비			bì
訾	2	자			zǐ
貲	2	자	し	shi	zī
艱	2	간	かん	kan	jiān
鮑	2	포	あわび	awabi	bào
虺	2	훼			huǐ
騑	2	비			fēi
鉏	2	서			chú
虿	2	채			chài
魋	2	추			tuí
旗	2	기	はた	hata	qí
繻	2	수	しゅ	shu	xū
累	2	누 루	るい	rui	lèi
讎	2	수	しゅう	shuu	chóu
牒	2	첩	ちょう	chou	dié
辇	2	연			niǎn
焌	2	준			jùn
筱	2	소	しょう	shou	xiǎo
玟	2	민			wén
藍	2	남 람	あい	ai	lán
潽	2	보			pū
皖	2	환	かん	kan	wǎn
繩	2	승	なわ	nawa	shéng
晓	2	효			xiǎo
麓	2	녹 록	ふもと	fumoto	lù
溱	2	진			qín
潓	2	혜			huì
召	2	소	しょう	shou	zhào
諡	2	시	し	shi	shì
畊	2	경	こう	kou	gēng
歹	2	알	がつ	gatsu	dǎi
苴	2	저	しょ	sho	jū
俅	2	구			qiú
塗	2	도	ぬり	nuri	tú
蒧	2	점			diǎn
蜚	2	비	あぶらむし	aburamushi	fēi
增	2	증			zēng
竒	2	기	き	ki	qí
蛻	2	세	ぬけがら	nukegara	tuì
侖	2	윤 륜	ろん	ron	lún
畿	2	기	き	ki	jī
錞	2	순			chún
褧	2	경			jiǒng
僯	2	인			lìn
俓	2	경			jìng
俄	2	아	が	ga	é
巋	2	규			kuī
霽	2	제	さい	sai	jì
罹	2	이 리	り	ri	lí
竷	2	감			kǎn
嶚	2	요			liáo
瓛	2	환			huán
巠	2	경			jīng
籲	2	유			yù
岭	2	영 령			lǐng
轔	2	인 린			lín
壼	2	곤	こん	kon	kǔn
窗	2	창	まど	mado	chuāng
滾	2	곤	こん	kon	gǔn
違	2	위	い	i	wéi
巗	2	암			yán
對	2	대	つい	tsui	duì
落	2	낙 락	らく	raku	luò
閨	2	규	ねや	neya	guī
浯	2	오			wú
鎊	2	방			bàng
嚶	2	앵	おう	ou	yīng
鏈	2	연 련	れん	ren	liàn
鹹	2	함	かん	kan	xián
簊	2	기			jī
瀘	2	노 로	ろ	ro	lú
喆	2	철			zhé
請	2	청	せい	sei	qǐng
椷	2	감			jiān
瀁	2	양	よう	you	yàng
課	2	과	か	ka	kè
鴇	2	보	とき	toki	bǎo
孩	2	해	がい	gai	hái
埱	2	숙			chù
爯	2	칭			chēng
细	2	세			xì
畧	2	약 략	りゃく	ryaku	lüè
終	2	종	おわり	owari	zhōng
脾	2	비	ひ	hi	pí
劌	2	귀			guì
榦	2	간			gàn
甝	2	감			hán
苕	2	초			sháo
靚	2	정	れん	ren	jìng
讞	2	언			yàn
遒	2	주	しゅう	shuu	qiú
衜	2	도			dào
裁	2	재	さい	sai	cái
褘	2	위			huī
陋	2	누 루	ろう	rou	lòu
駘	2	태	たい	tai	tái
莖	2	경	くき	kuki	jīng
裡	2	이 리	り	ri	lǐ
际	2	제			jì
农	2	농			nóng
荻	2	적	おぎ	ogi	dí
虚	2	허	きょ	kyo	xū
娑	2	사	しゃ	sha	suō
树	2	수			shù
桥	2	교			qiáo
柷	2	축			zhù
连	2	연			lián
强	2	강			qiáng
圻	2	기 은	き	ki	qí
驛	2	역	えき	eki	yì
跡	2	적	あと	ato	jī
塢	2	오	お	o	wù
駕	2	가	が	ga	jià
鄑	2	자			zī
糧	2	양 량	かて	kate	liáng
聯	2	연 련	れん	ren	lián
枋	2	방	ほう	hou	fāng
港	2	항	みなと	minato	gǎng
店	2	점	みせ	mise	diàn
軻	2	가	か	ka	kē
嫕	2	예			yì
欧	2	구	おう	ou	ōu
铎	2	탁			duó
巫	2	무	ふ	fu	wū
坡	2	파	は	ha	pō
瀾	2	난 란	らん	ran	lán
蒯	2	괴			kuǎi
戌	2	술	いぬ	inu	xū
雱	2	방			pāng
芮	2	예			ruì
迨	2	태			dài
籀	2	주	ちゅう	chuu	zhòu
跂	2	기	き	ki	qí
芻	2	추	すう	suu	chú
遡	2	소	そ	so	sù
弸	2	붕	ほう	hou	péng
郵	2	우	ゆう	yuu	yóu
黼	2	보	ほ	ho	fǔ
辶	2	착	しんにょう	shinnyou	chuò
朮	2	출	じゅつ	jutsu	shù
旊	2	방			fǎng
佖	2	필			bì
衹	2	기			zhǐ
蕩	2	탕	とう	tou	dàng
滁	2	저	じょ	jo	chú
攽	2	반			bān
鯈	2	조			tiáo
卒	2	졸	そつ	sotsu	zú
罔	2	망	もう	mou	wǎng
瑪	2	마	め	me	mǎ
邲	2	필			bì
邴	2	병			bǐng
橅	2	모 무	ぶな	buna	mó
闐	2	전			tián
㨗	2	첩			jié
则	2	칙			zé
缃	2	상			xiāng
薇	2	미	ぜんまい	zenmai	wēi
贻	2	이			yí
汧	2	견			qiān
韻	2	운	いん	in	yùn
凖	2	준	じゅん	jun	zhǔn
撰	2	찬	せん	sen	zhuàn
憶	2	억	おく	oku	yì
寕	2	영			níng
价	2	개	かい	kai	jià
让	2	양			ràng
绰	2	작			chuò
褎	2	유			xiù
顧	2	고	こ	ko	gù
悽	2	처	せい	sei	qī
鷟	2	작			zhuó
驊	2	화			huá
莆	2	보			pú
溆	2	서			xù
翻	2	번	ほん	hon	fān
峋	2	순			xún
硯	2	연	すずり	suzuri	yàn
塼	2	전	せん	sen	zhuān
荊	2	형	けい	kei	jīng
釋	2	석	しゃく	shaku	shì
谭	2	담			tán
峭	2	초	しょう	shou	qiào
駰	2	인			yīn
穉	2	치	ち	chi	zhì
繢	2	궤			huì
濯	2	탁	たく	taku	zhuó
郝	2	학	かく	kaku	hǎo
愍	2	민	びん	bin	mǐn
㥄	2	능			líng
艷	2	염	つや	tsuya	yàn
鱣	2	전			zhān
趍	2	추			chí
佃	2	전	つくだ	tsukuda	diàn
暅	2	환			gèng
慬	2	근			qín
奣	2	앵			wěng
撙	2	준			zǔn
叢	2	총	そう	sou	cóng
獲	2	획	かく	kaku	huò
礭	2	확			què
灬	2	화			biāo
澳	2	오	おう	ou	ào
緞	2	단	どん	don	duàn
銮	2	난			luán
誰	2	수	だれ	dare	shuí shéi
卨	2	설			xiè
忞	2	민			mín
柟	2	남			nán
縠	2	곡			hú
枃	2	진			jìn
宧	2	이			yí
䙼	2	소			shào
曮	2	엄			yǎn
慇	2	은	いん	in	yīn
惎	2	기			jì
縞	2	호	しま	shima	gǎo
握	2	악	あく	aku	wò
歛	2	감	かん	kan	hān
睢	2	수			suī
焞	2	돈 순			tūn
廄	2	구			jiù
栘	2	체			yí
朦	2	몽	もう	mou	méng
异	2	이			yì
艮	2	간	こん	kon	gěn
鄜	2	부			fū
礪	2	여 려	と	to	lì
縕	2	온			yùn
曥	2	여			lú
憚	2	탄	たん	tan	dàn
澈	2	철	とおる	tooru	chè
燈	2	등	とう	tou	dēng
胐	2	굴			fěi
佻	2	조	ちょう	chou	tiāo
曛	2	훈			xūn
況	2	황	きょう	kyou	kuàng
悞	2	오			wù
鉊	2	초			zhāo
峽	2	협	きょう	kyou	xiá
岵	2	호			hù
翱	2	고			áo
洗	2	세 선	せん	sen	xǐ
峘	2	환			huán
術	2	술	じゅつ	jutsu	shù
竭	2	갈	けつ	ketsu	jié
款	2	관	かん	kan	kuǎn
泝	2	소	そ	so	sù
洿	2	오			wū
鏦	2	총			cōng
肄	2	이	い	i	yì
鋿	2	상			cháng
熅	2	온			yùn
鑲	2	양			xiāng
鈁	2	방			fāng
鐈	2	교			qiáo
銶	2	구			qiú
鏶	2	집			jí
錟	2	담			tán
鐇	2	번	ちょうな	chouna	fán
綢	2	주	ちゅう	chuu	chóu
絿	2	구			qiú
僅	2	근	きん	kin	jǐn
沇	2	연 윤			yǎn
溳	2	운			yún
羾	2	공			gòng
憼	2	경			jǐng
㑥	2	이			yì
偵	2	정	てい	tei	zhēn
偕	2	해	かい	kai	xié
玼	2	자 체			cǐ
僾	2	애			ài
僎	2	선 준			zhuàn
