qid	n_geni	n_in_corpus	n_absent	closest_hops	one_export_covers	missing_first_degree	first_degree_total	already_refreshed	sources	geni_in_corpus	geni_absent	names
Q6233695	2	0	2		no	0	0	no	wikidata-p2600		6000000026410831875;6000000184346361849	
Q6238282	2	0	2		no	0	0	no	wikidata-p2600		6000000022825017307;6000000084413007970	
Q6246015	2	0	2		no	0	0	no	wikidata-p2600		6000000015394922799;6000000052884617000	
Q6246669	2	0	2		no	0	0	no	wikidata-p2600		6000000027214749773;6000000107804300822	
Q6248501	2	0	2		no	0	0	no	wikidata-p2600		6000000015606521255;6000000019385490679	
Q6250246	2	0	2		no	0	0	no	wikidata-p2600		4085422416810073020;6000000024461350668	
Q6255591	2	0	2		no	0	0	no	wikidata-p2600		6000000017935936267;6000000062183490998	
Q6257162	2	0	2		no	0	0	no	wikidata-p2600		6000000018390707369;6000000022030169561	
Q6260122	2	0	2		no	0	0	no	wikidata-p2600		6000000001144904259;6000000027175530705	
Q6260246	2	0	2		no	0	0	no	wikidata-p2600		6000000192662445881;6000000194343875822	
Q6260779	2	0	2		no	0	0	no	wikidata-p2600		6000000004296682655;6000000006444674323	
Q6263756	2	0	2		no	0	0	no	wikidata-p2600		6000000002995151858;6000000185162202828	
Q6271007	2	0	2		no	0	0	no	wikidata-p2600		6000000078679419952;6000000200903875863	
Q6272748	2	0	2		no	0	0	no	wikidata-p2600		6000000001510800735;6000000022131380711	
Q6273655	2	0	2		no	0	0	no	wikidata-p2600		6000000017587585703;6000000071634096826	
Q62778221	2	0	2		no	0	0	no	wikidata-p2600		6000000014191696504;6000000015185241568	
Q62779229	2	0	2		no	0	0	no	wikidata-p2600		6000000014948742921;6000000174719773425	
Q6284127	2	0	2		no	0	0	no	wikidata-p2600		6000000002175438989;6000000077109524857	
Q6286786	2	0	2		no	0	0	no	wikidata-p2600		6000000012804583067;6000000055077246918	
Q6290508	2	0	2		no	0	0	no	wikidata-p2600		6000000015739681447;6000000038696938371	
Q62922983	2	0	2		no	0	0	no	wikidata-p2600		6000000014948250812;6000000039437720340	
Q63026002	2	0	2		no	0	0	no	wikidata-p2600		6000000019381902282;6000000189484130822	
Q63028240	2	0	2		no	0	0	no	wikidata-p2600		6000000003711942500;6000000036956718887	
Q63029103	2	0	2		no	0	0	no	wikidata-p2600		6000000083068750312;6000000177211364855	
Q63029141	2	0	2		no	0	0	no	wikidata-p2600		6000000083068801292;6000000177210954884	
Q6309621	2	0	2		no	0	0	no	wikidata-p2600		6000000007774085849;6000000193839867857	
Q63167276	2	0	2		no	0	0	no	wikidata-p2600		6000000037019200194;6000000053597259821	
Q63167518	2	0	2		no	0	0	no	wikidata-p2600		6000000178680018886;6000000222418008828	
Q6317591	2	0	2		no	0	0	no	wikidata-p2600		6000000047508936325;6000000191625027876	
Q63184543	2	0	2		no	0	0	no	wikidata-p2600		6000000018948201176;6000000053549242525	
Q63184556	2	0	2		no	0	0	no	wikidata-p2600		6000000021332853181;6000000024757976953	
Q63184562	2	0	2		no	0	0	no	wikidata-p2600		6000000018948092344;6000000053550135858	
Q63199303	2	0	2		no	0	0	no	wikidata-p2600		6000000014067080113;6000000032120989012	
Q63256069	2	0	2		no	0	0	no	wikidata-p2600		6000000023262523826;6000000023262529125	
Q63323622	2	0	2		no	0	0	no	wikidata-p2600		6000000079245095684;6000000092329166887	
Q63373362	2	0	2		no	0	0	no	wikidata-p2600		6000000027430443608;6000000076917696903	
Q63375495	2	0	2		no	0	0	no	wikidata-p2600		6000000009005821409;6000000079549258542	
Q635015	2	0	2		no	0	0	no	wikidata-p2600		6000000033244436167;6000000038237214350	
Q6350592	2	0	2		no	0	0	no	wikidata-p2600		6000000006412961893;6000000083698555954	
Q63624246	2	0	2		no	0	0	no	wikidata-p2600		6000000044973484927;6000000197449892862	
Q63637440	2	0	2		no	0	0	no	wikidata-p2600		6000000010072794579;6000000017998310229	
Q63672891	3	0	3		no	0	0	no	wikidata-p2600		6000000039137810162;6000000039137898990;6000000148077435821	
Q6382115	2	0	2		no	0	0	no	wikidata-p2600		6000000016739233297;6000000057961808035	
Q6382117	2	0	2		no	0	0	no	wikidata-p2600		6000000008312552267;6000000088793618826	
Q63823815	2	0	2		no	0	0	no	wikidata-p2600		6000000001371858784;6000000084221340115	
Q6385397	2	0	2		no	0	0	no	wikidata-p2600		6000000002069415552;6000000009946460859	
Q638558	2	0	2		no	0	0	no	wikidata-p2600		6000000018137940198;6000000024048926574	
Q63931092	2	0	2		no	0	0	no	wikidata-p2600		6000000033527912976;6000000162034099242	
Q63949236	2	0	2		no	0	0	no	wikidata-p2600		6000000025783946381;6000000102690127113	
Q64014063	3	0	3		no	0	0	no	wikidata-p2600		6000000000211140862;6000000000632099025;6000000140299639877	
Q6401821	2	0	2		no	0	0	no	wikidata-p2600		364570729610013587;6000000127920884917	
Q64029191	2	0	2		no	0	0	no	wikidata-p2600		6000000015865016556;6000000039632765501	
Q64030636	2	0	2		no	0	0	no	wikidata-p2600		6000000039038416360;6000000043659990192	
Q64030637	2	0	2		no	0	0	no	wikidata-p2600		6000000039038431238;6000000043659610689	
Q64030677	3	0	3		no	0	0	no	wikidata-p2600		6000000039267199428;6000000217789630882;6000000224022363985	
Q64030818	2	0	2		no	0	0	no	wikidata-p2600		6000000021332044659;6000000215231320833	
Q64067296	2	0	2		no	0	0	no	wikidata-p2600		6000000085591944840;6000000210925348821	
Q64137101	2	0	2		no	0	0	no	wikidata-p2600		6000000093424286843;6000000225425971854	
Q64176207	2	0	2		no	0	0	no	wikidata-p2600		6000000015354762375;6000000026178124684	
Q64198244	2	0	2		no	0	0	no	wikidata-p2600		6000000121885832837;6000000210468409830	
Q64231107	2	0	2		no	0	0	no	wikidata-p2600		6000000016092563639;6000000016093491394	
Q64236033	2	0	2		no	0	0	no	wikidata-p2600		6000000045744283574;6000000049988083831	
Q64236237	2	0	2		no	0	0	no	wikidata-p2600		6000000014981384143;6000000039914190583	
Q64246498	2	0	2		no	0	0	no	wikidata-p2600		6000000016749804646;6000000209567459822	
Q64257351	3	0	3		no	0	0	no	wikidata-p2600		6000000014877434391;6000000016457645557;6000000193579841841	
Q643004	2	0	2		no	0	0	no	wikidata-p2600		6000000008447858974;6000000190046840259	
Q6455234	2	0	2		no	0	0	no	wikidata-p2600		6000000001785652721;6000000078904344463	
Q64589913	2	0	2		no	0	0	no	wikidata-p2600		6000000026038605496;6000000049891880868	
Q6462632	2	0	2		no	0	0	no	wikidata-p2600		6000000044499799826;6000000109954545825	
Q6466217	2	0	2		no	0	0	no	wikidata-p2600		6000000016750162166;6000000028264102517	
Q64698779	2	0	2		no	0	0	no	wikidata-p2600		6000000032083041127;6000000034983859765	
Q64712072	2	0	2		no	0	0	no	wikidata-p2600		6000000033355182476;6000000041969863789	
Q64782866	2	0	2		no	0	0	no	wikidata-p2600		6000000028475990144;6000000063562803963	
Q64965	2	0	2		no	0	0	no	wikidata-p2600		6000000008114832398;6000000031614950133	
Q65038088	2	0	2		no	0	0	no	wikidata-p2600		6000000040919795793;6000000058372825281	
Q6504602	2	0	2		no	0	0	no	wikidata-p2600		6000000002134627423;6000000122229669863	
Q65060242	2	0	2		no	0	0	no	wikidata-p2600		6000000188574346874;6000000204954852883	
Q65164141	2	0	2		no	0	0	no	wikidata-p2600		6000000173863644174;6000000173864199956	
Q65165253	2	0	2		no	0	0	no	wikidata-p2600		6000000085376482175;6000000210868930833	
Q65169600	2	0	2		no	0	0	no	wikidata-p2600		6000000027126063156;6000000039039306978	
Q6525864	2	0	2		no	0	0	no	wikidata-p2600		6000000028686495868;6000000034830126570	
Q654356	2	0	2		no	0	0	no	wikidata-p2600		6000000010583139474;6000000070618756308	
Q6550235	2	0	2		no	0	0	no	wikidata-p2600		6000000022671637860;6000000041188015320	
Q65553386	2	0	2		no	0	0	no	wikidata-p2600		6000000003273396794;6000000006634450002	
Q65588955	2	0	2		no	0	0	no	wikidata-p2600		6000000039231693447;6000000224022640852	
Q65619761	2	0	2		no	0	0	no	wikidata-p2600		6000000012042882154;6000000038236259648	
Q65648	2	0	2		no	0	0	no	wikidata-p2600		6000000014812055816;6000000041114020676	
Q6567787	2	0	2		no	0	0	no	wikidata-p2600		6000000038239812070;6000000212948216846	
Q65921883	2	0	2		no	0	0	no	wikidata-p2600		6000000039821079537;6000000087115650903	
Q65922734	2	0	2		no	0	0	no	wikidata-p2600		6000000014192057500;6000000215547984829	
Q65932151	2	0	2		no	0	0	no	wikidata-p2600		6000000014191824528;6000000049331907084	
Q66361316	2	0	2		no	0	0	no	wikidata-p2600		6000000157311026930;6000000185894292815	
Q66368461	2	0	2		no	0	0	no	wikidata-p2600		6000000014927606875;6000000085077908048	
Q6653828	2	0	2		no	0	0	no	wikidata-p2600		6000000074730048854;6000000074784036900	
Q66647986	2	0	2		no	0	0	no	wikidata-p2600		6000000004160810501;6000000082655910910	
Q666744	2	0	2		no	0	0	no	wikidata-p2600		6000000006817653987;6000000097093655862	
Q66777935	2	0	2		no	0	0	no	wikidata-p2600		6000000038091390961;6000000048707441043	
Q66791608	2	0	2		no	0	0	no	wikidata-p2600		6000000006913349542;6000000083699494983	
Q66845825	2	0	2		no	0	0	no	wikidata-p2600		6000000016607446597;6000000086631925901	
Q6696264	2	0	2		no	0	0	no	wikidata-p2600		6000000015194004118;6000000174792516849	
Q67139775	2	0	2		no	0	0	no	wikidata-p2600		6000000025358720599;6000000028265488634	
Q67139831	2	0	2		no	0	0	no	wikidata-p2600		6000000048123673028;6000000215575679823	
Q67139909	2	0	2		no	0	0	no	wikidata-p2600		6000000043443516330;6000000225518401840	
Q67146952	2	0	2		no	0	0	no	wikidata-p2600		6000000019405123784;6000000184873430903	
Q67147001	2	0	2		no	0	0	no	wikidata-p2600		6000000015865151189;6000000016457775349	
Q67396689	2	0	2		no	0	0	no	wikidata-p2600		6000000046750962178;6000000067675571876	
Q6758294	2	0	2		no	0	0	no	wikidata-p2600		6000000007791145550;6000000057526372914	
Q6779213	2	0	2		no	0	0	no	wikidata-p2600		6000000000669484817;6000000081490851216	
Q6780364	2	0	2		no	0	0	no	wikidata-p2600		6000000104755757822;6000000191084207841	
Q6790834	2	0	2		no	0	0	no	wikidata-p2600		6000000031665676181;6000000036770232975	
Q68128436	2	0	2		no	0	0	no	wikidata-p2600		6000000042133601637;6000000064350282435	
Q6850111	2	0	2		no	0	0	no	wikidata-p2600		6000000116751077836;6000000131452743880	
Q6915863	2	0	2		no	0	0	no	wikidata-p2600		6000000001562887292;6000000075649841833	
Q6963162	2	0	2		no	0	0	no	wikidata-p2600		6000000007796060333;6000000039193404274	
Q6969320	2	0	2		no	0	0	no	wikidata-p2600		6000000020501429653;6000000020598522916	
Q6969471	2	0	2		no	0	0	no	wikidata-p2600		6000000011415737589;6000000021438494179	
Q69755534	2	0	2		no	0	0	no	wikidata-p2600		6000000000436954597;6000000039403119607	
Q698984	2	0	2		no	0	0	no	wikidata-p2600		6000000012471621938;6000000190047717715	
Q70423	2	0	2		no	0	0	no	wikidata-p2600		6000000157672009951;6000000226189671877	
Q7104158	2	0	2		no	0	0	no	wikidata-p2600		6000000009628355630;6000000089204309377	
Q711818	2	0	2		no	0	0	no	wikidata-p2600		6000000009951206181;6000000176143809831	
Q712465	2	0	2		no	0	0	no	wikidata-p2600		6000000002312024018;6000000018799773340	
Q71581613	2	0	2		no	0	0	no	wikidata-p2600		4742114;6000000010123464950	
Q716184	2	0	2		no	0	0	no	wikidata-p2600		6000000050750525142;6000000075505755822	
Q7172709	2	0	2		no	0	0	no	wikidata-p2600		6000000002437758017;6000000060278813908	
Q7173006	2	0	2		no	0	0	no	wikidata-p2600		370775229820013919;6000000111374145821	
Q717406	2	0	2		no	0	0	no	wikidata-p2600		6000000000774632858;6000000052996546964	
Q7175651	2	0	2		no	0	0	no	wikidata-p2600		6000000020546123286;6000000107804300840	
Q7184217	2	0	2		no	0	0	no	wikidata-p2600		6000000005747717250;6000000018614486577	
Q7184280	2	0	2		no	0	0	no	wikidata-p2600		6000000003748467375;6000000006597041132	
Q7186375	2	0	2		no	0	0	no	wikidata-p2600		6000000001383804988;6000000037516615153	
Q719860	2	0	2		no	0	0	no	wikidata-p2600		6000000026544600951;6000000026545685167	
Q721358	2	0	2		no	0	0	no	wikidata-p2600		6000000089667359183;6000000094834724821	
Q722761	2	0	2		no	0	0	no	wikidata-p2600		6000000016682318289;6000000185431397889	
Q723488	2	0	2		no	0	0	no	wikidata-p2600		6000000007121716978;6000000175981129822	
Q7236896	2	0	2		no	0	0	no	wikidata-p2600		6000000074725316459;6000000075483280267	
Q725105	2	0	2		no	0	0	no	wikidata-p2600		6000000016509484772;6000000017696582426	
Q7264864	2	0	2		no	0	0	no	wikidata-p2600		360161841640001157;6000000078903060121	
Q72790973	2	0	2		no	0	0	no	wikidata-p2600		6000000031950467147;6000000038603060774	
Q728434	2	0	2		no	0	0	no	wikidata-p2600		6000000018269780220;6000000154956689946	
Q7286907	2	0	2		no	0	0	no	wikidata-p2600		6000000003815165796;6000000064851926884	
Q7293755	2	0	2		no	0	0	no	wikidata-p2600		6000000028584915103;6000000031589938413	
Q7324304	2	0	2		no	0	0	no	wikidata-p2600		6000000026405041206;6000000073979684984	
Q7324902	2	0	2		no	0	0	no	wikidata-p2600		6000000002400760089;6000000140277645824	
Q7328239	2	0	2		no	0	0	no	wikidata-p2600		6000000027325900131;6000000058611413912	
Q7328682	2	0	2		no	0	0	no	wikidata-p2600		6000000001791469043;6000000061300319953	
Q7329767	2	0	2		no	0	0	no	wikidata-p2600		6000000001179931730;6000000057492125821	
Q7329818	2	0	2		no	0	0	no	wikidata-p2600		6000000000286600393;6000000008317740322	
Q7342781	2	0	2		no	0	0	no	wikidata-p2600		6000000003766501514;6000000024833229740	
Q7343553	2	0	2		no	0	0	no	wikidata-p2600		6000000021276265748;6000000119133864006	
Q73441	2	0	2		no	0	0	no	wikidata-p2600		6000000027151873310;6000000174744306838	
Q7345277	2	0	2		no	0	0	no	wikidata-p2600		6000000002188257325;6000000175078811440	
Q7347585	2	0	2		no	0	0	no	wikidata-p2600		6000000041496818849;6000000091631081508	
Q7357799	2	0	2		no	0	0	no	wikidata-p2600		6000000005248690486;6000000110252543821	
Q7366933	2	0	2		no	0	0	no	wikidata-p2600		6000000016437193175;6000000025891900954	
Q7367044	2	0	2		no	0	0	no	wikidata-p2600		6000000003232519857;6000000190049523926	
Q7378104	2	0	2		no	0	0	no	wikidata-p2600		6000000020734613658;6000000083860923267	
Q7381668	2	0	2		no	0	0	no	wikidata-p2600		6000000020374818709;6000000022710893041	
Q7410797	2	0	2		no	0	0	no	wikidata-p2600		6000000025957533228;6000000038548627824	
Q7411513	2	0	2		no	0	0	no	wikidata-p2600		6000000002824538463;6000000114598621152	
Q7411717	3	0	3		no	0	0	no	wikidata-p2600		6000000066554730974;6000000102517239313;6000000184137770975	
Q7412060	2	0	2		no	0	0	no	wikidata-p2600		4315384389350053562;6000000020131062651	
Q7412197	2	0	2		no	0	0	no	wikidata-p2600		6000000001383089811;6000000019464321264	
Q74225073	2	0	2		no	0	0	no	wikidata-p2600		6000000018646892786;6000000018648008635	
Q743162	2	0	2		no	0	0	no	wikidata-p2600		4785987917060123541;6000000015840049440	
Q7487321	2	0	2		no	0	0	no	wikidata-p2600		6000000008937096270;6000000177874913865	
Q7489908	2	0	2		no	0	0	no	wikidata-p2600		6000000040470516847;6000000180101463830	
Q75075	2	0	2		no	0	0	no	wikidata-p2600		6000000006099980551;6000000207665355848	
Q75240965	2	0	2		no	0	0	no	wikidata-p2600		6000000020279171501;6000000021509025250	
Q75242177	2	0	2		no	0	0	no	wikidata-p2600		6000000013000372700;6000000015656031627	
Q75242181	2	0	2		no	0	0	no	wikidata-p2600		6000000002188458114;6000000022920089890	
Q75243674	2	0	2		no	0	0	no	wikidata-p2600		6000000003620573400;6000000003620888341	
Q75244198	2	0	2		no	0	0	no	wikidata-p2600		6000000012380393840;6000000020382472606	
Q75244606	2	0	2		no	0	0	no	wikidata-p2600		6000000020418667690;6000000062294361846	
Q75246542	2	0	2		no	0	0	no	wikidata-p2600		6000000020382941779;6000000023780769378	
Q75246792	2	0	2		no	0	0	no	wikidata-p2600		6000000010956993822;6000000068585336929	
Q75246797	2	0	2		no	0	0	no	wikidata-p2600		6000000010958824311;6000000068584085299	
Q75252259	2	0	2		no	0	0	no	wikidata-p2600		6000000013236382260;6000000021730723350	
Q75257412	2	0	2		no	0	0	no	wikidata-p2600		6000000002188493863;6000000012713359154	
Q75258835	2	0	2		no	0	0	no	wikidata-p2600		6000000016699079493;6000000094053474931	
Q75264193	2	0	2		no	0	0	no	wikidata-p2600		6000000012380558400;6000000020382928368	
Q75264712	2	0	2		no	0	0	no	wikidata-p2600		6000000002116013384;6000000175569025826	
Q75265992	2	0	2		no	0	0	no	wikidata-p2600		6000000012417287121;6000000017797596186	
Q75266009	3	0	3		no	0	0	no	wikidata-p2600		6000000006455129208;6000000016004216331;6000000081250019025	
Q75266251	2	0	2		no	0	0	no	wikidata-p2600		6000000023075572099;6000000041297565997	
Q75268308	2	0	2		no	0	0	no	wikidata-p2600		6000000006454027726;6000000027194766273	
Q75269761	2	0	2		no	0	0	no	wikidata-p2600		6000000011303393054;6000000011529924652	
Q75272016	2	0	2		no	0	0	no	wikidata-p2600		6000000001299365892;6000000031795914409	
Q75274231	2	0	2		no	0	0	no	wikidata-p2600		6000000009965620327;6000000080750393188	
Q75276068	2	0	2		no	0	0	no	wikidata-p2600		6000000034642094174;6000000079783706013	
Q75279442	2	0	2		no	0	0	no	wikidata-p2600		6000000010146037233;6000000177726179827	
Q75280632	2	0	2		no	0	0	no	wikidata-p2600		6000000014803709825;6000000018194083058	
Q75280697	2	0	2		no	0	0	no	wikidata-p2600		6000000022204560190;6000000025891598759	
Q75280699	2	0	2		no	0	0	no	wikidata-p2600		6000000022205218955;6000000025891810126	
Q75281083	2	0	2		no	0	0	no	wikidata-p2600		6000000002115872770;6000000017671887441	
Q75281997	2	0	2		no	0	0	no	wikidata-p2600		6000000059404255826;6000000059404456824	
Q75297342	2	0	2		no	0	0	no	wikidata-p2600		6000000047392935844;6000000047392949821	
Q75302305	2	0	2		no	0	0	no	wikidata-p2600		6000000049818615907;6000000057238957886	
Q75302306	2	0	2		no	0	0	no	wikidata-p2600		6000000049818336079;6000000066543924981	
Q75310884	2	0	2		no	0	0	no	wikidata-p2600		6000000002188489486;6000000010596379551	
Q75311458	2	0	2		no	0	0	no	wikidata-p2600		6000000023731629117;6000000038436494379	
Q75315175	2	0	2		no	0	0	no	wikidata-p2600		6000000035170010870;6000000042424434801	
Q75317925	2	0	2		no	0	0	no	wikidata-p2600		6000000018851214113;6000000183910750821	
Q75318092	2	0	2		no	0	0	no	wikidata-p2600		6000000008449058912;6000000190046840271	
Q75318111	2	0	2		no	0	0	no	wikidata-p2600		6000000008449326269;6000000190046840268	
Q75318160	2	0	2		no	0	0	no	wikidata-p2600		6000000004139515934;6000000190046840274	
Q75319216	2	0	2		no	0	0	no	wikidata-p2600		6000000032345572345;6000000076145770884	
Q75323019	2	0	2		no	0	0	no	wikidata-p2600		6000000013665174434;6000000055359733919	
Q75327658	2	0	2		no	0	0	no	wikidata-p2600		6000000035007730468;6000000181074490821	
Q75328541	2	0	2		no	0	0	no	wikidata-p2600		6000000003901806118;6000000021516572341	
Q75328543	2	0	2		no	0	0	no	wikidata-p2600		6000000003901628659;6000000021516716980	
Q75330386	2	0	2		no	0	0	no	wikidata-p2600		6000000002188466034;6000000024874478694	
Q75330578	2	0	2		no	0	0	no	wikidata-p2600		6000000025874581966;6000000219769028825	
Q75330579	2	0	2		no	0	0	no	wikidata-p2600		6000000030501679884;6000000219768971872	
Q75330584	2	0	2		no	0	0	no	wikidata-p2600		6000000002188456446;6000000219768835908	
Q75330723	3	0	3		no	0	0	no	wikidata-p2600		6000000020209053418;6000000219769011834;6000000219769019848	
Q75330873	2	0	2		no	0	0	no	wikidata-p2600		6000000002188409894;6000000221118445947	
Q75330880	2	0	2		no	0	0	no	wikidata-p2600		6000000002188456743;6000000190458846870	
Q75330882	2	0	2		no	0	0	no	wikidata-p2600		6000000002188456750;6000000190457408018	
Q75330952	2	0	2		no	0	0	no	wikidata-p2600		6000000002188456898;6000000025605240024	
Q75330962	2	0	2		no	0	0	no	wikidata-p2600		6000000002188456939;6000000025603508425	
Q75339611	2	0	2		no	0	0	no	wikidata-p2600		6000000018849620241;6000000183909688869	
Q75343042	2	0	2		no	0	0	no	wikidata-p2600		6000000013009337197;6000000040094947237	
Q75349969	2	0	2		no	0	0	no	wikidata-p2600		6000000011708302724;6000000052110435963	
Q75350497	2	0	2		no	0	0	no	wikidata-p2600		6000000011458806242;6000000033841960803	
Q75350501	2	0	2		no	0	0	no	wikidata-p2600		6000000014404608515;6000000033842490909	
Q75351566	2	0	2		no	0	0	no	wikidata-p2600		6000000011397268369;6000000142156585879	
Q75351574	2	0	2		no	0	0	no	wikidata-p2600		6000000047786942919;6000000142156585875	
Q75367791	2	0	2		no	0	0	no	wikidata-p2600		6000000015582118915;6000000190459312122	
Q75367802	2	0	2		no	0	0	no	wikidata-p2600		6000000022975533565;6000000192177854078	
Q75369029	2	0	2		no	0	0	no	wikidata-p2600		6000000026579709305;6000000046932727938	
Q75373742	2	0	2		no	0	0	no	wikidata-p2600		6000000026613650957;6000000054972776338	
Q75376374	2	0	2		no	0	0	no	wikidata-p2600		6000000016308239765;6000000052162678095	
Q75388814	2	0	2		no	0	0	no	wikidata-p2600		6000000007329600376;6000000190047747377	
Q75394411	2	0	2		no	0	0	no	wikidata-p2600		6000000013890291623;6000000077499605517	
Q75394466	2	0	2		no	0	0	no	wikidata-p2600		6000000035168142609;6000000042424853104	
Q75394468	2	0	2		no	0	0	no	wikidata-p2600		6000000035167855636;6000000042424963003	
Q75413582	2	0	2		no	0	0	no	wikidata-p2600		6000000021096015623;6000000026539828548	
Q75413977	2	0	2		no	0	0	no	wikidata-p2600		6000000003681572100;6000000009600740146	
Q75415693	2	0	2		no	0	0	no	wikidata-p2600		6000000018850078540;6000000183909851830	
Q75415697	2	0	2		no	0	0	no	wikidata-p2600		6000000018849200930;6000000183909867838	
Q75415702	2	0	2		no	0	0	no	wikidata-p2600		6000000018850500185;6000000183910025823	
Q75415711	2	0	2		no	0	0	no	wikidata-p2600		6000000018851069168;6000000183910020822	
Q75415714	2	0	2		no	0	0	no	wikidata-p2600		6000000018850373659;6000000183909834879	
Q75415723	2	0	2		no	0	0	no	wikidata-p2600		6000000018849905676;6000000183909807835	
Q75415743	2	0	2		no	0	0	no	wikidata-p2600		6000000018850731381;6000000183909476829	
Q75415810	2	0	2		no	0	0	no	wikidata-p2600		6000000034644399953;6000000183909339822	
Q75418504	2	0	2		no	0	0	no	wikidata-p2600		6000000055085528908;6000000065762345821	
Q75431581	2	0	2		no	0	0	no	wikidata-p2600		6000000019469015560;6000000111211677870	
Q75438501	2	0	2		no	0	0	no	wikidata-p2600		6000000032918708467;6000000184923629845	
Q75443797	2	0	2		no	0	0	no	wikidata-p2600		6000000000724080078;6000000017207483623	
Q75445612	2	0	2		no	0	0	no	wikidata-p2600		4061463;6000000022837101909	
Q75446626	2	0	2		no	0	0	no	wikidata-p2600		6000000001915813900;6000000175751507842	
Q75446627	2	0	2		no	0	0	no	wikidata-p2600		6000000001915891508;6000000122529794823	
Q75448082	2	0	2		no	0	0	no	wikidata-p2600		6000000008857180299;6000000068585522833	
Q75448084	2	0	2		no	0	0	no	wikidata-p2600		6000000013854621092;6000000068585337942	
Q75448092	2	0	2		no	0	0	no	wikidata-p2600		6000000025108818925;6000000159374796821	
Q75464426	2	0	2		no	0	0	no	wikidata-p2600		6000000008115015285;6000000094603038821	
Q75471268	2	0	2		no	0	0	no	wikidata-p2600		6000000028384939873;6000000041939543381	
Q75476994	2	0	2		no	0	0	no	wikidata-p2600		6000000000136020793;6000000189234907821	
Q75490418	2	0	2		no	0	0	no	wikidata-p2600		6000000028652793231;6000000067898478896	
Q75490437	2	0	2		no	0	0	no	wikidata-p2600		5486144442810113370;6000000107827744844	
Q75500039	2	0	2		no	0	0	no	wikidata-p2600		6000000007110907232;6000000025227731537	
Q75502130	2	0	2		no	0	0	no	wikidata-p2600		6000000007110904201;6000000025227762580	
Q75508256	2	0	2		no	0	0	no	wikidata-p2600		6000000002824612574;6000000009554555782	
Q75508271	2	0	2		no	0	0	no	wikidata-p2600		6000000002824612140;6000000191708401887	
Q75509932	2	0	2		no	0	0	no	wikidata-p2600		6000000000732223799;6000000002459894502	
Q75517722	2	0	2		no	0	0	no	wikidata-p2600		6000000013725800932;6000000024128342944	
Q75530506	2	0	2		no	0	0	no	wikidata-p2600		6000000031938138173;6000000103420214329	
Q75536050	2	0	2		no	0	0	no	wikidata-p2600		6000000011223575911;6000000116915305037	
Q75539108	2	0	2		no	0	0	no	wikidata-p2600		6000000014197139772;6000000023052875196	
Q75545973	2	0	2		no	0	0	no	wikidata-p2600		4514723651270057115;6000000090666372822	
Q75546433	2	0	2		no	0	0	no	wikidata-p2600		6000000027341694401;6000000090666349832	
Q75553200	2	0	2		no	0	0	no	wikidata-p2600		6000000008606437647;6000000020705456476	
Q75564714	2	0	2		no	0	0	no	wikidata-p2600		4068291351600123292;6000000013323906183	
Q75566488	2	0	2		no	0	0	no	wikidata-p2600		6000000012771711430;6000000033547832465	
Q75570999	2	0	2		no	0	0	no	wikidata-p2600		6000000020388504500;6000000020388506359	
Q75577444	2	0	2		no	0	0	no	wikidata-p2600		6000000010289043691;6000000160123951856	
Q75577863	2	0	2		no	0	0	no	wikidata-p2600		6000000002677669119;6000000029742167710	
Q75577935	2	0	2		no	0	0	no	wikidata-p2600		4316790185020043803;6000000003086566841	
Q75578212	2	0	2		no	0	0	no	wikidata-p2600		6000000003938168417;6000000118076825029	
Q75582766	2	0	2		no	0	0	no	wikidata-p2600		6000000002273958008;6000000025891561781	
Q75589629	2	0	2		no	0	0	no	wikidata-p2600		6000000026694859758;6000000029144006023	
Q75596158	2	0	2		no	0	0	no	wikidata-p2600		6000000004285508182;6000000015663655339	
Q75600277	2	0	2		no	0	0	no	wikidata-p2600		6000000031800139495;6000000079931648888	
Q75604932	2	0	2		no	0	0	no	wikidata-p2600		6000000018438235348;6000000081027475265	
Q75606698	2	0	2		no	0	0	no	wikidata-p2600		6000000034389839594;6000000034389865938	
Q75622456	2	0	2		no	0	0	no	wikidata-p2600		6000000055409933123;6000000055410322835	
Q75623318	2	0	2		no	0	0	no	wikidata-p2600		6000000035022009373;6000000121860521880	
Q75631192	2	0	2		no	0	0	no	wikidata-p2600		6000000024051883284;6000000090417717892	
Q75639971	2	0	2		no	0	0	no	wikidata-p2600		6000000016131380733;6000000038784797925	
Q75649885	2	0	2		no	0	0	no	wikidata-p2600		6000000042280789002;6000000075498160129	
Q75649886	2	0	2		no	0	0	no	wikidata-p2600		6000000042280640170;6000000067875056821	
Q75667333	2	0	2		no	0	0	no	wikidata-p2600		6000000016253310979;6000000017130475840	
Q75677396	2	0	2		no	0	0	no	wikidata-p2600		6000000017672375537;6000000098493625873	
Q75729273	2	0	2		no	0	0	no	wikidata-p2600		6000000000484526293;6000000041112851816	
Q75734459	2	0	2		no	0	0	no	wikidata-p2600		4592168459080053188;6000000026079698653	
Q75760108	2	0	2		no	0	0	no	wikidata-p2600		5493080499000103769;6000000027315677967	
Q75765767	2	0	2		no	0	0	no	wikidata-p2600		6000000003938816095;6000000161447877005	
Q75765999	2	0	2		no	0	0	no	wikidata-p2600		6000000000628759963;6000000008231185955	
Q75773590	2	0	2		no	0	0	no	wikidata-p2600		6000000009324883263;6000000032331510494	
Q75781296	2	0	2		no	0	0	no	wikidata-p2600		6000000014437629759;6000000210869345860	
