file,on_disk,referenced,n_items,properties,example_item,action
[52] NN (Istri Mahisa Campaka) bint Fulan Arms.svg,,yes,1,,Q160065,"named by a claim, no such file"
[52] NN (Istri Mahisa Campaka) daughter of  Fulan Arms.svg,,yes,2,,Q48363,"named by a claim, no such file"
[52] NN (Putri Anusapati) Bint Anusapati Arms.svg,,yes,1,,Q161737,"named by a claim, no such file"
[52] Rajapurana Darmasiksa Arms.svg,,yes,1,,Q161750,"named by a claim, no such file"
[52] Sastrajaya bin Jayasabha Arms.svg,,yes,1,,Q162869,"named by a claim, no such file"
[53] Dewi Naramurti bint Narasinghamurti Arms.svg,,yes,1,,Q161642,"named by a claim, no such file"
[53] NN (Istri Akarendrawarman) bint Fulan Arms.svg,,yes,1,,Q171520,"named by a claim, no such file"
[53] Turuk Bali Bint Wisnuwardhana Arms.svg,,yes,1,,Q161638,"named by a claim, no such file"
[55] Indudewi bint Wijayarajasa Arms.svg,,yes,2,,Q153213,"named by a claim, no such file"
[55] NN (Suami Indudewi) bin Fulan Arms.svg,,yes,1,,Q160038,"named by a claim, no such file"
[55] NN (Suami Indudewi) son of  Fulan Arms.svg,,yes,2,,Q48275,"named by a claim, no such file"
[58] NN (Istri Dyah Suryawikrama) bint Fulan Arms.svg,,yes,1,,Q171344,"named by a claim, no such file"
[59] NN (Bhre Pamotan) bin Dyah Wijayakumara Arms.svg,,yes,1,,Q161400,"named by a claim, no such file"
[61] Ratna Gumilah Bint Raden Patah Arms.svg,,yes,1,,Q161934,"named by a claim, no such file"
[62] NN (Putra ke-1 Raden Abdul Qadir) bint Raden Abdul Qadir Arms.svg,,yes,1,,Q162207,"named by a claim, no such file"
[62] NN (Putra ke-3 Raden Abdul Qadir) bin Raden Abdul Qadir Arms.svg,,yes,1,,Q162208,"named by a claim, no such file"
"[62] Raden Abdullah ""Pangeran Arya Jepara"" Raden Abdul Qadir Arms.svg",,yes,1,,Q162204,"named by a claim, no such file"
[63] Ki Ageng Ngerang V bin Ki Ageng Ngerang II Arms.svg,,yes,1,,Q162886,"named by a claim, no such file"
[63] Nyi Mas Ratu Glampok Angroros bint Ratu Mas Pajang Arms.svg,,yes,1,,Q161827,"named by a claim, no such file"
[63] Pangeran Pringgalaya Arms.svg,,yes,1,,Q162547,"named by a claim, no such file"
[63] Pangeran Sabrang Wetan Bin Pangeran Sabakingkin Arms.svg,,yes,1,,Q162549,"named by a claim, no such file"
[63] Pangeran Sedang Garuda bin Fadillah Khan Arms.svg,,yes,1,,Q163096,"named by a claim, no such file"
[63] Pangeran Sindusena Bin Mas Karebet Arms.svg,,yes,1,,Q162914,"named by a claim, no such file"
[63] Pangeran Sindusena son of  Mas Karebet Arms.svg,,yes,2,,Q65120,"named by a claim, no such file"
[63] Pangeran sabrang Lor Bin Pangeran Sabakingkin Arms.svg,,yes,1,,Q162548,"named by a claim, no such file"
[63] Pgr. Pajajaran Wado bin Pgr. Sabakingkin Arms.svg,,yes,1,,Q162564,"named by a claim, no such file"
[63] Raden Aryawangsa Bin Raden Abdullah Arms.svg,,yes,1,,Q162515,"named by a claim, no such file"
[63] Ratu Ayu Arsanengah Bint Arms.svg,,yes,1,,Q162553,"named by a claim, no such file"
[63] Ratu Biru Bint Pangeran Sabakingkin Arms.svg,,yes,1,,Q162552,"named by a claim, no such file"
[63] Ratu Keben Bint Pangeran Sabakingkin Arms.svg,,yes,1,,Q162550,"named by a claim, no such file"
[63] Ratu Mas Adipati Bint Mas Karebet Arms.svg,,yes,1,,Q161830,"named by a claim, no such file"
[63] Ratu Mas Adipati daughter of  Mas Karebet Arms.svg,,yes,2,,Q65114,"named by a claim, no such file"
[63] Ratu Mas Jepara Bint Mas Karebet Arms.svg,,yes,1,,Q161831,"named by a claim, no such file"
[63] Ratu Mas Jepara daughter of  Mas Karebet Arms.svg,,yes,2,,Q65117,"named by a claim, no such file"
[63] Ratu Mas Kumelut Bint Mas Karebet Arms.svg,,yes,1,,Q161829,"named by a claim, no such file"
[63] Ratu Mas Kumelut daughter of  Mas Karebet Arms.svg,,yes,2,,Q65111,"named by a claim, no such file"
[63] Ratu Pembayun Bint Mas Karebet Arms.svg,,yes,1,,Q162913,"named by a claim, no such file"
[63] Ratu Pembayun daughter of  Mas Karebet Arms.svg,,yes,2,,Q65105,"named by a claim, no such file"
[63] Ratu Terpenter Bint Pangeran Sabakingkin Arms.svg,,yes,1,,Q162551,"named by a claim, no such file"
[64] Raden Muhammad Wangsa I bin Raden Aryawangsa Arms.svg,,yes,1,,Q162985,"named by a claim, no such file"
[64] Raden Ngabehi Wirawangsa bin Raden Suryadiwangsa Arms.svg,,yes,1,,Q162984,"named by a claim, no such file"
"[65] Nyi Ageng Banyak Patra, ing Waning Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163581,"named by a claim, no such file"
"[65] Nyi Ageng Hadiguna, ing Pelem Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163587,"named by a claim, no such file"
"[65] Nyi Ageng Haji Panus, ing Tanduran Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163579,"named by a claim, no such file"
"[65] Nyi Ageng Kawangsih, ing Kawangsen Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163590,"named by a claim, no such file"
"[65] Nyi Ageng Kusumayuda, ing Marisi Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163582,"named by a claim, no such file"
"[65] Nyi Ageng Mohammad Pekik, ing Sumawana Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163585,"named by a claim, no such file"
"[65] Nyi Ageng Mursada, ing Silarong Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163588,"named by a claim, no such file"
[65] Nyi Ageng Panjangjiwa Bint Ki Ageng Pamanahan Arms.svg,,yes,1,,Q163580,"named by a claim, no such file"
"[65] Nyi Ageng Rangga, ing Kranggan Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163589,"named by a claim, no such file"
"[65] Nyi Ageng Sitabaya, ing Gambiro Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163592,"named by a claim, no such file"
"[65] Nyi Ageng Surayuda, ing Kajama Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163593,"named by a claim, no such file"
[65] Nyi Ageng Suwakul Bint Ki Ageng Pamanahan Arms.svg,,yes,1,,Q163584,"named by a claim, no such file"
[65] Nyi Ageng Tumenggung Jayaprana Bint Ki Ageng Pamanahan Arms.svg,,yes,1,,Q163573,"named by a claim, no such file"
[65] Nyi Ageng Tumenggung Mayang Bint Ki Ageng Pamanahan Arms.svg,,yes,1,,Q163591,"named by a claim, no such file"
"[65] Nyi Ageng Wirabadra, ing Pajang Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163583,"named by a claim, no such file"
"[65] Nyi Ageng Wiraprana, ing Ngasem Bint Ki Ageng Pamanahan Arms.svg",,yes,1,,Q163586,"named by a claim, no such file"
[65] Nyi Raden Ajeng bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163672,"named by a claim, no such file"
[65] Nyi Raden Ayu bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163659,"named by a claim, no such file"
[65] Nyi Raden Dukuh bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163663,"named by a claim, no such file"
[65] Nyi Raden Jampang bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163678,"named by a claim, no such file"
[65] Nyi Raden Katempel bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163667,"named by a claim, no such file"
[65] Nyi Raden Parnati bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163671,"named by a claim, no such file"
[65] Nyi Raden Pelang bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163670,"named by a claim, no such file"
[65] Nyi Raden Purba bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163679,"named by a claim, no such file"
[65] Nyi Raden Sampan bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163680,"named by a claim, no such file"
[65] Nyi Raden Wanadapa bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163669,"named by a claim, no such file"
[65] Nyi Raden Widuri bint Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163681,"named by a claim, no such file"
[65] Pangeran Arya Tanduran Bin Ki Ageng Pamanahan Arms.svg,,yes,1,,Q163572,"named by a claim, no such file"
[65] Pangeran Mangkubumi Bin Ki Ageng Pamanahan Arms.svg,,yes,1,,Q163575,"named by a claim, no such file"
[65] Pangeran Pranggalaya Bin Ki Ageng Pamanahan Arms.svg,,yes,1,,Q163578,"named by a claim, no such file"
[65] Pangeran Tepasana Bin Ki Ageng Pamanahan Arms.svg,,yes,1,,Q163574,"named by a claim, no such file"
[65] Raden Anggadipa bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163657,"named by a claim, no such file"
[65] Raden Anggawangsa bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163668,"named by a claim, no such file"
[65] Raden Ardimanggala bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163661,"named by a claim, no such file"
[65] Raden Ayu Kajoran Bint Ki Ageng Pamanahan Arms.svg,,yes,1,,Q163576,"named by a claim, no such file"
[65] Raden Candradipa bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163662,"named by a claim, no such file"
[65] Raden Darmamanggala bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163674,"named by a claim, no such file"
[65] Raden Digayasa bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163664,"named by a claim, no such file"
[65] Raden Gentur bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163666,"named by a claim, no such file"
[65] Raden Jayamanggala bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163656,"named by a claim, no such file"
[65] Raden Kartadipa bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163676,"named by a claim, no such file"
[65] Raden Kartiyasa bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163655,"named by a claim, no such file"
[65] Raden Muhammad Wangsa II bin Raden Muhammad Wangsa I Arms.svg,,yes,1,,Q163684,"named by a claim, no such file"
[65] Raden Pranajaya bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163660,"named by a claim, no such file"
[65] Raden Puspamanggala bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163675,"named by a claim, no such file"
[65] Raden Puspawijaya bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163673,"named by a claim, no such file"
[65] Raden Wangsadikusumah bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163658,"named by a claim, no such file"
[65] Raden Wangsadipura bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163654,"named by a claim, no such file"
[65] Raden Wangsataruna bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163677,"named by a claim, no such file"
[65] Raden Wirandana bin Raden Ngabehi Wirawangsa Arms.svg,,yes,1,,Q163665,"named by a claim, no such file"
[66] Bagus Petak Madiun bin Pangeran Mangkubumi Arms.svg,,yes,1,,Q164490,"named by a claim, no such file"
[66] Nyi Raden Apiah bint Raden Jayamanggala Arms.svg,,yes,1,,Q164563,"named by a claim, no such file"
[66] Nyi Raden Ardi bint Raden Anggadipa Arms.svg,,yes,1,,Q164588,"named by a claim, no such file"
[66] Nyi Raden Ayu Halimah bint Raden Anggadipa Arms.svg,,yes,1,,Q164583,"named by a claim, no such file"
[66] Nyi Raden Dita bint Raden Anggadipa Arms.svg,,yes,1,,Q164584,"named by a claim, no such file"
[66] Nyi Raden Gandapura bint Raden Jayamanggala Arms.svg,,yes,1,,Q164562,"named by a claim, no such file"
[66] Nyi Raden Ijah bint Raden Anggadipa Arms.svg,,yes,1,,Q164579,"named by a claim, no such file"
[66] Nyi Raden Ika bint Raden Anggadipa Arms.svg,,yes,1,,Q164593,"named by a claim, no such file"
[66] Nyi Raden Impun bint Raden Anggadipa Arms.svg,,yes,1,,Q164578,"named by a claim, no such file"
[66] Nyi Raden Janglangas bint Raden Jayamanggala Arms.svg,,yes,1,,Q164566,"named by a claim, no such file"
[66] Nyi Raden Kusumahnagara bint Raden Jayamanggala Arms.svg,,yes,1,,Q164564,"named by a claim, no such file"
[66] Nyi Raden Kusumakaraton bint Raden Anggadipa Arms.svg,,yes,1,,Q164595,"named by a claim, no such file"
[66] Nyi Raden Legan bint Raden Jayamanggala Arms.svg,,yes,1,,Q164565,"named by a claim, no such file"
[66] Nyi Raden Patradanta bint Raden Anggadipa Arms.svg,,yes,1,,Q164586,"named by a claim, no such file"
[66] Nyi Raden Puspa bint Raden Anggadipa Arms.svg,,yes,1,,Q164582,"named by a claim, no such file"
[66] Nyi Raden Rayi bint Raden Anggadipa Arms.svg,,yes,1,,Q164572,"named by a claim, no such file"
[66] Pangeran Adipati Wiranata Arms.svg,,yes,1,,Q164182,"named by a claim, no such file"
[66] Pangeran Aria Secadilaga Arms.svg,,yes,1,,Q164180,"named by a claim, no such file"
[66] Pangeran Blitar bin Pangeran Singasari Arms.svg,,yes,1,,Q164493,"named by a claim, no such file"
[66] Pangeran Tepasana Bin Panembahan Senopati Arms.svg,,yes,1,,Q162350,"named by a claim, no such file"
[66] Raden Anggadipa II bin Raden Anggadipa Arms.svg,,yes,1,,Q164570,"named by a claim, no such file"
[66] Raden Arsabaya bin Raden Anggadipa Arms.svg,,yes,1,,Q164589,"named by a claim, no such file"
[66] Raden Betok bin Raden Anggadipa Arms.svg,,yes,1,,Q164592,"named by a claim, no such file"
[66] Raden Candrakusumah bin Raden Anggadipa Arms.svg,,yes,1,,Q164576,"named by a claim, no such file"
[66] Raden Candramanggala bin Raden Anggadipa Arms.svg,,yes,1,,Q164591,"named by a claim, no such file"
[66] Raden Dipanagara bin Raden Anggadipa Arms.svg,,yes,1,,Q164575,"named by a claim, no such file"
[66] Raden Indra Wijaya bin Raden Anggadipa Arms.svg,,yes,1,,Q164596,"named by a claim, no such file"
[66] Raden Indramanggala bin Raden Anggadipa Arms.svg,,yes,1,,Q164574,"named by a claim, no such file"
[66] Raden Indramanggala bin Raden Jayamanggala Arms.svg,,yes,1,,Q164560,"named by a claim, no such file"
[66] Raden Indrataruna bin Raden Anggadipa Arms.svg,,yes,1,,Q164577,"named by a claim, no such file"
[66] Raden Jiwamanggala bin Raden Anggadipa Arms.svg,,yes,1,,Q164585,"named by a claim, no such file"
[66] Raden Kertimanggala bin Raden Anggadipa Arms.svg,,yes,1,,Q164597,"named by a claim, no such file"
[66] Raden Legan bin Raden Anggadipa Arms.svg,,yes,1,,Q164587,"named by a claim, no such file"
[66] Raden Majadikara bin Raden Jayamanggala Arms.svg,,yes,1,,Q164567,"named by a claim, no such file"
[66] Raden Mandura bin Raden Anggadipa Arms.svg,,yes,1,,Q164571,"named by a claim, no such file"
[66] Raden Mas Bagus bin Raden Anggadipa Arms.svg,,yes,1,,Q164581,"named by a claim, no such file"
[66] Raden Pabelan bin Ki Ageng Tumenggung Mayang Arms.svg,,yes,1,,Q164492,"named by a claim, no such file"
[66] Raden Rarap bin Raden Anggadipa Arms.svg,,yes,1,,Q164580,"named by a claim, no such file"
[66] Raden Subamanggala bin Raden Anggadipa Arms.svg,,yes,1,,Q164569,"named by a claim, no such file"
[66] Raden Sumanagara bin Raden Anggadipa Arms.svg,,yes,1,,Q164594,"named by a claim, no such file"
[66] Raden Suriadinata bin Raden Anggadipa Arms.svg,,yes,1,,Q164573,"named by a claim, no such file"
[66] Raden Sutra bin Raden Anggadipa Arms.svg,,yes,1,,Q164590,"named by a claim, no such file"
[66] Raden Yudanagara bin Raden Anggadipa Arms.svg,,yes,1,,Q164568,"named by a claim, no such file"
[66] Rd. Wijanggana bin Raden Jayamanggala Arms.svg,,yes,1,,Q164561,"named by a claim, no such file"
[66] Sukawati bin Pangeran Mangkubumi Arms.svg,,yes,1,,Q164489,"named by a claim, no such file"
[8] P. Arya Maripin Arms.svg,,yes,1,,Q164224,"named by a claim, no such file"
[9] P. Moch. Alimin Arms.svg,,yes,1,,Q163352,"named by a claim, no such file"
[?] Paleoleg Arms.svg,,yes,1,,Q46279,"named by a claim, no such file"
[?] Tornici Paleoleg Arms.svg,,yes,1,,Q45969,"named by a claim, no such file"
[Bendahara Seri Maharaja Johor] Tun Nara Wangsa Tun Mahmud bin Tun Tahir Arms.svg,,yes,1,,Q163969,"named by a claim, no such file"
[Bendahara Seri Maharaja] Tun Mutahir [Bendahara] Tun Ali Arms.svg,,yes,1,,Q163155,"named by a claim, no such file"
[Bendahara Sri Nara Diraja] Tun Ali Baginda Mani Purindam Arms.svg,,yes,1,,Q162649,"named by a claim, no such file"
[Claudia] Arms.svg,,yes,3,,Q76337,"named by a claim, no such file"
[Dato' Bijaya Maha Mentri] Tun Naina Mahdi Tun Ali Arms.svg,,yes,1,,Q163164,"named by a claim, no such file"
[Laksamana] Tun Panjang Melaka Arms.svg,,yes,1,,Q164108,"named by a claim, no such file"
[Name Unconf.] Richilde FitzRoy Arms.svg,,yes,1,,Q206677,"named by a claim, no such file"
[Son] Arms.svg,,yes,3,,Q195576,"named by a claim, no such file"
[Unknown] [of Kent] Arms.svg,,yes,2,,Q137193,"named by a claim, no such file"
[]   Arms.svg,,yes,2,,Q58308,"named by a claim, no such file"
[grandson of Dagalaiphus] Arms.svg,,yes,2,,Q60812,"named by a claim, no such file"
[great granddaughter of Dagalaiphus] Arms.svg,,yes,2,,Q60614,"named by a claim, no such file"
[son of Dagalaiphus] Arms.svg,,yes,2,,Q68421,"named by a claim, no such file"
\ Nata Manggala P. Suhunan Jaya) Nata Manggala P. Suhunan Jaya) Arms.svg,,yes,1,,Q164737,"named by a claim, no such file"
\!\  !\ Arms.svg,,yes,2,,Q99583,"named by a claim, no such file"
\Nutmeg and Mace (Myristica fragrans)  Nutmeg and Mace (Myristica fragrans) Arms.svg,,yes,3,,Q409,"named by a claim, no such file"
`Abdul `Uzza Arms.svg,,yes,6,,Q64035,"named by a claim, no such file"
`Abdullah ibn  `Umar Arms.svg,,yes,2,,Q67343,"named by a claim, no such file"
`Amir  Layth Arms.svg,,yes,2,,Q63496,"named by a claim, no such file"
`Amr al-Makhzoumi Arms.svg,,yes,2,,Q66700,"named by a claim, no such file"
`Amr ibn `A'idh Arms.svg,,yes,4,,Q64975,"named by a claim, no such file"
`Ubaydullah ibn  al-`Abbas Arms.svg,,yes,2,,Q66910,"named by a claim, no such file"
a Daughter Of The Bendahara Sri Maharaja Indra Purba Arms.svg,,yes,1,,Q162645,"named by a claim, no such file"
a Nibelungid woman Arms.svg,,yes,2,,Q116162,"named by a claim, no such file"
a daughter 2 Arms.svg,,yes,1,,Q163140,"named by a claim, no such file"
abdul kadirun -bangkalan 2 Arms.svg,,yes,1,,Q171963,"named by a claim, no such file"
abdul rahman bin umar Arms.svg,,yes,1,,Q163890,"named by a claim, no such file"
abdus syukur bin abd rahman Arms.svg,,yes,1,,Q164823,"named by a claim, no such file"
adipati kanoman -tuban Arms.svg,,yes,1,,Q162329,"named by a claim, no such file"
adipati marapat kartimas -banyumas Arms.svg,,yes,1,,Q161840,"named by a claim, no such file"
adipati surohutomo I tambangan -pajajaran Arms.svg,,yes,1,,Q161697,"named by a claim, no such file"
adipati wirahutomo I kanduhu -pajajaran Arms.svg,,yes,1,,Q161456,"named by a claim, no such file"
adipati wirahutomo II -pajajaran Arms.svg,,yes,1,,Q161519,"named by a claim, no such file"
adipati wirahutomo III saruwin -pajajaran Arms.svg,,yes,1,,Q161584,"named by a claim, no such file"
adopted daughter of Shimizutani Sane (wife of Uratsuji Kimiai) Arms.svg,,yes,2,,Q47092,"named by a claim, no such file"
adoptovana daughter Souna Hodzoa Arms.svg,,yes,2,,Q28840,"named by a claim, no such file"
al Makhzumi Arms.svg,,yes,2,,Q63571,"named by a claim, no such file"
al-'Aas bin Hisham al-Makhzumi Arms.svg,,yes,2,,Q67181,"named by a claim, no such file"
al-'Abbas bin  'Abdullah bin Ja'afar Arms.svg,,yes,2,,Q69188,"named by a claim, no such file"
al-Abbas Arms.svg,,yes,2,,Q68262,"named by a claim, no such file"
al-Abbas ibn  Amr Hashem Arms.svg,,yes,2,,Q65017,"named by a claim, no such file"
al-Abbas ibn Utbah Arms.svg,,yes,2,,Q108038,"named by a claim, no such file"
al-Abbas son of  al-Abbas Arms.svg,,yes,2,,Q66961,"named by a claim, no such file"
al-Anbar  'Amr bin Tamim Arms.svg,,yes,2,,Q63391,"named by a claim, no such file"
al-Anbar ibn Amr Arms.svg,,yes,2,,Q110360,"named by a claim, no such file"
al-Arqam  Omran son of Taghleb Arms.svg,,yes,2,,Q63714,"named by a claim, no such file"
al-Asamm  Rawahah Arms.svg,,yes,2,,Q64645,"named by a claim, no such file"
al-Asi Arms.svg,,yes,2,,Q100770,"named by a claim, no such file"
al-Aws  Taghleb son of Wael Arms.svg,,yes,2,,Q63377,"named by a claim, no such file"
al-Awwam son of Khuwaylid Arms.svg,,yes,2,,Q66119,"named by a claim, no such file"
al-Cabd Dhu-al-Ashrar Abraha Dhu-al-Manar as-Sa'b Dhu-al-Qarnayn Arms.svg,,yes,2,,Q95730,"named by a claim, no such file"
al-Dhallah (Dahhak)  Imaam 'Adnaan Arms.svg,,yes,2,,Q65576,"named by a claim, no such file"
al-Doa'al  Haneefa bin Lujaim Arms.svg,,yes,2,,Q65414,"named by a claim, no such file"
al-Fadhl son of  Maulana Abbas son of Maulana Ali Arms.svg,,yes,2,,Q69218,"named by a claim, no such file"
al-Fadhl son of  al-Abbas Arms.svg,,yes,2,,Q66913,"named by a claim, no such file"
al-Fadl Arms.svg,,yes,2,,Q68271,"named by a claim, no such file"
al-Fadl ibn  al-`Abbas Arms.svg,,yes,2,,Q66904,"named by a claim, no such file"
al-Fadl son of  Abdullah Arms.svg,,yes,2,,Q68302,"named by a claim, no such file"
al-Fadl son of al-Abbas Arms.svg,,yes,2,,Q94755,"named by a claim, no such file"
al-Fafa  Al-Abbasi Arms.svg,,yes,2,,Q96868,"named by a claim, no such file"
al-Faraa daughter of  Sakhr (Abu Sufyan) Arms.svg,,yes,2,,Q67786,"named by a claim, no such file"
al-Faraa daughter of  al-Abbas Arms.svg,,yes,2,,Q66958,"named by a claim, no such file"
al-Haarith  Imaam Maalik Arms.svg,,yes,2,,Q62764,"named by a claim, no such file"
al-Haarith  Midaad ul-Jarhami Arms.svg,,yes,2,,Q62923,"named by a claim, no such file"
al-Haarith  al-Haarith Arms.svg,,yes,2,,Q66721,"named by a claim, no such file"
al-Haarith bin  Tamim bin Sa'ad Arms.svg,,yes,4,,Q62929,"named by a claim, no such file"
al-Haarith son of Naufal son of al-Haarith Arms.svg,,yes,2,,Q67992,"named by a claim, no such file"
al-Haaritha son of  al-Abbas Arms.svg,,yes,2,,Q66934,"named by a claim, no such file"
al-Haaritha son of al-Abbas Arms.svg,,yes,2,,Q94770,"named by a claim, no such file"
al-Hadi ila'l-Haqq Yahya bin Hussain ar-Rassi Arms.svg,,yes,2,,Q68596,"named by a claim, no such file"
al-Hafi Ben  Qudaah Arms.svg,,yes,2,,Q64310,"named by a claim, no such file"
al-Hajeem  'Amr bin Tamim Arms.svg,,yes,2,,Q63403,"named by a claim, no such file"
al-Hakam son of  Harith Arms.svg,,yes,2,,Q95736,"named by a claim, no such file"
al-Harith  'Amr Arms.svg,,yes,2,,Q63640,"named by a claim, no such file"
al-Harith  'Amr bin Tamim Arms.svg,,yes,2,,Q63394,"named by a claim, no such file"
al-Harith  Ghanam Arms.svg,,yes,2,,Q63139,"named by a claim, no such file"
al-Harith  Wael son of Qasit Arms.svg,,yes,2,,Q63073,"named by a claim, no such file"
al-Harith Arms.svg,,yes,4,,Q62929,"named by a claim, no such file"
al-Harith bin  'Abde Manaat Arms.svg,,yes,2,,Q62911,"named by a claim, no such file"
al-Harith bin  Malak'an (Malik) Arms.svg,,yes,2,,Q62881,"named by a claim, no such file"
al-Harith ibn Abi Dirar Arms.svg,,yes,2,,Q107451,"named by a claim, no such file"
al-Harith ibn Abi Hala Arms.svg,,yes,2,,Q107427,"named by a claim, no such file"
al-Harith ibn Amr ibn Tamim ibn Mur Arms.svg,,yes,2,,Q110362,"named by a claim, no such file"
al-Harith ibn al-Harith ibn Kalada Arms.svg,,yes,2,,Q108666,"named by a claim, no such file"
al-Harith son of Hisham al-Makhzumi Arms.svg,,yes,2,,Q67187,"named by a claim, no such file"
al-Hasan  Al-Zaydi Arms.svg,,yes,2,,Q95740,"named by a claim, no such file"
al-Hasan (Dai-e-Kabir)  ibn Zayd ibn Muhammad - First Daii of the Dynasty of the Alavid of Tabar Arms.svg,,yes,2,,Q67091,"named by a claim, no such file"
al-Hasan (Dai-e-Kabir) ibn Zayd ibn Muhammad - First Daii of th Arms.svg,,yes,2,,Q95874,"named by a claim, no such file"
al-Hasan al-Muthallath Arms.svg,,yes,2,,Q108295,"named by a claim, no such file"
al-Hasan son of Sayyidna Aqeel Arms.svg,,yes,2,,Q67944,"named by a claim, no such file"
al-Hasan son of Zayd Arms.svg,,yes,2,,Q95930,"named by a claim, no such file"
al-Haun (al-Hawa)  Imaam Khuzaima Arms.svg,,yes,2,,Q62866,"named by a claim, no such file"
al-Hawazin  Mansour son of Ekrama Arms.svg,,yes,2,,Q64373,"named by a claim, no such file"
al-Hawn ibn Khuzayma Arms.svg,,yes,2,,Q109517,"named by a claim, no such file"
al-Husain son of Ahmad son of Umar Arms.svg,,yes,2,,Q96821,"named by a claim, no such file"
al-Husayn  Al-Zaydi Arms.svg,,yes,2,,Q96717,"named by a claim, no such file"
al-Khattab Arms.svg,,yes,2,,Q67364,"named by a claim, no such file"
al-Khayzuran daughter of Atta Arms.svg,,yes,2,,Q96880,"named by a claim, no such file"
al-Lahm  Beyt Kedar Arms.svg,,yes,2,,Q66400,"named by a claim, no such file"
al-Mansur son of Muhammad al-Mahdi Arms.svg,,yes,2,,Q96882,"named by a claim, no such file"
al-Maqram  Imaam 'Abd al-Muttalib Arms.svg,,yes,2,,Q65720,"named by a claim, no such file"
al-Maʾmun Arms.svg,,yes,2,,Q109023,"named by a claim, no such file"
al-Mudad ibn Amr al-Jurhumi Arms.svg,,yes,1,,Q129429,"named by a claim, no such file"
al-Mughira Arms.svg,,yes,4,,Q65264,"named by a claim, no such file"
al-Mughirah bin 'Abdullah al-Makhzumi Arms.svg,,yes,2,,Q65282,"named by a claim, no such file"
al-Muhtadi Arms.svg,,yes,2,,Q112190,"named by a claim, no such file"
al-Mutamattarah  'Ali bin Jarham Arms.svg,,yes,2,,Q66382,"named by a claim, no such file"
al-Mutarrif son of  Abdullah Arms.svg,,yes,2,,Q100766,"named by a claim, no such file"
al-Muttalib son of  Imaam Abd al-Manaf Arms.svg,,yes,2,,Q65058,"named by a claim, no such file"
al-Nakha of Arabia Ben  Amr Salith Arms.svg,,yes,2,,Q63681,"named by a claim, no such file"
al-Noman  Imaam 'Adnaan Arms.svg,,yes,2,,Q65579,"named by a claim, no such file"
al-Nās ibn Muḍar Arms.svg,,yes,2,,Q109972,"named by a claim, no such file"
al-Qaasim  Muhammad bin Ja'afar ut-Tayyar Arms.svg,,yes,2,,Q69176,"named by a claim, no such file"
al-Qahir Arms.svg,,yes,2,,Q113360,"named by a claim, no such file"
al-Qama  Qasit son of Hanab Arms.svg,,yes,2,,Q63359,"named by a claim, no such file"
al-Qasim son of  Ibrahim son of Ismail Arms.svg,,yes,2,,Q66113,"named by a claim, no such file"
al-Quqas son of Murrah son of Hilal Arms.svg,,yes,2,,Q64984,"named by a claim, no such file"
