qid	label	slot	n	parents	parent_labels
Q185670	Echidna	father	4	Q200382;Q320660;Q47501478;Q101322	Phorcys | Chrysaor | Peiras | Tartarus
Q185670	Echidna	mother	4	Q209489;Q913161;Q542758;Q93172	Ceto | Callirhoe | Styx | Gaia
Q577552	Antilochus	mother	2	Q1378452;Q488626	Eurydice of Pylos | Anaxibia
Q956906	Thrasymedes	mother	2	Q488626;Q1378452	Anaxibia | Eurydice of Pylos
Q1766777	Peisistratus	mother	2	Q1378452;Q488626	Eurydice of Pylos | Anaxibia
Q1748027	Pisidice	mother	2	Q1378452;Q488626	Eurydice of Pylos | Anaxibia
Q643509	Aretus	mother	2	Q1378452;Q488626	Eurydice of Pylos | Anaxibia
Q496595	Alcinous	father	2	Q7179974;Q80493	Phaeax | Nausithous
Q209398	Silvius	father	2	Q655566;Q82732	Ascanius | Aeneas
Q655566	Ascanius	mother	2	Q375174;Q1137364	Creusa | Lavinia
Q1943680	Molus	father	2	Q904515;Q23168	Deucalion of Crete | Minos
Q76200396	Sir Richard de Vernon	mother	2	Q76200395;Q99154272	Joan (?) | Margaret de Stopford
Q27903904	Menno Alberda	father	2	Q110106610;Q110519441	Reint Alberda, op 't Zandt | Albert Coenders tot Klinckenborg
Q27903904	Menno Alberda	mother	2	Q110106613;Q110519442	Habina Ubbena | Gratia Maria Clant
Q3039384	Dreux de Boves	father	2	Q106686434;Q111688083	Alberic de Coucy | Hugues de Boves
Q314341	Eumenes I	father	3	Q11955853;Q312452;Q11955854	Eumenes | Philetaerus | Eumenes of Amastris
Q11486214	Niwata Shigemoto	father	2	Q11364180;Q109795830	Naruchika Nakayama | 中山忠尹
Q2688493	Arnold van der Sluijs	father	2	Q105984158;Q76189303	Henrik van Heusden | Arent II van Heusden
Q364422	Adolphe VIII de Schaumbourg	mother	2	Q55640714;Q75290135	Heilwig zur Lippe | Hedwig Gräfin von Schwalenberg
Q22337638	Hélisente of Vergy	father	2	Q110602672;Q110602329	Guillaume II de Vergy, Sire de Mirebeau et d'Autrey | Jean I de Vergy, Sire de Fouvent, de Champlitte et d'Autrey
Q22337638	Hélisente of Vergy	mother	2	Q75291421;Q110602333	Laura de Lorraine | Marguerite de Noyers
Q7878075	Uilleag Burke	father	2	Q3568793;Q75582594	William Liath de Burgh | Sir Richard de Burgh
Q353188	Lucius Tarquinius Collatinus	father	2	Q98374052;Q2745841	Tarquinius Collatinus | Arruns Tarquinius
Q716731	Publius Cornelius Lentulus Scipio	father	2	Q4140670;Q729415	Gnaeus Cornelius Lentulus | Gnaeus Cornelius Lentulus Augur
Q16705384	Marcius Hortalus	father	2	Q15711294;Q11944277	Hortensius Hortalus | Quintus Marcius Philippus
Q462249	Gnaeus Cornelius Lentulus Clodianus	father	2	Q943702;Q357148	Gnaeus Cornelius Lentulus | Marcus Claudius Marcellus
Q542769	Gnaeus Cornelius Lentulus	father	2	Q4269984;Q521670	Lucius Cornelius Lentulus | Lucius Cornelius Lentulus Crus
Q3655884	Cosconia Gallita	father	2	Q729415;Q1226456	Gnaeus Cornelius Lentulus Augur | Servius Cornelius Lentulus Maluginensis
Q11504973	Nichiyū	father	2	Q11629030;Q11629028	Nishinotōin Tokinao | Tokiyoshi Nishinotōin
Q880242	Osric	father	2	Q737618;Q475760	Aldfrith | Alhfrith of Deira
Q45503876	Li Deng	father	2	Q45503814;Q45505812	Li Lun | Li Taiyan
Q741187	Shattuara	father	2	Q391340;Q706182	Shattiwaza | Artatama II
Q745499	Humfrid	father	2	Q12298624;Q76299061	Hunfrid II | Adalbert I Graf von Thurgau
Q75902515	Sir Archibald Dundas, 13th of Dundas	mother	2	Q75268599;Q116168942	Christian Stewart | NN
Q11359167	上杉憲勝	father	3	Q11359209;Q11359153;Q11359211	Uesugi Tomomasa | Uesugi Sadamasa | Uesugi Tomooki
Q76300034	Margarethe von Nellenburg und Veringen	father	2	Q76300057;Q55569255	Eberhard Graf von Nellenburg | Eberhard III V/VI von Nellenburg
Q888348	Suleiman II of Persia	father	2	Q136497737;Q136497751	Shahbanu Begum Safavi | Mir Sayyed Mohammad al-Marashi
Q2879195	Bagrat II of Tao	father	2	Q2824116;Q2824115	Adarnase V of Tao | Adarnassé XI Bagration
Q28729615	Bezelin von Villingen	father	2	Q76300540;Q24175906	Berthold II von Thurgau | Landolf or Lanzelin II
Q12845927	Hosayn Khan Shamlu	father	2	Q16073928;Q5762309	Durmish Khan Shamlu | Ali-Qoli Khan Shamlu
Q3119308	Guiu II de Vannes	father	2	Q1997366;Q1385259	Frodoald | Guy of Nantes
Q75491993	Sir Erasmus Borrowes, 1st Bt.	mother	2	Q75491998;Q129168716	Jane Savage | Catherine Eustace
Q28478392	Arslan-Shah	father	2	Q3530371;Q1658770	Toghrul II | Mahmud II of Great Seljuq
Q858116	Cepheus, King of Aethiopia	father	3	Q617753;Q1145956;Q392631	Belus | Phoenix | Agenor
Q206214	Amphitryon	father	2	Q142739;Q129262821	Alcaeus | Alceus
Q212087	Eurystheus	mother	2	Q11938698;Q55281299	Nicippe | Antibia
Q11926420	Iphis	mother	2	Q11938698;Q55281299	Nicippe | Antibia
Q4062501	Alcyone	mother	2	Q11938698;Q55281299	Nicippe | Antibia
Q1162217	Oebalus	father	3	Q1466824;Q342343;Q644030	Cynortas | Perieres | Argalus
Q19825671	Matsunoki Muneaki	father	2	Q109305228;Q136431437	松木宗条 | 松木宗条
Q3552305	Saint Urielle	father	2	Q19956167;Q19788084	Hoël III | Judaël
Q467613	Ikkyū Sōjun	mother	2	Q106725590;Q106728741	藤原氏 (後小松天皇の宮人) | 楠木正澄の三女
Q106559605	藤原顕輔または藤原頼輔の娘 (九条兼実室)	father	2	Q723243;Q11659573	Fujiwara no Akisuke | Nanba Yorisuke
Q106495270	Fujiwara no Akikata	mother	2	Q106451760;Q110572852	Minamoto no Moriko | Daughter of Minamoto no Yorikuni, wife of Fujiwara no Morizane
Q11458675	尊雅王	father	2	Q11418977;Q11491321	Yoshimune-shinnō | Prince Tadafusa
Q11623034	Toshitada Fujiwara	mother	2	Q106446549;Q106462385	Eldest daughter of Fujiwara no Tsunetsuke, wife of Fujiwara no Tadana | Daughter of Fujiwara no Atsuie, wife of Fujiwara no Tadana
Q106494500	美福門院女房少将局	father	2	Q24862166;Q11623195	Fujiwara no Mototaka | Fujiwara no Ienori
Q106506868	成真	father	2	Q11623191;Q105711187	Fujiwara no Ienari | Yamashina no Rishige
Q11564293	Minamoto no Munekimi	father	2	Q106282801;Q11564213	Minamoto no Tadakata | Minamoto no Mitsusue
Q5467287	Forbhlaith, Countess of Atholl	father	2	Q16842474;Q76141721	Henry, Earl of Atholl | Constantine (?)
Q5467287	Forbhlaith, Countess of Atholl	mother	2	Q76141722;Q75389400	Maria (?) | Margaret (?)
Q56401368	Felix O'Neille	mother	2	Q76291708;Q76122238	Catherine O'Neil | Catalina O'Neill
Q845112	Enceladus	father	2	Q79999;Q101322	Uranus | Tartarus
Q849647	Briareus	father	2	Q79999;Q404208	Uranus | Aegaeon
Q1134605	Telchines	father	3	Q190563;Q101322;Q79999	Pontus | Tartarus | Uranus
Q1134605	Telchines	mother	3	Q93172;Q185747;Q659437	Gaia | Nemesis | Thalassa
Q404208	Aegaeon	father	2	Q190563;Q79999	Pontus | Uranus
Q404208	Aegaeon	mother	2	Q93172;Q659437	Gaia | Thalassa
Q5409866	Euonymus	father	2	Q1478704;Q79999	Cephissus | Uranus
Q194015	Daphne	father	3	Q1364612;Q3825406;Q482039	Peneus | Ladon | Amyclas of Sparta
Q1236399	Dolos	mother	2	Q131203;Q93172	Nyx | Gaia
Q686174	Celaeno	father	2	Q130818;Q3056180	Atlas | Ergeus
Q1539632	Pothos	father	2	Q467515;Q44204	Zephyrus | Cronus
Q1539632	Pothos	mother	2	Q184570;Q35500	Iris | Aphrodite
Q338201	Hippolytus	mother	2	Q580862;Q210303	Antiope | Hippolyta
Q1509662	Cepheus, King of Tegea	mother	2	Q3874208;Q1774119	Neaera | Cleobule
Q440440	Althaea	mother	2	Q1378562;Q59618605	Eurythemis | Deidamia
Q4205397	Iphiclus	mother	2	Q1378562;Q59618605	Eurythemis | Deidamia
Q328354	Hippodamia	mother	2	Q12877345;Q5852253	Evarete | Eurythoe
Q60219568	Dysponteus	father	2	Q847890;Q192485	Oenomaus | Pelops
Q105975176	Psophis	father	2	Q430157;Q107305829	Eryx | Xanthus
Q163920	Adonis	father	3	Q878246;Q599513;Q1145956	Cinyras | Theias | Phoenix
Q163920	Adonis	mother	2	Q771366;Q4687914	Myrrha | Alphesiboea
Q3586199	Aegle	mother	2	Q2089459;Q1638536	Epione | Lampetia
Q170473	Priam	mother	2	Q23818213;Q40219631	Zeuxippe | Leucippe
Q193433	Hecuba	father	3	Q17486774;Q2259929;Q1158902	Dymas | Cisseus | Sangarius
Q193433	Hecuba	mother	2	Q7695796;Q3060381	Telecleia | Eunoë
Q393261	Cyrene	father	2	Q1179038;Q1364612	Hypseus | Peneus
Q2623901	Caphaurus	father	2	Q2310293;Q3758170	Amphithemis | Garamas
Q910403	Dryope	father	2	Q3040215;Q939149	Dryops | Eurytus
Q520551	Corycia	father	2	Q122958827;Q126711878	Cephisus | Pleistos
Q3922437	Proclia	father	2	Q332324;Q2980449	Laomedon | Clytius
Q3616362	Andros	father	2	Q374275;Q1378499	Anius | Eurymachus
Q2659035	Melaena	father	2	Q1478704;Q126711878	Cephissus | Pleistos
Q4040541	Cleodora	father	2	Q3537166;Q122958827	Pleistos | Cephisus
Q143880	Athamas	father	2	Q406388;Q1466343	Aiolos | Minyas
Q143880	Athamas	mother	2	Q48665;Q46845955	Enarete | Zeuxippe
Q1647297	Caunus	father	2	Q2470261;Q42372544	Miletus | Asterius
Q1647297	Caunus	mother	2	Q15543320;Q12876784	Cyanee | Idothea
Q855426	Byblis	father	2	Q2470261;Q42372544	Miletus | Asterius
Q901224	Daedalion	father	2	Q59697;Q1775444	Hesperus | Phosphorus
Q2108224	Praxithea	father	2	Q1478704;Q108336421	Cephissus | Phrasimus
Q170053	Castalia	father	2	Q391379;Q1478704	Achelous | Cephissus
Q1639787	Hyas	mother	2	Q410531;Q463865	Aethra | Pleione
Q578584	Oneiroi	father	2	Q131122;Q189347	Erebos | Hypnos
Q160730	Medusa	father	2	Q200382;Q61856582	Phorcys | Gorgon
Q274600	Ladon	father	2	Q200382;Q180237	Phorcys | Typhon
Q274600	Ladon	mother	2	Q209489;Q185670	Ceto | Echidna
Q836140	Euryale	father	2	Q200382;Q61856582	Phorcys | Gorgon
Q1052877	Stheno	father	2	Q200382;Q61856582	Phorcys | Gorgon
Q4461865	Trambelus	mother	2	Q12877823;Q4137657	Theanira | Hesione
Q990991	Astyoche	father	2	Q332324;Q170473	Laomedon | Priam
Q1056143	Cyparissus	father	2	Q916442;Q21548557	Telephus | Amycleus
Q1059784	Chalciope	father	2	Q1378556;Q12873400	Eurypylus | Alciopus
Q3680855	Clitor	father	2	Q793560;Q501667	Azan | Lycaon
Q1128881	Eurytion	father	2	Q38795854;Q2823762	Irus | Actor
Q1085790	Phorbas	father	2	Q649476;Q955408	Argus | Criasus
Q1132071	Iasus	father	3	Q11704754;Q649624;Q649476	Triopas | Phoroneus | Argus
Q1043413	Chrysippus	mother	2	Q931321;Q10466497	Axioche | Danais
Q1065234	Pleisthenes	father	2	Q192485;Q192469	Pelops | Atreus
Q1065234	Pleisthenes	mother	2	Q328354;Q508543	Hippodamia | Aerope
Q741155	Nycteus	father	2	Q1817912;Q1088990	Hyrieus | Chthonius
Q107240941	Helix	mother	2	Q7595427;Q106866753	Cyllene | Nonacris
Q2479189	Ischys	father	2	Q4530734;Q1325009	Elatus | Elatus
Q368423	Stheneboea	father	2	Q1456409;Q3606201	Iobates | Apheidas
Q16559355	Iasus	mother	2	Q58023450;Q61046105	Cleophile | Eurynome
Q649624	Phoroneus	mother	3	Q785598;Q21548774;Q644354	Melia | Colaxe | Argeia
Q618662	Apis	mother	4	Q40120625;Q3564956;Q57519954;Q5064045	Laodice | Teledice | Cinna | Cerdo
Q4072434	Aura	father	2	Q109220;Q189175	Boreas | Aether
Q4072434	Aura	mother	2	Q192107;Q1129489	Hemera | Orithyia
Q1131643	Salmoneus	mother	2	Q48665;Q22965471	Enarete | Iphis
Q60193693	Dracontis	mother	2	Q1373650;Q12762435	Euippe | Antiope
Q51371908	Eurycleia	mother	2	Q223690;Q1458587	Ino | Themisto
Q2182453	Aurai	father	2	Q109220;Q161419	Boreas | Oceanus
Q739359	Assaracus	mother	2	Q4671657;Q1361804	Acallaris | Callirhoe
Q105412604	Cleomestra	mother	2	Q1361804;Q4671657	Callirhoe | Acallaris
Q189821	Argus Panoptes	father	3	Q735623;Q1959568;Q429064	Inachus | Arestor | Agenor
Q1179038	Hypseus	mother	2	Q1232622;Q109314110	Creusa | Philyra
Q3040215	Dryops	father	3	Q2890661;Q1364612;Q37340	Spercheus | Peneus | Apollo
Q3040215	Dryops	mother	2	Q28088612;Q5796484	Polydora | Cia
Q1132772	Caeneus	father	2	Q4817519;Q4530734	Atrax | Elatus
Q3899862	Periclymenus	father	2	Q637955;Q41127	Neleus | Poseidon
Q404844	Aegyptus	mother	2	Q3615214;Q128612107	Anchiroe | Aeria
Q252387	Palamedes	mother	2	Q2980439;Q16332805	Clymene | Hesione
Q2608087	Thasus	father	3	Q392631;Q41127;Q616782	Agenor | Poseidon | Cilix
Q423424	Actor	father	2	Q22965548;Q2445677	Phorbas | Myrmidon
Q11578700	Hatakeyama Shigehide	mother	2	Q106601133;Q106618519	足立遠元の娘 (畠山重忠妻) | 北条時政の六女 (畠山重忠の正室のち足利義純の妻)
Q11578654	畠山泰国	mother	2	Q106618519;Q111366711	北条時政の六女 (畠山重忠の正室のち足利義純の妻) | 畠山重忠の娘 (足利義純の妻)
Q59661332	Rhiainfellt	father	2	Q4396744;Q75490811	Rhoedd | Rhwyth (?)
Q11623124	Fujiwara no Mototada	father	2	Q5507543;Q106619390	Fujiwara no Tadaie | Fujiwara no Michiie
Q11419381	Kashi-naishinnō	mother	2	Q110579932;Q106436058	Minamoto no Nagatsune's daughter | In no Ue
Q11623156	Fujiwara no Sōen	father	2	Q11623083;Q11623032	Fujiwara no Kanefusa | Fujiwara no Toshiie
Q106459456	Nobuko-joō	father	2	Q17502448;Q11514192	Kiyohito-shinnō | Akinari-shinnō
Q109917853	日野資勝の娘 (平松時庸の妻)	father	2	Q108957356;Q11510649	日野資勝 | Hino Terusuke
Q109287795	Fujiwara no Yoritomo	father	2	Q3085481;Q109287788	Fujiwara no Sukemasa | Fujiwara no Yorimasa
Q503057	Cynegils	father	2	Q545437;Q514878	Ceol of Wessex | Ceolwulf
Q7138471	Ichijō Iefusa	father	2	Q370351;Q3147652	Ichijō Sanetsune | Ichijō Ietsune
Q100438102	Sichelgaita di Capua	father	2	Q2295712;Q2461472	Pandulf II of Capua | Pandulf IV of Capua
Q113298341	Jean Théodin de Baux	father	2	Q16272262;Q16536669	Amiel I des Baux | Bertrand III des Baux
Q19325169	Joan Willoughby, Lady Willoughly	father	2	Q61911739;Q104472820	Томас Роскелин | Sir Peter Roscelyn, of Edgefield
Q136804354	松平幸 (上杉茂憲の正室)	father	2	Q11530568;Q946037	Matsudaira Yoshitatsu | Tokugawa Mochinaga
Q76298356	Dougal Campbell of Ardaillour	mother	2	Q76310549;Q110559002	Margaret Graham | NN Buchanan
Q106627336	二条定高の娘 (花山院定雅の室)	father	2	Q11371660;Q11352829	Sadataka Fujiwara | Ichijō Yoshiyasu
Q11623288	Fujiwara no Masanori	father	2	Q3090665;Q11623465	Fujiwara no Takaie | Fujiwara no Tsunesuke
Q107637307	三条実量の娘 (赤松義雅の正室)	father	2	Q24859663;Q108657593	Sanjō Sanekazu | Ōgimachisanjō Kintsuna
Q120269433	Михаил Сергеевич Щулепников	father	2	Q122382413;Q120269433	Сергей Афанасьевич Щулепников | Михаил Сергеевич Щулепников
Q13654138	Zhu Xijue	father	2	Q11094418;Q45416939	Zhu Gui | Zhu Yuan
Q45631165	Sun Huang	father	2	Q45548517;Q45535636	Sun Mou | Sun Gong
Q45531072	Zhang Shiling	father	2	Q45535295;Q45546603	Zhang Xiang | Zhang Yi
Q45530462	Lu Zhitui	father	2	Q45543753;Q45550771	Lu Boqing | Lu Qing
Q45565066	Lu Zhihui	father	2	Q45543753;Q45550771	Lu Boqing | Lu Qing
Q45469606	Feng Wuqian	father	2	Q45477320;Q45489651	Feng Jian | Feng Jianyi
Q45532987	Fan Ajiu	father	2	Q45516426;Q15725507	Fan Shunyang | Fan Chuanzheng
Q65803255	Mao Shi	father	2	Q45565574;Q45574282	Mao Maogong | Mao Mou
Q45496029	Lu Gui	father	2	Q45495964;Q45544071	Lu Zizhen | Lu Ya
Q65803183	Lu Shi	father	2	Q45485663;Q45556286	Lu Qun | Lu Qun
Q663792	Sinon	father	2	Q409895;Q102561	Aesimus | Sisyphus
Q1224032	Perileos	mother	2	Q17197552;Q748578	Periboea | Asterodeia
Q1507569	George Heriot	father	2	Q16842684;Q76370006	George Heriot | George Heriot
Q6780884	NamYeon gun	father	2	Q26986931;Q6454483	Yi Byeongwon | Prince Eunsin
Q75400621	Richard Rede	father	2	Q75257386;Q105872467	Richard Rede | William Reade, of Deerhurst and Boddington
Q75921987	Hugh Rose, 9th of Kilravock	mother	2	Q75921990;Q75778473	Isabel Sutherland | Margaret Gordon
Q983266	Lucius Sempronius Atratinus	father	2	Q2676671;Q54553351	Lucius Calpurnius Bestia | Lucius Sempronius Atratinus
Q116005768	Pedro Carrillo de Mendoza, II conde de Priego	father	2	Q116005769;Q110302545	Diego Hurtado de Mendoza, Señor de Castilnovo, 1.Conde de Priego | Diego Hurtado de Mendoza
Q16153555	Henry Barley	father	2	Q8005068;Q110730483	William Barley | William Barley, of Albury
Q76153783	Janet Reid	father	2	Q75500964;Q105803922	William Reid | John Reid, of Ackenhead
Q110067374	堤為量	father	2	Q110067110;Q110061181	堤為任 | 町尻兼量
Q76299591	Dietrich Graf von Bureglen und Nellenburg	father	2	Q76299599;Q76299948	Eberhard VII Graf von Bureglen und Nellenburg | Arnold von Laufen
Q76199707	John le Vavasour	mother	2	Q76199706;Q110616083	Juliane de Multon | Juliana de Ros
Q137705351	Luchina della Rovere	father	2	Q21076793;Q94574197	Leonardo della Rovere | Leonardo della Rovere
Q75558833	Gómez Pérez de Toledo y Palomeque	father	2	Q75558837;Q101402956	Pedro Fernandez de Toiledo Illan | Pedro Suarez
Q94617538	Jaroslaus Julius Kolowrat	father	2	Q129087892;Q129254504	Heralt Václav Libštejnský z Kolovrat | Beneš Libštejnský z Kolovrat
Q94617538	Jaroslaus Julius Kolowrat	mother	3	Q129087953;Q129254526;Q129254509	Veronika Berková z Dubé a Lipé | Anna Barbora Krakovská z Kolovrat | Alžběta Šliková
Q60749935	Oskar Matzerath	father	2	Q60749825;Q60749598	Jan Bronski | Alfred Matzerath
Q4697013	Ailéan mac Ruaidhrí	father	2	Q976433;Q3041001	Ruaidhrí mac Raghnaill | Dubhghall mac Ruaidhrí
Q76299926	Verena of Klingen	mother	2	Q76299931;Q108838878	Sophia von Krenkingen | Sophie von Froburg
Q18954275	Ivo de Harcourt	father	2	Q3435479;Q3120265	Robert I of Harcourt | William of Harcourt
Q65823359	Zhao Youliang	father	2	Q45601849;Q45608916	Zhao Dane | Zhao Lianggong
Q65823406	Zhao Youzhi	father	2	Q45601849;Q45608916	Zhao Dane | Zhao Lianggong
Q76056898	Sir Thomas Plunket	father	2	Q76056865;Q75546638	Sir Patrick Plunket | Sir John Plunkett
Q215538	Ferdinand Springer	father	2	Q1405814;Q18638496	Ferdinand Springer | Agathe
Q110617668	一条輝子 (伏見宮貞敬親王の妃)	father	2	Q3073000;Q3147656	Ichijō Teruyoshi | Ichijō Tadayoshi
Q7282618	Rafi-ush-Shan	mother	2	Q15401909;Q29640931	Nur un-nisa Begum | Nur-un-nissa Begum
Q4895788	Bertram James	father	2	Q116431883;Q111974175	Herbert Mark James | Bertram James
Q76104747	Ann Stewart	father	2	Q75523283;Q75523306	Sir James Stewart of Ardmaleish | Sir James Stuart of Ardmaleish, 1st Bt.
Q75715635	Elizabeth Sadleir	father	2	Q75717061;Q128852721	Anthony Sadleir | Anthony Sadleir, of Arley Hall
Q76350539	Frances Oliver	father	2	Q76350540;Q131233735	Robert Oliver | Charles Oliver, of Kilmallock
Q75595327	John Whetham	father	2	Q75594333;Q19518331	Arthur Whetham | John Whetham
Q116003591	Marguerite de Vendôme	father	2	Q55368091;Q55370394	Bouchard VII de Vendôme, Seigneur de Feuillet | Jean de Vendôme
Q75543835	Janet Sandilands	father	2	Q75543837;Q76007066	Sir John Sandilands of Monance | James Sandilands
Q75715642	Margaretta Essington	father	2	Q75715640;Q128850010	John Essington | John Essington, of Ashlyns
Q75405854	Katherine Gordon	father	2	Q75405855;Q135671976	Sir Robert Gordon of Lochinvar | John Gordon, of Lochinvar
Q136259460	Robert Linton Chamberlain	father	2	Q136259469;Q136259475	Joseph Chamberlain | Selah Chamberlain
Q76374062	Giambattista Visconti	mother	2	Q76374061;Q110549859	Anastasia Carcano | NN
Q76120889	Sir John Leigh	mother	2	Q75776470;Q75775746	Elena Done | Elena de Baguley
Q75912003	Charlotte Young	father	2	Q75912002;Q8103738	? | James Young
Q28061642	William Gee	father	2	Q122259904;Q75542867	William Gee | Richard Gee
Q5158660	Conchobar an Abaidh Ó Cellaigh	father	2	Q6729198;Q76121137	Maelsechlainn Ó Cellaigh | Brian O'Ceallagh
Q76121143	Domhnall O'Ceallagh	father	2	Q76121137;Q6729198	Brian O'Ceallagh | Maelsechlainn Ó Cellaigh
Q76121377	Edmond Kelly	father	2	Q76121137;Q6729198	Brian O'Ceallagh | Maelsechlainn Ó Cellaigh
Q76121144	William O'Ceallagh	father	2	Q76121137;Q6729198	Brian O'Ceallagh | Maelsechlainn Ó Cellaigh
Q1422648	Aegialeus	father	2	Q735623;Q649624	Inachus | Phoroneus
Q337894	Eteocles	father	2	Q503500;Q1478704	Andreus | Cephissus
Q1294888	Ascalaphus	mother	2	Q1538275;Q16083988	Orphne | Gorgyra
Q2302504	Thriae	father	2	Q122958827;Q126711878	Cephisus | Pleistos
Q5063089	Centurione I Zaccaria	mother	2	Q42675365;Q6120249	Maria Ghizi | Jacqueline de la Roche
Q94984083	Johann Trauttmannsdorff	mother	2	Q109533945;Q109533944	Margaretha von Elriching | Katharina von Kirchberg
Q106239469	Fujiwara no Sonshu	father	2	Q11623354;Q11623118	Fujiwara no Kaedemaro | Fujiwara no Sonondo
Q11672827	Takami-ō	father	2	Q314846;Q11620877	Emperor Kanmu | Kazurawara-shinnō
Q11483791	Taira no Takamochi	father	3	Q11620877;Q11672827;Q11483792	Kazurawara-shinnō | Takami-ō | Taira no Takamune
Q11483791	Taira no Takamochi	mother	3	Q106317410;Q106317444;Q106322779	Daughter of Tachibana no Harunari | Daughter of Nakano Shinnō | Daughter of Fujiwara no Koreo, mother of Taira no Takamochi
Q110505694	Dorothea Bock	mother	2	Q98962518;Q139559855	Margaretha Widmann | Euphrosine Megenhardt
Q16202885	William Paynel	father	2	Q136162015;Q15724936	William Paynel (fl. 1066) | Ralph Paynel
Q75836270	Margaret Done	father	2	Q75836268;Q100901862	Henry Done | Richard Done (Donne), of Utkinton
Q171232	Yami Qaghan	father	2	Q154886;Q45483176	Bagha Qaghan | A Shinaaboshe
Q19290373	Elionor de Cabrera	father	2	Q3638765;Q16177104	Bernardo Cabrera | Bernat III de Cabrera
Q19290373	Elionor de Cabrera	mother	2	Q62070881;Q62080043	Timbor de Prades | Marguerite de Foix-Castelbon
Q11623342	Fujiwara no Asakari	mother	2	Q97961955;Q11623149	Yako-joō | Fujiwara no Ohirako
Q2699951	Minamoto no Yorinobu	mother	2	Q106326646;Q106326720	Fujiwara no Munetada's daughter | Fujiwara no Motokata's daughter (Minamoto no Mitsunaka's wife)
Q75567836	Terezie Walburga Breda	mother	2	Q75567838;Q110370635	Antonie Susana Breda | Marie Anna Kokorovska z Kokorova
Q15933921	Feng Ye	father	2	Q1149169;Q16075870	Feng Hong | 冯万泥
Q3090620	Fujiwara no Akisue	father	2	Q11623631;Q109321421	Fujiwara no Takatsune | Fujiwara no Moritaka
Q11564344	Minamoto no Yorikuni	mother	2	Q110571388;Q106305919	Fujiwara no Mototada's daughter (Minamoto no Yorimitsu's wife) | Taira no Korenaka's adopted daughter
Q106449081	Fujiwara no Naganari	father	2	Q106449059;Q106433860	Fujiwara no Naganobu | Takashina no Naritsugu
Q110930116	藤原範高	father	2	Q11623448;Q110930220	Fujiwara no Noritada | 藤原範雅
Q11448998	Prince Yakabe	father	2	Q329728;Q329792	Senka | Kinmei
Q11437415	Prince Ohomata	father	2	Q11659560;Q316637	Prince Naniha | Bidatsu
Q28415200	Takamuku no Ōkimi	father	2	Q11577211;Q349281	Prince Tame | Yōmei
Q98962368	Guta von Laudau	mother	2	Q116007727;Q139560796	Guta von Gundelfingen | Mechthild von Pfullingen
Q31191561	Salentin II of Sayn	mother	2	Q76174536;Q110325050	Maria von Dollendorf | Sophie von Volmestein
Q12275967	Gaius Eggius Ambibulus	father	2	Q121271553;Q782640	Gaius Eggius Ambibulus | Lucius Maecius Postumus
Q75254923	Thomas Kerr, 1st of Ferniehirst	mother	2	Q75254920;Q76016822	Margaret Tweedie | unknown daughter Douglas
Q75402983	Milon IV de Noyers, Seigneur de Noyers	mother	2	Q96244973;Q96244934	Ada de Pleurs | Ada (de Montmirail)
Q45406580	Wu Zhen	father	2	Q11124278;Q45406578	Wu Yizong | Wu Zaide
Q938378	Spurius Postumius Albinus	father	2	Q1275931;Q443983	Spurius Postumius Albinus Magnus | Aulus Postumius Albinus
Q116003840	Aldonza de Vivero	mother	5	Q116003842;Q116042890;Q116003844;Q134986439;Q110935053	Inés Dávila | Inés de Guzmán | Inés de Guzmán | Inés de Guzmán y Córdoba VII marquesa de la Algaba | Inés de Guzmán y Fernández de Córdoba
Q11556978	Azai Naotane	father	2	Q109672270;Q109672291	浅井重政 | 浅井忠政
Q11667003	饗庭局	father	2	Q11576565;Q1185281	Taya Akimasa | Azai Sukemasa
Q110057738	Nakagawa Sadanaga	father	3	Q11574317;Q110058422;Q110059102	Kanroji Toyonaga | Nakagawa Sadahide | 甘露寺嗣長
Q26197703	Yuan Ying	father	2	Q11626503;Q26197685	Yuan Jing | Yuan Junzheng
Q11498376	Nagako-naishinnō	mother	2	Q17230096;Q11605125	Fujiwara no Konshi/Imako | Ki no Shizuko
Q97273668	Minamoto no Kiyonobu	mother	2	Q110418588;Q110418311	Daughter of Tomo clan, wife of Minamoto no Munekai | Daughter of Ōe no Gyokuen, wife of Minamoto no Munekai
Q110419531	Kankyo	father	2	Q3072199;Q110419525	Minamoto no Kintada | Minamoto no Nobutaka
Q22126741	Minamoto no Arikata	mother	3	Q106399433;Q110582063;Q110582515	Fujiwara no Tsunesue's daughter | Minamoto no Yorimitsu's daughter (Minamoto no Masanaga's wife) | Fujiwara no Yoshisue's daughter (wife of Minamoto no Masanaga)
Q109918773	Minamoto no Tadamasa	father	2	Q22131457;Q17214110	Minamoto no Masanaga | Minamoto no Sukemichi
Q11630306	Kakushin	mother	2	Q106398212;Q110244723	Minamoto no Yorikuni's daughter (Fujiwara no Morozane's wife) | Daughter of Minamoto no Norinari, wife of Fujiwara no Sanesada
Q110211000	Masuchi	mother	2	Q106449107;Q110210732	Fujiwara no Naganari's daughter (Fujiwara no Morozane's wife) | Taira no Tadachika's daughter
Q110573249	Nobuaki	father	2	Q11564032;Q17213976	Minamoto no Kunizane | Minamoto no Akikuni
