qid	kind	leading_title	live_mul	live_en	langs_carrying_live	geni_ids	created_by	created_at
Q116025818	title	Sir	Sir Thomas Holt	Sir Thomas Holt	mul en			
Q116025838	pipe		Katherine|Catherine|Dorothy Bullock	Katherine|Catherine|Dorothy Bullock	mul en			
Q116025862	title	Sir	Sir Richard del Holte	Sir Richard del Holte	mul en			
Q116026131	title	Sir	Sir Walter Moyle, of Bake	Sir Walter Moyle, of Bake	mul en			
Q116026132	pipe		Amy|Agnes Tresithney	Amy|Agnes Tresithney	mul en			
Q116026137	pipe		Anne|Jane|Joan Tregonnan (Tregennow)	Anne|Jane|Joan Tregonnan (Tregennow)	mul en			
Q116026155	title	Sir	Sir Ralph Vyvian	Sir Ralph Vyvian	mul en	6000000005413034524		
Q116026425	pipe		John|Jenkin Berry, of Berryarbor	John|Jenkin Berry, of Berryarbor	mul en			
Q116026432	title	Sir	Sir John Gifford, of Helland, Cornwall	Sir John Gifford, of Helland, Cornwall	mul en			
Q116026434	pipe		Joan|Jane	Joan|Jane	mul en			
Q116026441	pipe		Simon Briscs (Britt|Brises)	Simon Briscs (Britt|Brises)	mul en			
Q116026450	title	Sir	Sir Randolph Knipe	Sir Randolph Knipe	mul en			
Q116026454	title	Sir	Sir Edward Bellingham, of Hangleton	Sir Edward Bellingham, of Hangleton	mul en			
Q116026480	title	Sir	Sir John Strangways	Sir John Strangways	mul en			
Q116026514	pipe		Petrenelle|Parnell Cheney, of Warbleton	Petrenelle|Parnell Cheney, of Warbleton	mul en			
Q116026522	title	Sir	Sir Hugh Pagenham	Sir Hugh Pagenham	mul en			
Q116026701	pipe		Felicia|Phillis Milward	Felicia|Phillis Milward	mul en			
Q116026714	pipe		Ellen|Eleanor Clayton	Ellen|Eleanor Clayton	mul en			
Q116026737	title	Sir	Sir Edward Marow, of Berkswell	Sir Edward Marow, of Berkswell	mul en			
Q116026753	title	Sir	Sir John Ferne	Sir John Ferne	mul en			
Q116026761	pipe		Ann|Alice Kniveton	Ann|Alice Kniveton	mul en			
Q116026762	pipe		Felicia|Alicia Savage	Felicia|Alicia Savage	mul en			
Q116026789	title	Sir	Sir William de Radcliffe, of Edgeworth	Sir William de Radcliffe, of Edgeworth	mul en			
Q116026823	title	Sir	Sir Christopher Rawson, of London	Sir Christopher Rawson, of London	mul en			
Q116026838	title	Sir	Sir Thomas Marow	Sir Thomas Marow	mul en			
Q116026930	title	Sir	Sir Francis Harvey, Judge of the Common Pleas	Sir Francis Harvey, Judge of the Common Pleas	mul en			
Q116026945	title+pipe	Sir	Sir John|William Creedy, of Creedy, Devon	Sir John|William Creedy, of Creedy, Devon	mul en			
Q116026956	title	Sir	Sir Mauger St.Sancto-Albino	Sir Mauger St.Sancto-Albino	mul en			
Q116026959	title	Sir	Sir Robert Pidekswell	Sir Robert Pidekswell	mul en			
Q116026982	title	Rev.	Rev. John Pomeroy	Rev. John Pomeroy	mul en			
Q116027108	title	Princesse	Princesse Charlotte de La Trémouille	Princesse Charlotte de La Trémouille	mul en	6000000010050404289		
Q116027234	title	Captain	Captain Christopher Mason	Captain Christopher Mason	mul en			
Q116027255	title	Sir	Sir Francis Cornwallis	Sir Francis Cornwallis	mul en			
Q116027260	title	Sir	Sir Henry Jones, of Abermarlais, 1st Baronet	Sir Henry Jones, of Abermarlais, 1st Baronet	mul en			
Q116027261	title	Sir	Sir Henry (Hary) Jones	Sir Henry (Hary) Jones	mul en			
Q116027265	title	Sir	Sir Henry Williams	Sir Henry Williams	mul en			
Q116027272	pipe		Margery|Margaret Games, of Aberbrân	Margery|Margaret Games, of Aberbrân	mul en			
Q116028668	title	Sir	Sir Henry Disney, of Norton Disney	Sir Henry Disney, of Norton Disney	mul en	6000000013346967830		
Q116028678	title	Dr.	Dr. William Woolhouse	Dr. William Woolhouse	mul en			
Q116028714	title	Rev.	Rev. Thomas Martin	Rev. Thomas Martin	mul en			
Q116028753	title	Sir	Sir John Jermy, of Metfield	Sir John Jermy, of Metfield	mul en			
Q116028765	title	Sir	Sir Richard Leake	Sir Richard Leake	mul en			
Q116028772	title	Sir	Sir William Jermy	Sir William Jermy	mul en			
Q116028773	title	Sir	Sir Thomas Jermy	Sir Thomas Jermy	mul en			
Q116028774	title	Sir	Sir John Jermy	Sir John Jermy	mul en			
Q116028775	title	Sir	Sir William Jermy	Sir William Jermy	mul en			
Q116028786	title	Sir	Sir John Jermy	Sir John Jermy	mul en			
Q116028803	title	Sir	Sir Oliver Wythe, of Smallburgh	Sir Oliver Wythe, of Smallburgh	mul en			
Q116028805	title	Sir	Sir William Warlington	Sir William Warlington	mul en			
Q116028806	title	Sir	Sir Edmund de Saint Omer	Sir Edmund de Saint Omer	mul en			
Q116028807	title	Sir	Sir Thomas de Saint Omer	Sir Thomas de Saint Omer	mul en			
Q116028809	title	Sir	Sir John Peyton, of Peyton Hall	Sir John Peyton, of Peyton Hall	mul en			
Q116028813	title	Sir	Sir John Gernon, of East Thorpe, Essex	Sir John Gernon, of East Thorpe, Essex	mul en			
Q116028816	title	Sir	Sir Hamon Sutton, of Wickham, Suffolk	Sir Hamon Sutton, of Wickham, Suffolk	mul en			
Q116028826	title	Sir	Sir Philip Branch	Sir Philip Branch	mul en			
Q116028832	title	Sir	Sir Stephen Turberville, of Shillingstone	Sir Stephen Turberville, of Shillingstone	mul en			
Q116028833	title	Sir	Sir John 'th elder' Daneys, of Lyndon & Tickencote	Sir John 'th elder' Daneys, of Lyndon & Tickencote	mul en			
Q116028843	title	Sir		Sir Thomas Buckland, of Downton	en			
Q116028846	title	Sir	Sir William Calthorpe, of Burnham Thorpe	Sir William Calthorpe, of Burnham Thorpe	mul en			
Q116028847	title	Sir	Sir Walter Calthorpe, of Burnham Thorpe	Sir Walter Calthorpe, of Burnham Thorpe	mul en			
Q116028848	title	Sir	Sir William Calthorpe, of Burnham Thorpe	Sir William Calthorpe, of Burnham Thorpe	mul en			
Q116028852	title	Sir	Sir Philip Warren	Sir Philip Warren	mul en			
Q116028856	title	Sir	Sir Robert Burnell, of Acton Burnell	Sir Robert Burnell, of Acton Burnell	mul en			
Q116028857	title	Sir	Sir Robert Bacon, of Erwarton	Sir Robert Bacon, of Erwarton	mul en			
Q116028862	title	Sir	Sir Bartholomew Danvilliers, Lord of Erwarton	Sir Bartholomew Danvilliers, Lord of Erwarton	mul en			
Q116028868	title+pipe	Sir	Sir Robert|John Mauteby, of Mauteby	Sir Robert|John Mauteby, of Mauteby	mul en			
Q116028869	title	Sir	Sir John Mauteby, of Mauteby, Norfolk	Sir John Mauteby, of Mauteby, Norfolk	mul en			
Q116028870	title	Sir	Sir Robert Mauteby, of Mauteby, Norfolk	Sir Robert Mauteby, of Mauteby, Norfolk	mul en			
Q116028871	title	Sir	Sir Walter Mauteby, of Mauteby, Norfolk	Sir Walter Mauteby, of Mauteby, Norfolk	mul en			
Q116028872	title	Sir	Sir Walter Mauteby, of Mauteby, Norfolk	Sir Walter Mauteby, of Mauteby, Norfolk	mul en			
Q116028966	pipe		Anne|Agnes Cranmer	Anne|Agnes Cranmer	mul en			
Q116029015	title	Sir	Sir Thomas Molineux, of Haughton	Sir Thomas Molineux, of Haughton	mul en			
Q116029036	title	Sir	Sir Nicholas de Bothamsall	Sir Nicholas de Bothamsall	mul en			
Q116029037	title	Sir	Sir John Caunton	Sir John Caunton	mul en			
Q116029055	title	Sir	Sir John Almayne	Sir John Almayne	mul en			
Q116029062	pipe		William Atmore (Attmore|Moore), of Bray or Cokeham	William Atmore (Attmore|Moore), of Bray or Cokeham	mul en			
Q116029103	pipe		Robert|John Arthington	Robert|John Arthington	mul en			
Q116029105	pipe		Jane Herwich (Hewick|Hewyke|Hersick)	Jane Herwich (Hewick|Hewyke|Hersick)	mul en			
Q116029106	title+pipe	Sir	Sir Roger Herwich (Herwick|Hersick)	Sir Roger Herwich (Herwick|Hersick)	mul en			
Q116029109	title	Sir	Sir Robert Neville, of Liversedge	Sir Robert Neville, of Liversedge	mul en			
Q116029111	title	Sir	Sir Thomas Neville, of Liversedge	Sir Thomas Neville, of Liversedge	mul en			
Q116029112	title	Sir	Sir John Neville, of Liversedge	Sir John Neville, of Liversedge	mul en			
Q116029114	title+pipe	Sir	Sir Edmund|Edward Neville, of Liversedge	Sir Edmund|Edward Neville, of Liversedge	mul en			
Q116029118	title	Sir	Sir John Harrington	Sir John Harrington	mul en			
Q116029122	pipe		Ellen|Anne Molyneux	Ellen|Anne Molyneux	mul en			
Q116029123	title	Sir	Sir Robert Ryther, of Ryther	Sir Robert Ryther, of Ryther	mul en			
Q116029139	title	Sir	Sir Robert Liversedge, of Liversedge	Sir Robert Liversedge, of Liversedge	mul en			
Q116029157	title+pipe	Sir	Sir Edward|Edmund Molyneux, of Hawton & Teversall	Sir Edward|Edmund Molyneux, of Hawton & Teversall	mul en			
Q116029194	title	Sir	Sir William Dive, of Kingerby	Sir William Dive, of Kingerby	mul en			
Q116029230	title	Donna	Donna Maria Francesca Gonzaga y Carracciolo	Donna Maria Francesca Gonzaga y Carracciolo	mul en			
Q116029234	title	Doña		Doña Maria de la Porteria Pacheco Téllez-Girón y Toledo	en			
Q116029239	title	Don	Don José Gutiérrez de la Concha y Mazón de Güemes	Don José Gutiérrez de la Concha y Mazón de Güemes	mul en			
Q116029240	title	Doña	Doña Petra de Irigoyen y de la Quintana	Doña Petra de Irigoyen y de la Quintana	mul en			
Q116029375	title	Gräfin	Gräfin Nathalie Wilhelmine Constanze von Rothkirch und Panthen	Gräfin Nathalie Wilhelmine Constanze von Rothkirch und Panthen	mul en	6000000046927871918		
Q116029377	title	Freiin	Freiin Maria Elisabeth Rosalie Wallbrunn zu Parthenheim	Freiin Maria Elisabeth Rosalie Wallbrunn zu Parthenheim	mul en			
Q116029378	title	Freiin	Freiin Julia Charlotte von Rothkirch und Trach	Freiin Julia Charlotte von Rothkirch und Trach	mul en			
Q116029379	title	Freiherr	Freiherr Ernst von Rothkirch und Trach	Freiherr Ernst von Rothkirch und Trach	mul en			
Q116029392	title	Freiherr	Freiherr August Leberecht von Erlach	Freiherr August Leberecht von Erlach	mul en			
Q116029652	title	Gräfin		Gräfin Mathilde (Margarethe) von Zweibrücken-Bitsch	en			
Q116029662	title	Freiin		Freiin Agnes von Rechberg	en			
Q116029866	pipe		Mena|Imagina von Bickenbach	Mena|Imagina von Bickenbach	mul en			
Q116031035	pipe			Jeanne|Jeannette de Pesmes, Dame de Pesmes	en			
Q116031075	title	Miles	Miles III, Sire de Noyers	Miles III, Sire de Noyers	mul en			
Q116031076	title	Miles	Miles II, Sire de Noyers	Miles II, Sire de Noyers	mul en			
Q116031091	pipe		Elisabeth|Ermengarde	Elisabeth|Ermengarde	mul en			
Q116031126	title	Freiin		Freiin Apollonia von Waldstein	en			
Q116031187	title	Freiin		Freiin Elisabeth Veronika Losy	en			
Q116031188	title	Freiherr		Freiherr Peter Losy	en			
Q116031268	pipe		Mairead|Margaret de Moireabh (Mureff|Moray)	Mairead|Margaret de Moireabh (Mureff|Moray)	mul en			
Q116031316	pipe		Roger de Barclay|Berkeley	Roger de Barclay|Berkeley	mul en			
Q116032290	title	Gräfin		Gräfin & Herrin Susanna von Zinzendorf und Pottendorf	en de			
Q116032294	title	Freiin		Freiin Dorothea Juliana von Polheim	en			
Q116032480	title	Freiin		Freiin Maria Elisabeth Teuffel von Gundersdorf	en			
Q116032481	title	Freiherr		Freiherr Otto Christoph Teuffel von Gundersdorf	en			
Q116032482	title	Freiherr		Freiherr Otto Teuffel von Gundersdorf	en			
Q116032483	title	Freiherr		Freiherr Michael Teuffel von Gundersdorf	en			
Q116032490	title	Freiin	Freiin Elisabeth Christine von Zinzendorf und Pottendorf	Freiin Elisabeth Christine von Zinzendorf und Pottendorf	mul en			
Q116032495	title	Freiherr		Freiherr Eberhard Matthias von Polheim	en			
Q116032497	title	Freiin		Freiin Dorothea von Herberstein	en			
Q116032498	title	Freiherr		Freiherr Johann Jakob von Herberstein zu Neuburg und Gutenhag	en			
Q116032499	title	Freiherr		Freiherr Jakob Franz von Herberstein zu Neuburg und Gutenhag	en			
Q116032505	title	Gräfin		Gräfin Margaretha Susanne von Zinzendorf und Pottendorf	en			
Q116032556	title	Gräfin	Gräfin Ursula Margarethe von Callenberg	Gräfin Ursula Margarethe von Callenberg	mul en			
Q116032557	title	Komtesse	Komtesse Agnes Luise zu Rantzau	Komtesse Agnes Luise zu Rantzau	mul en			
Q116032559	title	Komtesse		Komtesse Emilie Hedwig von Bernstorff	en da			
Q116032566	title	Freiin	Freiin Helene von dem Knesebeck-Millendonck	Freiin Helene von dem Knesebeck-Millendonck	mul en			
Q116032684	title	Greve		Greve Adolf von Reventlow-Criminil	en da			
Q116032775	title	Freiherr	Freiherr Hans Adam von Hammerstein-Equord, Herr auf Equord	Freiherr Hans Adam von Hammerstein-Equord, Herr auf Equord	mul en			
Q116032789	title	Freiherr	Freiherr Johann Melchior Schenck von Winterstedt	Freiherr Johann Melchior Schenck von Winterstedt	mul en			
Q116032803	pipe		Georg|Jürgen von Ketteler	Georg|Jürgen von Ketteler	mul en			
Q116033221	title	Edle Herrin	Edle Herrin Elisabeth Hedwig von Plotho	Edle Herrin Elisabeth Hedwig von Plotho	mul en			
Q116033239	title	Sir	Sir John Charteris, of Amisfield	Sir John Charteris, of Amisfield	mul en			
Q116033288	title	Sir	Sir William Baillie, 7th of Lamington	Sir William Baillie, 7th of Lamington	mul en			
Q116033298	title	Sir	Sir Robert Hamilton, of Manor Elieston	Sir Robert Hamilton, of Manor Elieston	mul en			
Q116033394	title	Sir	Sir Uilleam de Galbrathe	Sir Uilleam de Galbrathe	mul en			
Q116033399	title	Sir		Sir Henry de Graham, of Dalkeith	en			
Q116033411	title	Sir	Sir William Livingston, Laird of Gorgyn, Criagmillar and Drumry	Sir William Livingston, Laird of Gorgyn, Criagmillar and Drumry	mul en			
Q116033413	title	Sir	Sir William Livingston	Sir William Livingston	mul en			
Q116033414	title	Sir	Sir Archibald Livingston	Sir Archibald Livingston	mul en			
Q116033437	title	Sir		Sir Adam Gordon	en			
Q116033440	title	Sir	Sir Thomas Gordon	Sir Thomas Gordon	mul en			
Q116033441	title	Sir	Sir Thomas Gordon	Sir Thomas Gordon	mul en			
Q116033442	pipe		Richard|Richer Gordon	Richard|Richer Gordon	mul en			
Q116039796	title	Freiin	Freiin Caroline von Eberstein	Freiin Caroline von Eberstein	mul en			
Q116039797	title	Freiherr	Freiherr Karl Christian von Eberstein	Freiherr Karl Christian von Eberstein	mul en			
Q116039798	title	Freiherr	Freiherr Carl von Eberstein	Freiherr Carl von Eberstein	mul en			
Q116039817	title	Freiin	Freiin Maria Franziska Juliana Fuchs von Dornheim	Freiin Maria Franziska Juliana Fuchs von Dornheim	mul en			
Q116039823	title	Freiherr	Freiherr Franz Zobel von Giebelstadt	Freiherr Franz Zobel von Giebelstadt	mul en			
Q116039830	title	Freiin	Freiin Sophie Maria Franzisca von Franckenstein	Freiin Sophie Maria Franzisca von Franckenstein	mul en			
Q116039831	title	Freiherr		Freiherr Franz von und zu Franckenstein	en			
Q116039834	title	Freiin	Freiin Catharina Beatrix von Riedheim	Freiin Catharina Beatrix von Riedheim	mul en			
Q116039835	title	Freiherr		Freiherr Georg Ferdinand von Riedheim	en			
Q116039897	pipe		Irmgard|Isengard von Fleisch von Cleeberg	Irmgard|Isengard von Fleisch von Cleeberg	mul en			
Q116039952	title	Freiherr		Freiherr Georg Christoph von Closen	en			
Q116039957	title	Freiin	Freiin Elisabeth von Gumppenberg	Freiin Elisabeth von Gumppenberg	mul en			
Q116039964	title	Freiherr	Freiherr Hans Jakob von Landau	Freiherr Hans Jakob von Landau	mul en			
Q116039995	title	Don	Don José de Brito Leal de Herédia	Don José de Brito Leal de Herédia	mul en			
Q116039996	title	Don	Don Sancho Gaspar de Brito Leal de Herédia	Don Sancho Gaspar de Brito Leal de Herédia	mul en			
Q116039997	title	Don	Don Sancho Bernardo de Herédia	Don Sancho Bernardo de Herédia	mul en			
Q116039999	title	Dona	Dona Ana Margarida Béthancourt Villela Acciaioli de Vasconcellos	Dona Ana Margarida Béthancourt Villela Acciaioli de Vasconcellos	mul en			
Q116040002	title	Dona	Dona Catarina da Silveira	Dona Catarina da Silveira	mul en			
Q116040003	title	Dona	Dona Antónia Basilia Acciaioli de Vasconcellos	Dona Antónia Basilia Acciaioli de Vasconcellos	mul en			
Q116040006	title	Dona	Dona Mariana de Sá e Menezes	Dona Mariana de Sá e Menezes	mul en			
Q116040007	title	Dona	Dona Antónia Esmeraldo Villela	Dona Antónia Esmeraldo Villela	mul en			
Q116040015	title	Don	Don Francisco de Bettencourt	Don Francisco de Bettencourt	mul en			
Q116040017	title	Dona	Dona Ana de Bettencourt e Sá	Dona Ana de Bettencourt e Sá	mul en			
Q116040044	title	Sir	Sir John Cameron, of Ballegarno	Sir John Cameron, of Ballegarno	mul en			
Q116040608	title	Comtesse	Comtesse Lucie Elisabeth Ferdinande de Borchgrave d'Altena	Comtesse Lucie Elisabeth Ferdinande de Borchgrave d'Altena	mul en			
Q116040622	title	Comte		Comte Charles Marie François van der Burch	en			
Q116040631	title	Comtesse	Comtesse Isabelle Mathilde Anne Marie Ghislaine de Beauffort	Comtesse Isabelle Mathilde Anne Marie Ghislaine de Beauffort	mul en			
Q116040657	title	Baron	Baron Baudry Nicolas de Roisin, Seigneur de Rougy, Selles	Baron Baudry Nicolas de Roisin, Seigneur de Rougy, Selles	mul en			
Q116040671	title	Freiherr		Freiherr Clemens August Waldbott von Bassenheim	en			
Q116040673	title	Freiin		Freiin Maria Anna Wolff-Metternich	en			
Q116040674	title	Freiin	Freiin Wilhelmina Edmunda Josepha von Loë	Freiin Wilhelmina Edmunda Josepha von Loë	mul en			
Q116040723	title	Baron	Baron Philippe François du Houx de Watteville, Comte de Bussolin	Baron Philippe François du Houx de Watteville, Comte de Bussolin	mul en			
Q116040748	title	Comtesse	Comtesse de Neublans, Dame de Neublans	Comtesse de Neublans, Dame de Neublans	mul en			
Q116040859	title	Freiin	Freiin Ottilia Gotofreda von Reuschenberg	Freiin Ottilia Gotofreda von Reuschenberg	mul en			
Q116040861	title	Freiherr	Freiherr Jobst Edmund von Reuschenberg	Freiherr Jobst Edmund von Reuschenberg	mul en			
Q116040862	title	Freiin	Freiin Catharina Maria Antonetta von Virmond	Freiin Catharina Maria Antonetta von Virmond	mul en			
Q116040863	title	Freiherr	Freiherr Johann von Virmond	Freiherr Johann von Virmond	mul en			
Q116040991	pipe		Ricold|Rijcout de Borchgrave	Ricold|Rijcout de Borchgrave	mul en			
Q116041273	title	Baron	Baron Francis Houtart	Baron Francis Houtart	mul en			
Q116041309	title	Comte	Comte Henri Brossaud de Juigné	Comte Henri Brossaud de Juigné	mul en			
Q116041310	title	Comte	Comte Antoine Brossaud de Juigné	Comte Antoine Brossaud de Juigné	mul en			
Q116041437	title	Comte		Comte Raoul de Trecesson	en			
Q116041468	title	Comte	Comte Claude François Lamoral de Glymes	Comte Claude François Lamoral de Glymes	mul en			
Q116041494	title	Baron	Baron Alexandre François de Steenhuys	Baron Alexandre François de Steenhuys	mul en			
Q116041838	pipe		Walter|Gauthier de Mortagne, Castellan of Tournai, Sire de Mortagne	Walter|Gauthier de Mortagne, Castellan of Tournai, Sire de Mortagne	mul en			
Q116041894	title	Baron	Baron Charles Joseph Borre Selby till Ourupgaard	Baron Charles Joseph Borre Selby till Ourupgaard	mul en			
Q116042197	title	Sir	Sir Thomas Bampfield	Sir Thomas Bampfield	mul en			
Q116042215	title	Sir	Sir John Cooper, of Pawlett	Sir John Cooper, of Pawlett	mul en			
Q116042237	title	Sir	Sir John St.Loe, of Sutton Court	Sir John St.Loe, of Sutton Court	mul en			
Q116042240	title	Sir	Sir Nicholas St.Loe	Sir Nicholas St.Loe	mul en			
Q116042241	title	Sir	Sir John St.Loe	Sir John St.Loe	mul en			
Q116042258	title	Sir	Sir Thomas de la Riviere	Sir Thomas de la Riviere	mul en			
Q116042271	title	Sir	Sir Symon Turney	Sir Symon Turney	mul en			
Q116042551	title	Barone	Barone Antonio Melodia	Barone Antonio Melodia	mul en			
Q116042765	title	Comte		Comte Alfred de Noailles	en			
Q116042779	title	Comte		Comte Amblard de Beaumont-du-Repaire	en			
Q116042789	title	Comtesse		Comtesse Blandine de La Forest Divonne	en			
Q116045554	title	Mr.	Mr. Jacob Hendrik Boode	Mr. Jacob Hendrik Boode	mul en			
Q116045745	title	Doña	Doña Violante Henriques	Doña Violante Henriques	mul en			
Q116045765	title	Gräfin	Gräfin Rebecca Rosamonde von Rantzau	Gräfin Rebecca Rosamonde von Rantzau	mul en			
Q116046206	title	Comte		Comte Louis Balthasar Alexandre de Pontevès-Bargème	en	6000000011576121957		
Q116046379	title	Nobile	Nobile Girolamo Leda	Nobile Girolamo Leda	mul en			
Q116046454	pipe		Hans|Jan van der Merct	Hans|Jan van der Merct	mul en			
Q116046637	title	Mr.	Mr. Martinus Gerard del Court, Heer van Krimpen	Mr. Martinus Gerard del Court, Heer van Krimpen	mul en			
Q116046638	title	Mr.	Mr. Abraham del Court, Heer van Krimpen	Mr. Abraham del Court, Heer van Krimpen	mul en			
Q116046842	title	Mr.	Mr. Johan van Haeften	Mr. Johan van Haeften	mul en			
Q116046844	title	Mr.	Mr. Nicolaas de Craen van Haeften	Mr. Nicolaas de Craen van Haeften	mul en			
Q116046898	pipe		Maria|Mayken Helena Lievensdr. de Huybert van Zuidlant	Maria|Mayken Helena Lievensdr. de Huybert van Zuidlant	mul en			
Q116046900	pipe		Aefgen|Eva van Zwaanswijck	Aefgen|Eva van Zwaanswijck	mul en			
Q116047158	title	Mr.	Mr. Jacob Druyvesteyn	Mr. Jacob Druyvesteyn	mul en			
Q116047422	title	Sir	Sir John Walter Grosett, of Muirhead	Sir John Walter Grosett, of Muirhead	mul en			
Q116050927	title	Sir	Sir Edward Williams, 5th Baronet	Sir Edward Williams, 5th Baronet	mul en fr de es pt			
Q116052765	pipe			Ffrwdwr ap Gwrfawr|Morfawr ap Gadeon ab Eudaf Hên	en			
Q116052955	pipe		Bleiddig|Bledri	Bleiddig|Bledri	mul en			
Q116052980	pipe		Tegwas ap Gwyn ab Aelan|Aelaw ab Alser of Abergwaun	Tegwas ap Gwyn ab Aelan|Aelaw ab Alser of Abergwaun	mul en			
Q116052981	pipe		Gwyn ab Aelan|Aelaw ab Alser ap Tudwal Gloff	Gwyn ab Aelan|Aelaw ab Alser ap Tudwal Gloff	mul en			
Q116053035	title	Sir	Sir Robert Wallis, of Triley	Sir Robert Wallis, of Triley	mul en			
Q116053038	title	Sir	Sir Hugh Landon, of Llanddewi Ysgyrid	Sir Hugh Landon, of Llanddewi Ysgyrid	mul en			
Q116053135	pipe		Thomas|John Groves	Thomas|John Groves	mul en			
Q116053146	pipe		Sybilla|Sibella	Sybilla|Sibella	mul en			
Q116053179	title	Sir	Sir Richard Ratcliffe	Sir Richard Ratcliffe	mul en			
Q116053213	title	Sir	Sir Ralph Hedworth, of Harraton Hall	Sir Ralph Hedworth, of Harraton Hall	mul en			
Q116053284	title	Doña		Doña Maria Engracia Abarca de Bolea	en			
Q116053299	title	Doña	Doña Francisca Antonia de Gallegos y Delgado	Doña Francisca Antonia de Gallegos y Delgado	mul en			
Q116053300	title	Don	Don Antonio de Gallegos	Don Antonio de Gallegos	mul en			
Q116053342	title	Don		Don Pascual Falcó de Belaochaga y Pujades, Barón de Benifayó	en			
Q116053343	title	Doña		Doña Maria de la Concepción Valcárcel y Pasqual del Povil, 11.Marquesa de Castel-Rodrigo	en			
Q116053344	title	Don		Don Antonio Válcarcel y Moura Corterral Pio de Savoia, 7.duca di Nocera, principe di San Gregorio, marques de Castelo Rodrigo	en			
Q116053347	title	Doña		Doña Tomasa Pasqual del Povil y Sarmazar	en			
Q116053348	title	Don		Don Febo d'Adda, Marchese di Pandino	en			
Q116053353	title	Don	Don Felipe Osorio y Castellvi, 6.Conde de Cervellón	Don Felipe Osorio y Castellvi, 6.Conde de Cervellón	mul en			
Q116053354	title	Don	Don Antonio Osorio y Guzmán	Don Antonio Osorio y Guzmán	mul en			
Q116053355	title	Doña	Doña Laura-Mariana de Castellvi y Mercader, 5.Condesa de Cervellón	Doña Laura-Mariana de Castellvi y Mercader, 5.Condesa de Cervellón	mul en			
Q116053356	title	Don	Don Juan de Castellvi y Coloma, 2.Marqués de Villatorcas	Don Juan de Castellvi y Coloma, 2.Marqués de Villatorcas	mul en			
Q116053357	title	Doña	Doña Francisca Maria Mercader, 4.Condesa de Cervellón	Doña Francisca Maria Mercader, 4.Condesa de Cervellón	mul en			
Q116053358	title	Doña	Doña Maria Magdalena de la Cueva y de la Cerda	Doña Maria Magdalena de la Cueva y de la Cerda	mul en			
Q116053359	title	Don		Don Pedro de la Cueva Velasco y Guzmán, 12.Duque de Albuquerque	en			
Q116053360	title	Doña	Doña Beatriz Enriquez de Navarra	Doña Beatriz Enriquez de Navarra	mul en			
Q116053370	title	Doña		Doña Maria-Vicenta Solis y Lasso de la Vega, 6.Duquesa de Montellano	en	6000000015890578947		
Q116053374	title	Doña		Doña Maria Andrea Lasso de la Vega, 4.Duqesa del Arco, Marquesa de Miranda de Auta	en			
Q116053378	title	Don		Don Andrés-Avelino de Silva y Fernández de Córdoba,  13.Duque de Aliaga	en			
Q116053381	title	Doña		Doña Juana Fernández de Córdoba y Villaroel,  7.Marquesa de San Vicente del Barco	en			
Q116053383	title	Don		Don Juan de Mata Fernández de Córdoba y Spinola de la Cerda	en			
Q116053384	title	Doña		Doña Maria Ana Sarmiento de Sotomayor, 6.Condesa de Salvatierra	en			
Q116053385	title	Doña		Doña Maria Fernández de Villaroel y Villasis, 6.Marquesa de San Vicente del Barco	en			
Q116053386	title	Don		Don Pedro Fernández de Villarroel y Vargas,  5.Marqués de San Vicente del Barco	en			
Q116053387	title	Doña		Doña Maria Micaela de Villasis y de la Cueva	en			
Q116053388	title	Doña		Doña Maria Isabella Caroline Campbell y Vincent	en			
Q116053396	title	Doña		Doña Maria Fernández de Córdoba y Pérez de Barradas	en			
Q116053403	title	Doña		Doña Maria del Rosario de Bernuy y Aguayo	en			
Q116053404	title	Don	Don Juan-Bautista de Bernuy y Valda, 7.Marqués de Benameji	Don Juan-Bautista de Bernuy y Valda, 7.Marqués de Benameji	mul en			
Q116053405	title	Don	Don Fadrique de Bernuy, 6.Marqués de Benameji	Don Fadrique de Bernuy, 6.Marqués de Benameji	mul en			
Q116053406	title	Doña	Doña Francisca de Paula Valda	Doña Francisca de Paula Valda	mul en			
Q116053408	title	Doña	Doña Maria del Carmen Aguayo y Aguayo	Doña Maria del Carmen Aguayo y Aguayo	mul en			
Q116053409	title	Doña		Doña Maria del Rosario de Gurtubay y González de Castéjon	en			
Q116053410	title	Don		Don Juan de Gurtubay y Meaza	en			
Q116053411	title	Doña		Doña Adelaida González de Castejón y Torres	en			
Q116053413	title	Don		Don Ildefonso Maria Luis Ramón González de Castejón y de Sarria,  4.Marqués de Fuerte Gollano	en			
Q116053414	title	Doña		Doña Maria Basilisa Antonia Gil-Delgado y Ocio	en			
Q116053415	title	Doña		Doña Adelaida Torres y Uribarri	en			
Q116053416	title	Don	Don Vicente de Torre y Lequerica	Don Vicente de Torre y Lequerica	mul en			
Q116053417	title	Don	Don Nicolas de Torre y Lequerica	Don Nicolas de Torre y Lequerica	mul en			
Q116053538	title	Dona	Dona Eugénia de Bragança	Dona Eugénia de Bragança	mul en			
Q116053544	title	Doña		Doña Juana Spinola de la Cerda y Colonna	en			
Q116053551	title	Doña	Doña Elvira de Cárdenas y Alvarez de Toledo	Doña Elvira de Cárdenas y Alvarez de Toledo	mul en			
Q116053585	title	Doña	Doña Izabel da Silveira	Doña Izabel da Silveira	mul en			
