qid,mul_value,duplicate_langs,live_en,live_mul
Q111456851,Elizabeth Newenham,en,Elizabeth|Joan Newenham,Elizabeth|Joan Newenham
Q111456924,"Nerio I Acciaioli (Acciaiuoli), Duke of Athens",en,"Nerio|Rainerio I Acciaioli (Acciaiuoli), Duke of Athens","Nerio|Rainerio I Acciaioli (Acciaiuoli), Duke of Athens"
Q111464838,"Humphrey Titley, of Titley",en,"Humphrey|William Titley, of Titley","Humphrey|William Titley, of Titley"
Q111465056,Elizabeth,en,Elizabeth (Bargrave|Burgan),Elizabeth (Bargrave|Burgan)
Q111466118,"Sir John Bussy, of Haugham, Lincs",en,"Sir John|Hugh Bussy, of Haugham, Lincs","Sir John|Hugh Bussy, of Haugham, Lincs"
Q111466125,Margaret Cumberworth,en,Margaret|Katherine Cumberworth,Margaret|Katherine Cumberworth
Q111466138,"Maud Folville, of Ashley Folville",en,"Maud|Mabel Folville, of Ashley Folville","Maud|Mabel Folville, of Ashley Folville"
Q111466158,Sybil Corbuson (Corticon),en,Sybil|Sibilla Corbuson (Corticon),Sybil|Sibilla Corbuson (Corticon)
Q111466212,"William Prest, of Melton Mowbray",en,"William|Walter Prest, of Melton Mowbray","William|Walter Prest, of Melton Mowbray"
Q111466255,Isabel Frankville,en,Isabel Frankville (Freschvile|Freschevile),Isabel Frankville (Freschvile|Freschevile)
Q111466256,Elizabeth Auderley (Audley),en,Elizabeth|Isabel Auderley (Audley),Elizabeth|Isabel Auderley (Audley)
Q111466684,John de Cornhill,en,John de Cornhill (Cornwall|Cornwell),John de Cornhill (Cornwall|Cornwell)
Q111466689,Matilda,en,Matilda|Elizabeth,Matilda|Elizabeth
Q111506488,"Lodovik Meux, of Lymington & Kingston",en,"Lodovik|Lewis Meux, of Lymington & Kingston","Lodovik|Lewis Meux, of Lymington & Kingston"
Q111506574,Johanna Cavell,en,Johanna|Joan Cavell,Johanna|Joan Cavell
Q111506582,Anne Coode (Code),en,Anne|Amicia Coode (Code),Anne|Amicia Coode (Code)
Q111506593,Alianor FitzJames,en,Alianor|Helen FitzJames,Alianor|Helen FitzJames
Q111506638,Mary Chudleigh,en,Mary|Margaret Chudleigh,Mary|Margaret Chudleigh
Q111506746,Isabella Drewe,en,Isabella|Joan Drewe,Isabella|Joan Drewe
Q111506752,Emeline Crewes,en,Emeline Crewes|Cruwys,Emeline Crewes|Cruwys
Q111506753,William Crewys,en,William Crewys (Cruse|Cruwys),William Crewys (Cruse|Cruwys)
Q111506765,"Thomasine Lovelace, of Kingsdowne",en,"Thomasine|Mary Lovelace, of Kingsdowne","Thomasine|Mary Lovelace, of Kingsdowne"
Q111506774,Stephen Harry,en,Stephen|Thomas Harry,Stephen|Thomas Harry
Q111506785,Maude French,en,Maude|Agnes|Amy French,Maude|Agnes|Amy French
Q111506811,Thomas Bastard,en,Thomas|John Bastard,Thomas|John Bastard
Q111506843,William Heale of Soputh Hele,en,"William Heale|Hele, of Soputh Hele","William Heale|Hele, of Soputh Hele"
Q111506847,Alice Lewre,en,Alice Lewre|Lure,Alice Lewre|Lure
Q111506883,"Sir Thomas Reynes, of Marston",en,"Sir Thomas|John Reynes, of Marston","Sir Thomas|John Reynes, of Marston"
Q111506953,Robert Meryott,en,Robert Meryott|Meriot,Robert Meryott|Meriot
Q111523829,Jeanne d'Haranges,en,Jeanne|Suzanne d'Haranges,Jeanne|Suzanne d'Haranges
Q111525065,Gwilym ap Watkin Gunter,en,Gwilym|Wilcock ap Watkin Gunter,Gwilym|Wilcock ap Watkin Gunter
Q111525129,Jane Eton (Eyton),en,Jane|Joan Eton (Eyton),Jane|Joan Eton (Eyton)
Q111907904,Margarethe von Landsberg,en,Margarethe|Maria von Landsberg,Margarethe|Maria von Landsberg
Q111907998,"Imagina von Werd, Heiress of Landgrafschaft im Elsass",en,"Imagina|Adelheid von Werd, Heiress of Landgrafschaft im Elsass","Imagina|Adelheid von Werd, Heiress of Landgrafschaft im Elsass"
Q111908000,Jolanthe von Hirschhorn,en,Jolanthe|Yland von Hirschhorn,Jolanthe|Yland von Hirschhorn
Q111948083,Hodierne de Mondoubleau,en,Hodierne|Helvise de Mondoubleau,Hodierne|Helvise de Mondoubleau
Q111954793,Karin Andersdotter av Venngarn,en,Karin|Birgitta Andersdotter av Venngarn,Karin|Birgitta Andersdotter av Venngarn
Q111954852,"Elisif Pedersdatter af Ollinge, heiress of ¥llinge manor",en,"Elisif|Elseby Pedersdatter af Ollinge, heiress of ¥llinge manor",
Q111971823,Joan Thimbleby,en,Joan|Anne Thimbleby,Joan|Anne Thimbleby
Q111971833,Mary Donham (Dunham),en,Mary|Elizabeth Donham (Dunham),Mary|Elizabeth Donham (Dunham)
Q111971835,Bennet Foljambe,en,Bennet|Benedicta|Jane Foljambe,Bennet|Benedicta|Jane Foljambe
Q111971965,"James Rudston, of Hayton",en,"James|John Rudston, of Hayton","James|John Rudston, of Hayton"
Q111971977,George Heaton (Haton),en,George|Gregory Heaton (Haton),George|Gregory Heaton (Haton)
Q111989282,Wolf von Rantzau in Wittenberg,en,Wolf|Volf von Rantzau in Wittenberg,Wolf|Volf von Rantzau in Wittenberg
Q111989314,"Volf Bentsen af Anfeldt (von Ahlefeldt), Lord of Noer",en,"Volf|Wolf Bentsen af Anfeldt (von Ahlefeldt), Lord of Noer",
Q111989342,Wolf I Pogwisch,en,Wolf|Volf I Pogwisch,Wolf|Volf I Pogwisch
Q111989552,NN of Pyöli,en,noble NN of Pyöli|Salmenkylä,noble NN of Pyöli|Salmenkylä
Q111989560,Yrjänä Siffredinpoika,en,Yrjänä|Jyrki Siffredinpoika,Yrjänä|Jyrki Siffredinpoika
Q112379933,"Otes Nicholls, of the Isle of Guernsey",en,"Otes|Oates Nicholls, of the Isle of Guernsey","Otes|Oates Nicholls, of the Isle of Guernsey"
Q112379946,Robert Cavell,en,Robert|Henry Cavell,Robert|Henry Cavell
Q112382774,Elizabeth Babthorpe,en,Elizabeth|Margaret Babthorpe,Elizabeth|Margaret Babthorpe
Q112382797,Elizabeth Rydness (de Redenis),en,Elizabeth|Margaret Rydness (de Redenis),Elizabeth|Margaret Rydness (de Redenis)
Q112382824,John Acclam,en,John|Ralph Acclam,John|Ralph Acclam
Q112383256,Elizabeth Etton,en,Elizabeth|Margaret Etton,Elizabeth|Margaret Etton
Q112383258,Ellen Roucliffe,en,Ellen Roucliffe (Rowcliffe|Radcliffe),Ellen Roucliffe (Rowcliffe|Radcliffe)
Q112482869,Elizabeth Harries Harriss,en,Elizabeth Harries | Harriss,Elizabeth Harries | Harriss
Q112484733,Elsbeth ferch Thomas ap Richard,en,Elsbeth|Ffelis ferch Thomas ap Richard,Elsbeth|Ffelis ferch Thomas ap Richard
Q112484749,"Simkin Hervey, of Herefordshire",en,"Simkin|Symkin Hervey, of Herefordshire","Simkin|Symkin Hervey, of Herefordshire"
Q112528801,Margred Salusbury,en,Margred|Marsli Salusbury,Margred|Marsli Salusbury
Q112530707,"Elizabeth Stanley, of Ewloe",en,"Elizabeth|Catherine Stanley, of Ewloe","Elizabeth|Catherine Stanley, of Ewloe"
Q112533627,Mawd Wen ferch Dafydd Llwyd ab Ieuan ap Gruffudd of Broniarth,en,Mawd Wen|Margred ferch Dafydd Llwyd ab Ieuan ap Gruffudd of Broniarth,Mawd Wen|Margred ferch Dafydd Llwyd ab Ieuan ap Gruffudd of Broniarth
Q112533684,Elis ferch John Grey,en,Elis ferch John|Robert Grey,Elis ferch John|Robert Grey
Q112533686,John Grey,en,John|Robert Grey,John|Robert Grey
Q112573821,Gilles Mauduit,en,Gilles|Gille|Egidia Mauduit,Gilles|Gille|Egidia Mauduit
Q112606995,Maria Golescu,en,(Maria|Antiza) Golescu,(Maria|Antiza) Golescu
Q112610807,Hari ap Thomas ap Philip of Cwmtudu,en,Hari|Harry ap Thomas ap Philip of Cwmtudu,Hari|Harry ap Thomas ap Philip of Cwmtudu
Q112610890,Margred ferch Jenkin ab Owain ab Einion,en,Margred|Mawd ferch Jenkin ab Owain ab Einion,Margred|Mawd ferch Jenkin ab Owain ab Einion
Q112611044,"Sir John Fitzgerald, of Cloncurry, Co. Kildare",en,"Sir John|Shane Fitzgerald, of Cloncurry, Co. Kildare","Sir John|Shane Fitzgerald, of Cloncurry, Co. Kildare"
Q112643764,Florence Clun,en,Florence Clun (Colunwy|Colynwy),Florence Clun (Colunwy|Colynwy)
Q112643765,Hywel Clun ap Meurig ap Maredudd ap Madog of Clun,en,Hywel Clun|Colunwy ap Meurig ap Maredudd ap Madog of Clun,Hywel Clun|Colunwy ap Meurig ap Maredudd ap Madog of Clun
Q112644947,Aert van Erp,en,Aert|Aernout van Erp,Aert|Aernout van Erp
Q112943053,"William Barrett, of Stanford Dingley",en,"William|John Barrett, of Stanford Dingley","William|John Barrett, of Stanford Dingley"
Q112961995,Honor O'Brien,en,Honor|Honora O'Brien,Honor|Honora O'Brien
Q112962027,"Julia O'Mulryan (or O'Ryan), of Sulloghode",en,"Julia|Sile O'Mulryan (or O'Ryan), of Sulloghode",
Q112962352,Orlath MacCarthy,en,Orlath|Aurnia MacCarthy,Orlath|Aurnia MacCarthy
Q112962354,Edaoin,en,Edaoin|Edina,Edaoin|Edina
Q112962357,"Feidlim O'Connor, Prince of Corcumruadh",en,"Feidlim|Felim(?) O'Connor, Prince of Corcumruadh","Feidlim|Felim(?) O'Connor, Prince of Corcumruadh"
Q112962362,Saiv (MacCarthy),en,Saiv|Sadhbh (MacCarthy),
Q112964249,Marcia Nesbitt,en,Marcia|Maria Nesbitt,Marcia|Maria Nesbitt
Q112968159,Teppana of Husu,en,(Teppana|Tahvana) of [Husu],(Teppana|Tahvana) of [Husu]
Q112968447,Birgitte of Lehtse,en,Birgitte|Barbara of Lehtse,Birgitte|Barbara of Lehtse
Q112968501,Aleit Brakel,en,noble Aleit|Hel Brakel,noble Aleit|Hel Brakel
Q112968808,"Lasse Matinpoika of Teitomi, Lord of Kuuskoski",en,"Lasse|Lauri Matinpoika of Teitomi, Lord of Kuuskoski","Lasse|Lauri Matinpoika of Teitomi, Lord of Kuuskoski"
Q112968832,"Sir Alexandair Moray (a Moireabh), Laird of Abercairny",en,"Sir Alexandair|Alexander Moray (a Moireabh), Laird of Abercairny","Sir Alexandair|Alexander Moray (a Moireabh), Laird of Abercairny"
Q112969030,Ada,en,Ada|Ela,Ada|Ela
Q112970968,"Metta Rekontytär of Kyynämäki, lady of Lemu manor",en,"Metta|Martta Rekontytär of Kyynämäki, lady of Lemu manor","Metta|Martta Rekontytär of Kyynämäki, lady of Lemu manor"
Q112973544,Kone of Hastevere,en,Kone (|Kunigunda) of (Hastevere),Kone (|Kunigunda) of (Hastevere)
Q112974561,Borante Paykull,en,Borante|Brant Paykull,Borante|Brant Paykull
Q113040349,Asser,en,Asser|Asscher,Asser|Asscher
Q113295283,Magdalena van Sloten,en,Magdalena|Jacomina van Sloten,Magdalena|Jacomina van Sloten
Q113296293,Maria van Loon,en,Maria|Agatha van Loon,Maria|Agatha van Loon
Q113503660,Bertold Kempe,en,Bertold|Frantz Kempe,Bertold|Frantz Kempe
Q113503862,Adelheit von Bardewick,en,Adelheit|Alheit von Bardewick,Adelheit|Alheit von Bardewick
Q113503954,Taleke Thürkow,en,Taleke|Thalia Thürkow,Taleke|Thalia Thürkow
Q113883089,Gabriel Pallestreli,en,Gabriel Pallestreli|Pallastrelli,Gabriel Pallestreli|Pallastrelli
Q113883090,Bertolina Banfortes,en,Bertolina Banfortes|Bracciforte,Bertolina Banfortes|Bracciforte
Q113933173,"Elizabeth Strangways, of Skelton",en,"Elizabeth Strangways, of Skelton|Ketton","Elizabeth Strangways, of Skelton|Ketton"
Q113933199,Matilda,en,Matilda|Maud,Matilda|Maud
Q113958021,"John Chelmington, of Chelmington",en,"John|Thomas Chelmington, of Chelmington","John|Thomas Chelmington, of Chelmington"
Q115538516,Alice Fiscare,en,Alice|Agnes Fiscare,Alice|Agnes Fiscare
Q115627005,Sidney Horace Truss,en,Sidney|Sydney Horace Truss,Sidney|Sydney Horace Truss
Q115633768,Marie Madeleine de Jauche de Mastaing,en,Marie Madeleine|Michelle de Jauche de Mastaing,Marie Madeleine|Michelle de Jauche de Mastaing
Q115634021,"Jeanne de Haveskerke, Dame de Fléchin",en,"Jeanne|Elisabeth de Haveskerke, Dame de Fléchin",
Q115634088,Alix de Hainault,en,Alix|Aleidis de Hainault,Alix|Aleidis de Hainault
Q115634423,"Jeanne Catelaine, Chastellain dit de Bosquuiel, Dame de Quiercy-la-Motte",en,"Jeanne|Colette Catelaine, Chastellain dit de Bosquuiel, Dame de Quiercy-la-Motte","Jeanne|Colette Catelaine, Chastellain dit de Bosquuiel, Dame de Quiercy-la-Motte"
Q115714585,Elizabeth Eton,en,Elizabeth Eton (Heton|Eaton),Elizabeth Eton (Heton|Eaton)
Q115714652,Anne,en,Anne|Amicia,Anne|Amicia
Q115714685,Mary Clare,en,Mary|Sarah Clare,Mary|Sarah Clare
Q115714699,Sir Thomas Gerbridge,en,Sir Thomas|John Gerbridge,Sir Thomas|John Gerbridge
Q115714719,Walter Paston,en,Walter|Richard Paston,Walter|Richard Paston
Q115714721,Robert Paston,en,Robert|Rafe Paston,Robert|Rafe Paston
Q115714722,Wolstanus Paston,en,Wolstanus|William Paston,Wolstanus|William Paston
Q115714723,"Wolstane Paston, of Paston, Norfolk",en,"Wolstane|William Paston, of Paston, Norfolk","Wolstane|William Paston, of Paston, Norfolk"
Q115870545,Klas Hansson Prytz,en,Klas|Niklas Hansson Prytz,Klas|Niklas Hansson Prytz
Q115871027,Berent Steen von Steenhuse,en,Berent|Päärni Steen von Steenhuse,
Q115958776,Anne Sapcotts,en,Anne|Amy Sapcotts,Anne|Amy Sapcotts
Q116004200,"Aimée de Corgenon, dame de Meillonas-en-Bresse",en,"Aimée|Agnès de Corgenon, dame de Meillonas-en-Bresse","Aimée|Agnès de Corgenon, dame de Meillonas-en-Bresse"
Q116004711,Ida Gräfin von Toggenburg,en,"Ida|Ita, Gräfin von Toggenburg","Ida|Ita, Gräfin von Toggenburg"
Q116004877,Mena Gräfin von Leiningen,en,"Mena|Imagina, Gräfin von Leiningen","Mena|Imagina, Gräfin von Leiningen"
Q116005200,Brita,en,Brita|Bretonne,Brita|Bretonne
Q116005322,Servus Dei Bozhji izh Nevna,en,Servus Dei|Sluga Bozhji izh Nevna,Servus Dei|Sluga Bozhji izh Nevna
Q116005399,"Elisabeth d'Arquennes, Dame d'Arquennes et du Petit-Roeulx",en,"Elisabeth|Isabelle d'Arquennes, Dame d'Arquennes et du Petit-Roeulx","Elisabeth|Isabelle d'Arquennes, Dame d'Arquennes et du Petit-Roeulx"
Q116005562,Agnes du Plessis,en,Agnes|Jeanne du Plessis,Agnes|Jeanne du Plessis
Q116005597,"Isabella von Rappoltstein, Dame de Port-sur-Saone et de Vignory",en,"Isabella|Elisabeth von Rappoltstein, Dame de Port-sur-Saone et de Vignory","Isabella|Elisabeth von Rappoltstein, Dame de Port-sur-Saone et de Vignory"
Q116005726,Mahaut de Sampy,en,Mahaut|Michaulde de Sampy,Mahaut|Michaulde de Sampy
Q116006099,"Peter Odart, Seigneur de Verrières",en,"Peter|Pierre Odart, Seigneur de Verrières",
Q116006478,Cuno von Laiming,en,Cuno|Kuno von Laiming,Cuno|Kuno von Laiming
Q116006508,Anna von Wunstorf,en,Anna|Agnes von Wunstorf,
Q116006755,Gottfried von Staufen,en,Gottfried|Gotzmann von Staufen,
Q116006759,Elisabeth Münch von Landskron,en,Elisabeth|Elsine Münch von Landskron,Elisabeth|Elsine Münch von Landskron
Q116006773,Benedikta von Rötteln,en,Benedikta|Agnes von Rötteln,Benedikta|Agnes von Rötteln
Q116007409,Orsina d'Este,en,Orsina|Ursula d'Este,Orsina|Ursula d'Este
Q116007417,György Graf Frangepan de Cetinje,en,"György|Georg, Graf Frangepan de Cetinje",
Q116007669,Clara von Stadion,en,Clara|Walpurga von Stadion,Clara|Walpurga von Stadion
Q116007677,Conrad von Rietheim (Riedheim),en,Conrad|Konrad von Rietheim (Riedheim),Conrad|Konrad von Rietheim (Riedheim)
Q116007690,Stephen 'der Aeltere' Volkra von Dornach und Greillenstein,en,Stephen|Stephan 'der Aeltere' Volkra von Dornach und Greillenstein,Stephen|Stephan 'der Aeltere' Volkra von Dornach und Greillenstein
Q116025838,Katherine Bullock,en,Katherine|Catherine|Dorothy Bullock,Katherine|Catherine|Dorothy Bullock
Q116026132,Amy Tresithney,en,Amy|Agnes Tresithney,Amy|Agnes Tresithney
Q116026137,Anne Tregonnan (Tregennow),en,Anne|Jane|Joan Tregonnan (Tregennow),Anne|Jane|Joan Tregonnan (Tregennow)
Q116026425,"John Berry, of Berryarbor",en,"John|Jenkin Berry, of Berryarbor","John|Jenkin Berry, of Berryarbor"
Q116026434,Joan,en,Joan|Jane,Joan|Jane
Q116026441,Simon Briscs,en,Simon Briscs (Britt|Brises),Simon Briscs (Britt|Brises)
Q116026514,"Petrenelle Cheney, of Warbleton",en,"Petrenelle|Parnell Cheney, of Warbleton","Petrenelle|Parnell Cheney, of Warbleton"
Q116026701,Felicia Milward,en,Felicia|Phillis Milward,Felicia|Phillis Milward
Q116026714,Ellen Clayton,en,Ellen|Eleanor Clayton,Ellen|Eleanor Clayton
Q116026761,Ann Kniveton,en,Ann|Alice Kniveton,Ann|Alice Kniveton
Q116026762,Felicia Savage,en,Felicia|Alicia Savage,Felicia|Alicia Savage
Q116026945,"Sir John Creedy, of Creedy, Devon",en,"Sir John|William Creedy, of Creedy, Devon","Sir John|William Creedy, of Creedy, Devon"
Q116027272,"Margery Games, of Aberbrân",en,"Margery|Margaret Games, of Aberbrân","Margery|Margaret Games, of Aberbrân"
Q116028868,"Sir Robert Mauteby, of Mauteby",en,"Sir Robert|John Mauteby, of Mauteby","Sir Robert|John Mauteby, of Mauteby"
Q116028966,Anne Cranmer,en,Anne|Agnes Cranmer,Anne|Agnes Cranmer
Q116029103,Robert Arthington,en,Robert|John Arthington,Robert|John Arthington
Q116029105,Jane Herwich,en,Jane Herwich (Hewick|Hewyke|Hersick),Jane Herwich (Hewick|Hewyke|Hersick)
Q116029106,Roger Herwich,en,Sir Roger Herwich (Herwick|Hersick),Sir Roger Herwich (Herwick|Hersick)
Q116029114,"Sir Edmund Neville, of Liversedge",en,"Sir Edmund|Edward Neville, of Liversedge","Sir Edmund|Edward Neville, of Liversedge"
Q116029122,Ellen Molyneux,en,Ellen|Anne Molyneux,Ellen|Anne Molyneux
Q116029157,"Sir Edward Molyneux, of Hawton & Teversall",en,"Sir Edward|Edmund Molyneux, of Hawton & Teversall","Sir Edward|Edmund Molyneux, of Hawton & Teversall"
Q116029866,Mena von Bickenbach,en,Mena|Imagina von Bickenbach,Mena|Imagina von Bickenbach
Q116031035,"Jeanne de Pesmes, Dame de Pesmes",en,"Jeanne|Jeannette de Pesmes, Dame de Pesmes",
Q116031091,Elisabeth,en,Elisabeth|Ermengarde,Elisabeth|Ermengarde
Q116031268,Mairead de Moireabh,en,Mairead|Margaret de Moireabh (Mureff|Moray),Mairead|Margaret de Moireabh (Mureff|Moray)
Q116031316,Roger de Barclay,en,Roger de Barclay|Berkeley,Roger de Barclay|Berkeley
Q116032803,Georg von Ketteler,en,Georg|Jürgen von Ketteler,Georg|Jürgen von Ketteler
Q116033442,Richard Gordon,en,Richard|Richer Gordon,Richard|Richer Gordon
Q116039897,Irmgard von Fleisch von Cleeberg,en,Irmgard|Isengard von Fleisch von Cleeberg,Irmgard|Isengard von Fleisch von Cleeberg
Q116040991,Ricold de Borchgrave,en,Ricold|Rijcout de Borchgrave,Ricold|Rijcout de Borchgrave
Q116041838,"Walter de Mortagne, Castellan of Tournai, Sire de Mortagne",en,"Walter|Gauthier de Mortagne, Castellan of Tournai, Sire de Mortagne","Walter|Gauthier de Mortagne, Castellan of Tournai, Sire de Mortagne"
Q116046454,Hans van der Merct,en,Hans|Jan van der Merct,Hans|Jan van der Merct
Q116046898,Maria Helena Lievensdr. de Huybert van Zuidlant,en,Maria|Mayken Helena Lievensdr. de Huybert van Zuidlant,Maria|Mayken Helena Lievensdr. de Huybert van Zuidlant
Q116046900,Aefgen van Zwaanswijck,en,Aefgen|Eva van Zwaanswijck,Aefgen|Eva van Zwaanswijck
Q116052765,Ffrwdwr ap Gwrfawr ap Gadeon ab Eudaf Hên,en,Ffrwdwr ap Gwrfawr|Morfawr ap Gadeon ab Eudaf Hên,
Q116052955,Bleiddig,en,Bleiddig|Bledri,Bleiddig|Bledri
Q116052980,Tegwas ap Gwyn ab Aelan ab Alser of Abergwaun,en,Tegwas ap Gwyn ab Aelan|Aelaw ab Alser of Abergwaun,Tegwas ap Gwyn ab Aelan|Aelaw ab Alser of Abergwaun
Q116052981,Gwyn ab Aelan ab Alser ap Tudwal Gloff,en,Gwyn ab Aelan|Aelaw ab Alser ap Tudwal Gloff,Gwyn ab Aelan|Aelaw ab Alser ap Tudwal Gloff
Q116053135,Thomas Groves,en,Thomas|John Groves,Thomas|John Groves
Q116053146,Sybilla,en,Sybilla|Sibella,Sybilla|Sibella
Q116053651,Maria de Valcarcel,en,Maria|Costanza de Valcarcel,Maria|Costanza de Valcarcel
Q116053988,Zeno Mulert,en,Zeno|Zeyno|Seyno Mulert,Zeno|Zeyno|Seyno Mulert
Q116054221,"Anne Lawe, of Wigston Magna",en,"Anne|Agnes Lawe, of Wigston Magna","Anne|Agnes Lawe, of Wigston Magna"
Q116054225,Mabel Croftes,en,Mabel|Isabel Croftes,Mabel|Isabel Croftes
Q116054227,Elizabeth Villiers,en,Elizabeth|Joanna Villiers,Elizabeth|Joanna Villiers
Q116054325,Anne Cumberworth,en,Anne|Joan Cumberworth,Anne|Joan Cumberworth
Q116054327,Margery Braytofte,en,Margery|Margaret Braytofte,Margery|Margaret Braytofte
Q116054366,Agnes Clopton,en,Agnes|Alice|Anne Clopton,Agnes|Alice|Anne Clopton
Q116054427,"Jonet Bulkeley, of Eaton",en,"Jonet|Janet Bulkeley, of Eaton","Jonet|Janet Bulkeley, of Eaton"
Q116054593,Sir Piers de Dutton aka Warburton,en,Sir Piers|Peter de Dutton aka Warburton,Sir Piers|Peter de Dutton aka Warburton
Q116054623,Margaret Bruyn,en,Margaret|Margery Bruyn,Margaret|Margery Bruyn
Q116054654,Elsbeth ferch John Llwyd ab Ieuan ap Maredudd of Gwern-y-go,en,Elsbeth|Elizabeth ferch John Llwyd ab Ieuan ap Maredudd of Gwern-y-go,Elsbeth|Elizabeth ferch John Llwyd ab Ieuan ap Maredudd of Gwern-y-go
Q116054661,Elen ferch Dafydd Llwyd ap Dafydd ab Einion ap Hywel,en,Elen|Elsbeth ferch Dafydd Llwyd ap Dafydd ab Einion ap Hywel,Elen|Elsbeth ferch Dafydd Llwyd ap Dafydd ab Einion ap Hywel
Q116054664,Mallt ferch Jenkin ab Iorwerth ab Einion of Ynys-y-Maen-Gwyn,en,Mallt|Mawd ferch Jenkin ab Iorwerth ab Einion of Ynys-y-Maen-Gwyn,Mallt|Mawd ferch Jenkin ab Iorwerth ab Einion of Ynys-y-Maen-Gwyn
Q116054722,John Scriven,en,John|Reginald Scriven,John|Reginald Scriven
Q116054725,Marion Anne Salter,en,Marion|Mary Anne Salter,Marion|Mary Anne Salter
Q116054760,Alswn ferch Maredudd ap Hywel ab Adda ap Madog,en,Alswn|Alice ferch Maredudd ap Hywel ab Adda ap Madog,Alswn|Alice ferch Maredudd ap Hywel ab Adda ap Madog
Q116054807,Peter ap Roger Corbet,en,Peter|Perkin ap Roger Corbet,Peter|Perkin ap Roger Corbet
Q116054826,Lleici ferch Gruffudd ap Beli,en,Lleici|Lleucu ferch Gruffudd ap Beli,Lleici|Lleucu ferch Gruffudd ap Beli
Q116054975,Madog ap Thomas ap Rhodri ab Owain Gwynedd,en,Madog|Cadwgan ap Thomas ap Rhodri ab Owain Gwynedd,Madog|Cadwgan ap Thomas ap Rhodri ab Owain Gwynedd
Q116055450,Ednowain ap Trahaearn ap Caradog,en,Ednowain|Owain ap Trahaearn ap Caradog,
Q116057660,"Diebold von Erlach, Herr zu Blimplitz",en,"Diebold|Theobald von Erlach, Herr zu Blimplitz",
Q116057672,"Johann von Erlach, Herr von Bümplitz",en,"Johann|Hans von Erlach, Herr von Bümplitz",
Q116057687,Adeheid Haller von Gurtlarin (Courtelary),en,Adeheid|Isabelle Haller von Gurtlarin (Courtelary),Adeheid|Isabelle Haller von Gurtlarin (Courtelary)
Q116057709,Johanna Franziska von Raron,en,Johanna Franziska|Francisquina von Raron,Johanna Franziska|Francisquina von Raron
Q116057724,"Heinrich von Bubenberg, herr zu Spiez",en,"Heinrich|Heinzmann von Bubenberg, herr zu Spiez","Heinrich|Heinzmann von Bubenberg, herr zu Spiez"
Q116057745,Nicolas sire de La Sarraz,en,"Nicolas|Nicod, sire de La Sarraz","Nicolas|Nicod, sire de La Sarraz"
Q116058213,"Bernard Samways, of Toller Tratrum",en,"Bernard|Barnard Samways, of Toller Tratrum","Bernard|Barnard Samways, of Toller Tratrum"
Q116058427,Drugo Brudenell,en,Drugo|Drew Brudenell,Drugo|Drew Brudenell
Q116058432,"Anne Bourman (or Boorman), of Brooke",en,"Anne|Agnes Bourman (or Boorman), of Brooke","Anne|Agnes Bourman (or Boorman), of Brooke"
Q116058469,"Robert Kempe, of Weston",en,"Robert|Roger Kempe, of Weston","Robert|Roger Kempe, of Weston"
Q116058779,Margaret Stonor,en,Margaret|Maud Stonor,Margaret|Maud Stonor
Q116058782,Anne Lovell,en,Anne|Catherine? Lovell,Anne|Catherine? Lovell
Q116073165,Ellen FitzGerald,en,Ellen|Hélène FitzGerald,Ellen|Hélène FitzGerald
Q116073167,Ellen MacSeehy,en,Ellen|Hélène MacSeehy,Ellen|Hélène MacSeehy
Q116073187,Edmond MacSeehy,en,Edmond|Emmanuel MacSeehy,Edmond|Emmanuel MacSeehy
Q116073293,Jean MacNamara,en,Jean|Joan MacNamara,Jean|Joan MacNamara
Q116084800,"John Dunstanville, of Ecland, Wilts, alias Castlecombe",en,"John|Januarius|Janvier Dunstanville, of Ecland, Wilts, alias Castlecombe","John|Januarius|Janvier Dunstanville, of Ecland, Wilts, alias Castlecombe"
Q116084819,"Robert Drayton, of London",en,"Robert|James Drayton, of London","Robert|James Drayton, of London"
Q116085217,Sophie von Trümbach zu Wehrda,en,Sophie|Anna von Trümbach zu Wehrda,Sophie|Anna von Trümbach zu Wehrda
Q116085324,"Benedict von Ahlefeldt, in Lehmkulen",en,"Benedict|Benedikt von Ahlefeldt, in Lehmkulen","Benedict|Benedikt von Ahlefeldt, in Lehmkulen"
Q116085580,Anna von Fleckenstein,en,Anna|Elsa von Fleckenstein,Anna|Elsa von Fleckenstein
Q116085870,Elsa von Büdesheim,en,Elsa|Esel von Büdesheim,Elsa|Esel von Büdesheim
Q116085934,Johan von Ahlefeldt af Lehmkulen og Wittmold,en,Johan|Johann von Ahlefeldt af Lehmkulen og Wittmold,
Q116086202,Döll Wais von Fauerbach,en,Döll|Tolde Wais von Fauerbach,Döll|Tolde Wais von Fauerbach
Q116087330,"Johann von Helmstorff, Her auf Eppishausen",en,"Johann|Jakob von Helmstorff, Her auf Eppishausen","Johann|Jakob von Helmstorff, Her auf Eppishausen"
Q116087518,"Jakob Mayor de Lutry, seigneur de Maisery",en,"Jakob|Jacques Mayor de Lutry, seigneur de Maisery","Jakob|Jacques Mayor de Lutry, seigneur de Maisery"
Q116087615,Brigitte von Schlierbach,en,Brigitte|Brida von Schlierbach,Brigitte|Brida von Schlierbach
Q116088573,Joan Strother,en,Joan|Mary Strother,Joan|Mary Strother
