token,ancestors,descendants,ancestor_ids,example_descendant_ids
olsson,6,22,6000000005606886622 6000000007320795735 6000000011546841461 6000000177921535852 6000000182737012832 6000000219932169493,6000000002893653908 6000000003861090477 6000000003979757176 6000000006979100293 6000000010840099740 6000000020196468702 6000000024169245499 6000000024169319048 6000000031447027430 6000000031447972954 6000000035077095230 6000000043315001656 6000000045691581901 6000000045906947008 6000000132879602920 6000000165169279035 6000000165544879828 6000000186007436049 6000000205064247930 6000000205065914833
petersen,1,132,6000000013361536579,368708560020002594 3955527153160043896 4522647095330049118 4755654468250030085 4825711956790042997 4825716413430071086 4825722508190082550 4825724507750029119 4825726336380071157 4825728506840070910 4825754773580052855 4825760956860062307 4825770404900070744 4825781096430062094 4825790248430043038 4825793271070062348 4825804034540062360 4825806261790071032 4825813542550082977 4825826628790082780
saavedra,2,66,6000000004343746948 6000000004996304370,4274970523580056856 4326387056730023015 5422401163240121756 5422430427230118784 5422436909200068483 6000000000213371652 6000000000874124991 6000000000874404584 6000000000874414428 6000000000874435031 6000000000874437166 6000000000874458237 6000000000874485309 6000000000874502098 6000000000874584084 6000000000876326519 6000000000892200162 6000000000892257175 6000000000892263636 6000000001837676245
heiberg,7,19,6000000000756952602 6000000002078126382 6000000002588347233 6000000005437703254 6000000007635630874 6000000012837227433 6000000227297027825,6000000007279928323 6000000008152751268 6000000008152774303 6000000008532613805 6000000009571978108 6000000009572349225 6000000010866798695 6000000011699848385 6000000011712512190 6000000014074002230 6000000014995872338 6000000019561700312 6000000019561713297 6000000025329012664 6000000025329551224 6000000025329770993 6000000033251099537 6000000064035222903 6000000178097250821
jakub,1,134,6000000171798044111,5104888519870071819 6000000001311209918 6000000002026989919 6000000002460307323 6000000003239281904 6000000003667636380 6000000003946138305 6000000008275406900 6000000008498030438 6000000010409004506 6000000010421861234 6000000011527917800 6000000011548792901 6000000012102926717 6000000013601285636 6000000014016585257 6000000014182442025 6000000014303681455 6000000014663363740 6000000014663832664
manfred,2,67,6000000002188140606 6000000006131047120,333504396880011711 4985910338030110928 6000000002018343879 6000000002141629184 6000000002188466780 6000000002188468501 6000000002188510532 6000000002188598447 6000000002871735219 6000000003094049960 6000000003615788395 6000000006727853160 6000000007510838688 6000000008517569350 6000000010910186242 6000000012723492095 6000000014593000930 6000000015374826111 6000000017523555540 6000000017794928388
svein,15,9,5345873924380123621 6000000001169154793 6000000002550225209 6000000002626239586 6000000004533762626 6000000005573764992 6000000006513568001 6000000006979615129 6000000007254412258 6000000007320714746 6000000008777861915 6000000014563661204 6000000107690662846 6000000181844140911 6000000205644008843,4220380932460039513 6000000005574351021 6000000007304385551 6000000007442457877 6000000009121070185 6000000012975144129 6000000019799743930 6000000028687352723 6000000185925042837
vladimirovna,2,68,3696730 6000000006964027522,4790425110230029634 6000000003185747697 6000000003855900492 6000000004149204971 6000000004666572132 6000000004666757525 6000000004674285716 6000000004674463116 6000000004831871917 6000000004832107356 6000000004832181526 6000000004832579176 6000000004834242619 6000000004834457126 6000000006610921001 6000000006808584866 6000000006870145170 6000000007852499226 6000000007872135924 6000000009080475569
romer,1,137,6000000002893346298,4049848367820028711 4049853420040121535 4102600636870026765 4102619697430077936 4102640646220036735 4102684512390054416 4102684534910032260 4102700894320036880 4102712212160077771 4102857943540043078 4102873736950067027 6000000004703987005 6000000006604008916 6000000006604128588 6000000008259742759 6000000008269095035 6000000008269251531 6000000008276287186 6000000008276544633 6000000008276612748
d'orleans,1,138,6000000009025893077,302120340370001307 304460088870001751 4282999051910058973 5088907621050111084 5232225520280117433 6000000000307282040 6000000000350946093 6000000000628861661 6000000000632013655 6000000000770001342 6000000000770001784 6000000000770002377 6000000000770002685 6000000000770008062 6000000000770008073 6000000000770008106 6000000000770008138 6000000000846837611 6000000000846872251 6000000000905018424
empress,6,23,6000000001744861180 6000000002266231326 6000000003086734979 6000000003601184398 6000000003645870795 6000000008395084275,299075233490003656 361088850870011645 4232282854090034600 5231968728610070481 5660054084540139700 6000000000307239489 6000000000307258836 6000000000703434259 6000000000711736184 6000000000846802127 6000000001545622454 6000000001777160938 6000000002176677291 6000000002188370858 6000000002459854330 6000000003232532897 6000000003492710472 6000000003858771217 6000000007949056229 6000000007951910569
nunez,6,23,6000000001736464155 6000000004015507665 6000000015172687211 6000000016171010706 6000000030548080797 6000000030548353871,6000000003090197962 6000000007202988733 6000000010905531409 6000000010905884208 6000000010926264734 6000000013279002698 6000000015997566864 6000000019035858535 6000000020210095769 6000000020210287033 6000000020957307026 6000000020957528726 6000000020957624306 6000000020957679255 6000000041667251221 6000000041667482853 6000000044161937475 6000000067526252982 6000000067526488968 6000000067526493903
velasco,1,139,6000000204872705823,372113138600012394 5469610067590020837 6000000000049637736 6000000000049837126 6000000000451000836 6000000001091958137 6000000001092101362 6000000001092101386 6000000001147677149 6000000001147745688 6000000001148140358 6000000001148140368 6000000001148140391 6000000001148197652 6000000001148197660 6000000001148197668 6000000001148197676 6000000001199728585 6000000001199728592 6000000001199728599
good,2,70,6000000003645772957 6000000005912110182,298741096650002960 6000000001479508039 6000000001654901588 6000000006281858055 6000000006598624094 6000000009387058556 6000000011360326281 6000000011715436764 6000000011715505623 6000000011715594491 6000000011715667925 6000000011715677888 6000000011715744011 6000000011715794754 6000000011715913328 6000000011715946226 6000000017223863652 6000000025649572856 6000000028794823186 6000000029016369105
valdes,1,140,6000000008615639004,299019143180005484 345452902940011831 4211887896860075035 4274970523580056856 5422401163240121756 5422430427230118784 5422436909200068483 6000000000084598690 6000000000448226392 6000000000460717811 6000000001091908153 6000000001091908162 6000000001091928997 6000000001092119370 6000000001092119378 6000000001092119401 6000000001092119419 6000000001092119803 6000000001092119831 6000000001092119845
persdotter,13,11,6000000005789540697 6000000006964312073 6000000007052456452 6000000007052629091 6000000011078549071 6000000011078954380 6000000011079392562 6000000011416330864 6000000016335350548 6000000037714529710 6000000158324352827 6000000177920129831 6000000177921516828,6000000002864973330 6000000002864973647 6000000002930393876 6000000002930393889 6000000002930393896 6000000002930393902 6000000010002388083 6000000016739944889 6000000078703003871 6000000187564599478 6000000194361240115
gonzalo,3,48,6000000004954958423 6000000013262976621 6000000014013164881,313753943370004895 362058496210011923 4061802588780039618 4246859253830050917 6000000001147661564 6000000001699521631 6000000001753060029 6000000003219231804 6000000006295365538 6000000006770708326 6000000009197057318 6000000009544122509 6000000009544225576 6000000012837138217 6000000013194210960 6000000014092050291 6000000015130086823 6000000017662961194 6000000020545803459 6000000020664039771
jimenez,4,36,6000000003772993409 6000000012463496251 6000000078363074783 6000000136977358888,329810114830005818 6000000007521918979 6000000007522187273 6000000007522187725 6000000009957996600 6000000014315203608 6000000014399032634 6000000014399044423 6000000014399119880 6000000014399226696 6000000014467084934 6000000015926418091 6000000016737463013 6000000016821005843 6000000018963480057 6000000018971346969 6000000023813205970 6000000026159837813 6000000029367691662 6000000034464556844
hungary,7,21,5287530087430075153 6000000001821187530 6000000002187690247 6000000002859243084 6000000003243185408 6000000006253635635 6000000011657190041,364546674660002455 6000000000632010779 6000000000846802127 6000000001378182701 6000000001378210644 6000000001378225463 6000000001398079390 6000000002188307768 6000000002240799135 6000000002240799168 6000000002244407514 6000000002322305180 6000000003232532897 6000000003473569647 6000000003866889992 6000000008583734088 6000000008584105882 6000000009753596091 6000000056483207998 6000000056484157870
navarra,7,21,6000000000128773458 6000000000128853516 6000000000129435686 6000000004119938046 6000000008248174600 6000000013042218251 6000000013503946568,4703759229200089737 6000000000402289708 6000000000640378260 6000000000831203108 6000000001378295126 6000000001378558222 6000000001599919033 6000000003003872009 6000000003827512416 6000000012827924352 6000000016820569966 6000000016830783583 6000000031662412398 6000000044495998480 6000000056823310821 6000000088209296851 6000000185312302912 6000000185314422841 6000000185315053840 6000000185315348821
platen,1,147,6000000015841668500,350489024580001195 4827551924890062417 6000000000655802125 6000000002188444620 6000000002188444626 6000000002188444631 6000000002893495206 6000000003094453910 6000000003094705154 6000000003094755332 6000000003094808297 6000000006127147088 6000000006127147110 6000000006127147129 6000000006127147143 6000000006127147157 6000000006127147164 6000000006127147171 6000000006127147223 6000000006127147240
bavaria,2,74,6000000002188290339 6000000002188290358,362897660870013195 6000000000402282187 6000000000402285839 6000000000628796728 6000000001438869096 6000000001504983596 6000000001517344681 6000000001517463424 6000000002131157252 6000000002188374168 6000000002188374180 6000000002188402903 6000000002188416086 6000000002188450203 6000000002244402387 6000000002459840683 6000000002726573637 6000000002915266336 6000000003219723729 6000000003219759759
lucille,1,148,6000000055888430239,5522912079190132623 6000000000965061547 6000000001147395284 6000000002316227677 6000000002317912832 6000000002675857091 6000000003150049103 6000000003171968011 6000000003433826462 6000000003688408668 6000000003721134222 6000000003955599516 6000000004008803247 6000000004272477916 6000000004346726740 6000000004580697113 6000000004667969140 6000000004989309495 6000000005010207476 6000000005029160591
