qid,our_token,kind,bearers,missing,n_missing,mul,en,ja,zh
Q21508131,Tuke,family,1,mul zh,2,,Tuke,トゥーク,
Q21494284,Strasser,family,1,ja zh,2,Strasser,Strasser,,
Q20707849,Dinsmore,family,1,mul ja zh,3,,Dinsmore,,
Q37541772,Roch,family,1,mul,1,,Roch,ロッホ,罗奇
Q28150967,Münz,family,1,mul ja zh,3,,Münz,,
Q37491270,Hammerman,family,1,ja zh,2,Hammerman,Hammerman,,
Q36910841,Jonason,family,1,ja zh,2,Jonason,Jonason,,
Q27887973,Wennerberg,family,1,mul ja,2,,Wennerberg,,温纳伯格
Q28737220,Sandman,family,1,mul ja zh,3,,Sandman,,
Q16884761,Toledo,family,1,ja,1,Toledo,Toledo,,托莱多
Q27887545,Wik,family,1,mul zh,2,,Wik,ヴィク,
Q21510122,Feiler,family,1,ja zh,2,Feiler,Feiler,,
Q16444609,Astikas,family,1,mul ja zh,3,,Astikas,,
Q55592221,Pallavicini,family,1,mul,1,,Pallavicini,パッラヴィチーニ,帕拉维奇尼
Q27881697,Elg,family,1,mul ja zh,3,,Elg,,
Q21529306,Cradock,family,1,ja zh,2,Cradock,Cradock,,
Q87781954,Bluet,family,1,mul ja zh,3,,Bluet,,
Q37528830,Mexia,family,1,ja zh,2,Mexia,Mexia,,
Q105107557,de Hierges,family,1,ja zh,2,de Hierges,de Hierges,,
Q104539916,de Boves,family,1,ja zh,2,de Boves,de Boves,,
Q1574229,Hanauer,family,1,mul ja,2,,Hanauer,,哈诺尔
Q58915184,Dennys,family,1,mul ja zh,3,,Dennys,,
Q106196593,Bar,family,1,ja zh,2,Bar,Bar,,
Q7383568,Ruuth,family,1,ja zh,2,Ruuth,Ruuth,,
Q27892837,Reiersen,family,1,mul ja zh,3,,Reiersen,,
Q47003595,Arens,family,1,zh,1,Arens,Arens,アレンズ,
Q6813133,Mellish,family,1,ja zh,2,Mellish,Mellish,,
Q23793497,Gille,family,1,zh,1,Gille,Gille,ギレ,
Q16979123,Waldo,family,1,ja zh,2,Waldo,Waldo,,
Q29172645,Schofield,family,1,mul ja zh,3,,Schofield,,
Q21449815,Pynchon,family,1,mul zh,2,,Pynchon,ピンチョン,
Q120716416,Rechlis,family,1,ja zh,2,Rechlis,Rechlis,,
Q27133409,Turpin,family,1,mul ja zh,3,,Turpin,,
Q134838120,anchabadze,family,1,mul ja zh,3,,Anchabadze,,
Q37039620,Gare,family,1,ja zh,2,Gare,Gare,,
Q37198780,Simcock,family,1,ja zh,2,Simcock,Simcock,,
Q37072984,Merrifield,family,1,ja zh,2,Merrifield,Merrifield,,
Q21492769,Buxtorf,family,1,ja zh,2,Buxtorf,Buxtorf,,
Q105975221,Bunzl,family,1,mul ja zh,3,,Bunzl,,
Q83153798,von Kaulbars,family,1,mul ja zh,3,,von Kaulbars,,
Q30225032,Øvergaard,family,1,mul ja zh,3,,Øvergaard,,
Q1511051,Gerdes,family,1,ja,1,Gerdes,Gerdes,,格迪斯
Q30080393,Harstad,family,1,mul ja zh,3,,Harstad,,
Q20872209,Lönn,family,1,ja zh,2,Lönn,Lönn,,
Q4500455,Hou,family,1,mul,1,,Hou,侯,侯
Q21507576,Coren,family,1,ja zh,2,Coren,Coren,,
Q28745236,Oettinger,family,1,mul ja,2,,Oettinger,,Oettinger
Q4153220,Geng,family,1,mul,1,,Geng,耿,耿
Q21452488,Allyn,family,1,zh,1,Allyn,Allyn,アリン,
Q21487935,Reicher,family,1,ja zh,2,Reicher,Reicher,,
Q21492032,Blumlein,family,1,mul ja zh,3,,Blumlein,,
Q130547556,Lévi-Strauss,family,1,mul ja zh,3,,Lévi-Strauss,,
Q106070114,Ucko,family,1,ja zh,2,Ucko,Ucko,,
Q1499076,Leiser,family,1,ja zh,2,Leiser,Leiser,,
Q47533046,Sohier,family,1,mul ja zh,3,,Sohier,,
Q47071057,Sverre,family,1,ja,1,Sverre,Sverre,,斯维尔
Q39298548,Fjellanger,family,1,ja zh,2,Fjellanger,Fjellanger,,
Q21450142,Guðmundsson,family,1,ja zh,2,Guðmundsson,Guðmundsson,,
Q25349890,Nauclér,family,1,ja zh,2,Nauclér,Nauclér,,
Q55988651,Powlett,family,1,mul ja zh,3,,Powlett,,
Q21507079,Börjesson,family,1,zh,1,Börjesson,Börjesson,ベリエソン,
Q30669503,Winn,family,1,mul zh,2,,Winn,ウィン,
Q37160001,Alle,family,1,ja zh,2,Alle,Alle,,
Q37121955,McFadzen,family,1,ja zh,2,McFadzen,McFadzen,,
Q37559633,Creamer,family,1,ja zh,2,Creamer,Creamer,,
Q28833758,Pankhurst,family,1,ja zh,2,Pankhurst,Pankhurst,,
Q105532642,de Breuillet,family,1,ja zh,2,de Breuillet,de Breuillet,,
Q37070542,Reiners,family,1,mul ja,2,,Reiners,,赖纳斯
Q30643298,Messel,family,1,mul ja zh,3,,Messel,,
Q25114821,Hollins,family,1,zh,1,Hollins,Hollins,ホリンズ,
Q37454002,Content,family,1,ja zh,2,Content,Content,,
Q87000888,Beddington,family,1,mul ja zh,3,,Beddington,,
Q36996591,Bermann,family,1,ja,1,Bermann,Bermann,,伯曼
Q108524130,Buondelmonti,family,1,mul ja zh,3,,Buondelmonti,,
Q36926130,Croker,family,1,mul,1,,Croker,クローカー,克罗克
Q105253784,Loebenberg,family,1,ja zh,2,Loebenberg,Loebenberg,,
Q56243719,Pogue,family,1,ja zh,2,Pogue,Pogue,,
Q41566619,Weinstein,family,1,ja,1,Weinstein,Weinstein,,溫斯坦
Q37496098,Prue,family,1,ja zh,2,Prue,Prue,,
Q16884858,Tovar,family,1,mul,1,,Tovar,トーバー,托瓦尔
Q37029145,Amble,family,1,ja zh,2,Amble,Amble,,
Q37543736,Weyler,family,1,mul ja zh,3,,Weyler,,
Q55230726,Vemmestad,family,1,ja,1,Vemmestad,Vemmestad,,韦姆斯塔德
Q31440190,Michalsen,family,1,mul ja zh,3,,Michalsen,,
Q26224001,Orbach,family,1,ja,1,Orbach,Orbach,,奥巴赫
Q65097996,Bergia,family,1,ja zh,2,Bergia,Bergia,,
Q33038454,Plantin,family,1,mul ja,2,,Plantin,,帕蘭坦
Q105991661,Holitscher,family,1,ja zh,2,Holitscher,Holitscher,,
Q33809631,Löwenhielm,family,1,mul ja,2,,Löwenhielm,,勒文耶尔姆
Q37105409,Marci,family,1,ja,1,Marci,Marci,,马奇
Q37128262,Porth,family,1,ja zh,2,Porth,Porth,,
Q21492720,Bassen,family,1,ja zh,2,Bassen,Bassen,,
Q20727197,Utz,family,1,ja zh,2,Utz,Utz,,
Q37003153,Thrall,family,1,ja zh,2,Thrall,Thrall,,
Q37167842,Gentle,family,1,ja,1,Gentle,Gentle,,金特尔
Q37575088,Barden,family,1,mul ja zh,3,,Barden,,
Q30179867,Hellesen,family,1,mul ja zh,3,,Hellesen,,
Q108296731,Woodruffe,family,1,ja zh,2,Woodruffe,Woodruffe,,
Q817244,Bengtson,family,1,ja zh,2,Bengtson,Bengtson,,
Q16870779,Higby,family,1,mul ja zh,3,,Higby,,
Q36881100,Caspari,family,1,mul,1,,Caspari,カスパリ,卡斯帕里
Q37491024,Ledlow,family,1,zh,1,Ledlow,Ledlow,レドロー,
Q21454807,Reichert,family,1,ja,1,Reichert,Reichert,,赖克特
Q30084279,Stene,family,1,mul ja zh,3,,Stene,,
Q40712011,Hatløy,family,1,ja zh,2,Hatløy,Hatløy,,
Q37256325,Timson,family,1,zh,1,Timson,Timson,ティムソン,
Q56539151,Kürschner,family,1,zh,1,Kürschner,Kürschner,キュルシュナー,
Q21449991,Groll,family,1,ja zh,2,Groll,Groll,,
Q47189055,Kvadsheim,family,1,ja zh,2,Kvadsheim,Kvadsheim,,
Q30811350,Sollid,family,1,mul ja zh,3,,Sollid,,
Q55294809,Ryggen,family,1,ja zh,2,Ryggen,Ryggen,,
Q106309761,Boklund,family,1,ja zh,2,Boklund,Boklund,,
Q21489109,Antunes,family,1,ja,1,Antunes,Antunes,,安图尼斯
Q43659289,Nijō,family,1,mul,1,,Nijō,二条,二條
Q36895559,Kirtland,family,1,mul zh,2,,Kirtland,カートランド,
Q37508049,Jenson,family,1,ja,1,Jenson,Jenson,,简森
Q16276909,Holliday,family,1,zh,1,Holliday,Holliday,ホリデイ,
Q16869435,Daw,family,1,ja zh,2,Daw,Daw,,
Q37202518,Tsu,family,1,ja,1,Tsu,Tsu,,苏
Q30876772,Stranger,family,1,mul ja zh,3,,Stranger,,
Q37431800,Schwartzkopf,family,1,ja zh,2,Schwartzkopf,Schwartzkopf,,
Q21450409,Hoen,family,1,ja zh,2,Hoen,Hoen,,
Q1903487,Huet,family,1,ja,1,Huet,Huet,,休伊特
Q40000037,Gjelsten,family,1,ja zh,2,Gjelsten,Gjelsten,,
Q27132204,Lundquist,family,1,mul ja zh,3,,Lundquist,,
Q37480098,Quiney,family,1,ja zh,2,Quiney,Quiney,,
Q7319572,Reynell,family,1,ja zh,2,Reynell,Reynell,,
Q20996280,Gillett,family,1,zh,1,Gillett,Gillett,ジレット,
Q70255436,Byrt,family,1,mul ja zh,3,,Byrt,,
Q105092536,Pauncefort,family,1,ja zh,2,Pauncefort,Pauncefort,,
Q119567573,Kuppenheim,family,1,mul ja zh,3,,Kuppenheim,,
Q55094497,Bugden,family,1,mul ja zh,3,,Bugden,,
Q12333661,Rode,family,1,ja,1,Rode,Rode,,罗德
Q47069944,Røer,family,1,ja zh,2,Røer,Røer,,
Q21492684,Henningsen,family,1,ja,1,Henningsen,Henningsen,,汉宁森
Q48912455,Abo,family,1,zh,1,Abo,Abo,アボ,
Q120598891,von Waldstein,family,1,ja zh,2,von Waldstein,von Waldstein,,
Q27892896,Førland,family,1,mul ja,2,,Førland,,福兰德
Q28035106,Wale,family,1,mul ja zh,3,,Wale,,
Q36912236,Loon,family,1,mul ja zh,3,,Loon,,
Q30230165,Knudssøn,family,1,mul ja zh,3,,Knudssøn,,
Q21506699,Pitts,family,1,mul ja,2,,Pitts,,皮特斯
Q21475385,Swope,family,1,zh,1,Swope,Swope,スウォープ,
Q30131720,staver,family,1,mul ja zh,3,,Staver,,
Q28793222,Neely,family,1,mul zh,2,,Neely,ニーリー,
Q16883238,Short,family,1,mul,1,,Short,ショート,肖特
Q136714240,Pimentel y Zúñiga,family,1,mul ja zh,3,,Pimentel y Zúñiga,,
Q1210302,Dunham,family,1,zh,1,Dunham,Dunham,ダナム,
Q29905114,Flor,family,1,mul ja,2,,Flor,,弗洛尔
Q110068014,Kitashirakawa,family,1,zh,1,北白川,Kitashirakawa,北白川,
Q29533743,Ulm,family,1,mul ja,2,,Ulm,,乌尔姆
Q12031963,Kurz,family,1,zh,1,Kurz,Kurz,クルツ,
Q87182900,Wolfsheimer,family,1,ja zh,2,Wolfsheimer,Wolfsheimer,,
Q65114682,Vergeot,family,1,mul ja zh,3,,Vergeot,,
Q16866598,Paradise,family,1,ja zh,2,Paradise,Paradise,,
Q124291856,Verasis,family,1,mul ja zh,3,,Verasis,,
Q36914371,Stubb,family,1,mul zh,2,,Stubb,ストゥブ,
Q21513253,Lightfoot,family,1,mul zh,2,,Lightfoot,ライトフット,
Q27259183,Trott,family,1,mul zh,2,,Trott,トロット,
Q66741550,Billsten,family,1,mul ja,2,,Billsten,,比尔斯滕
Q21492316,Krogh,family,1,ja zh,2,Krogh,Krogh,,
Q16880103,Pop,family,1,mul,1,,Pop,ポップ,帕普
Q37514184,Kirke,family,1,mul zh,2,,Kirke,キルケ,
Q37533277,Moyle,family,1,ja,1,Moyle,Moyle,,莫伊尔
Q11931328,Lenaeus,family,1,mul ja zh,3,,Lenaeus,,
Q11099608,Shu,family,1,mul ja,2,,Shu,,束
Q37504070,Pedraza,family,1,mul ja,2,,Pedraza,,佩德拉萨
Q28056979,Tuckwell,family,1,mul ja zh,3,,Tuckwell,,
Q37544626,Birchard,family,1,mul ja,2,,Birchard,,伯查德
Q85124913,Piccolomini,family,1,mul zh,2,,Piccolomini,ピッコロミーニ,
Q4166024,Huson,family,1,mul ja zh,3,,Huson,,
Q16882319,Rouse,family,1,ja,1,Rouse,Rouse,,劳斯
Q16877242,Mitton,family,1,ja,1,Mitton,Mitton,,米顿
Q30238430,Stefansson,family,1,ja zh,2,Stefansson,Stefansson,,
Q1070102,Chenoweth,family,1,ja,1,Chenoweth,Chenoweth,,切诺维思
Q4874642,Baynard,family,1,mul zh,2,,Baynard,ベイナード,
Q16882290,Rosenbach,family,1,zh,1,Rosenbach,Rosenbach,ローゼンバッハ,
Q55222369,Klouman,family,1,ja,1,Klouman,Klouman,,克劳曼
Q37520426,Dixey,family,1,mul ja zh,3,,Dixey,,
Q102423056,IKLÉ,family,1,ja zh,2,Iklé,Iklé,,
Q4684446,Adolphson,family,1,ja,1,Adolphson,Adolphson,,阿道弗森
Q27870054,Minogue,family,1,mul,1,,Minogue,ミノーグ,米诺格
Q36866915,Kark,family,1,mul ja zh,3,,Kark,,
Q37111122,Oberndorfer,family,1,ja zh,2,Oberndorfer,Oberndorfer,,
Q24085201,Berriman,family,1,ja zh,2,Berriman,Berriman,,
Q120135174,von Wagner,family,1,ja zh,2,von Wagner,von Wagner,,
Q46046886,Uldal,family,1,ja,1,Uldal,Uldal,,乌达尔
Q37273313,Mundal,family,1,ja zh,2,Mundal,Mundal,,
Q23797824,Gosselin,family,1,ja,1,Gosselin,Gosselin,,戈斯林
Q65272772,Chodkiewicz,family,1,mul ja zh,3,,Chodkiewicz,,
Q21491709,Hartsfield,family,1,ja zh,2,Hartsfield,Hartsfield,,
Q56292117,van Merode,family,1,mul ja zh,3,,van Merode,,
Q56292055,von Merode,family,1,mul ja zh,3,,von Merode,,
Q21482781,Tyldesley,family,1,ja zh,2,Tyldesley,Tyldesley,,
Q13553608,Greenfield,family,1,mul,1,,Greenfield,グリーンフィールド,格林菲尔德
Q21449978,Greenbaum,family,1,mul,1,,Greenbaum,グリーンバウム,格林鲍姆
Q21484757,Koppen,family,1,zh,1,Koppen,Koppen,コッペン,
Q59913669,Wolfenbüttel,family,1,mul ja zh,3,,Wolfenbüttel,,
Q112229257,Korecka,family,1,mul ja zh,3,,Korecka,,
Q27890905,Austad,family,1,mul ja zh,3,,Austad,,
Q37258635,Gowen,family,1,ja,1,Gowen,Gowen,,高万
Q105991755,Lipschütz,family,1,ja zh,2,Lipschütz,Lipschütz,,
Q6802613,McPhie,family,1,ja zh,2,McPhie,McPhie,,
Q37808446,Schönburg,family,1,ja zh,2,Schönburg,Schönburg,,
Q37456455,Hohnstein,family,1,ja zh,2,Hohnstein,Hohnstein,,
Q56887960,García Carrasco,family,1,mul ja zh,3,,García Carrasco,,
Q30669559,Lackey,family,1,mul ja,2,,Lackey,,雷基
Q117162287,Sharpey,family,1,ja zh,2,Sharpey,Sharpey,,
Q37563759,Kilander,family,1,ja zh,2,Kilander,Kilander,,
Q30131843,Anundsen,family,1,mul ja zh,3,,Anundsen,,
Q16870894,Hosier,family,1,ja zh,2,Hosier,Hosier,,
Q27887761,Örn,family,1,mul ja zh,3,,Örn,,
Q28157097,Rosenstiel,family,1,zh,1,Rosenstiel,Rosenstiel,ローゼンシュティール,
Q37540200,Cate,family,1,mul zh,2,,Cate,ケイト,
Q10477569,Dunker,family,1,zh,1,Dunker,Dunker,ドゥンケル,
Q30132494,Ryen,family,1,mul ja zh,3,,Ryen,,
Q37485084,Shales,family,1,ja,1,Shales,Shales,,沙莱斯
Q21484680,Gentile,family,1,ja,1,Gentile,Gentile,,秦梯利
Q60668200,Novais,family,1,zh,1,Novais,Novais,ノヴェ,
Q37495038,Markovic,family,1,ja,1,Markovic,Markovic,,马尔科维奇
Q105071371,Colaço,family,1,mul ja zh,3,,Colaço,,
Q33154690,Seeberg,family,1,mul zh,2,,Seeberg,ゼーベルク,
Q37193502,Shelly,family,1,zh,1,Shelly,Shelly,シェリー,
Q115677430,von Kittlitz,family,1,mul ja zh,3,,von Kittlitz,,
Q105991757,Lublinski,family,1,ja zh,2,Lublinski,Lublinski,,
Q66739864,de Villers,family,1,ja zh,2,de Villers,de Villers,,
Q37558939,Taveira,family,1,ja zh,2,Taveira,Taveira,,
Q21508907,Albrechtsen,family,1,ja,1,Albrechtsen,Albrechtsen,,阿尔布雷克特森
Q105534476,Leuven,family,1,ja zh,2,Leuven,Leuven,,
Q30307759,Galland,family,1,mul ja zh,3,,Galland,,
Q7944494,Vårvik,family,1,ja zh,2,Vårvik,Vårvik,,
Q21508108,Traub,family,1,mul ja,2,,Traub,,特劳布
Q28925531,Hickson,family,1,mul,1,,Hickson,ヒクソン,希克森
Q37117700,Keeler,family,1,ja,1,Keeler,Keeler,,基勒
Q62791339,Dávalos,family,1,ja,1,Dávalos,Dávalos,,达瓦洛斯
Q12794180,Kozar,family,1,mul ja,2,,Kozar,,科扎尔
Q6802557,McNiven,family,1,ja zh,2,McNiven,McNiven,,
Q21502000,Jaworski,family,1,ja,1,Jaworski,Jaworski,,亚沃尔斯基
Q99905756,Alliata,family,1,ja zh,2,Alliata,Alliata,,
Q111660219,Wołłowicz,family,1,mul ja zh,3,,Wołłowicz,,
Q121096008,von Ramel,family,1,mul ja zh,3,,von Ramel,,
Q58188607,Pamphilj,family,1,mul ja zh,3,,Pamphilj,,
Q2839080,Kettler,family,1,zh,1,Kettler,Kettler,ケトラー,
Q56606038,Carrilho,family,1,mul ja zh,3,,Carrilho,,
Q37074596,Lacaille,family,1,ja zh,2,Lacaille,Lacaille,,
Q37509929,Caldera,family,1,mul,1,,Caldera,カルデラ,卡尔德拉
Q27133628,Acquaviva,family,1,mul,1,,Acquaviva,アクアヴィーヴァ,阿夸维瓦
Q104591962,de Reviers,family,1,ja zh,2,de Reviers,de Reviers,,
Q16865686,Colli,family,1,ja zh,2,Colli,Colli,,
Q92100638,Königsegg-Rothenfels,family,1,ja zh,2,Königsegg-Rothenfels,Königsegg-Rothenfels,,
Q106071834,Schönthal,family,1,ja zh,2,Schönthal,Schönthal,,
Q37033952,McElwaine,family,1,ja zh,2,McElwaine,McElwaine,,
Q21446263,Farnese,family,1,zh,1,Farnese,Farnese,ファルネーゼ,
Q36897011,Benas,family,1,mul ja zh,3,,Benas,,
Q37164393,Lifschitz,family,1,ja zh,2,Lifschitz,Lifschitz,,
Q30308665,Pach,family,1,mul ja zh,3,,Pach,,
Q5521887,Garai,family,1,ja,1,Garai,Garai,,加赖
Q21488908,Amelung,family,1,ja,1,Amelung,Amelung,,阿梅隆
Q38898395,Aass,family,1,zh,1,Aass,Aass,アアス,
Q6833447,Burrows,family,1,zh,1,Burrows,Burrows,バロウズ,
Q21491289,Plunkett,family,1,ja zh,2,Plunkett,Plunkett,,
Q16161349,Alard,family,1,ja zh,2,Alard,Alard,,
Q122362775,Fraguier,family,1,mul ja zh,3,,Fraguier,,
Q37555184,Neufville,family,1,ja zh,2,Neufville,Neufville,,
Q106030415,Briçonnet,family,1,ja zh,2,Briçonnet,Briçonnet,,
Q105532628,d'Argenton,family,1,ja zh,2,d'Argenton,d'Argenton,,
Q21507779,Hayman,family,1,zh,1,Hayman,Hayman,ヘイマン,
Q21493582,Barzilai,family,1,mul zh,2,,Barzilai,バルジライ,
Q105771661,de Montmayeur,family,1,ja zh,2,de Montmayeur,de Montmayeur,,
Q23780632,Besse,family,1,ja,1,Besse,Besse,,贝西
Q107977890,Plancy,family,1,ja zh,2,Plancy,Plancy,,
Q56285741,Boggiani,family,1,mul ja zh,3,,Boggiani,,
Q16871874,Lasker,family,1,ja,1,Lasker,Lasker,,拉斯克
Q114610923,Radvanyi,family,1,ja zh,2,Radvanyi,Radvanyi,,
Q81905000,Loginova,family,1,ja zh,2,Логинова,Loginova,,
Q127465707,Cirksena,family,1,ja zh,2,Cirksena,Cirksena,,
Q55989298,Robartes,family,1,mul ja,2,,Robartes,,罗巴特斯
Q122924884,Gripenstedt,family,1,ja zh,2,Gripenstedt,Gripenstedt,,
Q35087045,Rehn,family,1,mul ja zh,3,,Rehn,,
Q21430906,Gillard,family,1,mul zh,2,,Gillard,ギラード,
Q16881784,Radford,family,1,mul,1,,Radford,ラドフォード,拉德福德
Q37495420,Caldeira,family,1,zh,1,Caldeira,Caldeira,カルデリア,
Q37480782,Rumley,family,1,ja,1,Rumley,Rumley,,拉姆利
Q1622710,Hodgson,family,1,zh,1,Hodgson,Hodgson,ホジソン,
Q37453300,Zipser,family,1,ja,1,Zipser,Zipser,,齐普泽/齐普瑟
Q36920444,Dux,family,1,zh,1,Dux,Dux,DUX,
Q24533919,Lagrange,family,1,mul ja,2,,Lagrange,,拉格朗日
Q126932048,Daigo,family,1,mul zh,2,,Daigo,醍醐,
Q6799997,McAuley,family,1,zh,1,McAuley,McAuley,マコーリー,
Q37551652,Pantoja,family,1,mul ja,2,,Pantoja,,潘托哈
Q112428191,Zaborowska,family,1,ja zh,2,Zaborowska,Zaborowska,,
Q65534863,Kuncewicz,family,1,mul ja zh,3,,Kuncewicz,,
Q134469260,Butkens,family,1,ja zh,2,Butkens,Butkens,,
Q37270294,Arons,family,1,ja zh,2,Arons,Arons,,
Q7963849,Walshe,family,1,mul ja zh,3,,Walshe,,
Q123909543,Antonsdotter,family,1,ja zh,2,Antonsdotter,Antonsdotter,,
Q99908624,Erizzo,family,1,ja zh,2,Erizzo,Erizzo,,
Q139530999,Berneis,family,1,ja zh,2,Berneis,Berneis,,
Q104814702,Trousseau,family,1,ja zh,2,Trousseau,Trousseau,,
Q37630949,Charisius,family,1,ja,1,Charisius,Charisius,,查理修斯
Q33093180,Schyberg,family,1,mul ja zh,3,,Schyberg,,
Q37448361,Borsa,family,1,zh,1,Borsa,Borsa,ボルサ,
Q131313740,Rothkirch,family,1,mul ja zh,3,,Rothkirch,,
Q37476692,Drumond,family,1,ja zh,2,Drumond,Drumond,,
Q21507589,Crofts,family,1,ja,1,Crofts,Crofts,,克罗夫茨
Q56244869,Kleiber,family,1,zh,1,Kleiber,Kleiber,クライバー (姓),
Q27132265,Bohlin,family,1,mul ja,2,,Bohlin,,博林
Q95457759,Salomons,family,1,ja,1,Salomons,Salomons,,萨洛蒙斯
Q37040076,Quaile,family,1,ja zh,2,Quaile,Quaile,,
Q105045852,Nordstedt,family,1,ja zh,2,Nordstedt,Nordstedt,,
Q56540348,Proskauer,family,1,ja zh,2,Proskauer,Proskauer,,
Q104540583,de La Bove,family,1,ja zh,2,de La Bove,de La Bove,,
Q89343599,Speijer,family,1,mul ja zh,3,,Speijer,,
Q15985295,Utter,family,1,ja zh,2,Utter,Utter,,
Q114888753,Montenuovo,family,1,ja zh,2,Montenuovo,Montenuovo,,
Q37561131,Drage,family,1,ja zh,2,Drage,Drage,,
Q62118303,Girão,family,1,ja,1,Girão,Girão,,吉朗
Q99231561,Nachmann,family,1,mul ja zh,3,,Nachmann,,
Q97657620,Penteado,family,1,ja zh,2,Penteado,Penteado,,
Q83441148,Stölzle,family,1,ja,1,Stölzle,Stölzle,,施托尔茨勒
Q6061618,Pardo,family,1,ja,1,Pardo,Pardo,,帕尔多
Q37180034,Dubsky,family,1,ja,1,Dubsky,Dubsky,,杜布斯基
Q5607460,Grene,family,1,ja zh,2,Grene,Grene,,
Q125692428,Szamotulski,family,1,ja zh,2,Szamotulski,Szamotulski,,
Q109730904,Słonimski,family,1,ja zh,2,Słonimski,Słonimski,,
Q37022905,Rubel,family,1,ja zh,2,Rubel,Rubel,,
Q36972501,Mercado,family,1,zh,1,Mercado,Mercado,メルカド,
Q140003905,Šubić,family,1,ja zh,2,Šubić,Šubić,,
Q106647009,van Batenburg,family,1,mul ja zh,3,,van Batenburg,,
Q37481546,Horr,family,1,ja zh,2,Horr,Horr,,
Q36860252,Cudmore,family,1,mul zh,2,,Cudmore,クドモア,
Q21509355,Bielski,family,1,ja,1,Bielski,Bielski,,比尔斯基
Q104533691,Erdődy,family,1,ja zh,2,Erdődy,Erdődy,,
Q24469938,Lacey,family,1,mul zh,2,,Lacey,レイシー,
Q37450266,Ellert,family,1,ja,1,Ellert,Ellert,,埃勒特
Q996909,Brühl,family,1,ja,1,Brühl,Brühl,,布尔
Q5604609,Greentree,family,1,ja zh,2,Greentree,Greentree,,
Q37035717,Ausen,family,1,ja zh,2,Ausen,Ausen,,
Q106069778,Hony,family,1,ja,1,Hony,Hony,,霍尼
Q5519732,Gambrell,family,1,zh,1,Gambrell,Gambrell,ギャンブレル,
Q36928230,Tocco,family,1,mul zh,2,,Tocco,トッコ,
Q27892758,Wessel,family,1,mul,1,,Wessel,ヴェッセル,韦塞尔
Q37551304,Getzel,family,1,zh,1,Getzel,Getzel,ゲッツェル,
Q16878036,Newhouse,family,1,mul zh,2,,Newhouse,ニューハウス,
Q26804605,Zasławski,family,1,mul ja zh,3,,Zasławski,,
Q37573074,Mett,family,1,ja zh,2,Mett,Mett,,
Q34190891,Mæhle,family,1,mul ja zh,3,,Mæhle,,
Q108491030,Eliaser,family,1,mul ja zh,3,,Eliaser,,
Q16871352,Ketchum,family,1,zh,1,Ketchum,Ketchum,ケッチャム,
Q21507313,Lafferty,family,1,ja zh,2,Lafferty,Lafferty,,
Q123232120,Embden,family,1,mul ja zh,3,,Embden,,
Q21493379,Bartmann,family,1,ja zh,2,Bartmann,Bartmann,,
Q37555901,Rambo,family,1,zh,1,Rambo,Rambo,ランボー,
Q21502280,Tull,family,1,ja,1,Tull,Tull,,塔尔
Q18674667,Fransman,family,1,ja,1,Fransman,Fransman,,弗兰斯曼
Q37014847,Platz,family,1,ja,1,Platz,Platz,,普拉茨
Q56244530,Ivanišević,family,1,mul ja,2,,Ivanišević,,伊万尼舍维奇
Q21510686,Spohr,family,1,zh,1,Spohr,Spohr,シュポーア,
Q16865275,Caballero,family,1,mul,1,,Caballero,カバジェロ,卡瓦列罗
Q21482818,Bril,family,1,ja zh,2,Bril,Bril,,
Q804455,Bakker,family,1,ja,1,Bakker,Bakker,,巴克
Q5612413,Grylls,family,1,mul ja,2,,Grylls,,格里尔斯
Q106121409,Schirling,family,1,ja zh,2,Schirling,Schirling,,
Q20996104,Dreher,family,1,ja,1,Dreher,Dreher,,德雷尔
Q21492314,Kreuger,family,1,zh,1,Kreuger,Kreuger,キュレーゲル,
Q37031550,Cervera,family,1,ja zh,2,Cervera,Cervera,,
Q30129092,Hundseid,family,1,mul ja zh,3,,Hundseid,,
Q56245108,Korngold,family,1,zh,1,Korngold,Korngold,コルンゴルト,
Q37574345,Lappe,family,1,ja,1,Lappe,Lappe,,拉佩
Q24700631,Cassin,family,1,ja,1,Cassin,Cassin,,Cassin
Q37193730,Schwaab,family,1,ja zh,2,Schwaab,Schwaab,,
Q106070030,Scheye,family,1,ja zh,2,Scheye,Scheye,,
Q21498382,Rau,family,1,mul zh,2,,Rau,ラウ,
Q30669520,Ambler,family,1,ja zh,2,Ambler,Ambler,,
Q22686493,Himmler,family,1,mul,1,,Himmler,ヒムラー,希姆莱
Q37571079,Lycke,family,1,ja zh,2,Lycke,Lycke,,
Q50350414,Skjær,family,1,ja zh,2,Skjær,Skjær,,
Q106334812,Workum,family,1,ja zh,2,Workum,Workum,,
Q105991678,Königsberg,family,1,ja zh,2,Königsberg,Königsberg,,
Q67501893,de Flers,family,1,mul ja zh,3,,de Flers,,
Q65114936,Vuitton,family,1,mul,1,,Vuitton,ヴィトン,威登
Q1979140,Neu,family,1,mul ja,2,,Neu,,诺伊
Q37247569,Pelton,family,1,zh,1,Pelton,Pelton,ペルトン,
Q30669394,Kostrowicki,family,1,ja zh,2,Kostrowicki,Kostrowicki,,
Q16876189,MacGregor,family,1,mul,1,,MacGregor,マグレガー,麦格雷戈
Q27887230,Hahne,family,1,mul ja zh,3,,Hahne,,
Q65103957,Finot,family,1,ja,1,Finot,Finot,,菲诺特
Q21449300,Wortley,family,1,mul ja,2,,Wortley,,沃特利
