han	corpus_count	ko_readings	zh_pinyin	kKorean	kJapaneseOn	kJapaneseKun	definition
墓	3	묘	mù	MYO	BO	HAKA	grave, tomb
椀	3	완	wǎn	WAN	WAN	HACHI	bowl; cup; dish
箭	3	전	jiàn	CEN	SEN	YA	arrow; type of bamboo
鸕	3	로	lú	LO	RO	ATAMA	cormorant
寸	3	촌	cùn	CHON	SUN SON	HAKARU TOKI KI	inch; small, tiny; Kangxi radical 41
姪	3	질	zhí	CIL CEL	TETSU CHITSU	MEI OI	brother's child
伎	3	기	jì	KI	KI GI	WAZA	talent, skill, ability
魂	3	혼	hún	HON	KON GON	TAMASHII	soul, spirit
樫	3	견	jiān	KYEN		KASHI	evergreen oak
橡	3	상	xiàng	SANG	SHOU ZOU	TOCHI KUNUGI	chestnut oak; rubber tree; rubber
簾	3	렴 염	lián	LYEM	REN	SUDARE SU	a blind, screen, curtain
巢	3	소	cháo	SO			nest, living quarter in tree
雕	3	조	diāo	CO	CHOU	WASHI KIZAMU	engrave, inlay, carve; exhaust; (same as 鵰) an eagle, vultur
戚	3	척	qī	CHEK	SEKI SOKU	MIUCHI ITAMU UREERU	relative; be related to; sad
絲	3	사	sī	SA	SHI BEKI	ITO	silk; fine thread; wire; strings
娟	3	연	juān	YEN	KEN EN	ADEYAKA SHINAYAKA KOBIRU	beautiful, graceful
誓	3	서	shì	SE	SEI ZEI	CHIKAU CHIKAI	swear, pledge; oath
唱	3	창	chàng	CHANG	SHOU	TONAERU UTAU UTA	sing, chant, call; ditty, song
敳	3		ái				to govern forcefully
戭	3	연 인	yǎn				spear
瞭	3	료	liào liǎo	LYO	RYOU	AKIRAKA	bright, clear; clear-sighted
摂	3		shè	SEP YEP	SETSU JOU	OSAMERU KANERU TORU	take in, absorb; act as deputy
栽	3	재	zāi	CAY	SAI	UERU	to cultivate, plant; to care for plants
娡	3		zhì				
嫄	3	원	yuán	WEN	GEN GAN		an ancient emperor's mother's name, Qiang Yuan, consort to G
誾	3	은	yín	UN	GIN GON		speak gently; respectful
鯉	3	리	lǐ	LI	RI	KOI	carp
漣	3	련 연	lián	LYEN	RAN REN	SAZANAMI	flowing water; ripples; weeping
迷	3	미	mí	MI	MEI	MAYOU MADOU MAYOI	bewitch, charm, infatuate
瞿	3	구	qú	KWU	KU	MIRU OSORERU	surname
洧	3	유	wěi	YU	I		name of a river in Honan
迎	3	영	yíng	YENG	GEI	MUKAERU	receive, welcome, greet
洄	3	회	huí	HOY	KAI GAI	SAKANOBORU	a back-water; an eddy a whirlpool
靄	3	애	ǎi	AY	AI	MOYA	cloudy sky, haze; calm, peaceful
恰	3	흡	qià	HUP	KOU KATSU	ATAKAMO	just, exactly, precisely; proper
禛	3	진	zhēn		SHIN	UKERU	to receive blessings in a sincere spirit
珦	3	향	xiàng	HYANG	KYOU DOU SHOU		a kind of jade
訏	3	우	xū		KU KO	ITSUWARU	boast, exaggerate; great, broad
竴	3	준	cūn		SHUN	YOROKOBUSAMA	
弌	3		yī		ITSU ICHI	HITOTSU	number one
丈	3	장	zhàng	CANG	JOU CHOU	TAKE DAKE	unit of length equal 3.3 meters; gentleman, man, husband
廸	3		dí		TEKI	MICHI	enlighten, advance; progress
启	3		qǐ	KYEY	KEI	HIRAKU	open; begin, commence; explain
玹	3	현	xuán	HYENG	KEN GEN	ISHI	jadelike precious stone; jade-colored
恤	3	휼	xù	HYUL	JUTSU SHUTSU	UREERU AWAREMU	show pity; relieve, help
盾	3	순	dùn	SWUN TON	JUN TON	TATE	shield, shield-shaped object; currency sign for Dutch guilde
鉞	3	월	yuè	WEL	ETSU	MASAKARI	broad-axe, a battle axe, halberd
渼	3	미	měi	MI	BI MI		ripples
判	3	판	pàn	PHAN	HAN BAN	WAKERU	judge; discriminate; conclude
袖	3	수	xiù	SWU	SHUU	SODE	sleeve; put something in sleeve
粥	3	죽	zhōu	CWUK YUK	SHUKU IKU	KAYU HISAGU	rice gruel, congee
梵	3	범	fàn	PEM	FUU BON		Buddhist, Sanskrit
栢	3	백	bǎi	PAYK	HAKU HYAKU	KASHIWA KAYA	cypress, cedar
絃	3	현	xián	HYEN	GEN	ITO	string on musical instrument
樅	3	종	cōng	CONG	SHOU	MOMI	fir tree
族	3	족	zú	COK CWU	ZOKU SOU	YAKARA	a family clan, ethnic group, tribe
旃	3	전	zhān	CEN	SEN	HATA	silk banner with bent pole
远	3		yuǎn				distant, remote, far; profound
紂	3	주	zhòu	CWU	CHUU	SHIRIGAI	royal name; saddle crupper
椋	3	량 양	liáng	LYANG	RYOU	MUKU KURA	fruit
杖	3	장	zhàng	CANG	JOU	TSUE	cane, walking stick
璣	3	기	jī	KI	KI KE GE GI	TAMA	pearl that is not quite round
矯	3	교	jiǎo	KYO	KYOU	ITSUWARU TAMERU	correct, rectify, straighten out
襃	3		bāo		HOU	HOMERU	commend, honor, cite
諟	3	시 체	shì	SI	SHI JI TEI TAI	TADASU	to examine; to consider; honest
沃	3	옥	wò	OK	YOKU OKU	SOSOGU KOERU	water, irrigate; fertile, rich
把	3	파	bǎ	PHA	HA	TSUKA	hold, take; guard; regard as
机	3	궤	jī	KWEY	KI	TSUKUE	desk; machine; moment
率	3	률 솔 율	lǜ	SOL LYUL	RITSU SOTSU	HIKIIRU OOMUNE WARIAI	to lead; ratio; rate; limit
悲	3	비	bēi	PI	HI	KANASHII KANASHIMU KANASHIMI	sorrow, grief; sorry, sad
此	3	차	cǐ	CHA	SHI	KOKO KORE KONO	this, these; in this case, then
翅	3	시	chì	SI	SHI	TSUBASA TADA	wings; fin
折	3	절	zhé	CEL CEY	SETSU	ORU ORERU KUJIKU	break off, snap; bend
坪	3	평	píng	PHYENG	HEI HYOU	TSUBO	level ground; Japanese measure
即	3	즉	jí	CUK	SOKU SHOKU	TSUKU SUNAWACHI MOSHI	promptly, quickly, immediately
鋹	3	창	chǎng	CHENG	CHOU	SURUDOI	sharp; a keen edge; sharp point
還	3	환	hái	HWAN SEN	KAN SEN GEN	KAERU MATA MEGURU	still, yet, also, besides
站	3	참	zhàn	CHAM	TAN	TATSU TATAZUMU UMATSUGI	stand up; a stand, station
俔	3	현	qiàn	HYEN	KEN	UKAGAU	like
献	3		xiàn	HEN SA	KEN KON	TATEMATSURU	offer, present; show, display
評	3	평	píng	PHYENG	HYOU HEI	HAKARU AGETSURAU	appraise, criticize, evaluate
潞	3	로	lù	LO	RO RU		a county in Yunnan
煖	3	난	nuǎn	NAN	DAN KEN	ATATAMERU	warm, genial
侈	3	치	chǐ	CHI	SHI I	OGORU	luxurious, extravagant
鮒	3	부	fù	PWU	FU BU	FUNA	carp, Carassius auratus
朐	3		qú		KYOU KU	ATATAKAI	warm
扈	3	호	hù	HO	KO	SHITAGAU	escort, retinue; insolent
禽	3	금	qín	KUM	KIN	TORIKO TORI	birds, fowl; surname; capture
脫	3	탈 태	tuō	THAL THAY	DATSU TAI ETSU	NUGU NUKERU NUGERU	take off, peel off, strip
驩	3	환	huān	HWAN	KAN	YOROKOBU	happy, pleased, glad; joy; to enjoy
綵	3	채	cǎi	CHAY	SAI	AYAGINU	varicolored silk; variegated
掄	3	륜	lūn	LYUN	RON RIN	ERABU	swing, brandish, flourish
冉	3	염	rǎn	YEM	NEN ZEN	YOWAI	tender; weak; proceed gradually
畢	3	필	bì	PHIL	HITSU	AMI OWARU KOTOGOTOKU	end, finish, conclude; completed; 19th lunar mansion, determ
竺	3	축	zhú	CHWUK TOK	TOKU CHIKU JIKU	TAKE ATSUI	India; bamboo; surname
湦	3		shēng				
脱	3		tuō	THAL THAY	DATSU TAI ETSU	NUGU NUKERU NUGERU	take off
鈐	3	검	qián	KEM	KEN GEN KAN GON SHIN	SUKI	lock, latch; stamp, seal
區	3	구	qū	KWU WU	KU OU KOU	WAKERU SHIKIRU	area, district, region, ward; surname
愼	3	신 진	shèn	SIN	SHIN	TSUTSUSHIMU	act with care, be cautious
譔	3	선	zhuàn	SEN	SEN ZEN	OSHIERU	to eulogize; to compose, write
墴	3		huáng				
駢	3	변	pián	PYEN PYENG	HEN BEN	NARABU	team of horses; associate, join
洎	3		jì		KI GI	SOSOGU	until; till; soup; to soak
煬	3	양	yáng	YANG	YOU	ABURU	roast; scorch; melt; flame
澗	3	간	jiàn	KAN	KAN KEN	TANI TANIMIZU	brook, mountain stream
蒞	3		lì	LI	RI REI	TSUKU NOZOMU	reach, arrive; manage
贍	3	섬	shàn	SEM	SEN ZEN	SUKUU TARIRU	support, aid; to be sufficient; rich, elegant
笙	3	생	shēng	SAYNG	SOU SHOU	FUE	small gourd-shaped musical instrument
伶	3	령	líng	LYENG	REI RYOU	WAZAOGI	lonely, solitary; actor
籥	3	약	yuè	YAK	YAKU	FUE	key; woodwind instrument
璽	3	새	xǐ	SAY	JI SHI	SHIRUSHI	imperial signet, royal signet
箎	3	호	chí	HO	KO KU CHI JI		ancient woodwind instrument
榜	3	방	bǎng	PANG PYENG	BOU HOU	TATEFUDA KAJI	placard; list of successful exam candidates
酉	3	유	yǒu	YU	YUU	TORI MINORU	a wine vessel; tenth earthly branch; Kangxi radical 164
霈	3	패	pèi	PHAY	HAI		torrential rains, flow of water
淞	3	송	sōng	SONG	SHOU SHU		name of a river in Jiangsu
鑅	3		héng		KOU		
楞	3	릉	léng	LUNG	ROU RYOU	KADO	used for Ceylon in Buddhist texts
籛	3	전	jiǎn	CEN	SEN SAN	TAKE	surname
鑰	3	약	yào	YAK	YAKU	KAGI	key; lock
鑫	3	흠	xīn		KIN KON KUN		used in names
楙	3	무	mào	MWU	BOU MU	UTSUKUSHII TSUTOMERU KAERU	name of plant; lush
舫	3	방	fǎng	PANG	HOU	MOYAIBUNE	fancy boat, yacht
詒	3		yí	I THAY	TAI	AZAMUKU	bequeath, pass on to future generations
鑠	3	삭	shuò	SAK	SHAKU	TOKASU	melt, smelt; shine
进	3		jìn				advance, make progress, enter
领	3		lǐng				neck; collar; lead, guide
愬	3	소	sù	SO SAYK	SO SAKU	UTTAERU	accuse; sue; inform; narrate
翺	3	고	áo	KO	GOU KOU	KAKERU	soar, roam
頗	3	파	pō pǒ	PHA	HA	KATAYORU SUKOBURU	lean one side; very, rather
僚	3	료 요	liáo	LYO	RYOU	TOMO TSUKASA	companion, colleague; officials; bureaucracy; a pretty face
敵	3	적	dí	CEK	TEKI	KATAKI ADA	enemy, foe, rival; resist
盪	3	탕	dàng	THANG	TOU	ARAU UGOKU	to toss about; to swing; to rock
祀	3	사	sì	SA	SHI JI	MATSURU MATSURI TOSHI	to sacrifice, worship
輒	3	첩	zhé	CHEP	CHOU	WAKIGI SUNAWACHI	then; each; rack on chariot for luggage or weapons
革	3	혁	gé	HYEK KUK	KAKU KYOKU	KAWA ARATAMARU ARATAMERU	leather, animal hides; Kangxi radical 177; hexagram ䷰
頑	3	완	wán	WAN	GAN GEN	KATAKUNA	obstinate, stubborn; recalcitrant
厥	3	궐	jué	KWEL KWUL	KETSU KUTSU	SONO SORE	personal pronoun he, she, it
傀	3	괴	kuǐ	KOY	KAI	OOKII	great, gigantic; puppet
婕	3		jié		SHOU	MIMEYOI	handsome
妤	3	여	yú		YO		beautiful, fair, handsome
秘	3	비	mì	PI	HI	HIMERU KAKUSU	secret, mysterious, abstruse
萱	3	훤	xuān	HWEN	KEN	KAYA	day-lily, Hemerocallis flava
際	3	제	jì	CEY	SAI	KIWA MAJIWARU AI	border, boundary, juncture
滉	3	황	huàng	HWANG	KOU	HIROI	deep
纯	3		chún				pure, clean, simple
尔	3	이	ěr	I	JI NI	NANJI SONO SHIKARI	you; that, those; final particle
鄔	3		wū	O	O U YO		various place names; surname; transliteration of Sanskrit 'u
玨	3		jué	KAK KOK			two pieces of jade joined together
撣	3		dǎn		TAN DAN SEN ZEN	MOTSU	to dust; a duster
醯	3	혜	xī	HYEY	KEI KAI	SU	vinegar; pickle; acid
娣	3	제	dì	CEY	TEI DAI	IMOUTO OBA	younger sister, sister-in-law
侗	3	동	dòng	TONG	TOU TSU ZU DOU	OROKA ITAMU KATACHI NAHOI MAKOTO TSUTSUSHIMU	big; ignorant; rude, rustic
勱	3		mài	MAY	BAI ME	TSUTOMERU	put forth effort, strive forward
嶸	3	영	róng	YENG	KOU OU EI YOU	KEWASHII	high, steep; lofty, towering
僊	3	선	xiān	SEN	SEN	YAMABITO SENNIN	Taoist super-being, transcendent, immortal
磻	3	반 번	pán	PAN PEN	HAN BAN HA	ISHI	a tributary of the Wei river in Shanxi
貿	3	무	mào	MWU	BOU MO	KAERU AKINAU	trade, barter; mixed; rashly
泠	3	령	líng	LYENG	REI RYOU REN	SATOSU	nice and cool, mild and comfortable
殆	3	태	dài	THAY	TAI	AYAUI HOTONDO	dangerous, perilous; endanger
錄	3	녹 록	lù	LOK YE	ROKU RYO	SHIRUSU	copy, write down, record
掖	3	액	yē	AYK	EKI	WAKIBASAMU TASUKERU WAKI	support with the arms; stick in, tuck in; fold up
遴	3		lín		RIN	YUONAYAMU	select, choose; surname
咨	3	자	zī	CA	SHI	HAKARU AU	inquire, consult, discuss; plan
穠	3	농	nóng	NONG	JOU NYU	SHIGERU	thick, lush, in clusters
制	3	제	zhì	CEY	SEI	OSAERU	system; establish; overpower
暨	3		jì	KI	KI	OYOBU	and; attain, reach; confines
廩	3	름	lǐn	LUM	RIN	KURA	granary; stockpile, store
垍	3		jì				firm ground
釐	3	리	xī lí	LI HUY	RI KI RAI	OSAMERU	manage, control; thousandth part of tael
卫	3		wèi				guard, protect, defend
紃	3	순	xún	SWUN	SHUN JUN SEN	HIMO	a cord
纓	3	영	yīng	YENG	EI YOU	KAZARIHIMO MUNAGAI MATOU	a chin strap, tassel; to annoy, bother
俁	3	우	yǔ	YU	GU	OOKII	big
馗	3	규	kuí	KYU	KI	HOOBONE MICHI KAKURERU	cheekbone; path, road; intersection
悝	3		kuī		KAI RI	TAWAMURERU	to laugh at to pity; afflicted, sad
頵	3		yūn		IN KIN GIN	OOKII	(Cant.) 大頭頵, a big head
薈	3		huì		KAI WAI	SHIGERU KUSAMURA OOU	luxuriant, flourishing, abundant
姿	3	자	zī	CA	SHI	SUGATA	one's manner, carriage, bearing
爱	3		ài				love, be fond of, like
褕	3	유	yú	YU	YU YOU TOU ZU	HANEKAZARI	shirt
蟾	3	섬	chán	SEM	SEN	HIKIGAERU	toad
瀚	3	한	hàn	HAN	KAN	HIROI	vast, wide, extensive
园	3		yuán	WAN	GAN TAN DAN EN		garden; park, orchard
为	3		wèi				do, handle, govern, act; be
婢	3	비	bì	PI	HI	HASHITAME	servant girl; your servant
环	3		huán				jade ring or bracelet; ring
顺	3		shùn				obey, submit to, go along with
鏻	3	린	lín	LIN	RIN REI RYOU	TSUYOI	phosphonium
戩	3	전	jiǎn	CEN	SEN	HOROBOSU	exterminate, destroy; blessing
濡	3	유	rú	YU	JU NYU	URUOU NURERU URUOSU	immerse, moisten; wet, damp
壹	3	일	yī	IL	ICHI ITSU	HITOTSU	number one
份	3	빈	fèn	PIN	HIN FUN	AKIRAKA URUWASHII	portion, part; duty
賴	3	뢰	lài	LOY	RAI	TANOMU TAYORU TAYORI	rely, depend on; accuse falsely
邹	3		zōu				name of an ancient state; surname
警	3	경	jǐng	KYENG	KEI KYOU	IMASHIMERU IMASHIME	guard, watch; alert, alarm
莞	3	완	guǎn	KWAN WAN	KAN	I MUSHIRO WARAU	smiling; a kind of aquatic herb, clubrush, Scirpus lacustris
潯	3	심	xún	SIM	JIN	FUCHI	steep bank by stream; jiujiang
蕡	3	분	fén	PWUN	FUN BUN HAN BON	SHIGERU	luxurious, abundant; hemp seeds
澡	3	조	zǎo	CO	SOU	ARAU	wash, bathe
占	3	점	zhàn	CEM	SEN	SHIMERU URANAU URANAI	divine; observe; versify
歲	3	세	suì	SEY	SEI SAI	TOSHI YOWAI	year; age; harvest
鎡	3	자	zī	CA	SHI JI	KANAE	hoe; mattock
謂	3	위	wèi	WI	I	IU OMOU II	say, tell; call, name; be called
浹	3	협	jiā	HYEP	SHOU	AMANESHI TOORU URUOU	saturate, drench; damp, wet
种	3		zhǒng	CHWUNG	CHUU	OSANAI	seed; race, breed; to plant
沁	3	심	qìn	SIM	SHIN	SHIMIRU	soak into, seep in, percolate
溉	3		gài	KAY	GAI KAI	SOSOGU	water, irrigate, flood; wash
危	3	위	wēi	WI	KI	AYAUI ABUNAI AYABUMU	dangerous, precarious; high; 12th lunar mansion, determinati
鳯	3		fèng	PONG	HOU FUU	OOTORI HOUOU	male phoenix; symbol of joy
壇	3	단	tán	TAN	DAN TAN	BA TOKORO TAIRA	altar; arena, examination hall
绍	3		shào				continue, carry on; join
頒	3	반	bān	PAN PWUN	HAN FUN	WAKERU SHIKU	confer, bestow; publish, promulgate
敻	3		xiòng		KEI KEN	HARUKA TOOI MOTOMERU	long, faraway; pre-eminent
礎	3	초	chǔ	CHO	SO SHO	ISHIZUE	foundation stone, plinth
头	3		tóu				head; top; chief, first; boss
开	3		kāi				open; initiate, begin, start
会	3	회	huì	HOY KOY	KAI E	AU ATSUMARU	assemble, meet together; meeting
銍	3		zhì		CHITSU CHICHI SHITSU SHICHI	KAMA	a sickle
晫	3	탁	zhuó	THAK	TAKU	AKIRAKA	bright
隽	3		juàn				superior, outstanding, talented
藉	3	자	jí	CA CEK	SHA SEKI JAKU	SHIKU KARI FUMU	mat, pad; rely on; pretext
奏	3	주	zòu	CWU	SOU	KANADERU SUSUMERU	memorialize emperor; report
肹	3		xī		HI KITSU		(Cant.) vulgar, abusive term for female sex organ, cunt
陁	3		tuó		TA DA CHI JI I	NANAME NANAMENOSAMA	a steep bank, a declivity
儆	3	경	jǐng	KYENG	KEI SHOU	IMASHIMERU	warn; warning
昚	3		shèn				to be cautious
屿	3		yǔ				island
轂	3	곡	gǔ	KOK	KOKU	KOSHIKI	hub of wheel
盥	3	관	guàn	KWAN	KAN	SOSOGU TARAI	wash
點	3	점	diǎn	CEM	TEN	BOCHI	dot, speck, spot; point, degree
較	3	교	jiào	KYO KAK	KAKU KOU	KURABERU	compare; comparatively, more
鹤	3		hè				crane; Grus species (various)
耒	3	뢰	lěi	LOY	RAI RUI	SUKI	handle of plow; plow; Kangxi radical 127
恃	3	시	shì	SI	JI SHI	TANOMU	rely on, presume on, trust to
戈	3	과	gē	KWA	KA	HOKO	halberd, spear, lance; rad. 62
偘	3	간	kǎn	KAN	KAN		ancient family name
澠	3		miǎn		SHOU JOU BIN MIN		name of a river in Shandong
漪	3	의	yī	UY	I	NAMI	ripples on water; swirling
漵	3		xù				river in Húnán
濛	3	몽	méng	MONG			drizzling, misty, raining
荐	3	천	jiàn	CHEN KEN	SEN ZEN	SHIKIRINI	repeat, reoccur; recommend
閏	3	윤	rùn	LYUN	JUN	URUU	intercalary; extra, surplus
翦	3	전	jiǎn	CEN	SEN	KIRU	scissors; cut, clip; annihilate
棲	3	서	qī	SE	SEI	SUMU	perch; roost; stay
倣	3	방	fǎng	PANG	HOU	NARAU	imitate
熲	3	경	jiǒng	KYENG	KEI KYOU	HIGARI	bright
鷙	3	지	zhì	CI	SHI CHITSU	ARADORI ARAI	hawk, vulture
晈	3	교	jiǎo	KYO			
佋	3	소	zhāo	SO	SHOU JOU	TASUKERU	continue, carry on; hand down; to join
耑	3	단	duān	TAN	TAN SEN	HASHI	specialized; concentrated
擇	3	택	zé	THAYK	TAKU EKI	ERABU YABURERU	select, choose, pick out
鋼	3	강	gāng	KANG	KOU	HAGANE	steel; hard, strong, tough
迺	3	내	nǎi	NAY	DAI NAI	SUNAWACHI NO	then, thereupon, only then
昈	3	호	hù		KO GO	AKIRAKA	
鍵	3	건	jiàn	KEN	KEN	KAGI	door bolt, lock bolt; key
鋗	3	현	xuān	HYEN	KEN GEN SEN ZEN	KOBACHI	a small basin; rings on a cart of carriage
諴	3	함	xián	HAM	KAN GEN KON GAN	YAWARAGU	in harmony; in agreement; sincere
几	3	궤	jǐ	KWEY	KI	TSUKUE	small table
晝	3	주	zhòu	CWU	CHUU	HIRU	daytime, daylight
摽	3	표	biào biāo	PHYO	HYOU BYOU HOU	UTSU	throw out; push out; strike
嶼	3	서	yǔ	SE	SHO	SHIMA	island; (Cant.) 大嶼山 daai6jyu4saan1 Lantau Island
檢	3	검	jiǎn	KEM	KEN	SHIRABERU	check; examine
崟	3	음	yín	UM	GIN	MINE	cliffs
焯	3	작	chāo	CAK	SHAKU TOKU TAKU	AKIRAKA	boil vegetables for a very short time; scald
倨	3	거	jù	KE	KYO KO	OGORU	arrogant, haughty, rude
棻	3	분	fēn	PWUN			kind of wood from which perfume is made
逷	3		tì		KEKI CHAKU	TOOI	distant, far away
譯	3	역	yì	YEK	YAKU EKI	WAKE	translate; decode; encode
兜	3	두	dōu	TWU	TOU	KABUTO	pouch
湑	3	서	xū	SE	SHO	KOSU KIYOI	to strain spirits; river in Guangxi; abundant; bright
退	3	퇴	tuì	THOY	TAI TON	SHIRIZOKU SHIRIZOKERU	step back, retreat, withdraw
譼	3		jiàn		KAN		to supervise to confine a government establishment
鎰	3	일	yì	IL	ITSU	KAGI	ancient of weight for gold, equal to 20 or 24 taels
眈	3	탐	dān	THAM	TAN	NIRAMU	gloat, stare at; to delay, to loiter, to hinder
愐	3		miǎn		BEN MEN	TSUTOMERU	bashful; to consider
伟	3		wěi				great, robust; extraordinary
麥	3	맥	mài	MAYK	BAKU	MUGI	wheat, barley, oats; Kangxi radical 199
逄	3		páng		HOU BOU	HUSAGU	a surname
昙	3		tán				become cloudy, overcast
橐	3	탁	tuó	THAK	TAKU SHA	HUKURO HUIGO	a sack, a bag opening at both ends
犁	3	리	lí	LI	RI REI	SUKI	plow
羌	3	강	qiāng	KANG	KYOU	EBISU AU	Qiang nationality; surname
匹	3	필	pǐ	PHIL MOK	HITSU HIKI	TAGUI TAGUU	bolt of cloth; counter for horses
玧	3	문 윤	mén	YUN			reddish
韬	3		tāo				sheath, scabbard, bow case
从	3		cóng	CONG	JUU SHOU JU	SHITAGAU YORI	from, by, since, whence, through
锡	3		xī				tin, stannum; bestow, confer
扩	3		kuò				expand, enlarge, stretch
鎭	3	진	zhèn	CIN	CHIN TEN	SHIZUMERU	town, market place; suppress
鄒	3	추	zōu	CHWU	SUU SHUU		a Zhou-dynasty state in modern Shandong
熹	3	희	xī	HUY	KI	ABURU	dim light, glimmer; warm, bright
筹	3		chóu				chip, tally, token; raise money
藺	2	린 인	lìn	LIN	RIN	I	rush used in making mats; surname
鯤	2	곤	kūn	KON	KON	HARAGO GIGI	spawn; roe; fry
瀹	2		yuè		SEKU YOU	HITASU	to boil; to wash, to cleanse, to soak
譓	2	혜	huì		KEI E	KASHIKOI	
婴	2		yīng				baby, infant; bother
绮	2		qǐ				fine thin silk; elegant, beautiful
畅	2		chàng				smoothly, freely, unrestrained
邺	2		yè				place in today's Henan province
侠	2		xiá	HYEP KYEP	KYOU	OTOKODATE KYAN	chivalrous person; knight-errant
函	2	함	hán	HAM	KAN	IRERU HAKO	correspondence; a case; a box
颛	2		zhuān				good, honest; simple; respectful
茹	2	여	rú	YE	JO NYO	KUU YUDERU	roots; vegetables; eat; bear
图	2		tú				diagram; chart, map, picture
椽	2	연	chuán	YEN	TEN	TARUKI	beams, rafters, supports
驪	2	려 여	lí	LYE	RI REI	KUROKOMA KUROUMA KUROI	a pure black horse; a pair of horses
尧	2		yáo				a legendary ancient emperor-sage
顿	2		dùn				pause, stop; bow, kowtow; arrange
见	2		jiàn				see, observe, behold; perceive
琏	2		liǎn				vessel used to hold grain offerings
禦	2	어	yù	E	GYO GO	FUSEGU	defend, resist, hold out against
寇	2	구	kòu	KWU	KOU	ADASURU ADA	bandits, thieves; enemy; invade
躍	2	약	yuè	YAK CEK	YAKU TEKI	ODORU	skip, jump, frolic
嬀	2	규	guī	KYU	KI GI	WARUGASHIKOI	name of a river in Shanxi; crafty
畴	2		chóu		CHUU	UNE TAGUI HATAKE	farmland, arable land; category
声	2		shēng	SENG	SEI SHOU	KOE	sound, voice, noise; tone; music
厘	2	리	lí	LI CEN	RIN TEN	MISE	manage, control; thousandth part of tael
伦	2		lún				normal human relationships
轅	2	원	yuán	WEN	EN	NAGAE	axle; magistrate's office; surname
篾	2	멸	miè	MYEL	BETSU MECHI		bamboo splints or slats
報	2	보	bào	PO PWU	HOU	SHIRASERU MUKUIRU	report, tell, announce
戦	2		zhàn	CEN	SEN	TATAKAU IKUSA ONONOKU	war, fighting, battle
暗	2	암	àn	AM	AN	KURAI YAMI	dark; obscure; in secret, covert
栴	2	전	zhān	CEN	SEN		sandalwood
排	2	배	pái	PAY	HAI	OSHIHIRAKU TSURANERU	row, rank, line
疎	2	소	shū	SO	SO	UTOI	neglect; careless, lax
禍	2	화	huò	HWA	KA	WAZAWAI	misfortune, calamity, disaster
返	2	반	fǎn	PAN	HEN HAN HON	KAESU KAERU	return, revert to, restore
鞴	2	비	bèi	PI	FUKU HI BI	UTSUBO FUIGO	saddle up horse; drive horse
碁	2	기	qí	KI	GO KI		chess; any game similar to chess
両	2		liǎng	LYANG	RYOU	FUTATSU	two, both, pair, couple; a tael, ounce
麛	2		mí		BEI MAI		fawn
焦	2	초	jiāo	CHO	SHOU	KOGERU ASERU KOGASU	burned, scorched; anxious, vexed
謌	2	가	gē	KA	KA	UTAU UTA	song; sing, chant; praise
迩	2		ěr	I	JI NI	CHIKAI	be near, be close; recently
顙	2	상	sǎng	SANG	SOU	HITAI	the forehead; to kowtow
荏	2	임	rěn	IM	JIN NIN	E	beans; soft, pliable; herb
触	2		chù	CHOK	SHOKU SOKU	FURERU SAWARU FURE	butt, ram, gore; touch
弭	2	미	mǐ	MI	BI MI	YUHAZU	stop, desist, end, quell
甂	2		biān				(Cant.) 打甂爐, to instant-boil thin slices of meat and vegetab
劫	2	겁	jié	KEP	GOU KYOU KOU	OBIYAKASU	take by force, coerce; disaster
柵	2	책	shān	CHAYK	SAKU SAN	YARAI SHIGARAMI	fence; palisade; grid
昨	2	작	zuó	CAK	SAKU	KINOU	yesterday; in former times, past
甥	2	생	shēng	SAYNG	SEI SHOU	OI MUKO	niece, sister's child
楲	2		wēi		I	OMARU OKAWA TOI	
跨	2	과	kuà	KWA	KO KA	MATAGU MATAGARU	straddle, bestride, ride; carry
蝦	2	하	xiā	HA	KA	EBI	shrimp, prawn
抓	2		zhuā	CO	SOU	TSUMAMU TSUNERU	scratch; clutch, seize, grab
鮹	2	소	shāo	SO	SOU SHOU	TAKO	an octopus, devilfish
墾	2	간	kěn	KAN	KON	HIRAKU	cultivate, reclaim, to farm land
鶿	2	자	cí	CA	SHI JI	U	cormorant
傾	2	경	qīng	KYENG	KEI	KATAMUKU KATAMUKERU KUTSUGAESU	upset, pour out, overflow
椅	2	의	yǐ	UY	I	ISU	chair, seat
陪	2	배	péi	PAY	BAI HAI	SHITAGAU	accompany, be with, keep company
面	2	면	miàn	MYEN	MEN BEN	OMO OMOTE TSURA	face; surface; plane; side, dimension; Kangxi radical 176
託	2	탁	tuō	THAK	TAKU	YORU KAKOTSUKERU	entrust, rely on; commission
蕨	2	궐	jué	KWEL	KETSU	WARABI	Pteris aquilina, common bracken
狛	2		bó		HAKU	KOMA	lion-dog shrine guardians
検	2		jiǎn	KEM	KEN	SHIRABERU	check; examine
校	2	교	xiào	KYO HYO	KOU KYOU	KASE KURABERU KANGAERU	school; military field officer
灑	2	쇄	sǎ	SAY SWAY	SAI SHA	SOSOGU	sprinkle, splash; scatter, throw
嫘	2		léi		RUI RAI RE		surname
釈	2		shì	SEK	SHAKU EKI	TOKU SUTERU YURUSU	interpret, elucidate; release
娍	2	성	chéng		SEI JOU	SURARITOSHITEMIMEYOI	
耨	2	누	nòu	NWU	DOU JOKU NOKU	KUWA KUSAGIRU	hoe, rake; weed
頦	2	해	hái	HAY	KAI GAI	AGO	chin
