geni_id,field,value,numeral_tokens,found_in
6000000189798445821,GIVN,Dipanegara (Tubagus Abdussalam / Pangeran Raksanagara),/,exports/archive/export-geni/export-Descendants-33.ged
6000000189798877947,GIVN,Ratu Mas Ayu Tinumpak / Kanjeng Ratu Kulon,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189799094897,GIVN,Kebo Kenongo (Ki Ageng Pengging II),II),exports/adasi/export-Descendants-6000000227712700862.ged
6000000189799094897,NICK,KI AGENG PENGGING II,II,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189799339843,GIVN,Merah Mato / Syarif Muzaffar Ahmad,/,exports/edges/export-Forest-6000000227252355883.ged
6000000189799581824,GIVN,Cendera Sari / Puteri Pakuan,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189799956821,GIVN,Kebo/Lembu Kanigoro / Bathara Katong (Raden Joko Piturun),/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189800198823,GIVN,Almarhum di Ekspedisi Malaka I,I,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189800219884,GIVN,3 KGP Jagabaya Banten,3,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189800316823,GIVN,/ Nata Manggala P. Suhunan Jaya),/,exports/archive/export-geni/export-Descendants-33.ged
6000000189800558860,GIVN,Huposonto / Adipai Batang (P. Upasanta),/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189800697832,GIVN,1 KGP. Mandura,1,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189801123860,GIVN,Suryokusumo / GPH. Ngabehi Salor ing Pasar (RM.Sudhiro),/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189801768828,GIVN,Ario Mangkunegara VI (Th:1896-1916),VI,exports/archive/export-geni/export-BloodTree-38.ged
6000000189802088824,GIVN,Marduwati ?,?,exports/archive/export-geni/export-BloodTree-38.ged
6000000189802415964,GIVN,Brominto / Raden Panoelak (Prabu Brokumoro - Gelang),/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189802418961,GIVN,"Raden Sumana / Singhawardhana / Bhre Paguhan,",/ /,exports/archive/export-geni/export-Forest-32.ged
6000000189802478926,SURN,Bergus (Barkey ?),?),exports/chain-seeds/export-Forest-6000000227315851864.ged
6000000189802480880,GIVN,"Ngabdul Mursad / Kyai Ageng Tukun, Mrican - Kediri",/,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189802561910,GIVN,7]. Kyai Ilyas Kyai Tegalsari-2 Mojokerto,7].,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189802693862,GIVN,Girishawardhana Dyah Suryawikrama / Bhra Hyang Purwawisesa (Dyah Suryawikrama / Brawijaya III),/ / III),exports/adasi/export-Descendants-6000000227712700862.ged
6000000189802803858,GIVN,KH. Kasan Yahya-Kyai Besari - 3 / Kanjeng Kyai Tegalsari-4 Ponorogo,3 /,exports/archive/export-geni/export-BloodTree-38.ged
6000000189802852848,GIVN,Kertawijaya / Brawijaya I (Bhre Tumapel III),/ I III),exports/adasi/export-Descendants-6000000227712700862.ged
6000000189803147831,GIVN,Raden Ayu Moertosijah Nyai Kasan Besari - Garwo (4),(4),exports/archive/export-geni/export-BloodTree-38.ged
6000000189803155822,GIVN,Mas Ayu Ismojowati - (Garwo ke 2),2),exports/archive/export-geni/export-BloodTree-38.ged
6000000189803228837,GIVN,Putri Bhre Wirabhumi / Bhre Daha,/,exports/archive/export-geni/export-Forest-32.ged
6000000189803241842,GIVN,Kusumawardhani / Bhre Kabalan I,/ I,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189803282821,GIVN,"Kyai Anom Besari / Abu Amir, Kuncen Caruban",/,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189803302831,GIVN,Wikramawardhana / Raden Gagaksali,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189803399821,GIVN,Rajasawardhana Dyah Wijayakumara/ Brawijaya II,II,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189807626945,GIVN,6 Tubagus Rajasuta,6,exports/archive/export-geni/export-Descendants-33.ged
6000000189808086903,GIVN,2 P. Arya Purbaya (Jaka Umbaran),2,exports/edges/export-Descendants-6000000227252355883.ged
6000000189808143900,GIVN,4 Pangeran Arya Abdul ‘Alim,4,exports/edges/export-Descendants-6000000227252355883.ged
6000000189808688831,GIVN,3 Pangeran Arya Ingayudadipura,3,exports/edges/export-Descendants-6000000227252355883.ged
6000000189808962824,GIVN,9 R. Mandaraka,9,exports/archive/export-geni/export-Descendants-33.ged
6000000189808991821,GIVN,7 Tubagus Rajaputra,7,exports/archive/export-geni/export-Descendants-33.ged
6000000189816315840,GIVN,Kari / Karen Margrete Eriksdatter,/,exports/chain-seeds/export-Forest-6000000227321625911.ged
6000000189818367821,GIVN,Baby X,X,exports/abul-hamza-descendants/export-Descendants-6000000227695388934.ged
6000000189819419867,GIVN,PA. Pringgoloyo I ? (Raden Mas Djulig),I ?,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189819530842,GIVN,Ki Ageng Prungkut / P. Nolojoyo (Sumoroto),/,exports/archive/export-geni/export-Descendants-33.ged
6000000189819792856,GIVN,Ki Ageng Gribig III (Maulana Sulaiman),III,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189820121822,GIVN,Raden Ayu Ledah # Ki Ageng Gribig II,II,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189820385831,GIVN,R. Adipati Singaperbangsa II / R. Pagergunung Adipati Kertabumi IV 1618-1641,II / IV 1618-1641,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189820441842,GIVN,4 R. Wiratnasih / Ratna Sukaesih,4 /,exports/edges/export-Descendants-6000000227252355883.ged
6000000189820451827,GIVN,Rd. Wirasuta / Mas Galak / Kanduruan Singaperbangsa IV (1654-1656 ),/ / IV (1654-1656,exports/edges/export-Descendants-6000000227252355883.ged
6000000189820960844,GIVN,1 R.Tmg. Tanuwisanta 1802 - 1827 (Aria Grendeng IV),1 1802 1827 IV),exports/fleshing-out/export-geni/export-Forest-14.ged
6000000189821509857,GIVN,Adipati Galuh-4 Panji Jayanagara / R. Yogaswara/ Mas Bongsor,/,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000189821832850,GIVN,NM. Galuh / Koerawoet,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189821871823,GIVN,Dalem Aria Anggapraja / Rd. Angganata-2,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189835003844,SURN,Ranuzzi / Ranutio,/,exports/abul-hamza-descendants/export-Descendants-6000000227696775867.ged
6000000189840125856,GIVN,Andrew / Anders,/,exports/bure-campaign/export-Forest-6000000227473183849.ged
6000000189844848842,GIVN,2. R. Astrawangsa / Astawangsa,2. /,exports/archive/export-geni/export-Descendants-33.ged
6000000189845099849,GIVN,4 R. Pranawangsa,4,exports/archive/export-geni/export-Descendants-33.ged
6000000189845247824,GIVN,3 R. Narahita / Parahita,3 /,exports/archive/export-geni/export-Descendants-33.ged
6000000189845287829,GIVN,5 R. Bagus Chalipah / Khalipah / Halifah,5 / /,exports/archive/export-geni/export-Descendants-33.ged
6000000189845802872,GIVN,Ratu Mas Blitar / Ratu Pakubuwono,/,exports/archive/export-geni/export-Descendants-33.ged
6000000189846031846,GIVN,Tumapel III [Mataram],III,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189846188841,GIVN,P. Kyai Balitar Irodikromo / Mangkunegoro III,/ III,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189846235843,GIVN,#2 Mas Ajeng Retnowati / NRA. Putri Amangkurat-1,#2 /,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189846269823,GIVN,Diposonto / Ki Ageng Notokusumo / Raden Martataruna (Raden Mas Mesir),/ /,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189846301838,GIVN,Djuminah (Pangeran Adipati Djuminah Petak / Pangeran Blitar I),/ I),exports/adasi/export-Descendants-6000000227712700862.ged
6000000189847930865,GIVN,4 Santowan Jagabaya (Nangtung-Sumedang,4,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000189847932864,GIVN,4 Ratu Kulon I R. Apun Pananjung,4 I,exports/archive/export-geni/export-BloodTree-38.ged
6000000189848171821,GIVN,4 R. Wiradikusumah,4,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189848239876,GIVN,Raden Arsadinata I / Adipati Wangsareja (Patih Limbangan),I /,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000189848362829,GIVN,1 Santowan Kadang Serang,1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000189848715826,GIVN,Dalem Wanaraja / Cibolerang / Bojongsari,/ /,exports/edges/export-Forest-6000000227252355883.ged
6000000189848817871,GIVN,3 Raden Arsadinata II,3 II,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000189849035845,GIVN,2 Raden Natadireja,2,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000189849082842,GIVN,4 NR. Natijah (Cileunyi),4,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000189849121838,GIVN,1 Raden Rajadinata I (Wedana Cileuleuy),1 I,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000189849741833,GIVN,Dalem Suradipraja / Surapradja,/,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000189849935842,GIVN,NR. Pandon / Siti Gede,/,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000189858805826,GIVN,#1 Nyai Gede Ayu,#1,exports/edges/export-Forest-6000000227252355883.ged
6000000189858902885,GIVN,Sultan Syarifuddin Artu Wakil (1750-1752) //,(1750-1752) //,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000189858908835,GIVN,10 R. Badaruddin Suryapringga,10,exports/edges/export-Descendants-6000000227252355883.ged
6000000189859130821,GIVN,1 RA. Sutawidjaja Hoofd Demang Paroeng (1847-1855),1 (1847-1855),exports/fleshing-out/export-geni/export-Forest-14.ged
6000000189859447851,GIVN,Sultan Muhammad Syifa’ Zainul Arifin (SB X 1733-1747),X 1733-1747),exports/edges/export-Forest-6000000227252355883.ged
6000000189859570838,GIVN,?,?,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000189859600834,GIVN,Sultan Muhammad ‘Arif Zainul Asyikin (SB XII 1753-1773),XII 1753-1773),exports/fleshing-out/export-geni/export-Forest-14.ged
6000000189860411842,GIVN,Guillaume I,I,exports/chain-seeds/export-Forest-6000000227297843999.ged
6000000189861187826,GIVN,NN (hustru 2),2),exports/chain-seeds/export-Forest-6000000227322079156.ged
6000000189863383985,GIVN,11 Raden Rum,11,exports/archive/export-geni/export-Descendants-33.ged
6000000189864057883,GIVN,21 Ratu Marta,21,exports/archive/export-geni/export-Descendants-33.ged
6000000189864208890,GIVN,18 Ratu Baja Mirah,18,exports/archive/export-geni/export-Descendants-33.ged
6000000189864337874,GIVN,25 Ratu Habibah,25,exports/archive/export-geni/export-Descendants-33.ged
6000000189864341840,GIVN,16 Tubagus Muhammad Athif,16,exports/archive/export-geni/export-Descendants-33.ged
6000000189864406845,GIVN,13 Reden Muhammad,13,exports/archive/export-geni/export-Descendants-33.ged
6000000189864435868,GIVN,26 Ratu Fatimah,26,exports/archive/export-geni/export-Descendants-33.ged
6000000189864488846,GIVN,12 Raden Mesir,12,exports/archive/export-geni/export-Descendants-33.ged
6000000189864506865,GIVN,27 Ratu Asyiqoh,27,exports/archive/export-geni/export-Descendants-33.ged
6000000189864517845,GIVN,22 Ratu Adi,22,exports/archive/export-geni/export-Descendants-33.ged
6000000189864596822,GIVN,14 Raden Muhsin,14,exports/archive/export-geni/export-Descendants-33.ged
6000000189864683847,GIVN,17 Tubagus Abdul,17,exports/archive/export-geni/export-Descendants-33.ged
6000000189864758821,GIVN,15 Tubagus Wetan,15,exports/archive/export-geni/export-Descendants-33.ged
6000000189864765879,GIVN,Tumenggung Maduseno ? (Kertiwongso),?,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189864793821,GIVN,19 Tubagus Kulon,19,exports/archive/export-geni/export-Descendants-33.ged
6000000189864802821,GIVN,20 Ratu Kidul,20,exports/archive/export-geni/export-Descendants-33.ged
6000000189864831825,GIVN,24 Ratu Hadija,24,exports/archive/export-geni/export-Descendants-33.ged
6000000189864835826,GIVN,23 Ratu Umuk,23,exports/archive/export-geni/export-Descendants-33.ged
6000000189864877825,GIVN,28 Ratu Nasibah,28,exports/archive/export-geni/export-Descendants-33.ged
6000000189867920827,GIVN,6 RH. Moch. Kosasih Aom Daoed / Hoofd Penghulu Sumedang WIRATANOEDATAR,6 /,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000189869116920,GIVN,Sayyid Kalkum Wotgaleh (Panembahan Agung Adipati Ponorogo II),II),exports/edges/export-BloodTree-6000000227252355883.ged
6000000189869754858,GIVN,"Ki Ageng Mantup / Kyai Nursalim (Ngasinan, Ponor",/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000189869850854,GIVN,"Pangeran Semende I (Tembayat, Klaten)",I,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189873345844,GIVN,4 Patih Rangga Candramenggala,4,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000189873372834,GIVN,4 Dlm Taloen Aom Ema R. Soeriadilaga-2 / RTM. Suryalaga-2 / Rg Wangsadita I,4 / / I,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000189885854919,GIVN,2 R. Kartiyasa,2,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886367884,GIVN,24 R. Wangsataruna,24,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886511837,GIVN,4 R. Jajamanggala (Wiradadaha-3 Dlm Tambela),4,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886556879,GIVN,23 R. Katadipa / Kartadipa,23 /,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886648835,GIVN,1 R. Wangsadipura,1,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886658878,GIVN,7 R. Pranadjaja,7,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886823842,GIVN,6 NR. Ajoe,6,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886854843,GIVN,18 NR. Partati / Parnati,18 /,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886867841,GIVN,19 NR. Adjeng,19,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886875856,GIVN,25 NR. Djampang,25,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886878855,GIVN,26 NR. Purba,26,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886945829,GIVN,17 NR. Pelang,17,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886960842,GIVN,7 NR. Widuri,7,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189886975824,GIVN,5 Rd. Wangsakusumah,5,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189887019826,GIVN,20 R. Puspawijaya,20,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189887043831,GIVN,28 NR. Sampan,28,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189887074821,GIVN,22 R. Puspamanggala,22,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189887151825,GIVN,14 NR. Katimpal / Katempel,14 /,exports/narayana/export-Descendants-6000000227727683980.ged
6000000189899619917,GIVN,17 NR. Ratnanimbang,17,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000189900539821,GIVN,8 Rd. Demang Rg. Pranawangsa,8,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000189900702038,GIVN,Raden Subronto / Pangeran Wonotirto,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189900708830,GIVN,4 #1 R. Tanoewangsa-RA. Wiradegdaha Dlm Bgr-11 (1855-,4 #1 (1855-,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000189900798824,GIVN,Gilles II,II,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000189902351920,GIVN,Kanjeng Susuhunan PB IV / M. Subadya (Sunan Bagus),IV /,exports/archive/export-geni/export-BloodTree-38.ged
6000000189902450904,GIVN,Ratu Kulon II / Roro Oyi,II /,exports/archive/export-geni/export-BloodTree-38.ged
6000000189902573867,GIVN,R. Prawiro Kusumo / RTM Prawiro Adiningrat,/,exports/archive/export-geni/export-BloodTree-38.ged
6000000189902589880,GIVN,R. Adp. Panji Notodiningrat I / Raden Panji Wilasmoro Kusumo,I /,exports/archive/export-geni/export-BloodTree-38.ged
6000000189902646847,GIVN,Raden Sidik / Pangeran Kertokusumo II (Sunan Drajad V),/ II V),exports/edges/export-BloodTree-6000000227252355883.ged
6000000189902678850,GIVN,Kanjeng Ratu Kencana / Ratu Mas (Raden Ayu Sukiya/Subiya),/,exports/archive/export-geni/export-BloodTree-38.ged
6000000189902692850,GIVN,Kanjeng Susuhunan PB II / RM. Gusti Prabu Suyasa,II /,exports/archive/export-geni/export-BloodTree-38.ged
6000000189902722830,GIVN,Raden Ayu Sepi / Raden Ayu Gremis,/,exports/archive/export-geni/export-BloodTree-38.ged
6000000189902780825,GIVN,Raden Glundung / Pangeran Kertokusumo I,/ I,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189902797838,GIVN,Kyai Adipati Nitiadiningrat I / Raden Garudo (Groedo) / Raden Bagus Ngabei Soemodrono,I / /,exports/archive/export-geni/export-BloodTree-38.ged
6000000189902799854,GIVN,Raden Adipati Suroadinegoro / Babah Sam,/,exports/archive/export-geni/export-BloodTree-38.ged
6000000189902816844,GIVN,Raden Permadi / Pangeran Nawikusumo,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189902869825,GIVN,Raden Imam / Sunan Mayangmadu,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189902925847,GIVN,Raden Adipati Nitiadiningrat II / Raden Bei Notokoesoemo,II /,exports/archive/export-geni/export-BloodTree-38.ged
6000000189903333824,GIVN,Panembahan Minangkabul / Minang Kabo,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189903346836,GIVN,Pangeran Semende I,I,exports/edges/export-BloodTree-6000000227252355883.ged
6000000189914300830,GIVN,Ratu Mertakusumah (?),(?),exports/edges/export-BloodTree-6000000227252355883.ged
6000000189914999827,GIVN,4 Tubagus Jaya Haji Taruna,4,exports/archive/export-geni/export-Descendants-33.ged
6000000189918683821,GIVN,Jean II,II,exports/descendants/export-Descendants-6000000227086380915.ged
6000000189921167821,_MARNM,Brankovich / Vrankovich,/,exports/archive/export-geni/export-Forest-27.ged
6000000189922711828,GIVN,Sri Sultan HB III / GRM. Surojo,III /,exports/archive/export-geni/export-Descendants-33.ged
6000000189931960841,GIVN,Ratu Chafsah / Ratu Khamsah,/,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000189934099857,GIVN,38 NR. Bentang,38,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000189939710833,GIVN,1 NR. Atidjah,1,exports/archive/export-geni/export-Descendants-33.ged
6000000189940074829,GIVN,9 Raden Kartawidjaja,9,exports/archive/export-geni/export-Descendants-33.ged
6000000189957309822,GIVN,Juraj II. Maxime,II.,exports/archive/export-geni/export-Forest-27.ged
6000000189960141833,GIVN,William II Count,II,exports/8-19 exports/export-Forest-6000000227295719853.ged
6000000189960617827,GIVN,Alard III,III,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000189964751841,GIVN,{10} Sayyid Alwi Azmatkan / Hasyim,{10} /,exports/edges/export-Forest-6000000227252355883.ged
6000000189975698839,GIVN,R. A. Mangkureja / R. A. Mangkupraja,/,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000189976384852,GIVN,NRA. Kancay binti Demang Nawala ?,?,exports/edges/export-Descendants-6000000227252355883.ged
6000000189977206827,GIVN,Soeriadjanagara / Aom Sutra (Patih Tasikmalaya),/,exports/archive/export-geni/export-Descendants-33.ged
6000000189977850824,GIVN,15 NRA. Emas Radjaningrat /Juwag Gedong,15,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190000067828,GIVN,Kanjeng Susuhunan PB V / RM. Sugandi (Sunan Sugih,V /,exports/archive/export-geni/export-BloodTree-38.ged
6000000190001990983,GIVN,Ratu Kencanawungu / RA. Sukaptinah,/,exports/archive/export-geni/export-BloodTree-38.ged
6000000190002942855,GIVN,Kanjeng Susuhunan Pakubuwono VII / RM. Malikis Solikin (Pangaran Adipati Purbaya),VII /,exports/archive/export-geni/export-BloodTree-38.ged
6000000190013819874,GIVN,#2 NR. Tjoetjoe,#2,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190014381832,GIVN,3 Rd. Kanias Martanagara,3,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190014409831,GIVN,7 Rd. Singgih Martanagara,7,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190014447824,GIVN,3 Rd. Ogog Soeriadihardja Martanagara,3,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190014505828,GIVN,1 Rd. Mahar Martanagara,1,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190014507821,GIVN,5 NR. Titi Tedjapomerat Martanagara,5,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190014523821,GIVN,6 Rd. Onong Martahadiprawira Martanagara,6,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190014666830,GIVN,#3 NR. Radjaningrat .. (Eni) //,#3 //,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015201909,GIVN,#2 NR. Komara Retna,#2,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015243838,GIVN,4 NRA. Sudjirah Somanagara,4,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015254857,GIVN,1 Rd. Mahdar Somanagara,1,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015356843,GIVN,6 Rd. Marwan Somanagara,6,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015466832,GIVN,2 Raden Koesoemajoeda,2,exports/archive/export-geni/export-Descendants-33.ged
6000000190015509860,GIVN,#1 2 NR. Suhaeran Somanagara (Uting),#1 2,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015516821,GIVN,1 NR. Tedjamirah binti Soeriadilaga,1,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015527823,GIVN,1 Rd. Ema Somanagara Martanagara,1,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015535864,GIVN,7 NR. Ida Suwedah Somanagara,7,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015644835,GIVN,#1 1 NR. Kustinah Poerwaningrat Wira Nataningrat (Neneng),#1 1,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015647834,GIVN,3 NR. Tuti Siti Pertamah Somanagara,3,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190015705837,GIVN,5 NR. Hadidjah Somanagara (Endjah),5,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190023600911,GIVN,2 R. Soetanata I,2 I,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190023617839,GIVN,Adipati Anom Kusumadinata-81759-1761 //,//,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190023956842,GIVN,4 R. Soetadjaja,4,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190024107822,GIVN,5 R. Astradjaja,5,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190024117821,GIVN,3 Rd. Radjasoeta,3,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190026139954,GIVN,#2 NM. Gurende Galuh,#2,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000190026281822,GIVN,NR. Radjapermas / Ibu Djero,/,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190026308840,GIVN,2 Dalem Santri / Rd. Adp. Surianata Adp. Wanayasa 1820–1827,2 / 1820–1827,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190026336840,GIVN,4 R. Aju Domas,4,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190026343834,GIVN,3 R. Aju Bentang,3,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190026353821,GIVN,1 R. Ayu Hadji Radja,1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190026745951,GIVN,R. Koman / R. Kan’an / R. Kanon (Demang Cibinong I),/ / I),exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190026981884,GIVN,1 #2 NR. Ratnakomala bin Yudanagara,1 #2,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190027098873,GIVN,3 Ratu Talaga / NR. Ungkang,3 /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190027227863,GIVN,4 Ratu Siti Yajar M.d. Tb. Diyun,4,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190027385835,GIVN,1 Raden Entong (Pangeran Ariya Nata Djatinegara),1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190027411841,GIVN,9 #1 Ratu Rapiah (putri Pangeran Sanghiyang),9 #1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190029806898,GIVN,RM. Suryaputra Sultan Matara 7 (1719-1726),7 (1719-1726),exports/adasi/export-Descendants-6000000227712700862.ged
6000000190030543845,GIVN,Raden Ayu Nurfakih ? (Murfakiyyah),?,exports/archive/export-geni/export-Descendants-33.ged
6000000190030822827,GIVN,RM. Sandeyo (Sandiyo) / Kanjeng Gusti Pangeran Haryo Kertosuro (Kyai Nur Iman Mlangi),/,exports/archive/export-geni/export-Descendants-33.ged
6000000190031097821,GIVN,Raden Mas Taptojani ? (Kyai Kedu),?,exports/archive/export-geni/export-Descendants-33.ged
6000000190031227821,GIVN,Kyai Salim / Kyai Sahid (Raden Mas Salim),/,exports/archive/export-geni/export-Descendants-33.ged
6000000190037649869,NICK,Shmuel III Zanvil Spira (Jacobi system),III,exports/gaps/export-Descendants-6000000227227190927.ged
6000000190037668915,GIVN,Pangeran Arya Blitar IV,IV,exports/archive/export-geni/export-Descendants-33.ged
6000000190037933878,GIVN,?,?,exports/archive/export-geni/export-Forest-37.ged
6000000190037939878,GIVN,7. Pangeran Adipati Jayaraga / Raden Mas Barthotot Bupati Ponorogo,7. /,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190038191822,GIVN,"RA Rangga Kaliwungu m. Banyakpatra / R. Tmg, Karta Negara (w. Des 1704) /R.Ad. Mangkupraya, Patih",/ 1704),exports/archive/export-geni/export-Descendants-33.ged
6000000190038328892,GIVN,K P Purubaya II,II,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190038639859,GIVN,Kyai Ageng Mangir III Ki Jaka Mangir ? (Wonoboyo),III ?,exports/edges/export-BloodTree-6000000178918422849.ged
6000000190039255828,GIVN,17 Raden Bagus Atim,17,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190039542821,GIVN,18 R. Ali Akbar,18,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190046064821,GIVN,Susuhunan Abdurrahman Khalifatul Mukminin Sayidul Imam (Candi Walang / Ario Kesumo),/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190054443833,NICK,Meinard J I Sprenger,I,exports/chain-seeds/export-Forest-6000000227327574823.ged
6000000190062554845,GIVN,Laras Kanda / Rara Jati,/,exports/archive/export-geni/export-Forest-32.ged
6000000190072852830,GIVN,3 NR. Hendranagara,3,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190073137823,GIVN,1 R. Soma Atmadja Soerialaga (Badja) Wadana Conggeang,1,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190073190901,GIVN,3 Ki Mas Tanujiwa / Letnan Tanujiwa / Candra manggala,3 / /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190073610891,GIVN,2 R. Singa Nurun / Singakerta Nangtung Sumedang,2 /,exports/fleshing-out/export-geni/export-Forest-21.ged
