given_name,records,looks_placeholder
"Hildeprand, duke of Spoleto",1,no
Hildeprand,1,no
Hilprando,1,no
Duca Hilprando de Spoleto,1,no
Dux Adalrich,1,no
"Willibald II of Burgundy, Dux",1,no
Leudegonde,1,no
Berthe of Burgundy,1,no
Wife of Lantfrid II,1,no
Folchaide,1,no
Theodo,1,no
"Theodo II, duke of Bavaria",1,no
"Theodo, herzog von Bayern",1,no
"Grimaldo II, Duke of the Bavarians",1,no
Teodone duca di Asti,1,no
Theodon duke of Asti,1,no
Hersuinda,1,no
Regintrud,1,no
Guntruda of Bavaria,1,no
"Guerin II, comte de Thurgovie et de Logdegau",1,no
"Warin II, count in Thurgau and Lobdegau",1,no
"Warin II, Graf im Thurgau und im Lobdegau",1,no
"Guerin I, count of Thurgau",1,no
"Guerin, Graf von Thurgau",1,no
"Aubert, lord of Alsace",1,no
Ste. Sigolène of Austrasia,1,no
Almus,1,no
Freiheida,1,no
Theutacar,1,no
Viletrude,1,no
Imberga duchessa di Asti,1,no
Imberg duchess of Asti,1,no
Ansulfo,1,no
Ansulfo duca di Asti,1,no
"Ansa, queen consort of the Lombards",1,no
Ansa dei Longobardi,1,no
Flavius Desiderius,1,no
"Desiderius, King of the Lombards",1,no
Desiderius,1,no
"Desiderio, rey de los Longobardos",1,no
Didier d’Istria,1,no
Flavio Desiderio,1,no
Anselperga,1,no
"Anselperga, abbess of San Salvatore e Santa Giulia",1,no
"Adalgis, associate king of the Lombards",1,no
Adalgis ‘Adalgiso’,1,no
"Adalgisus Desiderii filius, Italiae rex, Romanus patritius",1,no
Liutprand King of the Lombards,1,no
"Liutprand, King of the Lombards",1,no
"N.N., Daughter of Liutprand",1,no
Isembart I,1,no
Rontrude,1,no
Ruthard der Ältere,1,no
Ruthard de Altere,1,no
Ruthard Den Gamle,1,no
Ruthard den Yngre,1,no
Aldager König der Bayern,1,no
"Aldager I, King of the Bavarians",1,no
Adalric Richard I,1,no
Chramsice,1,no
Leutfried II X,1,no
Ethicon I,1,no
Childebertus Adoptivus,1,no
"Childebert ""the Adopted""",1,no
Childébert l'Adopté,1,no
"Childebert III the Adopted, king of Austrasia",1,no
Rotbert V,1,no
Liutpato,1,no
Kunhilde von Rügen,1,no
Kunhilde of Rügen,1,no
Engelberto I,1,no
Irmentrude,1,no
Hartrad,1,no
Raimodis vicomtesse de Narbonne,1,no
"Theodo I, duke of the Bavarians",1,no
Theodo I Herzog der Bayern,1,no
Hunno König der Alemannen,1,no
"Hunno, King of the Alemannians",1,no
Hattugata,1,no
Gondebaud Iii,1,no
Gamard,1,no
Bereswinde X,1,no
Ethicon II,1,no
-*Liutpold ?,1,no
"Eckbert II 'le Feal', Graf von Merseburg",1,no
Eckbert II 'le Feal',1,no
Irminhild,1,no
Drutte,1,no
"Rotlinde ""Chrodlindis""",1,no
Rothindis,1,no
Nithard Seignieur,1,no
Adaltrudis,1,no
Count Arnulf I of,1,no
Arnoul II de Chaumontois,1,no
"NN mistress of Grimoald, mother of Theodald",1,no
"Theudoald, Mayor of the Palaces of Austrasia & Neustria",1,no
Theudoald,1,no
Theudesinda,1,no
Thiadsvind,1,no
Chlodulf évêque de Metz,1,no
"Saint Chlodulf (Cloud), Bishop of Metz",1,no
Walechise Comte,1,no
"Walechise, comte de Verdun",1,no
Saint Gertrudis of Nivelles,1,no
Saint Bavo of Ghent,1,no
Allowin,1,no
"N.N., Wife of Bouchard II",1,no
Altburga,1,no
Adue de France,1,no
Wife of Theodo I Von,1,no
"Theodo II, duke of the Bavarians",1,no
Theodo II,1,no
Ricchard,1,no
Wife of Ricchar of the Salian Franks,1,no
Gerlinde X,1,no
Alberic I,1,no
-*Liutperht ?,1,no
Fernande,1,no
"Gauzlin Abbé de Saint-Germain, Paris. Bishop",1,no
Roricon ii,1,no
Gausbert du Maine,1,no
Halfdan II,1,no
Harald Ii,1,no
Holger Danske,1,no
"Gudrod ""Jagtkonge"" Halfdansson of Vestfold",1,no
Himmeltrude,1,no
Didier I,1,no
Thetradic,1,no
Julanthe,1,no
Julanthe of the Obodtrites,1,no
Sieghart,1,no
Sighard,1,no
"Sieghart, König der Sachsen",1,no
"Sighard, king of the Saxons",1,no
Thedoric,1,no
Willehari of the Saxons,1,no
Theoderich,1,no
Esic,1,no
Audoen II,1,no
Adalatrude,1,no
"Avigernus, Évêque de",1,no
Arnorald de Chaumontois,1,no
Count Arnulf II of Champagne,1,no
Agnerald,1,no
Childa OK,1,no
Basinus Bishop of Trier,1,no
Bazin,1,no
Sigride,1,no
Wandregisi,1,no
Wife of Grimoald,1,no
Wulfetrude Abbess of Nivelles,1,no
Wilfretrudis,1,no
Adeltrudis,1,no
Wife of Theodo II Von,1,no
Theodo III Herzog der Bayern,1,no
"Theodo III, duke of the Bavarians",1,no
Ragnhard roi de Cambrai,1,no
"Ragnhard I, King of Cambrai",1,no
Wife of Ragnhard,1,no
Rignomer,1,no
"Ragnachar, King of the Salian Franks at Cambrai",1,no
Ragnachar,1,no
Edith Hildewinde,1,no
Liutfried II,1,no
Everhard I,1,no
Gonwald or Gondwald,1,no
Reguimbert,1,no
"Hermann II, Graf von Wethigau",1,no
Hermann [II],1,no
"Milo, count of Angleria (Fictitious)",1,no
Wido comte de Vannes,1,no
Bernard Count Of Poitiers,1,no
"Bernard I, comte de Poitiers",1,no
"Bernard Marquis of Septimania, and Comte d'Autun",1,no
"Ebles Abbé de Saint-Germain,de Saint-Denis,Chancellor of France",1,no
Gauzbert (Josbert),1,no
Hugues comte de Bourges,1,no
"Hugues I, count of Bourges",1,no
Berengar of Tours,1,no
"Luitfried III, Graf im Sundgau",1,no
Luitfried II,1,no
"Robert, the Strong",1,no
"Berenger, duc de Septimanie",1,no
"Berenger, duke of Septimania",1,no
Adalhard abbé de Saint-Bertin,1,no
Buvina,1,no
Withburgis,1,no
Aleran ou Adelramn II,1,no
Perehtheide,1,no
Alvheim,1,no
Anulo,1,no
"Ragnfrid Halfdanson, king of Denmark",1,no
Rørik,1,no
"Harald III ""Klak""",1,no
"Harald 'Klak' Halfdansson, king in Jutland",1,no
Werner ou Garnier,1,no
"Hedwig Elwintha von Engern sachsen-Wettin , geb. von Asseburg",1,no
Hedwig Elswintha,1,no
"Berthold, King of the Saxons",1,no
"Berthold, König der Sachsen",1,no
Debrogera,1,no
Weybrecht,1,no
Wernicke,1,no
Weybrecht of the Saxons,1,no
Ethelhardus,1,no
Werniche,1,no
"Werniche, king of the Saxons",1,no
Berthold Duke of Angria,1,no
Unk Dau,1,no
Adalric I,1,no
Thebaldi,1,no
Comte Thebaldi of Chartres,1,no
Eudes De,1,no
Hathuwig,1,no
Folcuin II,1,no
Regenwala,1,no
Dochter van Dirk I,1,no
Arnould III de Chaumontois,1,no
Count Arnulf III of,1,no
"Eudes I, duke of Aquitaine",1,no
"Hatto, duke of Gascony",1,no
Hunald Duke of Aquitaine,1,no
Pepijn,1,no
Wife of Theodo III Von,1,no
Theodebert I.,1,no
Duke Theodo IV of,1,no
Agiluf,1,no
Ragnomare,1,no
Wadon,1,no
"Hermann I, Graf von Wethigau",1,no
Hermann [I],1,no
Emleidis,1,no
Theodoric I comte du Vexin,1,no
"Beranger, Count of Bayeux",1,no
"Bérenger, comte de Bayeux",1,no
Hrodoald,1,no
"Fulk the Venerable, Archbishop of Reims",1,no
Archbishop of Reims,1,no
Gui comte de Pombia,1,no
"Sicardo, principe di Benevento",1,no
Sicardo,1,no
Sichelenda,1,no
Ranulf III,1,no
Hugues Graf im Sundgau. Lay abbot of Moutier-Grandval,1,no
"Luitfried IV, comte de Sundgau",1,no
Luitfried III,1,no
Egifredus,1,no
Ernst I graf im Nordgau,1,no
Ernustus dux,1,no
Ernst I count in Nordgau,1,no
Fredeburg,1,no
Welf.,1,no
Suppo III duke of Spoleto,1,no
Suppone III duca di Spoleto,1,no
Unroch,1,no
Unroch comes,1,no
Adalric (Udalrich),1,no
"Adelchis II, comes Parmensis",1,no
Wifredus comes,1,no
Boso comes,1,no
"Ardingus, episcopus Brixiensis",1,no
Arding,1,no
Harduin,1,no
"Hardouin, comte de Neustria",1,no
Warimburg,1,no
Odo Comte [de Mâcon],1,no
Humbert comte [de Bourges],1,no
"Eckhard, seigneur de Perracy",1,no
Richilde of Amiens,1,no
Walbert Ou Gauzbert,1,no
"Thierry II, comte de Chaunois",1,no
"Rénaud I, vicomte d'Auxerre",1,no
"Gebuin, Count of Dijon",1,no
Gebuin,1,no
Aleran ou Adelramn III,1,no
Warnier,1,no
Wendelgarde,1,no
Rorik,1,no
von Haithabu,1,no
Sigefroi,1,no
Hemming Halfdannsson,1,no
"Ingeborg ""Tyrne"" ""Thyrne""",1,no
Sigrid Helgisdottir,1,no
Walravius I,1,no
Tétradie,1,no
Radagest II,1,no
Gubertina,1,no
Wisislaus,1,no
"Bodik, König der Sachsen",1,no
"Bodik, king of the Saxons",1,no
Aribert,1,no
Dobiogera,1,no
Heila,1,no
Gunlinda,1,no
Wittekind I,1,no
Brunulphe IV,1,no
Engeltrude Of,1,no
Thetbaldi Comte,1,no
"Thetbaldi I, comte de Chartres",1,no
Bennid,1,no
Bavo,1,no
Theodala,1,no
Folcuin III monk at Saint-Bertin,1,no
Radboud V,1,no
Walager III,1,no
"Ebroin, Évêque de",1,no
Aiga,1,no
Heiress of Luxembourg,1,no
Arnold II jr,1,no
Rainer de Saunois,1,no
Rainer (Regnier),1,no
Vandrada,1,no
Icterius,1,no
Atalgaire,1,no
Lupus II,1,no
Evodie,1,no
"Waïfer, Duke of Aquitaine",1,no
Waïfer duc d'Aquitaine,1,no
Geoffrey Viscount Gatinais d'Orleans,1,no
Adelheid X,1,no
Ricdag,1,no
"Pepin Berenger de Senlis, comte de Bayeux",1,no
Pepin III Berenger,1,no
Nibelung IV comte du Vexin,1,no
daughter of Count Nibelung IV?,1,no
Mathilde Helwige,1,no
Hildisnot,1,no
Dau. Of Werner II,1,no
Urso gastald of Conza,1,no
Radelmundo gastald of Acerenza,1,no
"Bonifacio III, marquis Tuscany, gov. Corsica, count di Lucca",1,no
Landelaica,1,no
"Guaifar ""Balbus""",1,no
"Guaiferio ""Balbus""",1,no
Dauferio,1,no
Guaiferio,1,no
Lando,1,no
"Lando, count of Capua",1,no
"Landone III, conte di Capua",1,no
Landone III,1,no
Enguerrand chamberlain of France,1,no
daughter of Enguerrand,1,no
Bernarius comte de Charpeigne,1,no
"Luitfried V, count of Upper Alsace",1,no
Marino duca di Spoleto,1,no
Mauring duke of Spoleto,1,no
Ardingus episcopus Modenae,1,no
Wartrun,1,no
Ragnhard II,1,no
Wangar,1,no
Engeltrudis,1,no
Predslav Duke of Prespurg,1,no
Svätobog,1,no
Svätobog of,1,no
YY4,1,no
Oleg of,1,no
Svätomír (oder Bogislav),1,no
Svanimir (or Bogislav),1,no
Svätomír (alebo Bogislav),1,no
Wife of Bogislav,1,no
YY2,1,no
Rudolphus,1,no
Wilhelmus,1,no
Suppo IV,1,no
"Suppo IV, Comes Modenensis",1,no
Urson Comte [en Champagne],1,no
Herive archbishop of Reims,1,no
"Adalramn II comte de Laon, King's advisor to Louis II the Stammerer",1,no
Adalramm III,1,no
Aléidis (ou Hildegarde),1,no
Héchiard,1,no
Eghard,1,no
Bovo II. Bishop of Charlons-sur-Marne,1,no
Bovo II. Bischof von Charlons-sur-Marne,1,no
Béranger I,1,no
"Rénaud I, comte de Tonnerre",1,no
"Hughes, comte de Bourges",1,no
"Hugues, count of Bourges",1,no
Dau V,1,no
Fille De,1,no
Richildis D,1,no
Avane,1,no
Ade?,1,no
Ursion,1,no
Rotbalt I,1,no
Carlos Constantino,1,no
"Wife of Guillaume ""Taillefer""",1,no
Unknown Concubine,1,no
Uknm,1,no
"Oleg [Helvi III] ""Younger"" Prince of Novogorod",1,no
Олег Младший князь,1,no
m of thyra,1,no
Sigurdas Elnias,1,no
"Ragnhild ""the Wise"" Sigurdsdotter",1,no
Ranchilda,1,no
Thyras farmor,1,no
"Eirik II ""den mektige""",1,no
Ragnhild «den Mektige»,1,no
Ragnhild «den Mäktiga»,1,no
Ragnhild Eiriksdotter,1,no
Eirik Kung i Hedeby,1,no
"Erik, 14th King of Haithabu",1,no
Guthrum of,1,no
Dietricus,1,no
Bérétrude,1,no
Launebode,1,no
Jean I 22nd King of the Herulii,1,no
Hagiza,1,no
Visan I,1,no
Imafreda,1,no
Imafreda von Sachsen geb. von Kent,1,no
"Hulderick, King of the Saxons",1,no
"Hulderick, König der Sachsen",1,no
Basine Sainte,1,no
Sigilphuf,1,no
Eudes ‘Odo II’,1,no
--- of Chartres,1,no
--- de Chartres,1,no
Wichmann I,1,no
Radboud “Poppo” van Lek and IJssel,1,no
Theodericus Thierri Diederik “Dirk”,1,no
Tieleman,1,no
Radulf (Rodulfe),1,no
"Rodbert, comte de Quercy",1,no
Theida,1,no
Wandresigile,1,no
Loup-Sancho,1,no
Adalrico duc de Gascogne,1,no
"Adalric, Duke of Gascony",1,no
Lupus II Duc de Gascony,1,no
Mrs Theodebert von,1,no
Richemeres,1,no
Ermingardis Countess,1,no
Kotechind,1,no
"Siegfried II, Graf",1,no
Guthia,1,no
Weldrut,1,no
"Gero, Markgraf der Ostmark",1,no
Walaho VI,1,no
sconosciuta (forse),1,no
unknown (maybe),1,no
Berta II badessa dell’abbazia di S.Andrea,1,no
Lando I,1,no
Landone I,1,no
"Landone I, conte di Capua",1,no
"Lando I, count of Capua",1,no
Landone II,1,no
"Lando II, ex-count of Capua",1,no
"Landone II, ex-conte di Capua",1,no
Lando II,1,no
"Landolfo, conte di Capua",1,no
"Landolf, count of Capua",1,no
"(+4) Romualdo, Arechi, Grimoaldo, Maione",1,no
Pulcharus,1,no
"Pulcharus, prefect of Amalfi",1,no
"Pulcharus, prefetto di Amalfi",1,no
Imelsenda,1,no
Maio,1,no
Atenolfo III,1,no
"Sichelgaita, dei duchi di Gaeta",1,no
Atenulf II prince of Benevento & Capua,1,no
Atenolfo II principe di Benevento e Capua,1,no
Adeltruda,1,no
"Pandone ""il Rapace"" conte di Capua",1,no
"Pando ""the Rapacious"" count of Capua",1,no
Pandone,1,no
Landulf II,1,no
Landolfo II,1,no
"Landofo II, vescovo e conte di Capua",1,no
"Landulf II, bishop & count of Capua",1,no
Luitfried VI,1,no
Heresinda,1,no
Hereswint,1,no
Ricfried (Dodo),1,no
Heriburg,1,no
Nibelung Graaf van Betuwe,1,no
Walpertus conti di Palatino,1,no
Elisiardus comes,1,no
Elisiardus,1,no
"Bernardus, comes Papiensis et Parmensis",1,no
Pope Sergius III,1,no
Giovanni XI,1,no
Pope John XI,1,no
Alberico I duca di Spoleto,1,no
Costantino de Tuscolana,1,no
Deodatus de Tuscolana,1,no
Teofilatto,1,no
Theophilactus I Tusculanum,1,no
Theophilactus,1,no
Teofilato,1,no
Theodora II,1,no
Deda,1,no
Christine ou Dina,1,no
Thiberge,1,no
Ricfrid,1,no
Robrecht graaf van Kleef en Teijsterbant,1,no
Lodewijk graaf van Kleef en Teijsterbant,1,no
Ludolf (Lodewijk),1,no
"Reinhold, count of Cleves",1,no
Aléïda,1,no
Mother of Rastislav of Moravia,1,no
Rastislav von Groß-Mähren,1,no
Rotislav of,1,no
Rasticь(Rastislavъ),1,no
Sv. Rastislav Moravský,1,no
Restitius,1,no
YY3,1,no
Slavitah (Hostivit),1,no
Slavitěh (Hostivít),1,no
Peiere,1,no
Reginbald,1,no
"Ulrich, Bishop of Augsburg",1,no
Theodbald,1,no
"Manegold I, Graf von Dillingen",1,no
Nun at Buchau,1,no
Berardus,1,no
"Liutward, bishop of Vercelli",1,no
"Liutvardo, vescovo di Vercelli",1,no
Liutwardus,1,no
"Liutward, évêque de Verceil",1,no
"Liutward, bischof von Vercelli",1,no
Cadulto vescovo di Novara,1,no
Adelramn Comte de Troyes,1,no
1st Wife Of,1,no
Gosselin II,1,no
"Ermentrude, comtesse de Verdun",1,no
Wermund I,1,no
Ivar Ragnvaldsson,1,no
Gutum,1,no
"N.N., Wife of Rénaud I",1,no
Adalburge ou Alburgis,1,no
Hervé de Poher,1,no
"Hervé de Poher, comte de Bretagne du Maine",1,no
"Hervé de Bretagne, de Poher",1,no
Wife of Richard de Vienne,1,no
"Rodulphe, comte de Mons",1,no
Guilde,1,no
FNU of,1,no
Rey de Borgoña,1,no
Luis III el Ciego,1,no
Ana de Constantinopla o Ana de Macedonia,1,no
Aldealendis,1,no
Adimar,1,no
Cadelon II,1,no
"Cadélon I, vicomte d'Aulnay",1,no
Cadelon I,1,no
Berchthold II,1,no
Sigfried I von Oldenburg,1,no
Eirik Blodøks,1,no
Eirik «Blood-axe»,1,no
"Erik, 15th King of Haithabu",1,no
Syrisca,1,no
Albericus II 21st King of the Herulii,1,no
Petrussa,1,no
"Aribert I, Chief of the Obotrites",1,no
Aribert [I],1,no
"Hathwigate, King of the Saxons",1,no
Hathwigate,1,no
"Hathwigate, König der Sachsen",1,no
Wiric,1,no
"Wiric, King of the Saxons",1,no
Vitello,1,no
"Gerbrand, heer van Beusichem en Zoelen",1,no
Ricuin,1,no
Silla Tielmans,1,no
Frodin de,1,no
Adaltrude De,1,no
Rotrudis,1,no
Wigeric,1,no
Gastnois,1,no
"Aubry, comte de Gâtinais",1,no
Folkwin,1,no
Adalbert VI,1,no
Gervisa,1,no
Nestor I,1,no
N.N. Gräfin im Eichsfeld,1,no
Snežana,1,no
Udo(Hodo) I. Markgraf der Ostmark,1,no
Udo(Hodo) I.,1,no
Markgraf Udo I,1,no
"Gero, archbishop of Cologne",1,no
Judith - Judita,1,no
Frideruna,1,no
Teuza,1,no
Almericus I dei Didonidi,1,no
Tasselgarda,1,no
Gaideris,1,no
"Gaideris, principe di Benevento",1,no
"Gaideris, prince of Benevento",1,no
Gaita,1,no
Truppoald,1,no
Megalu,1,no
"(+3) Theoctisa, Bona, Maru.",1,no
... contessa di Conza,1,no
Contessa di Conza,1,no
Guaimario,1,no
"Guaimario di Capua, conte di Marsico",1,no
Indolfo,1,no
"Indolfo di Capua, conte di Sarni",1,no
"Atenolfo I di Capua, conte di Sessa",1,no
"Landolfo ""Grecus""",1,no
"Landone di Capua, conte di Teano",1,no
Atenolf II,1,no
"Daufer di Capua, conte di Teano",1,no
Sellecta,1,no
"Pandenolf, count of Capua",1,no
Pandenolf,1,no
Pandenolfo,1,no
"Pandenolfo, conte di Capua",1,no
Gilbert Ier,1,no
Stylianos,1,no
Tzantzes,1,no
Theophano (Martiniake),1,no
Eudokia (Baiana),1,no
"Stephen I, Patriarch of Constantinople",1,no
"Alexandros III, Byzantine Emperor",1,no
Flobert Guillaume,1,no
Flobert Guillaume de Haveskerque,1,no
Ermengarda di Bologna,1,no
Adelberto,1,no
Willa II,1,no
Adalbertus II,1,no
Willa III,1,no
Maginfredus comes Parmensis,1,no
22°doge di Venezia,1,no
Pietro IV,1,no
Stefania senatrix di Roma,1,no
Deodato,1,no
Marozia II senatrix,1,no
Benedikt VII.,1,no
Benedetto VII,1,no
Benedict VII,1,no
Benoît VII,1,no
Benet VII,1,no
Benedictus VII,1,no
Gregorio nomenclator,1,no
Johannes I,1,no
John I Crescentius,1,no
Stefania I,1,no
Teodora III,1,no
"Crescentius I ""de Theodora""",1,no
Jean X,1,no
Johannes X,1,no
John X,1,no
Ioannes X,1,no
Giovanni X,1,no
Hamelrich,1,no
"Richarde de Millau, Comtesse consort de Rouergue",1,no
Gausfred I comte de Rosselló,1,no
"Ichilda ""Desiderata""",1,no
Immon,1,no
Alménidice,1,no
Adace,1,no
Ildearde de,1,no
Herensindis,1,no
Nevelon,1,no
Kunegonde,1,no
Robrecht I heer van Heusden,1,no
Mathildis (Garigna),1,no
Yde,1,no
Ida gravin van Henegouwen,1,no
Theoderich Ursinus II,1,no
Diederik II graaf van Kleef en Teijsterbant,1,no
Reinoud graaf van Kleef en Teijsterbant,1,no
Sigisbert IV Plantard der Merovingen hertog van Aquitanië,1,no
Sigisbert V graaf van Razès,1,no
Isabella von Ardenner-Walde (Ardenne - Limborg),1,no
Wickmann,1,no
"Partner of Mojmír, Duke of Moravians",1,no
Mojmir I,1,no
Mojmír I. Moravský,1,no
Mojmír I. von Mähren,1,no
Pribislav dux in Lower Pannonia,1,no
Pribina,1,no
Mojmir's daug.,1,no
Ľudevít,1,no
Miloslava,1,no
Svatý Gorazd Učeň,1,no
St. Gorazd,1,no
St. Gorazd Ucen,1,no
Svätý Gorazd Ucen,1,no
Borivojus,1,no
Borziwoy,1,no
Boriwoy,1,no
Borzivoj,1,no
Richwin I,1,no
"Hucbald II, Graf von Dillingen",1,no
Count Dietwald of,1,no
Bishop Ulrich of,1,no
Wolfrat I,1,no
"ÁRPÁD(házi) Sophia, Princess of Sweden",1,no
Sophia of Sweden,1,no
"Géza von Ungarn, Gran Príncipe de Hungría",1,no
"ÁRPÁD(házi) Beatrix, Princess of Hungary",1,no
Meginhard Count Of The,1,no
NN van Lotharingen,1,no
Babo (Pabo),1,no
Ratpoto I Graf im Traungau,1,no
"Rapoto I, Graf im Traungau",1,no
Siburgis,1,no
"Siburgis, Countess of Altdorf",1,no
Eticho,1,no
Guelph II,1,no
Guelph III Herzog von Bayern,1,no
Ehrenfriede Abbess of Gorze,1,no
Ehrenfriede Äbtissen von Gorze,1,no
Gisla di Paoluccio,1,no
Ardoino IV,1,no
Adam-Amizzone,1,no
"Adam-Amizo, bishop of Turin",1,no
Alsinda,1,no
"Ottone, Marchese di Romagnano",1,no
Adelisia,1,no
Adelaide {fictional},1,no
"Anselmo I, marchese della Liguria Orientale",1,no
Ottone I,1,no
Guglielmo Comes,1,no
Beatrice De,1,no
Adelaide Gâtinais,1,no
Unknown Mother Of,1,no
Unknown Father Of,1,no
Galeran I,1,no
"Galéran II, vicomte de Meulan",1,no
Roscille de Loches,1,no
Arembert,1,no
"Arembert, Vicomte de Lassois",1,no
Otbert,1,no
Alexandre I,1,no
Matfrède,1,no
"Matfrède IV, comte de Metz",1,no
Hallad,1,no
Hallaður,1,no
Rolf Gange-Rolf,1,no
Svanhilda,1,no
Thorbard,1,no
Oluffa,1,no
Gautier [I],1,no
"Hugues III, comte",1,no
"Hugues d'Atuyer, seigneur de Beaumont-sur-Vingeanne",1,no
Guignes de Grenoble,1,no
"Guigues, seigneur de Vion",1,no
Léopold I,1,no
"Geoffroi I, seigneur de Joigny",1,no
Engelbert II,1,no
Gerloc (Adele),1,no
Amedee ou Berthold,1,no
Ancilla,1,no
Ausilia,1,no
Amadeo of,1,no
León VI,1,no
Leon VI el Sabio,1,no
Zoe Zautzina or Zautza,1,no
Uldagarda,1,no
Fulcrada,1,no
Frodila,1,no
"Amblard I, II. baron de Villeneuve",1,no
Narduin,1,no
Amélia,1,no
"Héribert I, vicomte de Thouars",1,no
Geila,1,no
Maingot,1,no
Avierne,1,no
Gunhild Ossursdotter daughter of Ozur,1,no
"Ragnhildur ""The Wicked""",1,no
"Ragnhild ""The Wicked"" Eiríksdóttir",1,no
Gunhild Gormsdotter «Mother of Kings» Kongemor,1,no
Gunhild «Mother of Kings»,1,no
Gamle,1,no
"Ragnfred of Norge, c. 923",1,no
Ragnfred,1,no
Harald «Greycloak»,1,no
"Harald II Eiriksson «Greycloak» Gråfell, King of Norway",1,no
Sigurd «Slefa»,1,no
Sigurd Eiriksson «Slefa» Sleva,1,no
Godred,1,no
Irmingarda,1,no
Théodora of Burgondie,1,no
Mandana,1,no
Aribert II,1,no
Prince Billung of the,1,no
"Billung I, Prince of the Obotrites",1,no
Rowena Elsa Horsa,1,no
"Hartwaker, könig der Sachsen",1,no
Hartwaker,1,no
"Hartwaker, king of the Saxons",1,no
Aribo Beringer,1,no
Foppe Heijmansz,1,no
Foppe van Arkel van Heukelom,1,no
Hildegarde de,1,no
Matfred,1,no
Avigerne,1,no
"Adhémar, vicomte de Quercy",1,no
Loup IV Cantull duc de Gascogne,1,no
"Loup IV Cantull, Duke of Gascony",1,no
"Thibaud de Bray, seigneur de Saint Denis",1,no
"Riquilda, vescomte consort de Barcelona",1,no
"Ermengarda, vescomtessa consort de Barcelona",1,no
Eimeruda,1,no
"Zēng Huáng 曾璜, 97, 85, 32, 28世",1,no
"Zēng Hǎi 曾海, 96, 84, 31, 27世",1,no
"Zēng Yǐ, 曾埼, 97, 85, 32, 28世",1,no
Wife 1: Zhāng 張,1,no
"Zēng Xuàn 曾鉉, 字:道遠, 95, 83, 30, 26世",1,no
鉉 道遠,1,no
端仁 正翼,1,no
"Zēng Duān Rén, 曾端仁, 字:正翼, 94, 82, 29, 25世",1,no
Surname Hú,1,no
"Zēng Yǐ, 曾宏, 字:道始, 95, 83, 30, 26世",1,no
"Zēng Xié 曾勰, 93, 81, 28, 24世",1,no
勰,1,no
Wife: Wen 文氏,1,no
Surname Gāo,1,no
梓 伯琦,1,no
"Zēng Zǐ 曾梓, 字:伯琦, 92, 80, 27, 23世",1,no
Surname Dīng,1,no
"Zēng Huàn 曾渙, 91, 79, 26, 22世",1,no
"Zēng Yào 曾曜, 92, 80, 27, 23世",1,no
Wife 3: Lǚ 呂,1,no
Wife 1: Wáng 王,1,no
Wife 2: Zháo 趙,1,no
曾舊為樂安、臨江房,1,no
曾圭為廬陵、吉陽房,1,no
曾略微撫州、南豐、臨川房,1,no
"Zēng Xún 曾珣, 90, 78, 25, 21世",1,no
珣 貴文,1,no
"Zēng Hū, 曾忽, 91, 79, 26, 22世",1,no
"Zēng Zhèn, 曾震, 91, 79, 26, 22世",1,no
"Zēng Dé 曾德, 89, 77, 24, 20世",1,no
Surname Jǐn,1,no
"Zēng Zhēn, 曾珍, 90, 78, 25, 21世",1,no
樟,1,no
棫,1,no
Yán Shì: Long Shan Zeng Promogenitor,1,no
"Zēng Péi 曾培, 88, 76, 23, 19世",1,no
培 本固,1,no
Wife 1: Surname Chén,1,no
"Zēng Xìn, 曾信, 89, 77, 24, 20世",1,no
Wife 2: Surname Zhāng,1,no
"Zēng Zhēng, 曾徵, 89, 77, 24, 20世",1,no
"Zēng Xíng, 曾行, 89, 77, 24, 20世",1,no
"Zēng Yào 曾燿, 87, 75, 22, 18世",1,no
Wife 1: Surname Hú,1,no
培,1,no
"Zēng Péi, 曾培, 88, 76, 23, 19世",1,no
躴,1,no
Wife 2: Surname Wén,1,no
"Zēng Chéng, 曾城, 88, 76, 23, 19世",1,no
"Zēng Zhí 曾植, 86, 74, 21, 17世",1,no
Wife 1: Lǐ,1,no
"Zēng Yào, 曾燿, 87, 75, 22, 18世",1,no
[句句],1,no
urname Zhāng,1,no
逴,1,no
Wife 2: Surname Xiāo,1,no
"Zēng Tóng, 曾烱, 87, 75, 22, 18世",1,no
"Zēng Bǐng, 曾炳, 87, 75, 22, 18世",1,no
"Zēng Chǎn 曾闡, 85, 73, 20, 16世",1,no
Surname Wén,1,no
"Zēng Mào, 曾懋, 86, 74, 21, 17世",1,no
"Zēng Jí, 曾楫, 86, 74, 21, 17世",1,no
"Zēng Hèng, 曾橫, 86, 74, 21, 17世",1,no
"Zēng Wǎn , 曾琬, 86, 74, 21, 17世",1,no
[立隶],1,no
垂,1,no
"Zēng Jù 曾據, 字:恆仁, 84, 72, 19, 15世",1,no
據 恆仁,1,no
Wife 2: Surname Liú,1,no
"Zēng Chǎng, 曾場, 85, 73, 20, 16世",1,no
Huang Shi (wife of Zeng Zhiyao) 黃氏(曾致堯妻),1,no
埮,1,no
"Zēng Tàn 曾埮, 83, 71, 1, 14世",1,no
Surname Wū,1,no
撰,1,no
[日常],1,no
Surname Xīn,1,no
Huang L 黃L,1,no
Wu Shi (wife of Zeng Yizhan) 吳氏(曾易占妻),1,no
寶 惟善,1,no
"Zēng Bǎo 曾寶, 字:惟善, 82, 70, 17, 13世",1,no
Wife 1: Surname Ōuyáng,1,no
棥,1,no
柕,1,no
案,1,no
