kind,name,occurrences,verdict,qids
family,Farias Sosa,5,no item,
family,Stordahl,5,resolved,Q37529403
family,de Treviño Leal,5,no item,
family,Zaidi,5,no item,
family,Cepeda Farias,5,no item,
family,Flores de Abrego y Cepeda,5,no item,
family,Valdes,5,ambiguous — several items share the label,Q28891767 | Q37531876
family,Sundqvist,5,resolved,Q1397106
family,de Canet,5,no item,
family,de Figueroa,5,resolved,Q99944802
family,Homem de Pereira,5,no item,
family,Soares de Melo,5,no item,
family,Vaz,5,no item,
family,Malmquist,5,resolved,Q6744382
family,Riskjell,5,no item,
family,de Chaves,5,no item,
family,Klok,5,no item,
family,Valcárcel y Nieto,5,no item,
family,Cohn,5,resolved,Q21065973
family,de Escamilla,5,no item,
family,Martínez de la Garza,5,no item,
family,Mora Peláez,5,no item,
family,van der Meeren,5,no item,
family,Matiz Sotomayor,5,no item,
family,傅,5,no item,
family,de Pompadour,5,no item,
family,Masalskis,5,resolved,Q113009105
family,Haryett,5,no item,
family,Alderton,5,resolved,Q16479342
family,Uribe y Vergara,5,no item,
family,de Caulaincourt,5,no item,
family,孛兒只斤·,5,no item,
family,Reséndez Rodríguez,5,no item,
family,Maça de Liçana i Carroç d´Arborea,5,no item,
family,de Cepeda Herrera,5,no item,
family,ap William ap William,5,no item,
family,Kamakura鎌倉,5,no item,
family,del Gallo,5,no item,
family,Kumagai熊谷,5,no item,
family,de Vivonne,5,no item,
family,Funes de Villalpando y Gurrea,5,no item,
family,Bidenius,5,no item,
family,Al-Musawi,5,no item,
family,江,5,no item,
family,Nathan,5,resolved,Q16877804
family,Svensdatter,5,no item,
family,Heen,5,resolved,Q36909751
family,Coymans,5,resolved,Q131724679
family,Márquez de los Olivos y Martín del Campo,5,no item,
family,Helliesen,5,resolved,Q30226361
family,Solomereckis h. Ravičas,5,no item,
family,Sikkeland,5,no item,
family,Pytt,5,no item,
family,Martin Del Campo Y Flores De La Torre,5,no item,
family,de Cepeda de la Fuente,5,no item,
family,de la Fuente Flores,5,no item,
family,Valdez de la Peña,5,no item,
family,de los Santos Coy Cepeda,5,no item,
family,Flores de Valdez Carballo,5,no item,
family,丁,5,no item,
family,von Plauen,5,resolved,Q116759022
family,de las Casas de la Vega,5,no item,
family,Pérez de Escamilla,5,no item,
family,González de Ochoa,5,no item,
family,de Silly,5,no item,
family,Feyling,5,resolved,Q30136661
family,de Almeida Wanderley,5,no item,
family,Peixoto,5,resolved,Q56246095
family,del Bosque Flores de Abrego,5,no item,
family,de la Garza Sosa,5,no item,
family,de la Garza Saldivar y Sosa,5,no item,
family,Beverly,5,resolved,Q37208041
family,Lins de Vasconcelos,5,no item,
family,Мезецкая,5,no item,
family,Nasi,5,resolved,Q27949352
family,Christensdatter Harbou,5,no item,
family,Pinto da Fonseca,5,no item,
family,Rodríguez de la Garza,5,no item,
family,Bjønness,5,no item,
family,Saenz de Santiago y Gutierrez de Mendoza,5,no item,
family,mac Gofraid,5,no item,
family,Guðfriðarson,5,no item,
family,Smolenskietė,5,no item,
family,Fernandez de Tijerina Garza,5,no item,
family,d'Encre,5,no item,
family,Massalski h. wł.,5,no item,
family,Hasištejnský z Lobkowicz,5,no item,
family,Popplewell,5,resolved,Q21497427
family,Gonzalez de Rubalcaba y Diaz Varela,5,no item,
family,Fernández Gómez,5,no item,
family,de Goes,5,no item,
family,Gomes de Mello,5,no item,
family,Gesualdo,5,resolved,Q37510706
family,Castriota,5,resolved,Q37511937
family,Chavez- Fragoso y Lopez de Nava,5,no item,
family,Barbosa Aranha,5,no item,
family,Gouffier,5,resolved,Q74081663
family,Drey,5,resolved,Q37490726
family,Jouvenel des Ursins,5,resolved,Q85887336
family,Yamagata山縣,5,no item,
family,von Güntersberg vel Kaliski,5,no item,
family,de Saporta,5,no item,
family,Castelo Branco,5,resolved,Q28800626
family,de Saulx de Tavannes,5,no item,
family,de Foix Rabat,5,no item,
family,Spotswood,5,resolved,Q37505404
family,bikali Vitéz,5,no item,
family,Røed,5,resolved,Q27888878
family,Correia de Sá,5,no item,
family,Drutsky-Lubetsky,5,no item,
family,Soares de Brito,5,no item,
family,Valli de Estrada,5,no item,
family,von Sayn-Wittgenstein-Homburg,5,no item,
family,Villarreal Trevino,5,no item,
family,toroczkószentgyörgyi Toroczkay,5,no item,
family,Kuncevičiūtė,5,no item,
family,Kuncevičius,5,no item,
family,Kurcz h. Radwan,5,no item,
family,Cavazos Montemayor,5,no item,
family,de Chemillé,5,no item,
family,Cadogan,5,resolved,Q16865288
family,Álvares,5,ambiguous — several items share the label,Q104837822 | Q2605629
family,de Villaseñor y Cervantes,5,no item,
family,Soemarto,5,no item,
family,Lopez Gallo,5,no item,
family,Prega,5,no item,
family,d'Hébrard de Saint Sulpice,5,no item,
family,Bortwick,5,no item,
family,Brugman,5,resolved,Q21487953
family,Fernandes Cogominho,5,no item,
family,Бельский,5,no item,
family,Friberg,5,resolved,Q21291861
family,Serlin,5,no item,
family,Drucki,5,no item,
family,iš Vladimiro,5,no item,
family,魏,5,no item,
family,князь Шаховской,5,no item,
family,Hedin,5,resolved,Q23135942
family,Nikšić,5,no item,
family,Martínez Ramírez,5,no item,
family,Hinojosa De La Garza,5,no item,
family,Salazar Rodriguez,5,no item,
family,Menchaca Jimenez,5,no item,
family,Caballero Rodríguez,5,no item,
family,Escamilla Ochoa,5,no item,
family,Passavant,5,resolved,Q76411346
family,Gotti,5,resolved,Q2702159
family,Samuelsen,5,resolved,Q21450098
family,van Heemskerk,5,resolved,Q7913382
family,Tostensdatter,5,no item,
family,Urdal,5,resolved,Q12719278
family,Malheiro de Melo,5,no item,
family,Montoya Gonzalez,5,no item,
family,Vallensis,5,no item,
family,Thunem,5,no item,
family,Muse,5,resolved,Q16877643
family,de Balaguier,5,no item,
family,Schoug,5,resolved,Q86505207
family,Yepes Mejía,5,no item,
family,Kurbski-Jarosławski,5,no item,
family,Arvidsdotter,5,resolved,Q110360168
family,von Engersgau,5,no item,
family,Hernández Henao,5,no item,
family,de Léon Cantù,5,no item,
family,Gorodeckis,5,no item,
family,阮,5,no item,
family,d'Avout,5,no item,
family,Maréchal,5,no item,
family,de Laudun de Montfaucon,5,no item,
family,de Arbestain y del Peso,5,no item,
family,Dollfus,5,resolved,Q42942449
family,de Talaru,5,no item,
family,DHRITARASHTRA,5,no item,
family,Mesa Alvarez,5,no item,
family,Klemsdal,5,no item,
family,Skrzyńska,5,no item,
family,Leon Pérez,5,no item,
family,Grimstad,5,resolved,Q30145939
family,de La Villeneuve,5,no item,
family,Storetorp,5,no item,
family,Herrera Garcia,5,no item,
family,'Abd Manat bin Udd,5,no item,
family,Moluf,5,no item,
family,ap Dwywg,5,no item,
family,Andreassen,5,resolved,Q501558
family,Olmstead,5,resolved,Q21491149
family,Little,5,resolved,Q20671646
family,Ranger,5,resolved,Q16881864
family,Sołomerecka,5,no item,
family,Sandoval,5,resolved,Q356559
family,Slettevoll,5,no item,
family,Restrepo Alzate,5,no item,
family,Mauroceno,5,no item,
family,Jimenez De Castro Gutierrez de Mendoza,5,no item,
family,de Moncada y Lauria,5,no item,
family,de Paternoy y Aragón,5,no item,
family,von Sparneck,5,no item,
family,Gatto,5,resolved,Q21501833
family,Lowenthal,5,ambiguous — several items share the label,Q21491907 | Q37113659
family,Forester,5,resolved,Q68729720
family,Montes Herrera,5,no item,
family,Kearney,5,resolved,Q37477858
family,von Stefling,5,no item,
family,Duque Soto,5,no item,
family,Montoya Alvarez,5,no item,
family,Legarda Salazar,5,no item,
family,Restrepo Mallen,5,no item,
family,Gil Alarcón,5,no item,
family,주,5,no item,
family,Legarda Periañez de Lezcano,5,no item,
family,Ubachs,5,no item,
family,辜,5,no item,
family,Høiland,5,resolved,Q18396954
family,Torelli d'Aragona Visconti,5,no item,
family,De Villa Toro,5,no item,
family,Holma,5,resolved,Q27943107
family,Воротынский,5,no item,
family,Чингизов,5,no item,
family,Johansdtr. Næristorp,5,no item,
family,Eliasen,5,no item,
family,Marcilla de Teruel Fajardo y Moctezuma,5,no item,
family,Мустафин,5,no item,
family,Дорогобужский,5,no item,
family,Viiger,5,no item,
family,Pedersen / Thorvaldsen,5,no item,
family,Hammonds,5,no item,
family,de Miranda Henriques,5,no item,
family,Lins de Albuquerque,5,no item,
family,Бахметев,5,no item,
family,Borsok,5,no item,
family,Foss-Eikeland,5,no item,
family,Fröjd,5,no item,
family,ap Hwfa,5,no item,
family,Clapp,5,resolved,Q21482982
family,竇 (Dòu),5,no item,
family,Bamburg,5,no item,
family,Ware,5,resolved,Q17128250
family,qutb uddin,5,no item,
family,Жукова,5,no item,
family,الحبشي,5,no item,
family,Brandenburgietis,5,no item,
family,de la Garza Trevino Caballero,5,no item,
family,Noe,5,ambiguous — several items share the label,4 items
family,Oscarsson,5,resolved,Q27887598
family,Elizondo Garza,5,no item,
family,de la Garza Trevino,5,no item,
family,Gómez Recio Monzón,5,no item,
family,de Chavagnac,5,resolved,Q105248087
family,Flores Gonzalez,5,no item,
family,Yu,5,ambiguous — several items share the label,11 items
family,Munos De Hermosillo,5,no item,
family,Moffett,5,resolved,Q16877287
family,Vitez,5,resolved,Q96575200
family,Kinský z Vchynic a Tetova,5,no item,
family,Graf Kinsky von Wchinitz und Tettau,5,no item,
family,de Villarreal Urrutia,5,no item,
family,de Castro Mireles y Caballero,5,no item,
family,Arvidsson,5,resolved,Q21489062
family,García de Valdez,5,no item,
family,Reza y Mendoza,5,no item,
family,Darmanin,5,no item,
family,de la Garza Sepúlveda,5,no item,
family,Pineda de Ledesma,5,no item,
family,Fontelius,5,no item,
family,Garza Arellano,5,no item,
family,Børgen,5,no item,
family,Von Mansfeld,5,no item,
family,Wigney,5,resolved,Q25114657
family,ap Cynwrig Efell,5,no item,
family,Gutierrez De Lara,5,no item,
family,de Maluenda,5,no item,
family,Abbatellis,5,no item,
family,Mitz,5,no item,
family,De Villarreal González,5,no item,
family,Козловской,5,no item,
family,Funderburgh,5,no item,
family,Kostrovickis,5,no item,
family,Isham,5,resolved,Q21507173
family,Darte,5,no item,
family,Tomlin,5,resolved,Q21493221
family,Lövgren,5,no item,
family,Camacho,5,resolved,Q21482925
family,ab Awystl,5,no item,
family,TEDESCHI,5,resolved,Q37207749
family,McHatton,5,no item,
family,Camponeschi,5,no item,
family,Manelli,5,no item,
family,Padilla Martin,5,no item,
family,Cortés de Hermosilla,5,no item,
family,Шервашидзе,5,no item,
family,Betancur Duque,5,no item,
family,Przemyslid Olomoucky,5,no item,
family,Kjeldsdatter Krabbe,5,no item,
family,Quisling,5,resolved,Q30514098
family,Piedrahita,5,no item,
family,Vasquez Zermeño y Arrona Garcia,5,no item,
family,De Talaru,5,no item,
family,Hilder,5,resolved,Q37313566
family,de Quintana Dueñas y Arriaga,5,no item,
family,Aarsvold,5,no item,
family,Eliasdtr,5,no item,
family,Gonzalez Hidalgo,5,no item,
family,WESTOVER,5,resolved,Q37539150
family,Márquez de los Olivos,5,no item,
family,Pérez de Tudela y Cáceres,5,no item,
family,Gilliam,5,resolved,Q16870435
family,Hysingstad,5,no item,
family,Botello de la Garza,5,no item,
family,Cantu de la Serna,5,no item,
family,Velez,5,ambiguous — several items share the label,Q27249293 | Q7918902
family,VASQUEZ CARDENAS,5,no item,
family,McWilliam,5,resolved,Q6802779
family,Ruiz Arbelaez,5,no item,
family,Gaetani,5,resolved,Q37486526
family,Díez Canseco,5,no item,
family,Holway,5,resolved,Q36940086
family,Thorersdatter,5,no item,
family,Alm,5,resolved,Q23133442
family,Olsdtr Orud,5,no item,
family,Berdal,5,no item,
family,Montemayor de la Garza,5,no item,
family,Ramos de Arreola Flores de Abrego,5,no item,
family,Flores Arellano,5,no item,
family,Cantu del Rio de la Cerda Garza,5,no item,
family,Guajardo García,5,no item,
family,Nickerson,5,resolved,Q37551898
family,吴,5,no item,
family,Diaz Pelaez,5,no item,
family,Rodriguez Moya,5,no item,
family,Eilertsdtr,5,no item,
family,GUERRERO,5,resolved,Q1536980
family,Lasocka h. Dołęga,5,no item,
family,穆,5,no item,
family,Chung,5,resolved,Q37130248
family,賀拔,5,no item,
family,Ramos de Arreola Martinez,5,no item,
family,López Rubio,5,resolved,Q56887632
family,Helgesdtr,5,no item,
family,Romo Moran,5,no item,
family,Fernandez De Rueda,5,no item,
family,Martin del Campo y de la Mora,5,no item,
family,De Cobos,5,no item,
family,Cobos,5,no item,
family,Romo- De- Vivar,5,no item,
family,Munos Fernandes,5,no item,
family,Cuellar,5,resolved,Q16865925
family,Lanning,5,resolved,Q37567449
family,De los Santos Coy De la Garza,5,no item,
family,Arango Sanchez,5,no item,
family,PELAEZ GIL,5,no item,
family,Nieto y Hurtado de Mendoza Zapata,5,no item,
family,Tamayo Pelàez,5,no item,
family,de Mello Pereira de Sampaio,5,no item,
family,Betancourt Buitrago,5,no item,
family,Cheek,5,resolved,Q16865511
family,Cobos Tabora,5,no item,
family,Bergersdatter,5,no item,
family,Toro Fernández,5,no item,
family,Ruiz de Esparza y de la Fuente,5,no item,
family,Frisk,5,resolved,Q27877507
family,Ragan,5,no item,
family,Gøthesdtr,5,no item,
family,Carignani,5,resolved,Q99906984
family,z Vartemberka,5,no item,
family,Hollerup,5,no item,
family,Von Kamp,5,no item,
family,Karlsson Olsson,5,no item,
family,Modig,5,resolved,Q27877571
family,Gustavsson,5,resolved,Q20825725
family,Hyden,5,no item,
family,Ferreolus,5,no item,
family,González Urrutia,5,no item,
family,COLLINS,5,resolved,Q1791084
family,Molina Montoya,5,no item,
family,Betancur,5,resolved,Q12785828
family,De la Chica Arango,5,no item,
family,남궁,5,no item,
family,吉,5,no item,
family,Tabuada,5,no item,
family,Tamayo y Fernández Dávila,5,no item,
family,Nebb,5,resolved,Q47169452
family,Blomqvist,5,resolved,Q23656861
family,Falcon,5,ambiguous — several items share the label,Q41145744 | Q7884398
family,扶餘,5,no item,
family,Reimers,5,resolved,Q20997721
family,Trumball,5,no item,
family,Hussain,5,resolved,Q37172653
family,Toro Chavarriaga,5,no item,
family,Shibayama,5,no item,
family,Tøgersdatter,5,no item,
family,Timpson,5,resolved,Q25114616
family,Christensdatter Mellevold / Rokke,5,no item,
family,Stull,5,resolved,Q36897288
family,Carrion Muoz,5,no item,
family,López de Belalcazar,5,no item,
family,de Ludeña de Arrollo,5,no item,
family,Bullard,5,resolved,Q21506806
family,Onooka,5,no item,
family,Espinoza Galván,5,no item,
family,Волконская,5,no item,
family,Millán Vela,5,no item,
family,Tadlock,5,no item,
family,de Figueiredo e Faria,5,no item,
family,Masayoshi,5,no item,
family,Martinez Gutierrez de Lara,5,no item,
family,Perez de Leon Cantu del Rio,5,no item,
family,de la Garza Falcon de la Garza,5,no item,
family,Garcia Elizondo,5,no item,
family,Abrego Garcia de Quintanilla,5,no item,
family,Lozano Gonzalez de Ochoa,5,no item,
family,Sanchez Venegas,5,no item,
family,de la Garza Falcon Trevino,5,no item,
family,Sandoval de Mesa de la Garza Falcon,5,no item,
family,Villarreal de Gonzalez Paredes,5,no item,
family,Montemayor de Rodriguez Trevino,5,no item,
family,Diaz Trevino,5,no item,
family,de la Garza Gomez de Castro,5,no item,
family,de la Garza Leal de Leon,5,no item,
family,الحصكفي,5,no item,
family,zu Lodron-Laterano,5,no item,
family,Al-Ghanawi,5,no item,
family,الديلمي,5,no item,
family,Fontelia,4,no item,
family,Gates,4,resolved,Q16870134
family,Rudbeckius,4,resolved,Q133514873
family,Rudbeckia,4,no item,
family,d'Angiò-Durazzo,4,no item,
family,di Borbone delle Due Sicilie,4,no item,
family,de Bragança e Bourbon,4,no item,
family,du Donjon,4,no item,
family,Вюртембергская,4,no item,
family,Odland,4,resolved,Q7077865
family,de Gavarret,4,no item,
family,彭城武原,4,no item,
family,Söderström,4,resolved,Q4448690
family,Fyljesvoll,4,no item,
family,Paléologue,4,resolved,Q114840712
family,Gattilusio,4,resolved,Q101039381
family,Holloway,4,resolved,Q16870847
family,TABONE,4,resolved,Q21493125
family,Ras-Work,4,no item,
family,Komitopulo,4,no item,
family,Granne,4,no item,
family,Rafn,4,resolved,Q30874279
family,Смилцена,4,no item,
family,Тертерина,4,no item,
family,de Borbón y Sajonia,4,no item,
family,Kantakuzin,4,resolved,Q18206853
family,Brankovičius,4,no item,
family,Бранковић,4,no item,
family,Brankovich,4,no item,
family,ap Brochfael,4,no item,
family,Alzate Lopez,4,no item,
family,Stillaway,4,no item,
family,Argyros,4,resolved,Q21504647
family,Yupanqui,4,no item,
family,Rodrigues de Meira,4,no item,
family,Riba de Vizela,4,no item,
family,Hunt,4,no item,
family,Abrahamsdatter,4,no item,
family,Latorre Angulo,4,no item,
family,Fernandez Gomez,4,no item,
family,Velho Cabral,4,no item,
family,Garcés de Pamplona,4,no item,
family,Yttri,4,no item,
family,Lambert,4,resolved,Q19776313
family,Calle Velez,4,no item,
family,Correa Fernández,4,no item,
family,González de Noriega,4,no item,
family,Gómez Arnedo,4,no item,
family,Gómez de Ureña Poblete,4,no item,
family,Hernandez,4,ambiguous — several items share the label,Q12175844 | Q27180733
family,mac Eanric,4,no item,
family,di Ventimiglia,4,resolved,Q105248083
family,Echeverri Echagüe,4,no item,
family,Kęstutaitis,4,no item,
family,Falcão,4,resolved,Q97647257
family,Zalles Calderón,4,no item,
family,Wille Lemaitre,4,no item,
family,Cobb,4,resolved,Q1104540
family,Rison,4,resolved,Q37494102
family,Pedersdotter Måneskiöld,4,no item,
family,Pedersdatter Maaneskiold,4,no item,
family,Aráoz y Sánchez de Lamadrid,4,no item,
family,Sánchez de Lamadrid y Villafañe,4,no item,
