role,name,people,kind,item_state,qids
given,Ceido,1,ordinary Western given name,no item found,
given,Pilós',1,ordinary Western given name,no item found,
given,"Melenudo""",1,ordinary Western given name,no item found,
given,"Sénéchal""",1,ordinary Western given name,no item found,
given,Sénéchal,1,ordinary Western given name,no item found,
given,Angouleme,1,ordinary Western given name,no item found,
given,(Bitzila),1,ordinary Western given name,no item found,
given,Odilo,1,ordinary Western given name,exists,Q19970342
given,"Brette""",1,ordinary Western given name,no item found,
given,Karli,1,ordinary Western given name,exists,Q12793478
given,Findláech,1,ordinary Western given name,no item found,
given,Iziasław,1,ordinary Western given name,no item found,
given,Bandouin,1,ordinary Western given name,no item found,
given,Godric,1,ordinary Western given name,exists,Q16561307
given,Wandilmode,1,ordinary Western given name,no item found,
given,Annora,1,ordinary Western given name,exists,Q56536322
given,Chrodbertus,1,ordinary Western given name,no item found,
given,Bohun,1,ordinary Western given name,no item found,
given,(5º,1,non-Latin script (MASCULINE),no item found,
given,4º,1,non-Latin script (MASCULINE),no item found,
given,Ildulb,1,ordinary Western given name,no item found,
given,"""Baco""",1,ordinary Western given name,no item found,
given,Ceadda,1,ordinary Western given name,no item found,
given,Ecgfrith,1,ordinary Western given name,no item found,
given,Wilgisl,1,ordinary Western given name,no item found,
given,Yffe,1,ordinary Western given name,no item found,
given,Ælle,1,ordinary Western given name,no item found,
given,鍋,1,CJK clan name,no item found,
given,興雲院,1,place misfiled as a name,no item found,
given,寛定室,1,place misfiled as a name,no item found,
given,岩村殿,1,place misfiled as a name,no item found,
given,al-Jabir,1,ordinary Western given name,no item found,
given,匡衡,1,CJK clan name,no item found,
given,維順(匡時),1,place misfiled as a name,no item found,
given,大江成衡室,1,place misfiled as a name,no item found,
given,維繁,1,CJK clan name,no item found,
given,匡房,1,CJK clan name,no item found,
given,成衡,1,CJK clan name,no item found,
given,赤染衛門,1,place misfiled as a name,no item found,
given,小督,1,CJK clan name,no item found,
given,長勝院,1,place misfiled as a name,no item found,
given,挙周,1,CJK clan name,no item found,
given,以言,1,CJK clan name,no item found,
given,維潔,1,CJK clan name,no item found,
given,維時,1,CJK clan name,no item found,
given,維明,1,CJK clan name,no item found,
given,昌永,1,CJK clan name,no item found,
given,泰栄院,1,place misfiled as a name,no item found,
given,養儼院,1,place misfiled as a name,no item found,
given,妙真院,1,place misfiled as a name,no item found,
given,歓喜院,1,place misfiled as a name,no item found,
given,道永,1,CJK clan name,no item found,
given,雲岳聖朝,1,place misfiled as a name,no item found,
given,興信,1,CJK clan name,no item found,
given,性恵,1,CJK clan name,no item found,
given,三時知恩寺,1,place misfiled as a name,no item found,
given,理延,1,CJK clan name,no item found,
given,真乗寺,1,place misfiled as a name,no item found,
given,覚円,1,CJK clan name,no item found,
given,弘助,1,CJK clan name,no item found,
given,道応,1,CJK clan name,no item found,
given,聖護院門,1,place misfiled as a name,no item found,
given,慈運,1,CJK clan name,no item found,
given,覚胤,1,CJK clan name,no item found,
given,尭胤,1,CJK clan name,no item found,
given,治仁,1,CJK clan name,no item found,
given,洪蔭,1,CJK clan name,no item found,
given,"Rotkopf""",1,ordinary Western given name,no item found,
given,PABLO,1,ordinary Western given name,exists,Q2045138
given,Regevik,1,ordinary Western given name,no item found,
given,Mamma,1,ordinary Western given name,no item found,
given,Tohjaya,1,ordinary Western given name,no item found,
given,Angabhaya,1,ordinary Western given name,no item found,
given,Narasinga,1,ordinary Western given name,no item found,
given,Bajradewi,1,ordinary Western given name,no item found,
given,Dewayani,1,ordinary Western given name,no item found,
given,"Jayanegara,",1,ordinary Western given name,no item found,
given,Sakiko,1,ordinary Western given name,exists,Q7402978
given,前子,1,CJK clan name,no item found,
given,晴子,1,CJK clan name,no item found,
given,澄清院,1,place misfiled as a name,no item found,
given,道円法親王,1,place misfiled as a name,no item found,
given,亮仁法親王,1,place misfiled as a name,no item found,
given,明承法親王,1,place misfiled as a name,no item found,
given,覚叡法親王,1,place misfiled as a name,no item found,
given,珪子内親王,1,place misfiled as a name,no item found,
given,道朝法親王,1,place misfiled as a name,no item found,
given,Darryl,1,ordinary Western given name,exists,Q19824099
given,Sørensson,1,patronymic,no item found,
given,Sørenssen,1,patronymic,no item found,
given,Torben/Torbjørn,1,ordinary Western given name,no item found,
given,Ludviksdotter,1,patronymic,no item found,
given,Ludvigsdtr.,1,ordinary Western given name,no item found,
given,Gulbrandsson,1,patronymic,no item found,
given,"""Paduka",1,ordinary Western given name,no item found,
given,"Kerma""",1,ordinary Western given name,no item found,
given,Jambuga,1,ordinary Western given name,no item found,
given,Mudaliar,1,ordinary Western given name,no item found,
given,Bikrama,1,ordinary Western given name,no item found,
given,[Pekerma,1,ordinary Western given name,no item found,
given,Wira],1,ordinary Western given name,no item found,
given,織田秀信室,1,place misfiled as a name,no item found,
given,Huyay,1,ordinary Western given name,no item found,
given,頼信,1,CJK clan name,no item found,
given,義家妻,1,place misfiled as a name,no item found,
given,満仲,1,CJK clan name,no item found,
given,隆長娘,1,place misfiled as a name,no item found,
given,助勝,1,CJK clan name,no item found,
given,Gowen,1,ordinary Western given name,exists,Q38958164
given,Eskendir,1,ordinary Western given name,no item found,
given,繁氏,1,CJK clan name,no item found,
given,皇海,1,CJK clan name,no item found,
given,直俊,1,CJK clan name,no item found,
given,定禅,1,CJK clan name,no item found,
given,Gastnois,1,ordinary Western given name,no item found,
given,美智子,1,place misfiled as a name,no item found,
given,Naruhito,1,ordinary Western given name,exists,Q6966436
given,徳仁,1,CJK clan name,no item found,
given,Akihito,1,ordinary Western given name,exists,Q11684760
given,明仁,1,CJK clan name,no item found,
given,BASARIAH,1,ordinary Western given name,no item found,
given,MOH,1,ordinary Western given name,no item found,
given,SANTRI,1,ordinary Western given name,no item found,
given,sewulan,1,ordinary Western given name,no item found,
given,崇仁,1,CJK clan name,no item found,
given,Dulmanap,1,ordinary Western given name,no item found,
given,寬仁,1,CJK clan name,no item found,
given,宜仁,1,CJK clan name,no item found,
given,Burgester,1,ordinary Western given name,no item found,
given,knudsdtr,1,patronymic,no item found,
given,(Veronica),1,ordinary Western given name,no item found,
given,Kandern,1,ordinary Western given name,no item found,
given,Kwnedyl,1,ordinary Western given name,no item found,
given,Tegant,1,ordinary Western given name,no item found,
given,Kyndern,1,ordinary Western given name,no item found,
given,Rebka,1,ordinary Western given name,no item found,
given,(Memhir),1,ordinary Western given name,no item found,
given,Workenesh,1,ordinary Western given name,no item found,
given,(Abebetch),1,ordinary Western given name,no item found,
given,(Kassaye),1,ordinary Western given name,no item found,
given,Kefyalew,1,ordinary Western given name,no item found,
given,Ravenscroft,1,ordinary Western given name,exists,Q64831907
given,Atherall,1,ordinary Western given name,no item found,
given,Parson,1,patronymic,no item found,
given,Vende,1,ordinary Western given name,no item found,
given,瀬兵衛,1,place misfiled as a name,no item found,
given,法明院,1,place misfiled as a name,no item found,
given,光春,1,CJK clan name,no item found,
given,Soshi-joo,1,ordinary Western given name,no item found,
given,荘子,1,CJK clan name,no item found,
given,家宣,1,CJK clan name,no item found,
given,Tomohira-shinno,1,ordinary Western given name,no item found,
given,具平,1,CJK clan name,no item found,
given,長昌院,1,place misfiled as a name,no item found,
given,"Brahmanigereges,",1,ordinary Western given name,no item found,
given,Gadih,1,ordinary Western given name,no item found,
given,"Jamilan,",1,ordinary Western given name,no item found,
given,Minangkabau.,1,ordinary Western given name,no item found,
given,Basa,1,ordinary Western given name,no item found,
given,Balai,1,ordinary Western given name,no item found,
given,(XXI),1,ordinary Western given name,no item found,
given,[BUKAN,1,ordinary Western given name,no item found,
given,PROFILE],1,ordinary Western given name,no item found,
given,Saruwaso,1,ordinary Western given name,no item found,
given,[OTHER],1,ordinary Western given name,no item found,
given,Ananggawarman,1,ordinary Western given name,no item found,
given,Reiendorff,1,ordinary Western given name,no item found,
given,Lagesdtr,1,patronymic,no item found,
given,Tuesen),1,ordinary Western given name,no item found,
given,Giral,1,ordinary Western given name,no item found,
given,Almoš,1,ordinary Western given name,exists,Q250661
given,Альмош,1,non-Latin script (CYRILLIC),no item found,
given,Abdul-Shams,1,ordinary Western given name,no item found,
given,الشمس,1,non-Latin script (ARABIC),no item found,
given,"""Lam""",1,ordinary Western given name,no item found,
given,Skeelsen,1,patronymic,no item found,
given,Æsleby,1,ordinary Western given name,no item found,
given,Ockie,1,ordinary Western given name,no item found,
given,Chaya,1,ordinary Western given name,exists,Q20000301
given,Hirsh,1,ordinary Western given name,ambiguous,Q111942020 | Q66723381
given,(Fred),1,ordinary Western given name,no item found,
given,Hushaym,1,ordinary Western given name,no item found,
given,Brandrøk,1,ordinary Western given name,no item found,
given,Endsdatter,1,patronymic,no item found,
given,Frotmund,1,ordinary Western given name,no item found,
given,大兄去来穂別尊,1,place misfiled as a name,no item found,
given,足仲彦,1,place misfiled as a name,no item found,
given,田村,1,CJK clan name,no item found,
given,男大迹,1,place misfiled as a name,no item found,
given,Izanagi伊邪那岐,1,place misfiled as a name,no item found,
given,Kazuraki,1,ordinary Western given name,no item found,
given,誉田別命,1,place misfiled as a name,no item found,
given,天国排開広庭,1,place misfiled as a name,no item found,
given,Hohodemi-Hoori,1,ordinary Western given name,no item found,
given,Hooriホオリ,1,ordinary Western given name,no item found,
given,Jimmu,1,ordinary Western given name,no item found,
given,神日本磐余彦尊,1,place misfiled as a name,no item found,
given,市辺押磐皇子,1,place misfiled as a name,no item found,
given,手白香皇女,1,place misfiled as a name,no item found,
given,大日本彦耜友尊,1,place misfiled as a name,no item found,
given,大日本根子彦国牽尊,1,place misfiled as a name,no item found,
given,観松彦香殖稲尊,1,place misfiled as a name,no item found,
given,彦波瀲武盧茲草葺不合尊,1,place misfiled as a name,no item found,
given,神渟名川耳尊,1,place misfiled as a name,no item found,
given,大日本根子彦太瓊尊,1,place misfiled as a name,no item found,
given,渟中倉太珠敷尊,1,place misfiled as a name,no item found,
given,大脚,1,CJK clan name,no item found,
given,小碓命,1,place misfiled as a name,no item found,
given,大足彦忍代別,1,place misfiled as a name,no item found,
given,Nintoku,1,ordinary Western given name,no item found,
given,大雀命,1,place misfiled as a name,no item found,
given,Suinin,1,ordinary Western given name,no item found,
given,御眞木入日子印恵命,1,place misfiled as a name,no item found,
given,日本足彦国押人尊,1,place misfiled as a name,no item found,
given,Amaterasu-ōmikami,1,ordinary Western given name,no item found,
given,天照大神,1,place misfiled as a name,no item found,
given,磯城津彦玉手看尊,1,place misfiled as a name,no item found,
given,Ninigi-no-Mikoto,1,ordinary Western given name,no item found,
given,伊邪那美,1,place misfiled as a name,no item found,
given,Hendrik),1,ordinary Western given name,no item found,
given,‘Herimanno’,1,ordinary Western given name,no item found,
given,天之狭霧神,1,place misfiled as a name,no item found,
given,Konohana-no-sakuya-hime,1,ordinary Western given name,no item found,
given,Toshigami,1,ordinary Western given name,no item found,
given,Hoakari天火明命,1,place misfiled as a name,no item found,
given,Takuhatachidihime,1,ordinary Western given name,no item found,
given,Anzoy,1,ordinary Western given name,no item found,
given,Itsuse,1,ordinary Western given name,no item found,
given,إفرا,1,non-Latin script (ARABIC),no item found,
given,Inahi,1,ordinary Western given name,no item found,
given,稲飯命,1,place misfiled as a name,no item found,
given,Hoderi,1,ordinary Western given name,no item found,
given,ホデリ,1,non-Latin script (KATAKANA),no item found,
given,Konohananochiru木花知流姫,1,place misfiled as a name,no item found,
given,Okuninushi,1,ordinary Western given name,no item found,
given,大国主神,1,place misfiled as a name,no item found,
given,Hosuseri,1,ordinary Western given name,no item found,
given,ホスセリ,1,non-Latin script (KATAKANA),no item found,
given,Toyotama-hime,1,ordinary Western given name,no item found,
given,Himetataraisuzu-hime,1,ordinary Western given name,no item found,
given,媛蹈鞴五十鈴媛命,1,place misfiled as a name,no item found,
given,Kotoshironushi,1,ordinary Western given name,no item found,
given,三輪大物主神,1,place misfiled as a name,no item found,
given,日河比売,1,place misfiled as a name,no item found,
given,天之冬衣神,1,place misfiled as a name,no item found,
given,天之都度閇知泥神,1,place misfiled as a name,no item found,
given,須勢理毘売命,1,place misfiled as a name,no item found,
given,淤美豆奴神,1,place misfiled as a name,no item found,
given,八嶋士奴美神,1,place misfiled as a name,no item found,
given,布帝耳神,1,place misfiled as a name,no item found,
given,深淵之水夜礼花神,1,place misfiled as a name,no item found,
given,布波能母遅久奴須奴神,1,place misfiled as a name,no item found,
given,櫛名田比賣,1,place misfiled as a name,no item found,
given,五十鈴依媛命,1,place misfiled as a name,no item found,
given,阿久斗比売,1,place misfiled as a name,no item found,
given,波延,1,CJK clan name,no item found,
given,武石彦奇友背命,1,place misfiled as a name,no item found,
given,Nunasokonakatsu-hime,1,ordinary Western given name,no item found,
given,渟名底仲媛命,1,place misfiled as a name,no item found,
given,Ikisomimi,1,ordinary Western given name,no item found,
given,息石耳命,1,place misfiled as a name,no item found,
given,Kamo,1,ordinary Western given name,no item found,
given,鴨王,1,CJK clan name,no item found,
given,Amatoyotsuhime,1,ordinary Western given name,no item found,
given,天豊津媛命,1,place misfiled as a name,no item found,
given,鳥鳴海神,1,place misfiled as a name,no item found,
given,速甕之多気佐波夜遅奴美神,1,place misfiled as a name,no item found,
given,布忍富鳥鳴海神,1,place misfiled as a name,no item found,
given,多比理岐志麻流美神,1,place misfiled as a name,no item found,
given,国忍富神,1,place misfiled as a name,no item found,
given,比那良志毘売,1,place misfiled as a name,no item found,
given,甕主日子神,1,place misfiled as a name,no item found,
given,美呂浪神,1,place misfiled as a name,no item found,
given,Marie-Solange,1,ordinary Western given name,exists,Q65767612
given,天日腹大科度美神,1,place misfiled as a name,no item found,
given,遠津待根神,1,place misfiled as a name,no item found,
given,多紀理毘売命,1,place misfiled as a name,no item found,
given,Takakuraji,1,ordinary Western given name,no item found,
given,Ame-no-Kaguyama,1,ordinary Western given name,no item found,
given,天香山,1,place misfiled as a name,no item found,
given,Oshihime,1,ordinary Western given name,no item found,
given,押媛,1,CJK clan name,no item found,
given,Yosotarashi-hime,1,ordinary Western given name,no item found,
given,世襲足媛尊,1,place misfiled as a name,no item found,
given,Amaoshio,1,ordinary Western given name,no item found,
given,天忍男命,1,place misfiled as a name,no item found,
given,Ohiko,1,ordinary Western given name,no item found,
given,大彦,1,CJK clan name,no item found,
given,稚武彦命,1,place misfiled as a name,no item found,
given,Mimakihime,1,ordinary Western given name,no item found,
given,御間城姫,1,place misfiled as a name,no item found,
given,豊城入彦命,1,place misfiled as a name,no item found,
given,遠津年魚眼眼妙媛,1,place misfiled as a name,no item found,
given,豊鍬入姫命,1,place misfiled as a name,no item found,
given,Mimaki-hime,1,ordinary Western given name,no item found,
given,大海媛,1,place misfiled as a name,no item found,
given,Yasaka,1,ordinary Western given name,no item found,
given,八坂入彦命,1,place misfiled as a name,no item found,
given,(Aleth),1,ordinary Western given name,no item found,
given,Leatrice,1,ordinary Western given name,no item found,
given,لبنى,1,non-Latin script (ARABIC),no item found,
given,l'ancienne,1,ordinary Western given name,no item found,
given,"Durfot,",1,ordinary Western given name,no item found,
given,Julienne-Catherine,1,ordinary Western given name,no item found,
given,Hibasu-hime,1,ordinary Western given name,no item found,
given,日葉酢媛命,1,place misfiled as a name,no item found,
given,Tanba,1,ordinary Western given name,no item found,
given,丹波道主王,1,place misfiled as a name,no item found,
given,大筒木垂根王,1,place misfiled as a name,no item found,
given,Amatullah,1,ordinary Western given name,no item found,
given,円目,1,CJK clan name,no item found,
given,迦具夜比売,1,place misfiled as a name,no item found,
given,袁那弁王,1,place misfiled as a name,no item found,
given,播磨稲日大郎姫,1,place misfiled as a name,no item found,
given,Yasakairi-hime,1,ordinary Western given name,no item found,
given,八坂入媛命,1,place misfiled as a name,no item found,
given,稚足彦尊,1,place misfiled as a name,no item found,
given,大碓皇子,1,place misfiled as a name,no item found,
given,櫛角別王,1,place misfiled as a name,no item found,
given,Ioki,1,ordinary Western given name,no item found,
given,五百城入彦皇子,1,place misfiled as a name,no item found,
given,稲背入彦皇子,1,place misfiled as a name,no item found,
given,神櫛皇子,1,place misfiled as a name,no item found,
given,五十河媛,1,place misfiled as a name,no item found,
given,Abdur-Rahman,1,ordinary Western given name,no item found,
given,日向襲津彦皇子,1,place misfiled as a name,no item found,
given,日向髪長大田根,1,place misfiled as a name,no item found,
given,Habbaba,1,ordinary Western given name,no item found,
given,'Abdur-Rahman,1,ordinary Western given name,no item found,
given,襲武媛,1,place misfiled as a name,no item found,
given,Hukayma,1,ordinary Western given name,no item found,
given,豊戸別皇子,1,place misfiled as a name,no item found,
given,伊那毘若郎女,1,place misfiled as a name,no item found,
given,日向御刀媛,1,place misfiled as a name,no item found,
given,国乳別皇子,1,place misfiled as a name,no item found,
given,石社別命,1,place misfiled as a name,no item found,
given,豊国別皇子,1,place misfiled as a name,no item found,
given,Goju,1,ordinary Western given name,no item found,
given,Kotohime,1,ordinary Western given name,no item found,
given,五十琴姫命,1,place misfiled as a name,no item found,
given,天帯根命,1,place misfiled as a name,no item found,
given,国背別皇子,1,place misfiled as a name,no item found,
given,若木之入日子王,1,place misfiled as a name,no item found,
given,武押別命,1,place misfiled as a name,no item found,
given,真若王,1,place misfiled as a name,no item found,
given,Ikui,1,ordinary Western given name,no item found,
given,胆咋宿祢,1,place misfiled as a name,no item found,
given,熊忍津彦命,1,place misfiled as a name,no item found,
given,稚屋彦命,1,place misfiled as a name,no item found,
given,豊津彦命,1,place misfiled as a name,no item found,
given,大曽色別命,1,place misfiled as a name,no item found,
given,色焦別命,1,place misfiled as a name,no item found,
given,豊手別命,1,place misfiled as a name,no item found,
given,大我門別命,1,place misfiled as a name,no item found,
given,武弟別命,1,place misfiled as a name,no item found,
given,稚武彦王,1,place misfiled as a name,no item found,
given,布多遅比売,1,place misfiled as a name,no item found,
given,曽能目別命,1,place misfiled as a name,no item found,
given,襲小橋別命,1,place misfiled as a name,no item found,
given,草木命,1,place misfiled as a name,no item found,
given,弟橘媛,1,place misfiled as a name,no item found,
given,息長彦人大兄水城命,1,place misfiled as a name,no item found,
given,十市入彦命,1,place misfiled as a name,no item found,
given,三河宿禰命,1,place misfiled as a name,no item found,
given,豊日別命,1,place misfiled as a name,no item found,
given,弟財郎女,1,place misfiled as a name,no item found,
given,手事別命,1,place misfiled as a name,no item found,
given,建忍山垂根,1,place misfiled as a name,no item found,
given,倭宿禰命,1,place misfiled as a name,no item found,
given,大焦別命,1,place misfiled as a name,no item found,
given,和謌奴気王,1,place misfiled as a name,no item found,
given,山代之玖玖麻毛理比売,1,place misfiled as a name,no item found,
given,武卵王,1,place misfiled as a name,no item found,
given,忍山宿祢,1,place misfiled as a name,no item found,
given,穴戸武媛,1,place misfiled as a name,no item found,
given,武彦,1,CJK clan name,no item found,
given,麛坂皇子,1,place misfiled as a name,no item found,
given,足鏡別王,1,place misfiled as a name,no item found,
given,十城別王,1,place misfiled as a name,no item found,
given,息長田別王,1,place misfiled as a name,no item found,
given,意富多牟和気,1,place misfiled as a name,no item found,
given,大酒主,1,place misfiled as a name,no item found,
given,忍熊皇子,1,place misfiled as a name,no item found,
given,誉屋別皇子,1,place misfiled as a name,no item found,
given,Saho,1,ordinary Western given name,no item found,
given,Ookuramitome,1,ordinary Western given name,no item found,
given,丹波之河上之摩須郎女,1,place misfiled as a name,no item found,
given,大俣王,1,place misfiled as a name,no item found,
given,Homuda,1,ordinary Western given name,no item found,
given,Mawaka,1,ordinary Western given name,no item found,
given,品陀真若王,1,place misfiled as a name,no item found,
given,Ōhesoki,1,ordinary Western given name,no item found,
given,Ohesoki大綜麻杵,1,place misfiled as a name,no item found,
given,Nakatsuhime,1,ordinary Western given name,no item found,
given,仲姫命,1,place misfiled as a name,no item found,
given,雌鳥皇女,1,place misfiled as a name,no item found,
given,Metori,1,ordinary Western given name,no item found,
given,Himemiko,1,ordinary Western given name,no item found,
given,菟道稚郎子皇子,1,place misfiled as a name,no item found,
given,宮主宅媛,1,place misfiled as a name,no item found,
given,矢田皇女,1,place misfiled as a name,no item found,
given,Yatanohimemiko,1,ordinary Western given name,no item found,
given,日触使主,1,place misfiled as a name,no item found,
given,隼総別皇子,1,place misfiled as a name,no item found,
given,Hayabusawake,1,ordinary Western given name,no item found,
given,菟道稚郎女皇女,1,place misfiled as a name,no item found,
given,糸媛,1,CJK clan name,no item found,
given,小甂媛,1,place misfiled as a name,no item found,
given,桜井田部連島垂根,1,place misfiled as a name,no item found,
given,Theodose,1,ordinary Western given name,exists,Q26902922
given,大葉枝皇子,1,place misfiled as a name,no item found,
given,幡日之若郎女,1,place misfiled as a name,no item found,
given,日向泉長媛,1,place misfiled as a name,no item found,
given,小葉枝皇子,1,place misfiled as a name,no item found,
given,迦具漏比売,1,place misfiled as a name,no item found,
given,玉郎女,1,place misfiled as a name,no item found,
given,Tamarojo,1,ordinary Western given name,no item found,
given,Djaswadi,1,ordinary Western given name,no item found,
given,Soemodikoro,1,ordinary Western given name,no item found,
given,登富志郎女,1,place misfiled as a name,no item found,
given,Tohoshi,1,ordinary Western given name,no item found,
given,迦多遅王,1,place misfiled as a name,no item found,
given,Katashiwa-no-Miko,1,ordinary Western given name,no item found,
given,須売伊呂大中日子王,1,place misfiled as a name,no item found,
given,川原田郎女,1,place misfiled as a name,no item found,
given,Kawarata,1,ordinary Western given name,no item found,
given,忍坂大中比売,1,place misfiled as a name,no item found,
given,Oshisaka,1,ordinary Western given name,no item found,
given,Ōnakatsuhime,1,ordinary Western given name,no item found,
given,兄媛,1,CJK clan name,no item found,
given,御友別,1,place misfiled as a name,no item found,
given,Patterson,1,patronymic,exists,Q78814831
given,Dorche,1,ordinary Western given name,no item found,
given,"Silent""",1,ordinary Western given name,no item found,
given,"Zwijger""",1,ordinary Western given name,no item found,
given,LuElla,1,ordinary Western given name,exists,Q55437489
given,Mallison,1,patronymic,no item found,
given,McClain,1,ordinary Western given name,no item found,
given,Elmond,1,ordinary Western given name,no item found,
given,Sajonia,1,ordinary Western given name,no item found,
given,Emperador,1,ordinary Western given name,no item found,
given,Germania,1,ordinary Western given name,no item found,
given,Nassau,1,ordinary Western given name,exists,Q19872524
given,日向髪長媛,1,place misfiled as a name,no item found,
given,大泊瀬稚武皇子,1,place misfiled as a name,no item found,
given,中磯皇女,1,place misfiled as a name,no item found,
given,雄朝津間稚子宿禰尊,1,place misfiled as a name,no item found,
given,大草香皇子,1,place misfiled as a name,no item found,
given,黒日売,1,place misfiled as a name,no item found,
given,仁徳天皇妃,1,place misfiled as a name,no item found,
given,草香幡梭皇女,1,place misfiled as a name,no item found,
given,黒媛,1,CJK clan name,no item found,
given,多遅比瑞歯別尊,1,place misfiled as a name,no item found,
given,青海皇女,1,place misfiled as a name,no item found,
given,海部直,1,place misfiled as a name,no item found,
given,穴穂皇子,1,place misfiled as a name,no item found,
given,牛諸井,1,place misfiled as a name,no item found,
given,御馬皇子,1,place misfiled as a name,no item found,
given,葛城葦田宿祢,1,place misfiled as a name,no item found,
given,財皇女,1,place misfiled as a name,no item found,
given,津野媛,1,place misfiled as a name,no item found,
given,円皇女,1,place misfiled as a name,no item found,
given,祖木事,1,place misfiled as a name,no item found,
given,鯽魚磯別王,1,place misfiled as a name,no item found,
given,蟻臣,1,CJK clan name,no item found,
given,太姫郎姫,1,place misfiled as a name,no item found,
given,高鶴郎姫,1,place misfiled as a name,no item found,
given,高部皇子,1,place misfiled as a name,no item found,
given,深目,1,CJK clan name,no item found,
given,香火姫皇女,1,place misfiled as a name,no item found,
given,白髪皇子,1,place misfiled as a name,no item found,
given,童女君,1,place misfiled as a name,no item found,
given,磐城皇子,1,place misfiled as a name,no item found,
given,星川稚宮皇子,1,place misfiled as a name,no item found,
given,居夏姫,1,place misfiled as a name,no item found,
given,難波小野王,1,place misfiled as a name,no item found,
given,丘稚子王,1,place misfiled as a name,no item found,
given,小泊瀬稚鷦鷯尊,1,place misfiled as a name,no item found,
given,春日娘子,1,place misfiled as a name,no item found,
given,飯豊女王,1,place misfiled as a name,no item found,
given,樟氷皇女,1,place misfiled as a name,no item found,
given,弘計王,1,place misfiled as a name,no item found,
given,目子,1,CJK clan name,no item found,
given,高橋大娘皇女,1,place misfiled as a name,no item found,
given,橘王,1,CJK clan name,no item found,
given,春日山田皇女,1,place misfiled as a name,no item found,
given,朝嬬皇女,1,place misfiled as a name,no item found,
given,檜隈高田,1,place misfiled as a name,no item found,
given,糠君娘,1,place misfiled as a name,no item found,
given,真稚皇女,1,place misfiled as a name,no item found,
given,日爪,1,CJK clan name,no item found,
given,勾,1,CJK clan name,no item found,
given,稚子媛,1,place misfiled as a name,no item found,
given,大郎皇子,1,place misfiled as a name,no item found,
given,草香,1,CJK clan name,no item found,
given,出雲皇女,1,place misfiled as a name,no item found,
given,Drutte,1,ordinary Western given name,no item found,
given,Himmeltrude,1,ordinary Western given name,no item found,
given,Gómes,1,ordinary Western given name,exists,Q104491994
given,Méndes,1,ordinary Western given name,no item found,
given,Guedeau,1,ordinary Western given name,no item found,
given,Estévez,1,ordinary Western given name,no item found,
given,Dórdia,1,ordinary Western given name,no item found,
given,Fáfila,1,ordinary Western given name,no item found,
given,Lucídio,1,ordinary Western given name,no item found,
given,Aldonça,1,ordinary Western given name,exists,Q106443407
given,Natahamidjaya,1,ordinary Western given name,no item found,
given,Itte,1,ordinary Western given name,no item found,
given,Iduberge,1,ordinary Western given name,no item found,
given,長持,1,CJK clan name,no item found,
given,Borchgrevink,1,ordinary Western given name,no item found,
given,(Gutte),1,ordinary Western given name,no item found,
given,長将,1,CJK clan name,no item found,
given,(t23),1,ordinary Western given name,no item found,
given,Merton,1,ordinary Western given name,exists,Q66828188
given,Mauricette,1,ordinary Western given name,exists,Q3301593
given,Fébronie,1,ordinary Western given name,no item found,
given,二之丸殿,1,place misfiled as a name,no item found,
given,Sullivan,1,ordinary Western given name,ambiguous,Q2364643 | Q97422356
given,Cinderilla,1,ordinary Western given name,no item found,
given,Isadora,1,ordinary Western given name,ambiguous,Q16419865 | Q1673670
given,Lucressa,1,ordinary Western given name,no item found,
given,(Lucina),1,ordinary Western given name,no item found,
given,千歳,1,CJK clan name,no item found,
given,晴久,1,CJK clan name,no item found,
given,智久,1,CJK clan name,no item found,
given,倫久,1,CJK clan name,no item found,
given,晴久室,1,place misfiled as a name,no item found,
given,就兼室,1,place misfiled as a name,no item found,
given,良樹院,1,place misfiled as a name,no item found,
given,甥,1,CJK clan name,no item found,
given,宇庭,1,CJK clan name,no item found,
given,身,1,CJK clan name,no item found,
given,根麻呂,1,place misfiled as a name,no item found,
given,素性,1,CJK clan name,no item found,
given,出羽弁,1,place misfiled as a name,no item found,
given,Muirchertaig,1,ordinary Western given name,no item found,
given,Kiflo,1,ordinary Western given name,no item found,
given,Marqos,1,ordinary Western given name,no item found,
given,Gefash,1,ordinary Western given name,no item found,
given,Atrsh,1,ordinary Western given name,no item found,
given,基実女,1,place misfiled as a name,no item found,
given,為宗,1,CJK clan name,no item found,
given,頼仲,1,CJK clan name,no item found,
given,Yoshichika's,1,ordinary Western given name,no item found,
given,成宗女,1,place misfiled as a name,no item found,
given,倭媛,1,CJK clan name,no item found,
given,継体天皇妃,1,place misfiled as a name,no item found,
given,茨田皇女,1,place misfiled as a name,no item found,
given,馬来田皇女,1,place misfiled as a name,no item found,
given,小野稚娘皇女,1,place misfiled as a name,no item found,
given,堅楲,1,CJK clan name,no item found,
given,神前皇女,1,place misfiled as a name,no item found,
given,大郎子皇女,1,place misfiled as a name,no item found,
given,坂田大跨王,1,place misfiled as a name,no item found,
given,赤姫皇女,1,place misfiled as a name,no item found,
given,根王,1,CJK clan name,no item found,
given,厚皇子,1,place misfiled as a name,no item found,
given,阿豆王,1,place misfiled as a name,no item found,
given,小望,1,CJK clan name,no item found,
given,円娘皇女,1,place misfiled as a name,no item found,
given,紗手媛,1,place misfiled as a name,no item found,
given,関媛,1,CJK clan name,no item found,
given,宅媛,1,CJK clan name,no item found,
