missing,steps,destination,destination_geni_id,destination_missing,action,path,first_missing,first_missing_geni_id
3,22,Samuel Karl Anders Wide,6000000040532128866,1,save-pages,isolate-geni-samuel-karl-anders-wide-pettersson-1861-1918-uppsala.tsv,Johanna Charlotta Wilhelmina (Mina) Törnblom,6000000040525112362
3,34,Pope Clement II,6000000004533774585,1,save-pages,isolate-geni-suidger-von-morsleben-pope-clement-ii-1005-1047.tsv,"Countess Amulrada von Ammensleben, von Ammensleben",6000000004533774520
3,41,Sultan Akbar the Great,6000000009777136574,0,save-pages,isolate-geni-sultan-jalal-al-din-muhammad-gurkani-1542-1605-fatehpur-sikri.tsv,"Chiara de Bourbon-Montpensier, contessa de Montpensier",6000000003827455114
3,20,Sven Nielsen,6000000026827467145,1,save-pages,isolate-geni-sven-nielsen-1883-1958-stavanger.tsv,David Vogt,6000000006862716168
3,59,Inkeri Anttila,6000000006579278268,1,save-pages,isolate-geni-sylvi-inkeri-anttila-mets-mies-1916-2013-helsinki.tsv,Inkeri Anttila,6000000006579278268
3,21,Viljo Johannes Mansikka,6000000108092245955,1,save-pages,isolate-geni-viljo-johannes-mansikka-1884-1947-helsinki.tsv,Tyyni Helena Törrönen,6000000194768688848
3,23,Vladi Marmo,6000000012938156179,1,save-pages,isolate-geni-vladi-marmo-forsblom-1914-1969-jyv-skyl.tsv,Elli Kinnunen (Grenman),6000000012922766209
3,20,Walter Weisbach,6000000175635238922,1,save-pages,isolate-geni-walter-weisbach-1889-1962-den-haag.tsv,Valentin Weisbach,6000000022486935374
2,27,Pope Adrian VI,6000000010259352985,1,save-pages,isolate-geni-adriaan-floriszoon-boeyens-dedel-1459-1523-rome.tsv,Jacob Boeyens,6000000010534596447
2,28,Alet (Alette) Nilsdtr. Stangeland,6000000180285636825,1,save-pages,isolate-geni-alet-alette-nilsdtr-stangeland-1859-1917.tsv,Alet (Alette) Nilsdtr. Stangeland,6000000180285636825
2,21,Anders Forssenius,6000000037061491552,1,save-pages,isolate-geni-anders-forssenius-1706-1788-skara.tsv,Maria Rydhenia,6000000037061234630
2,18,Andreas Emil Erichsen,6000000070497375043,1,save-pages,isolate-geni-andreas-emil-erichsen-1841-1913-st-petri-sogn-stavanger.tsv,Prest Sigurd Engebret Engebret Erichsen,6000000070396611338
2,50,Anitra Linnéa Christina Karsten,6000000079267271590,1,save-pages,isolate-geni-anitra-linn-a-christina-karsten-1902-1988.tsv,Anitra Linnéa Christina Karsten,6000000079267271590
2,26,Antonio Tabucchi,6000000141086236875,1,save-pages,isolate-geni-antonio-tabucchi-1943-2012.tsv,Maria José de Lancastre de Melo Sampaio,6000000141085184010
2,44,Arnt Rasmussen Møglestue,6000000024841032051,0,save-pages,isolate-geni-arnt-rasmussen-m-glestue-1770-1823-stavanger.tsv,Dortea Olsdatter Grannes,6000000005608873060
2,49,Axel Rosenkrantz de Lassen Lund,6000000015423592428,0,save-pages,isolate-geni-axel-rosenkrantz-de-lassen-lund-1893-1978-stavanger.tsv,Niels Berg Lund,6000000015423962219
2,32,Antipope John XXIII,6000000126234285831,1,save-pages,isolate-geni-baldassarre-cossa-c-1365-1419-florence.tsv,"""Petrillo"" Cossa, 3°signore di Procida",6000000127314445823
2,33,Pope Urban VI,6000000178670150833,1,save-pages,isolate-geni-bartolomeo-prignano-c-1318-1389-roma.tsv,Giovannello Prignano,6000000178669824833
2,14,Bjørn Myhre,6000000069050151452,1,save-pages,isolate-geni-bj-rn-myhre-1938-c-2016-stavanger.tsv,Magnhild Myhre,6000000069051592822
2,49,Carl Johan Josef Ernst Wiman,6000000030042669829,1,save-pages,isolate-geni-carl-johan-josef-ernst-wiman-1867-1944-uppsala.tsv,Carl Johan Josef Ernst Wiman,6000000030042669829
2,34,Cornelius Middelthon,6000000008765536305,1,save-pages,isolate-geni-cornelius-middelthon-1869-1934-stavanger.tsv,Cornelius Middelthon,6000000008765536305
2,38,Pope Innocent VII,6000000067502220858,1,save-pages,isolate-geni-cosimo-migliorati-1336-1406.tsv,Antonio Migliorati,6000000066264516851
2,14,Endre Aanensen,6000000015843590321,1,save-pages,isolate-geni-endre-aanensen-1907-1991-stavanger.tsv,Tordis Neuenkirchen,6000000015770704042
2,43,Erling Bolt Holst,6000000012503281124,0,save-pages,isolate-geni-erling-bolt-holst-1849-1915.tsv,Karen Olsdatter Hommersand,6000000003095195374
2,75,Pope Paul IV,6000000031507231301,1,save-pages,isolate-geni-gian-pietro-carafa-1476-1559-rome.tsv,Pope Paul IV,6000000031507231301
2,59,Helge Finn Rancken,6000000080929243843,0,save-pages,isolate-geni-helge-finn-rancken-1857-1912-helsinki.tsv,Anna Kristina Indrenius,6000000011380063304
2,20,Josef Svennung,388613596210002012,1,save-pages,isolate-geni-josef-svennung-1895-1985-uppsala.tsv,Björn Svennung,388450329300012525
2,20,Juho Heikki Vennola,6000000008205346192,1,save-pages,isolate-geni-juho-heikki-vennola-karhu-1872-1938-helsinki.tsv,Signe Maria Vennola,6000000008205535747
2,37,Karsten Olai Johannessen,6000000007826003451,0,save-pages,isolate-geni-karsten-olai-johannessen-1920-1997-copenhagen.tsv,Laurits Monsson Foss,6000000027654634894
2,14,Leonard Wickstrøm,6000000021143457434,1,save-pages,isolate-geni-leonard-wickstr-m-1910-1944.tsv,Egil Wickstrøm,6000000013291844252
2,43,Ragnar Schreiner,6000000022131214019,0,save-pages,isolate-geni-ragnar-schreiner-1915-d.tsv,Frederich Hansen Collin,6000000003824461685
2,19,Sigurd Erixon,6000000006590075574,1,save-pages,isolate-geni-sigurd-erixon-1888-1968.tsv,Viggo Nettelbladt,6000000006590055594
2,35,Pope Martin IV,6000000021857308049,1,save-pages,isolate-geni-simon-de-brion-martinus-iv-c-1210-1285-perugia.tsv,"Pierre de Brion, seigneur de La Tour",6000000021857301105
2,16,Sogneprest i Spydeberg Jacob Nicolai Wilse,6000000025807997232,1,save-pages,isolate-geni-sogneprest-i-spydeberg-jacob-nicolai-wilse-1735-1801.tsv,Johanne Marie Grøgaard,6000000018072231440
2,65,Sven Emanuel Dedering,6000000021276439919,1,save-pages,isolate-geni-sven-emanuel-dedering-1897-1986.tsv,Sven Emanuel Dedering,6000000021276439919
2,26,Theodor Theodorsen Dahl,6000000198076694823,1,save-pages,isolate-geni-theodor-theodorsen-dahl-1886-1946-stavanger.tsv,Theodor Theodorsen Dahl,6000000198076694823
1,37,Pope Adrian III,6000000010642992694,1,save-pages,isolate-geni-adriano-di-tuscolo-b-885-san-cesario-sul-panaro.tsv,Pope Adrian III,6000000010642992694
1,71,Pope Paul III,6000000001142363908,0,save-pages,isolate-geni-alessandro-farnese-1468-1549-rome.tsv,"Pier Luigi junior Farnese, 1°duca di Parma",6000000001142574046
1,23,Alfred Heilbronn,6000000035842865927,1,save-pages,isolate-geni-alfred-heilbronn-1885-1961-m-nster.tsv,Alfred Heilbronn,6000000035842865927
1,17,Armas Launis,6000000028408939773,1,save-pages,isolate-geni-armas-emanuel-launis-lindberg-1884-1959-nice.tsv,Armas Launis,6000000028408939773
1,19,Jesper Rasmussen Brochmann,6000000000638286399,1,save-pages,isolate-geni-biskop-jesper-rasmussen-brochmann-1585-1652-k-benhavn.tsv,Jesper Rasmussen Brochmann,6000000000638286399
1,42,Bjørn Trumpy,6000000034357465956,0,save-pages,isolate-geni-bj-rn-trumpy-1900-d.tsv,Bjornhilda Fernanda Trumpy,6000000034357760862
1,22,Cord Aslakssøn,6000000002847945015,1,save-pages,isolate-geni-cord-aslakss-n-aslaksen-1564-1624-copenhagen.tsv,Cord Aslakssøn,6000000002847945015
1,36,"Endre Qvie Berner, Jr.",6000000011647607597,0,save-pages,isolate-geni-endre-qvie-berner-jr-1893-1983-oslo.tsv,Gitle Olson Håland,6000000051555644950
1,40,Pope John XIII,6000000010331792637,1,save-pages,isolate-geni-giovanni-crescenzi-b-972-roma.tsv,Pope John XIII,6000000010331792637
1,22,Kaarlo Veikko Paatero,6000000013205833004,0,save-pages,isolate-geni-kaarlo-veikko-paatero-pelin-1903-1986-helsinki.tsv,"Leif Johannes Lohne, Jaasund",6000000005609064474
1,22,Lorenz Jacob Wasmer Ritter von Stein,6000000180823601861,1,save-pages,isolate-geni-lorenz-jacob-wasmer-ritter-von-stein-1815-1890.tsv,Lorenz Jacob Wasmer Ritter von Stein,6000000180823601861
1,54,Pope Clement XII,6000000016426352456,1,save-pages,isolate-geni-lorenzo-corsini-1652-1740-rome.tsv,Pope Clement XII,6000000016426352456
1,16,Michael Malvin Michaelsen,6000000077667834821,1,save-pages,isolate-geni-michael-malvin-michaelsen-1889-1966-stavanger.tsv,Michael Malvin Michaelsen,6000000077667834821
1,12,Ole Fredrik Olden,6000000000687421882,1,save-pages,isolate-geni-ole-fredrik-olden-1879-1963-stavanger.tsv,Ole Fredrik Olden,6000000000687421882
1,33,Pope Gregory XI,6000000003122317247,1,save-pages,isolate-geni-pierre-roger-de-beaufort-1329-1378-rome.tsv,Pope Gregory XI,6000000003122317247
1,39,Papa Callistus III (Alfons de Borja),4259086,1,save-pages,isolate-geni-pope-calixtus-iii-alfonso-de-borja-y-cavanilles-1378-1458-roma.tsv,Papa Callistus III (Alfons de Borja),4259086
1,77,Pope Damasus II,6000000099934709827,0,save-pages,isolate-geni-poppo-de-curagnoni-b-1048-palestrina.tsv,Uta von Diessen,6000000002187796550
1,38,Viggo Brun,6000000012654395608,0,save-pages,isolate-geni-viggo-brun-1885-1978.tsv,Henry Olsen,6000000007441885151
0,34,Charlemagne,6000000002457013227,0,complete,charlemagne-to-arne-garborg.tsv,,
0,91,daughter of the king of Assyria,6000000178918422849,0,complete,daughter-of-the-king-of-assyria.tsv,,
0,97,Eleazar II Samaritan High Priest,6000000178918011846,0,complete,eleazar-ii-samaritan-high-priest.tsv,,
0,83,Emperor Jimmu,6000000001829589817,0,complete,emperor-jimmu-no-mikoto-711-585-kashihar.tsv,,
0,42,Gervasio of Toledo,6000000209042542914,0,complete,gervasio-of-toledo.tsv,,
0,249,公劉 (Gōng Liú),6000000130196882830,0,complete,gong-liu.tsv,,
0,193,"HUANG Hao, 黄浩 71A",6000000007356944447,0,complete,hao-huang.tsv,,
0,55,意美 Hata,6000000210475473863,0,complete,hata.tsv,,
0,193,"Zhang Hou 張侯 71,70世",6000000010449349615,0,complete,hou-zhang.tsv,,
0,25,Arne Garborg,6000000003492005116,0,complete,isolate-geni-aadne-eivindson-garborg-1851-1924.tsv,,
0,52,"Averroes, Qadi al-Qurtubi & al-Sebilla",6000000022469409599,0,complete,isolate-geni-abu-l-wal-d-mu-ammad-ibn-rus-h-d-qadi-al-qurtubi-al-seb.tsv,,
0,111,"Adasi, king of Assyria",6000000002517869069,0,complete,isolate-geni-adasi-1760-1669.tsv,,
0,149,"Aha (Menes), Pharaoh of Egypt",6000000004869093634,0,complete,isolate-geni-aha-menes-pharaoh-of-egypt-3020-2975.tsv,,
0,18,Olli Lehto,6000000013394214983,0,complete,isolate-geni-akateemikko-olli-erkki-lehto-1925-2020.tsv,,
0,72,Pope Leo XI,6000000001143919155,0,complete,isolate-geni-alessandro-ottaviano-de-medici-pope-leo-xi-1535-1605.tsv,,
0,85,"Alexander the Great, king of Macedonia",6000000007875679261,0,complete,isolate-geni-alexander-356-323.tsv,,
0,34,Allert Marius Middelthon,6000000077625189026,0,complete,isolate-geni-allert-marius-middelthon-1846-1916.tsv,,
0,34,Pope Gregory XII,6000000010293673038,0,complete,isolate-geni-angelo-correr-gregorius-xii-c-1335-1417.tsv,,
0,28,Arnold Friedrich Victor Jacobi,6000000059786571001,0,complete,isolate-geni-arnold-friedrich-victor-jacobi-1870-d.tsv,,
0,22,Arvid Edvard Blomqvist,6000000006270512063,0,complete,isolate-geni-arvid-edvard-blomqvist-1869-1932.tsv,,
0,81,"Benedetto Caetani, pope Boniface VIII",6000000015433000757,0,complete,isolate-geni-benedetto-caetani-pope-boniface-viii-c-1230-1303-rome.tsv,,
0,60,Benjamin Höijer,6000000024196128518,0,complete,isolate-geni-benjamin-karl-henrik-h-ijer-1767-1812-uppsala.tsv,,
0,35,Bertram Charles Middelthon,6000000026392951320,0,complete,isolate-geni-bertram-charles-middelthon-1879-1961.tsv,,
0,30,Birger Pedersen,6000000016035515278,0,complete,isolate-geni-birger-pedersen-1874-1954-stavanger.tsv,,
0,33,Biskop Tord Godal,6000000007084491319,0,complete,isolate-geni-biskop-tord-godal-1909-2002-trondheim.tsv,,
0,36,"Borgmester og Statsråd i Oslo (Kristiania) Christian Frederik Zetlitz, Le Normand De Bretteville",6000000006589193300,0,complete,isolate-geni-borgmester-og-statsr-d-i-oslo-kristiania-christian-fred.tsv,,
0,71,Pope Leo IX,6000000003098215498,0,complete,isolate-geni-bruno-pope-leo-ix-1002-1054-rome.tsv,,
0,37,Pope Gregory V,4776154,0,complete,isolate-geni-bruno-von-k-rnthen-972-999-rome.tsv,,
0,22,Burkard Wilhelm Leist,6000000040680043077,0,complete,isolate-geni-burkard-wilhelm-leist-1819-1906-jena.tsv,,
0,42,Carl Frederik Sundt-Hansen,6000000084892311057,0,complete,isolate-geni-carl-frederik-sundt-hansen-1841-1907-stavanger.tsv,,
0,62,Carl Gunnar Feilberg,6000000003758378211,0,complete,isolate-geni-carl-gunnar-feilberg-1894-1972-hellerup.tsv,,
0,38,Carl Marstrander,6000000025593726671,0,complete,isolate-geni-carl-johan-sverdrup-marstrander-1883-1965-oslo.tsv,,
0,37,"Cencio Savelli, pope Honorius III",6000000071766422896,0,complete,isolate-geni-cencio-savelli-pope-honorius-iii-1160-1227-rome.tsv,,
0,63,"Christian I King of Denmark, Norway and Sweden",4103872,0,complete,isolate-geni-christian-i-of-oldenburg-king-of-denmark-norway-and-sweden-1426-1481-k-benhavn.tsv,,
0,37,Christian Ulrich Kastrup,6000000005440591069,0,complete,isolate-geni-christian-ulrich-kastrup-1784-1850.tsv,,
0,42,Claus Winther Rosenkilde,6000000011000125945,0,complete,isolate-geni-claus-winther-rosenkilde-1765-1814-sogndal.tsv,,
0,81,Confucius 孔子,6000000011249640031,0,complete,isolate-geni-confucius-551-479-jining.tsv,,
0,72,Pope Victor III,6000000184015123841,0,complete,isolate-geni-dauferio-epifani-del-zotto-desiderio-da-montecassino-1027-1087.tsv,,
0,52,Einar Ljunggren,6000000024131740264,0,complete,isolate-geni-einar-ljunggren-1896-1986-g-teborg-o.tsv,,
0,83,Emperor Jimmu,6000000001829589817,0,complete,isolate-geni-emperor-jimmu-no-mikoto-711-585-kashihara.tsv,,
0,119,Yellow Emperor,6000000001381274001,0,complete,isolate-geni-emperor-xuanyuan-2711-2597.tsv,,
0,21,Enevaldus Svenonius,6000000010240577298,0,complete,isolate-geni-enevaldus-svenonius-1617-1688-bo.tsv,,
0,19,Erkki Juhani / Erik Johan Koskenmaa / Berggren,6000000006694787002,0,complete,isolate-geni-erkki-juhani-erik-johan-koskenmaa-berggren-1878-1957.tsv,,
0,21,Ernst Albin Kock,6000000019907960509,0,complete,isolate-geni-ernst-albin-kock-1864-1943.tsv,,
0,46,Ernst Jakob Lennart von Post,6000000029654225288,0,complete,isolate-geni-ernst-jakob-lennart-von-post-1884-1951.tsv,,
0,78,Pope Urban II,6000000003887680399,0,complete,isolate-geni-eudes-odo-de-ch-tillon-c-1035-1099-rome.tsv,,
0,43,Finn Prosper Nørbech Berner,6000000032943569850,0,complete,isolate-geni-finn-prosper-n-rbech-berner-1891-1947-trondheim.tsv,,
0,20,Frans Josua Linders,6000000007424024447,0,complete,isolate-geni-frans-josua-linders-1882-1938.tsv,,
0,32,"Frederick of Lorraine, pope Stephen IX",6000000008177438021,0,complete,isolate-geni-frederick-of-lorraine-pope-stephen-ix-c-1020-1058-florence.tsv,,
0,19,Fredrik Petersen,6000000029456827620,0,complete,isolate-geni-fredrik-petersen-1839-1903-oslo.tsv,,
0,53,Friedrich Wilhelm Hans Ludendorff,6000000013951497709,0,complete,isolate-geni-friedrich-wilhelm-hans-ludendorff-1873-1941.tsv,,
0,23,Gøte Wilhelm Turesson,6000000024048967766,0,complete,isolate-geni-g-te-wilhelm-turesson-1892-d.tsv,,
0,43,Pope Eugene IV,6000000010293952225,0,complete,isolate-geni-gabriele-condulmer-eugenius-iv-1383-1447-rome.tsv,,
0,73,Pope Victor II,6000000000437654736,0,complete,isolate-geni-gebhard-ii-von-calw-pope-victor-ii-1005-1057.tsv,,
0,43,Georg Washington Magnus,6000000019442981782,0,complete,isolate-geni-georg-washington-magnus-1863-1917-stavanger.tsv,,
0,22,Gerhard Alexander Leist,6000000040679616715,0,complete,isolate-geni-gerhard-alexander-leist-1862-1918-g-ttingen.tsv,,
0,38,Pope Celestine III,6000000001094898430,0,complete,isolate-geni-giacinto-di-pietro-di-bobone-c-1106-1198-rome.tsv,,
0,80,Pope Honorius IV,6000000071765934146,0,complete,isolate-geni-giacomo-savelli-1210-1287-rome.tsv,,
0,82,Pope Innocent VIII,6000000001143966322,0,complete,isolate-geni-giovanni-battista-cybo-1432-1492-rome.tsv,,
0,68,Pope Leo X,6000000001063289132,0,complete,isolate-geni-giovanni-di-lorenzo-de-medici-1475-1521-rome.tsv,,
0,80,Pope Nicholas III,4773551769190080963,0,complete,isolate-geni-giovanni-gaetano-orsini-1215-1280-viterbo.tsv,,
0,36,Pope John XI,6000000002187851405,0,complete,isolate-geni-giovanni-xi-909-935-rome.tsv,,
0,74,Pope Clement VII,6000000003122354841,0,complete,isolate-geni-giulio-de-medici-1478-1534-rome.tsv,,
0,15,Gunder Larsen Aas,6000000009915578140,0,complete,isolate-geni-gunder-larsen-aas-1785-1853-stavanger.tsv,,
0,44,Gunnar Bull-Gundersen,6000000013761079106,0,complete,isolate-geni-gunnar-bull-gundersen-1929-d-ramnes.tsv,,
0,33,Pope Callistus II,6000000005016701444,0,complete,isolate-geni-guy-de-bourgogne-pope-callixtus-ii-1052-1124.tsv,,
0,17,Harald Ernst Riesenfeld,6000000094843612867,0,complete,isolate-geni-harald-ernst-riesenfeld-risenfeld-1913-2008-helga-trefa.tsv,,
0,28,Hermann Theodor Simon,6000000028067294245,0,complete,isolate-geni-hermann-theodor-simon-1870-1918.tsv,,
0,41,Hjalmar Torp,2800320,0,complete,isolate-geni-hjalmar-torp-1924-d.tsv,,
0,84,Hodaviah .,6000000008636268768,0,complete,isolate-geni-hodaviah.tsv,,
0,23,Antero Markelin,6000000098665956865,0,complete,isolate-geni-holger-antero-markelin-1931-2005.tsv,,
0,27,Ingvald Enersen,6000000106643828977,0,complete,isolate-geni-ingvald-enersen-1859-1938.tsv,,
0,21,August Malmström,6000000072574257633,0,complete,isolate-geni-johan-august-malmstr-m-1829-1901-stockholm.tsv,,
0,87,Johann Christoph Mylius,6000000081531861332,0,complete,isolate-geni-johann-christoph-mylius-1710-1756-jena.tsv,,
0,23,Johannes Svenonis Raumannus,6000000007320702667,0,complete,isolate-geni-johannes-svenonis-raumannus-c-1570-1614-uppsala.tsv,,
0,28,Lars Martinsson Ramndal,6000000003095038547,0,complete,isolate-geni-lars-martinsson-ramndal-dysjaland-1893-1971.tsv,,
0,20,Laurentius Petri Gothus,6000000004236514062,0,complete,isolate-geni-laurentius-petri-gothus-1529-1579-uppsala.tsv,,
0,17,Lauri Kettunen,6000000007184914927,0,complete,isolate-geni-lauri-einari-kettunen-1885-1963-helsinki.tsv,,
0,41,Lauritz Wilhelm Hansen,6000000017016113858,0,complete,isolate-geni-lauritz-wilhelm-hansen-1879-1953-stavanger.tsv,,
0,78,"Lothar of Segni, pope Innocent III",6000000013837414558,0,complete,isolate-geni-lothar-of-segni-pope-innocent-iii-1160-1216-perugia.tsv,,
0,33,"Möngkä~Tämur, Khan of the Golden Horde",6000000013020969736,0,complete,isolate-geni-m-ngk-t-mur-khan-of-the-golden-horde-c-1245-1283.tsv,,
0,59,"Mordechai Zeev Ettinger, A.B.D. Lwow",6000000002764956522,0,complete,isolate-geni-mordechai-zeev-ettinger-a-b-d-lwow-1804-1863-jochberg.tsv,,
0,37,Morten Smith Petersen,6000000008260238995,0,complete,isolate-geni-morten-smith-petersen-1751-1825-sem.tsv,,
0,51,Prophet Muhammad (PBUH),6000000000388939419,0,complete,isolate-geni-muhammad-al-hashemi-570-632-al-madinah.tsv,,
0,64,"Saint Nikòlaos de Bari, Bishop de Myra",6000000007097847692,0,complete,isolate-geni-nik-laos-de-bari-270-352.tsv,,
0,40,Nils Alstrup Dahl,6000000023589579983,0,complete,isolate-geni-nils-alstrup-dahl-1911-2001-oslo.tsv,,
0,26,Ole Gabriel Gabrielson Kverneland,6000000002607381870,0,complete,isolate-geni-ole-gabriel-gabrielson-kverneland-1854-1941-time.tsv,,
0,73,Pope John XII,6000000010642679959,0,complete,isolate-geni-ottaviano-dei-conti-di-tuscolo-c-936-964-rome.tsv,,
0,71,"Otto Colonna, pope Martin V",6000000004483455009,0,complete,isolate-geni-otto-colonna-pope-martin-v-1368-1431-roma.tsv,,
0,79,"Ottobono Fieschi, pope Adrian V",6000000019772246227,0,complete,isolate-geni-ottobono-fieschi-pope-adrian-v-1205-1276-viterbo.tsv,,
0,17,Peder Hansen Resen,6000000011862113693,0,complete,isolate-geni-peder-hansen-resen-1625-1688-k-benhavn.tsv,,
0,35,Peder Pavels Hielm,6000000011235467397,0,complete,isolate-geni-peder-pavels-hielm-1781-1846-skien.tsv,,
0,31,"Peder Valentin Rosenkilde, Eidsvollsmann",6000000007464365206,0,complete,isolate-geni-peder-valentin-rosenkilde-eidsvollsmann-1772-1836-stava.tsv,,
0,72,Antipope Benedict XIII,6000000000449416629,0,complete,isolate-geni-pedro-mart-nez-de-luna-y-p-rez-de-gotor-papa-benedicto-xiii-el-papa-luna-1328-1423-pen-scola-pe-scola.tsv,,
0,20,Pehr Wilhelmsson Wargentin,6000000000160892628,0,complete,isolate-geni-pehr-wilhelmsson-wargentin-1717-1783.tsv,,
0,42,Pope Paul II,6000000010293642737,0,complete,isolate-geni-pietro-barbo-1417-1471-rome.tsv,,
0,31,Pope Boniface IX,6000000022905768215,0,complete,isolate-geni-pietro-tomacelli-perrino-1356-1404-rome.tsv,,
0,25,Polde Bibič,6000000030193699033,0,complete,isolate-geni-polde-bibi-1933-2012-ljubljana.tsv,,
0,37,Pope Benedict VII,6000000134112435839,0,complete,isolate-geni-pope-benedict-vii-b-983-rome.tsv,,
0,37,Pope John X,6000000010643107861,0,complete,isolate-geni-pope-john-x-c-860-929-roma.tsv,,
0,41,"Pope Paul di Orsini, I",6000000001095058592,0,complete,isolate-geni-pope-paul-di-orsini-i-700-767-roma.tsv,,
0,41,"Pope Stephen di Orsini, II",6000000001094868777,0,complete,isolate-geni-pope-stephen-di-orsini-ii-714-757-roma.tsv,,
0,43,Arne Tiselius,6000000013863648329,0,complete,isolate-geni-prof-arne-wilhelm-kaurin-tiselius-1902-1971.tsv,,
0,17,Dr. Ernst H. Riesenfeld,6000000035094969490,0,complete,isolate-geni-prof-dr-ernst-hermann-riesenfeld-1877-1957-stockholm.tsv,,
0,45,Prof. Rafael Karsten,6000000004170305961,0,complete,isolate-geni-prof-sigfrid-rafael-karsten-1879-1956-helsinki.tsv,,
0,45,Prof. Tor Karsten,6000000003915237097,0,complete,isolate-geni-prof-torsten-evert-karsten-ph-d-1870-1942-helsinki.tsv,,
0,72,"Zheng 政, First Emperor of Qin 秦始皇帝",6000000012696708415,0,complete,isolate-geni-qin-shi-huang-259-210.tsv,,
0,82,Pope Alexander IV,6000000091076114844,0,complete,isolate-geni-rinaldo-di-jenne-dei-conti-di-segni-c-1199-1261-viterbo.tsv,,
0,18,Örjan Lindberger,1793600,0,complete,isolate-geni-rjan-lindberger-1912-2005-stockholm.tsv,,
0,23,Ärkebiskop Anton Niklas Sundberg,6000000028098760888,0,complete,isolate-geni-rkebiskop-anton-niklas-sundberg-1818-1900-uppsala.tsv,,
0,74,"Roderic Llançol i de Borja, pope Alexander VI",6000000001045079246,0,complete,isolate-geni-roderic-llan-ol-i-de-borja-borja-pope-alexander-vi-1431-1503-rome.tsv,,
0,77,Pope John XIX,6000000010648239432,0,complete,isolate-geni-romanus-di-tuscolo-b-1032-roma.tsv,,
0,36,Pope Sergius III,6000000002187851434,0,complete,isolate-geni-sergius-864-911-roma.tsv,,
0,27,Silvio Edmundo Elia,6000000001024705277,0,complete,isolate-geni-silvio-edmundo-elia-1913-d.tsv,,
0,32,Papa Innocenzo IV,6000000001504987829,0,complete,isolate-geni-sinibaldo-fieschi-pope-innocent-iv-c-1195-1254-naples.tsv,,
0,44,Tage Kemp,6000000014329905514,0,complete,isolate-geni-tage-kemp-1896-1964-k-benhavn-k-benhavn-sogn.tsv,,
0,36,Genghis Khan of the Mongol Empire,375784306260002721,0,complete,isolate-geni-tem-jin-borjigin-khan-khagan-of-the-mongol-empire-c-1162-1227.tsv,,
0,37,"Theophylactos Rangabe, byzantine co-emperor",6000000003645870789,0,complete,isolate-geni-theophylactos-rangabe-byzantine-co-emperor-c-792-849.tsv,,
0,78,Pope Benedict IX,6000000010642074199,0,complete,isolate-geni-theophylactus-di-tuscolo-c-1012-c-1056-2-roma.tsv,,
0,78,Pope Benedict IX,6000000010642074199,0,complete,isolate-geni-theophylactus-di-tuscolo-c-1012-c-1056-roma.tsv,,
0,77,Pope Benedict VIII,6000000010642543165,0,complete,isolate-geni-theophylactus-di-tuscolo-c-980-1024-rome.tsv,,
0,32,Thor Abrosius Helliesen,6000000025350996418,0,complete,isolate-geni-thor-abrosius-helliesen-1855-1914-stavanger.tsv,,
0,19,Thor Emanuel Ekecrantz,6000000019275691564,0,complete,isolate-geni-thor-emanuel-ekecrantz-1856-1939.tsv,,
0,29,Torger Torgerson Vetteland,6000000005607119313,0,complete,isolate-geni-torger-torgerson-vetteland-1829-1914-stavanger.tsv,,
0,45,Torkel Opsahl,6000000007453699167,0,complete,isolate-geni-torkel-opsahl-1931-1993-gen-ve.tsv,,
0,25,Torsten Hägerstrand,5697265345310133911,0,complete,isolate-geni-torsten-h-gerstrand-1916-d.tsv,,
0,80,Pope Gregory IX,6000000091079224839,0,complete,isolate-geni-ugolino-anagni-dei-conti-di-segni-pope-gregory-ix-c-1170-1241-roma.tsv,,
0,19,Verner Panton,6000000017460802463,0,complete,isolate-geni-verner-panton-1926-1998.tsv,,
0,73,Vilhelm Eliel Viktorinus Wessman,6000000022461604952,0,complete,isolate-geni-vilhelm-eliel-viktorinus-wessman-1879-1958-eken-s.tsv,,
0,18,Yngve Zotterman,6000000001475097615,0,complete,isolate-geni-yngve-zotterman-1898-1982-stockholm.tsv,,
0,83,Emperor Jimmu,6000000001829589817,0,complete,jimmu.tsv,,
0,60,Lady Palsu of the Jin clan,6000000210483284822,0,complete,lady-palsu-of-the-jin-clan.tsv,,
0,88,Madgacen,6000000210977860839,0,complete,madgacen-300-d.tsv,,
0,170,Makeda Queen of Sheba,6000000210521076830,0,complete,makeda-queen-of-sheba-1013-982.tsv,,
0,225,Enlil-nirari,6000000002517586322,0,complete,makeda-to-enlil-nirari.tsv,,
0,155,Marguerite Baudry,6000000210867309854,0,complete,makeda-to-marguerite.tsv,,
0,219,"Saint Matthew, 8th Apostle",6000000003242944978,0,complete,makeda-to-matthew.tsv,,
0,57,NN Basse,6000000209053003954,0,complete,nn-basse.tsv,,
0,90,NN,6000000212213649822,0,complete,nn-daughter-of-berenice.tsv,,
0,91,NN of Malwa,6000000212213503823,0,complete,nn-of-malwa.tsv,,
0,90,NN,6000000212213649822,0,complete,nn.tsv,,
0,243,Pasuti,6000000042325644869,0,complete,pasuti.tsv,,
0,60,NN,6000000211785248844,0,complete,princess-nn.tsv,,
0,117,Psamtik II Pharaoh of Egypt,6000000209068285866,0,complete,psamtik-ii-pharaoh-of-egypt-b-589.tsv,,
0,267,Scorpion I,6000000209058145828,0,complete,scorpion-i.tsv,,
