token,usage,bearers,script,marker,existing_qid,action
Franz,given,167,Latin,,Q4925932,link
Publius,given,167,Latin,,Q3925294,link
Dreyfus,family,166,Latin,,Q16833671,link
Mordechai,given,166,Latin,,Q51917019,link
Bourgogne,family,165,Latin,,Q64830939,link
Knutson,given,165,Latin,,,create
Abrego,family,165,Latin,,,create
Oluf,given,165,Latin,,Q2021323,link
Susanna,given,165,Latin,,Q14936808,link
Lewis,family,164,Latin,,Q426463,link
Franco,family,164,Latin,,Q17983447,link
Olava,given,164,Latin,,Q11993504,link
Håland,family,163,Latin,,,create
Díaz,family,163,Latin,,Q5255562,link
Courtenay,family,163,Latin,,Q37553656,link
Hugo,given,163,Latin,,Q1242555,link
Iversdatter,patronymic,163,Latin,sdatter,,create
Katharina,given,162,Latin,,Q16277712,link
Claus,given,162,Latin,,Q18177178,link
Cristóbal,given,162,Latin,,Q18220000,link
Katherine,given,162,Latin,,Q108631,link
Marianne,given,162,Latin,,Q18760860,link
Nicolasa,given,162,Latin,,Q58581036,link
6,given,161,none,,,create
Lydia,given,161,Latin,,Q904455,link
Filipa,given,161,Latin,,Q5448536,link
Helge,given,161,Latin,,Q1602361,link
الأموي,family,161,Arabic,,,create
趙州贊皇,family,161,Han,,,create
Oppenheimer,family,160,Latin,,Q21431219,link
최,family,160,Hangul,,,create
Hedwig,given,160,Latin,,,"AMBIGUOUS - review, do not create"
Malene,given,160,Latin,,Q4563473,link
Martín,family,159,Latin,,Q17542020,link
Roberts,family,159,Latin,,Q1646493,link
Brown,family,159,Latin,,Q13421990,link
Bjørn,given,159,Latin,,Q18918288,link
RM,given,159,Latin,,,create
Jonsson,family,158,Latin,,Q21509276,link
Joel,given,158,Latin,,Q588700,link
الحسيني,family,158,Arabic,,,create
Edith,given,158,Latin,,,create
Madeleine,given,158,Latin,,Q4273929,link
Svensdatter,patronymic,158,Latin,sdatter,,create
Ramírez,family,157,Latin,,Q1158327,link
Bertrand,given,157,Latin,,,create
Yehuda,given,157,Latin,,Q2599976,link
池田,family,157,Han,,,create
Cantú,family,157,Latin,,,create
Amelia,given,157,Latin,,Q461718,link
I.,given,156,Latin,,Q19803506,link
Joachim,given,156,Latin,,Q4926961,link
Gruffudd,given,155,Latin,,Q21504993,link
Grey,family,155,Latin,,Q2703557,link
Paredes,family,155,Latin,,Q16880955,link
Ochoa,family,155,Latin,,Q5395941,link
Giovanni,given,155,Latin,,Q1158906,link
Kristen,given,155,Latin,,Q11279730,link
Olaf,given,155,Latin,,Q3881452,link
Munk,family,154,Latin,,Q17126022,link
Juel,family,154,Latin,,Q6304703,link
本多,family,154,Han,,,create
Ralph,given,154,Latin,,Q18156180,link
Ivan,given,154,Latin,,,"AMBIGUOUS - review, do not create"
京兆萬年,family,154,Han,,,create
Stern,family,153,Latin,,Q4442389,link
Al-Umawi,family,153,Latin,,,create
Florence,given,153,Latin,,Q950780,link
Knutsdatter,patronymic,153,Latin,sdatter,,create
Ommund,given,153,Latin,,,create
博陵安平,family,153,Han,,,create
姬,family,152,Han,,,create
קובלנץ,family,152,Hebrew,,,create
Xavier,given,152,Latin,,Q1066712,link
Elizondo,family,152,Latin,,Q21504827,link
الله,given,152,Arabic,,,create
Eric,given,152,Latin,,Q12788459,link
Valdez,family,151,Latin,,Q20998174,link
Jorge,given,151,Latin,,Q14346236,link
Maurice,given,151,Latin,,,create
Levi,given,150,Latin,,Q1111810,link
Solomon,given,150,Latin,,,"AMBIGUOUS - review, do not create"
אברהם,given,150,Hebrew,,,create
Knudsdatter,patronymic,150,Latin,sdatter,,create
Alexandre,given,149,Latin,,Q16002466,link
Lazarus,given,149,Latin,,Q21145110,link
Andrew,given,149,Latin,,Q18042461,link
Ludvig,given,149,Latin,,Q12233911,link
Beatrice,given,149,Latin,,Q734292,link
Miriam,given,149,Latin,,Q1938195,link
Olga,given,149,Latin,,,"AMBIGUOUS - review, do not create"
Oscar,given,149,Latin,,Q1951683,link
Wertheim,family,148,Latin,,,"AMBIGUOUS - review, do not create"
Correa,family,148,Latin,,Q5789078,link
Nicholas,given,148,Latin,,Q42771,link
Hidalgo,family,148,Latin,,Q16870777,link
Avraham,given,148,Latin,,,"AMBIGUOUS - review, do not create"
Louisa,given,148,Latin,,,create
Moïse,given,148,Latin,,Q26831325,link
Spivey,family,147,Latin,,,create
Bø,family,147,Latin,,,create
Katarina,given,147,Latin,,Q16277703,link
Oline,given,147,Latin,,Q11993741,link
Theodor,given,147,Latin,,Q1165126,link
Menezes,family,146,Latin,,Q21449173,link
Persson,family,146,Latin,,Q27876648,link
Yosef,given,146,Latin,,,"AMBIGUOUS - review, do not create"
Juda,given,146,Latin,,Q1172363,link
"""der",given,146,Latin,,,create
Felipe,given,146,Latin,,Q15727141,link
Gōng,given,146,Latin,,,"AMBIGUOUS - review, do not create"
E.,given,146,Latin,,Q19803501,link
Lorraine,family,145,Latin,,Q18355916,link
Baruch,given,145,Latin,,,"AMBIGUOUS - review, do not create"
Mejía,family,145,Latin,,Q6810484,link
Flavius,given,145,Latin,,Q17297772,link
кн.,family,145,Cyrillic,,,create
Lopo,given,145,Latin,,Q21286221,link
السليمي,family,145,Arabic,,,create
河南,family,145,Han,,,create
Larsen,family,144,Latin,,Q13099004,link
Mayer,family,144,Latin,,Q13725587,link
Lima,family,144,Latin,,Q11255517,link
Friis,family,144,Latin,,Q18328036,link
Württemberg,family,144,Latin,,Q55617908,link
Wittelsbach,family,144,Latin,,Q123614057,link
E,given,144,Latin,,Q104253238,link
Gregorio,given,144,Latin,,Q18558694,link
Nuno,given,144,Latin,,Q19828514,link
Jensen,family,143,Latin,,Q12657428,link
Raja,given,143,Latin,,Q56872239,link
Pelaez,family,143,Latin,,,create
Margaretha,given,143,Latin,,Q17459100,link
Rosalie,given,143,Latin,,Q1043457,link
Lea,family,142,Latin,,Q6508166,link
Guzmán,family,142,Latin,,Q6441522,link
Halphen,family,142,Latin,,Q21492907,link
Navarro,family,142,Latin,,Q9048977,link
Ibrahim,given,142,Latin,,Q892211,link
Felix,given,142,Latin,,,"AMBIGUOUS - review, do not create"
Amschel,given,142,Latin,,Q98962346,link
Margarethe,given,142,Latin,,Q19967625,link
Ernest,given,142,Latin,,,create
Fernandes,family,141,Latin,,Q21510337,link
Soares,family,141,Latin,,Q20823845,link
Chinn,family,141,Latin,,Q21492875,link
Claudius,given,141,Latin,,Q19869364,link
Mathilda,given,141,Latin,,Q20000045,link
Andreasdatter,patronymic,141,Latin,sdatter,,create
Clausdatter,patronymic,141,Latin,sdatter,,create
Dorte,given,141,Latin,,Q11166412,link
Ebenezer,given,141,Latin,,Q3481095,link
Jenny,given,141,Latin,,Q3807899,link
Mogens,given,141,Latin,,Q937447,link
Mécia,given,141,Latin,,Q104492840,link
Gomes,given,140,Latin,,Q104491994,link
黃,family,140,Han,,,create
Raoul,given,140,Latin,,Q11487195,link
Amalia,given,140,Latin,,Q453020,link
Salvador,given,140,Latin,,Q1255283,link
Annie,given,140,Latin,,Q566893,link
Андреевич,given,140,Cyrillic,,,create
Arias,family,139,Latin,,Q18681561,link
Quintanilla,family,139,Latin,,Q21488965,link
Shlomo,given,139,Latin,,,"AMBIGUOUS - review, do not create"
고,family,139,Hangul,,,create
Al-Hashemi,family,139,Latin,,,create
P.,given,139,Latin,,Q19803513,link
Maud,given,139,Latin,,Q1781876,link
Torger,given,139,Latin,,Q2444019,link
Johansson,family,138,Latin,,Q1699018,link
Henriksen,given,138,Latin,,,create
Salte,family,138,Latin,,,create
橘,family,138,Han,,,create
Esparza,family,138,Latin,,Q37557477,link
Arnold,given,138,Latin,,Q3623461,link
Oldenburg,family,138,Latin,,Q16880703,link
Edvard,given,138,Latin,,,"AMBIGUOUS - review, do not create"
Kerstin,given,138,Latin,,Q7618688,link
Serina,given,138,Latin,,Q20000838,link
Андрей,given,138,Cyrillic,,,create
Herbert,given,137,Latin,,Q4926833,link
Samson,given,137,Latin,,,"AMBIGUOUS - review, do not create"
Jacobsdatter,patronymic,137,Latin,sdatter,Q109482873,link
Kristoffer,given,137,Latin,,Q1789415,link
Gil,given,136,Latin,,Q1523785,link
Kaas,family,136,Latin,,,create
Sri,given,136,Latin,,,create
יוסף,given,136,Hebrew,,,create
Welf,family,136,Latin,,,create
Isaak,given,136,Latin,,,"AMBIGUOUS - review, do not create"
Adam,given,136,Latin,,,"AMBIGUOUS - review, do not create"
Beatrix,given,136,Latin,,Q1096551,link
Susannah,given,136,Latin,,Q7648707,link
Erga,family,135,Latin,,,create
Cerf,given,135,Latin,,Q19915002,link
Jakobsen,given,135,Latin,,,create
趙,family,135,Han,,,create
Santiago,given,135,Latin,,Q13422956,link
氏,given,135,Han,,,create
Babette,given,135,Latin,,Q787863,link
Inga,given,135,Latin,,,"AMBIGUOUS - review, do not create"
Gonçalves,family,134,Latin,,Q16451963,link
Graf,given,134,Latin,,,create
Johannessen,given,134,Latin,,,create
Amr,given,134,Latin,,Q2844485,link
Мария,given,134,Cyrillic,,,create
Frederik,given,134,Latin,,Q17539077,link
Magdalene,given,134,Latin,,Q16859848,link
Sally,given,134,Latin,,,"AMBIGUOUS - review, do not create"
Sjur,given,134,Latin,,Q12000735,link
Михаил,given,134,Cyrillic,,,create
the,family,133,Latin,,,create
Frank,given,133,Latin,,Q220546,link
Iversen,given,133,Latin,,,create
Hurtado,family,133,Latin,,Q5905390,link
Kemsley,family,133,Latin,,,create
Harry,given,133,Latin,,Q668885,link
Sveinsvoll,family,133,Latin,,,create
Михайлович,given,133,Cyrillic,,,create
Johansdotter,patronymic,133,Latin,sdotter,,create
Klara,given,133,Latin,,Q18199028,link
Rita,given,133,Latin,,Q1094218,link
Lewis,given,132,Latin,,Q768196,link
Sola,family,132,Latin,,Q37465014,link
Surname,given,132,Latin,,,create
Elin,given,132,Latin,,Q19833184,link
Gjertrud,given,132,Latin,,Q30078328,link
Stina,given,132,Latin,,Q1770143,link
彭城,family,132,Han,,,create
Garcia,given,131,Latin,,Q29551139,link
Berge,family,131,Latin,,Q16479900,link
Myklebust,family,131,Latin,,Q27888841,link
Sigurd,given,131,Latin,,Q1315397,link
García,given,130,Latin,,Q17984018,link
Aragón,family,130,Latin,,Q37466624,link
Svensen,given,130,Latin,,,create
Constança,given,130,Latin,,Q23047537,link
Gunnarsdatter,patronymic,130,Latin,sdatter,,create
Taletta,given,130,Latin,,,create
Velasco,family,129,Latin,,,create
Espedal,family,129,Latin,,,create
Tjelta,family,129,Latin,,,create
Pettersson,family,129,Latin,,Q1706725,link
Princess,given,129,Latin,,Q63101553,link
Sehested,family,129,Latin,,Q29654330,link
שמואל,given,129,Hebrew,,,create
Helen,given,129,Latin,,Q13376892,link
Marit,given,129,Latin,,Q1566153,link
Adelaide,given,129,Latin,,Q354633,link
Adolph,given,129,Latin,,Q18526132,link
Petronila,given,129,Latin,,Q65981517,link
الحسني,family,129,Arabic,,,create
Woolcock,family,128,Latin,,,create
Hall,family,128,Latin,,Q1551523,link
הלוי,family,128,Hebrew,,,create
Khan,given,128,Latin,,,"AMBIGUOUS - review, do not create"
Prince,given,128,Latin,,Q16280695,link
Cerda,family,128,Latin,,,create
Teomim,family,128,Latin,,,create
민,family,128,Hangul,,,create
Chaim,given,128,Latin,,,"AMBIGUOUS - review, do not create"
H,given,128,Latin,,,create
Amanda,given,128,Latin,,Q453722,link
Cristobal,given,128,Latin,,Q23893298,link
Elling,given,128,Latin,,Q21074382,link
Johansdatter,patronymic,128,Latin,sdatter,,create
Nilsson,family,127,Latin,,Q15829860,link
Llewelyn,given,127,Latin,,Q21503586,link
Eliezer,given,127,Latin,,Q18978321,link
Edwin,given,127,Latin,,Q240931,link
Tomas,given,127,Latin,,Q1546318,link
Berit,given,127,Latin,,Q820698,link
Karine,given,127,Latin,,Q13365966,link
Kirsti,given,127,Latin,,Q4349920,link
Oskar,given,127,Latin,,Q18145769,link
Regine,given,127,Latin,,Q18179222,link
Castilla,family,126,Latin,,,create
Cavazos,family,126,Latin,,Q37284122,link
Wolff,family,125,Latin,,Q2588593,link
Hywel,given,125,Latin,,Q21296597,link
Gilbert,given,125,Latin,,Q1675463,link
Risa,family,125,Latin,,,create
Jiménez,family,125,Latin,,Q16871185,link
紀,family,125,Han,,,create
Moreno,family,125,Latin,,Q10613677,link
Serna,family,125,Latin,,,create
酒井,family,125,Han,,,create
#2,given,125,none,,,create
BRAy,given,125,Latin,,Q98839162,link
Cathrine,given,125,Latin,,Q21470407,link
Ella,given,125,Latin,,Q988912,link
Graf,family,124,Latin,,Q1158367,link
Álvarez,family,124,Latin,,Q919574,link
Gomperz,family,124,Latin,,Q56538526,link
Al-Hasani,family,124,Latin,,,create
Gerhard,given,124,Latin,,Q7996169,link
Therese,given,124,Latin,,Q18177305,link
Martins,family,123,Latin,,Q1905655,link
Velez,family,123,Latin,,Q7918902,link
Pomeroy,family,123,Latin,,Q7227282,link
노,family,123,Hangul,,,create
Luís,given,123,Latin,,,"AMBIGUOUS - review, do not create"
Lovise,given,123,Latin,,Q18699290,link
清河武城,family,123,Han,,,create
Vasconcelos,family,122,Latin,,Q2511061,link
Braut,family,122,Latin,,Q30132563,link
정,family,122,Hangul,,,create
Antoinette,given,122,Latin,,Q1906662,link
Marita,given,122,Latin,,,create
河南府,family,122,Han,,,create
Madog,given,121,Latin,,,create
Anda,family,121,Latin,,Q16479635,link
Lyse,family,121,Latin,,Q39265204,link
הורוביץ,family,121,Hebrew,,,create
Lope,given,121,Latin,,Q16833196,link
#1,given,121,none,,,create
Askanier,family,121,Latin,,,create
Betty,given,121,Latin,,Q2090092,link
J,given,121,Latin,,,create
Laurits,given,121,Latin,,Q21061253,link
Вельяминов-Зернов,family,121,Cyrillic,,,create
Leonard,given,120,Latin,,,"AMBIGUOUS - review, do not create"
Helland,family,120,Latin,,Q30085478,link
細川,family,120,Han,,,create
Putri,given,120,Latin,,,create
7,given,120,none,,,create
iš,family,120,Latin,,,create
Фёдор,given,120,Cyrillic,,,create
河內溫縣,family,120,Han,,,create
Nielsen,family,119,Latin,,Q16511256,link
Johannesen,given,119,Latin,,,create
Davis,family,119,Latin,,Q12386976,link
Herrera,family,119,Latin,,Q1614171,link
Ephraim,given,119,Latin,,,"AMBIGUOUS - review, do not create"
Molina,family,119,Latin,,Q1158341,link
Santos,family,119,Latin,,,create
Dalem,given,119,Latin,,,create
Urioste,family,119,Latin,,,create
Yitzhak,given,119,Latin,,Q3572309,link
Erikson,given,119,Latin,,,create
Toreson,given,119,Latin,,,create
Ramon,given,119,Latin,,Q18220435,link
II.,given,119,Latin,,,create
Ulrich,given,119,Latin,,Q18011418,link
Regina,given,119,Latin,,,"AMBIGUOUS - review, do not create"
Elena,given,119,Latin,,,"AMBIGUOUS - review, do not create"
Elsa,given,119,Latin,,Q1077181,link
Friederike,given,119,Latin,,Q18352956,link
Hélène,given,119,Latin,,Q12364182,link
Itamar,given,119,Latin,,Q3155896,link
Josephine,given,119,Latin,,Q666954,link
Lucia,given,119,Latin,,Q1160640,link
Marx,family,118,Latin,,Q13647280,link
May,family,118,Latin,,Q1751954,link
Lea,given,118,Latin,,Q18202125,link
Brahe,family,118,Latin,,Q35799957,link
水野,family,118,Han,,,create
毛利,family,118,Han,,,create
Andrés,given,118,Latin,,Q51394,link
Ingebjørg,given,118,Latin,,Q21452141,link
Tomás,given,118,Latin,,Q19888139,link
Einion,given,117,Latin,,Q21674683,link
Knudsen,given,117,Latin,,,create
Cabrera,family,117,Latin,,Q20726741,link
Benavides,family,117,Latin,,Q5725502,link
Lillard,family,117,Latin,,Q16872161,link
André,given,117,Latin,,Q6298851,link
Claude,given,117,Latin,,Q17523984,link
Constance,given,117,Latin,,Q679755,link
Dorthea,given,117,Latin,,Q30077254,link
Eunice,given,117,Latin,,Q18697427,link
NM,given,117,Latin,,,create
RAy,given,117,Latin,,,"AMBIGUOUS - review, do not create"
Cunha,family,116,Latin,,Q21483072,link
Luna,family,116,Latin,,Q27897338,link
Byberg,family,116,Latin,,,create
Sweetland,family,116,Latin,,Q37214388,link
Morales,family,116,Latin,,Q6023513,link
Hasan,given,116,Latin,,Q13564155,link
Ajeng,given,116,Latin,,,create
Barbro,given,116,Latin,,Q807877,link
C,given,116,Latin,,,create
C.,given,116,Latin,,Q19803499,link
Franziska,given,116,Latin,,Q1003466,link
Sidsel,given,116,Latin,,Q33036821,link
Torkel,given,116,Latin,,Q12719075,link
清河東武城,family,116,Han,,,create
Miranda,family,115,Latin,,Q598459,link
Samaritan,given,115,Latin,,,create
Parker,family,115,Latin,,Q1628041,link
Ballin,family,115,Latin,,Q21448063,link
Bondi,family,115,Latin,,Q20064399,link
Walker,family,115,Latin,,Q1158605,link
Luxembourg,family,115,Latin,,Q83370535,link
Place,family,115,Latin,,Q7200212,link
Olsdtr.,given,115,Latin,,,create
小笠原,family,115,Han,,,create
line,given,115,Latin,,Q5965663,link
Enok,given,115,Latin,,Q16423369,link
Siegfried,given,115,Latin,,Q3483397,link
Cecilie,given,115,Latin,,Q16275183,link
Kristensdatter,patronymic,115,Latin,sdatter,,create
Laurids,given,115,Latin,,Q107723833,link
Margit,given,115,Latin,,Q3354086,link
Mogensdatter,patronymic,115,Latin,sdatter,,create
Pablo,given,115,Latin,,Q2045138,link
generation,given,115,Latin,,,create
العباسي,family,115,Arabic,,,create
Washington,given,114,Latin,,Q18107476,link
Lunde,family,114,Latin,,Q21488986,link
Seligmann,given,114,Latin,,Q107636931,link
Tjørhom,family,114,Latin,,,create
Warburg,family,114,Latin,,Q25805052,link
Padilla,family,114,Latin,,Q6057135,link
Ramón,given,114,Latin,,Q18218536,link
Eduard,given,114,Latin,,,"AMBIGUOUS - review, do not create"
Lovisa,given,114,Latin,,Q10570000,link
Ursula,given,114,Latin,,Q1087262,link
Lyman,family,113,Latin,,Q24122088,link
Lucas,given,113,Latin,,Q12325000,link
Loomis,family,113,Latin,,Q16872463,link
بن,family,113,Arabic,,,create
Wettin,family,113,Latin,,,create
Countess,given,113,Latin,,,create
Mendel,given,113,Latin,,,create
Mayor,given,113,Latin,,Q44687528,link
J.,given,113,Latin,,Q19803507,link
RA,given,113,Latin,,,create
Estevão,given,113,Latin,,,create
Gertrud,given,113,Latin,,Q18180972,link
Margreta,given,113,Latin,,Q21143359,link
Chan,family,112,Latin,,,create
Lee,given,112,Latin,,,"AMBIGUOUS - review, do not create"
Haas,family,112,Latin,,Q368894,link
Bartholomew,family,112,Latin,,Q30117840,link
Ølberg,family,112,Latin,,,create
....,given,112,none,,,create
徳川,family,112,Han,,,create
Olry,given,112,Latin,,,create
und,family,111,Latin,,,create
Iorwerth,given,111,Latin,,Q6063951,link
Plaut,family,111,Latin,,Q54943563,link
Emmerich,family,111,Latin,,Q16275681,link
Chilton,family,111,Latin,,Q8270802,link
Moctezuma,family,111,Latin,,Q37328412,link
הכהן,family,111,Hebrew,,,create
Torland,family,111,Latin,,,create
Mathias,given,111,Latin,,Q1818817,link
S.,given,111,Latin,,Q19803518,link
יעקב,given,111,Hebrew,,,create
Arya,given,111,Latin,,,create
Arnt,given,111,Latin,,Q15888082,link
Ellingsdatter,patronymic,111,Latin,sdatter,,create
Francesco,given,111,Latin,,,create
Leon,family,110,Latin,,,create
Ferreira,family,110,Latin,,Q10281657,link
Morrow,family,110,Latin,,Q16877432,link
유,family,110,Hangul,,,create
B.,given,110,Latin,,Q19803497,link
al-Din,given,110,Latin,,,create
Halvor,given,110,Latin,,Q16276226,link
Ommundsdatter,patronymic,110,Latin,sdatter,,create
Rosalia,given,110,Latin,,Q7367174,link
[Versi,given,110,Latin,,,create
Gomes,family,109,Latin,,Q30307749,link
Bloch,family,109,Latin,,Q884579,link
Schloss,family,109,Latin,,,"AMBIGUOUS - review, do not create"
Carvajal,family,109,Latin,,Q37508939,link
Ulfeldt,family,109,Latin,,Q21508144,link
Harris,family,109,Latin,,Q10859343,link
Reuß,family,109,Latin,,Q16882027,link
Abel,given,109,Latin,,Q318375,link
Victor,given,109,Latin,,,"AMBIGUOUS - review, do not create"
יהודה,given,109,Hebrew,,,create
Jeanette,given,109,Latin,,Q2300098,link
Joaquín,given,109,Latin,,Q6204496,link
Aron,family,108,Latin,,Q4795525,link
Clark,family,108,Latin,,Q1119151,link
Carmen,given,108,Latin,,Q1043619,link
内藤,family,108,Han,,,create
北条,family,108,Han,,,create
Béatrix,given,108,Latin,,,create
Eivind,given,108,Latin,,Q3358418,link
Geoffroy,given,108,Latin,,Q18763665,link
Hendrik,given,108,Latin,,Q1158181,link
Olsson,family,107,Latin,,Q21497082,link
Borsheim,family,107,Latin,,,create
Beaumont,family,107,Latin,,Q813422,link
Stangaland,family,107,Latin,,,create
Jimenez,family,107,Latin,,Q37026897,link
Son,given,107,Latin,,,create
Juliane,given,107,Latin,,Q351311,link
Olaus,given,107,Latin,,Q10608165,link
Torbjørn,given,107,Latin,,Q19828989,link
子姓,family,107,Han,,,create
Pires,family,106,Latin,,Q21507939,link
Mendes,family,106,Latin,,Q31212549,link
Maredudd,given,106,Latin,,Q20155893,link
