geni_id,qid,wikidata_en,latin_name_count,first_latin_name,first_verdict,first_token_diff,best_latin_name,best_verdict
6000000006101128459,Q3436643,"Robert de Ferrers, 6th Earl of Derby",2,Robert de Ferrers,Wikidata is a superset,-4,Robert de Ferrers,Wikidata is a superset
6000000006101180867,Q72795,Louise of Orléans,3,Louise-Marie Thérèse Charlotte Isabelle Borbon-Orléans Queen consort of the Belgians,"overlap, under half",7,"Princess Louise d'Orléans, Queen consort of the Belgians","overlap, half or more"
6000000006101234648,Q207363,Perseus of Macedon,2,Perseus,Wikidata is a superset,-2,"Perseus, king of Macedon",Geni is a superset
6000000006101240586,Q1409,Caligula,4,Gaius Julius Caesar Augustus Germanicus Roman Emperor,nothing in common,6,"Caligula, Roman Emperor",Geni is a superset
6000000006101240845,Q1001936,Flavius Eutropius,1,Flavius Eutropius,identical,0,Flavius Eutropius,identical
6000000006101240850,Q867859,Claudia Crispina,1,Claudia Crispina,identical,0,Claudia Crispina,identical
6000000006101277370,Q314710,Gaius Julius Caesar,3,Gaius Julius Caesar,identical,0,Gaius Julius Caesar,identical
6000000006101300473,Q352506,Constantius Gallus,1,Flavius Claudius Constantius Gallus Caesar,Geni is a superset,3,Flavius Claudius Constantius Gallus Caesar,Geni is a superset
6000000006101312593,Q12296285,Tertulla,1,Tertulla,identical,0,Tertulla,identical
6000000006101312714,Q563705,Anna of Este,1,Anna d'Este,"overlap, half or more",-1,Anna d'Este,"overlap, half or more"
6000000006101312798,Q505101,Charles IV of Lorraine,4,Charles IV de Lorraine Duc de Lorraine et de Bar,"overlap, half or more",3,"Charles IV, duke of Lorraine",Geni is a superset
6000000006101312806,Q701583,Nicholas Francis,2,Nicolas François II de Lorraine,nothing in common,3,"Nicholas Francis, Duke of Lorraine",Geni is a superset
6000000006101312811,Q156949,"Charles V, Duke of Lorraine",3,Charles de Lorraine,"overlap, half or more",-2,"Charles V Leopold, Duke of Lorraine",Geni is a superset
6000000006101317495,Q177975,Gaius Marius,2,Gaius Marius,identical,0,Gaius Marius,identical
6000000006101317550,Q1436,Pertinax,2,Publius Helvius Pertinax Augustus,Geni is a superset,3,Publius Helvius Pertinax Augustus,Geni is a superset
6000000006101317580,Q276309,Sextus Varius Marcellus,1,Sextus Varius Marcellus,identical,0,Sextus Varius Marcellus,identical
6000000006101317642,Q2280800,Publius Aelius Hadrianus Afer,2,Publius Aelius Hadrianus Afer Hadrian Roman Senator,Geni is a superset,3,Publius Aelius Hadrianus Afer,identical
6000000006101322372,Q947726,Tiberius Claudius Pompeianus,2,Tiberius Claudius Pompeianus,identical,0,Tiberius Claudius Pompeianus,identical
6000000006101322420,Q455034,Lucius Aelius Caesar,2,Lucius Ceionius Commodus Verus Aelius Caesar,Geni is a superset,3,Lucius Ceionius Commodus Verus Aelius Caesar,Geni is a superset
6000000006101322544,Q503201,Charles Victoire Emmanuel Leclerc,1,Charles Victor Emmanuel Leclerc,"overlap, half or more",0,Charles Victor Emmanuel Leclerc,"overlap, half or more"
6000000006101322556,Q151173,Joachim Murat,4,"Joachim Napoleon Murat Grand Duke of Berg, King of Naples",Geni is a superset,7,"Joachim Napoleon Murat Grand Duke of Berg, King of Naples",Geni is a superset
6000000006101322830,Q313912,Amyntas I of Macedon,2,Amyntas,Wikidata is a superset,-3,Amyntas,Wikidata is a superset
6000000006101344713,Q620256,Napoléon Charles Grégoire Jacques Philippe Bonaparte,2,Napoléon Charles Grégoire Jacques Philippe Charles Grégoire Jacques Philippe Bonaparte,"overlap, half or more",0,Napoléon Charles Grégoire Jacques Philippe Charles Grégoire Jacques Philippe Bonaparte,"overlap, half or more"
6000000006101344808,Q707215,Napoleon Charles Bonaparte,2,Napoléon Charles Louis Charles Bonaparte Prince Royal,Geni is a superset,3,Napoléon Charles Louis Charles Bonaparte Prince Royal,Geni is a superset
6000000006101344894,Q2031646,Prince Louis Bonaparte,2,Luis Napoleon Joseph Bonaparte-Moncalieri,nothing in common,1,Louis Bonaparte,Wikidata is a superset
6000000006101344900,Q271988,"Princess Maria Letizia, Duchess of Aosta",2,Marie Létizia Eugénie Catherine Adélaïde Bonaparte Duchess of Aosta,"overlap, half or more",3,Marie Létizia Eugénie Catherine Adélaïde Bonaparte Duchess of Aosta,"overlap, half or more"
6000000006101344917,Q701093,"Louis, Prince Napoléon",2,Louis Napoléon Jerome Victor Emmanuel Leopold Marie Bonaparte-Moncalieri,"overlap, half or more",5,"Louis, Prince Napoleon",identical bar case/diacritics
6000000006101344930,Q303942,"Alix, Princess Napoléon",2,Alix Marie Joséphine Thérèse Henriette de Foresta Dowager Princess Napoléon,Geni is a superset,7,"Alix, Princess Napoleon",identical bar case/diacritics
6000000006101348166,Q37074,John VII Palaiologos,1,John VII Palaiologos byzantine emperor,Geni is a superset,2,John VII Palaiologos byzantine emperor,Geni is a superset
6000000006101354412,Q269826,Alice of Champagne,2,"Alix Queen-Consort and Regent of Cyprus, Regent of Jerusalem Blois","overlap, under half",5,Alice of Champagne,identical
6000000006101354469,Q3047004,Eschive d'Ibelin,1,Éschive d'Ibelin dame de Beyrouth,Geni is a superset,3,Éschive d'Ibelin dame de Beyrouth,Geni is a superset
6000000006101354494,Q546626,Iakovos I of Cyprus,2,Jacques de Lusignan King of Cyprus,"overlap, half or more",2,Jacques de Lusignan King of Cyprus,"overlap, half or more"
6000000006101366222,Q200922,Mithridates III of Commagene,2,Mithridates,Wikidata is a superset,-3,"Mithridates III, king of Commagene",Geni is a superset
6000000006101378800,Q519483,Flavius Bauto,2,Flavius Bauto,identical,0,Flavius Bauto,identical
6000000006101378871,Q172168,Galerius,2,Gaius Galerius Valerius Maximianus Augustus,Geni is a superset,4,Gaius Galerius Valerius Maximianus Augustus,Geni is a superset
6000000006101381220,Q550638,Davyd Rostislavich,3,"David, Smolenski vürst",nothing in common,1,"David, Smolenski vürst",nothing in common
6000000006101381611,Q547839,Yaroslav of Tver,2,Yaroslav Yaroslavich of Tver,Geni is a superset,1,Yaroslav Yaroslavich of Tver,Geni is a superset
6000000006101381794,Q4522821,Ivan Dmitriyevich,1,Jonas Šemiakinas Kunigaikštis,nothing in common,1,Jonas Šemiakinas Kunigaikštis,nothing in common
6000000006101381799,Q4104437,Vasili Ivanovich Shemyachich,1,Vasilijus Šemiakinas Kunigaikštis,nothing in common,0,Vasilijus Šemiakinas Kunigaikštis,nothing in common
6000000006101381875,Q4065832,Andrei Ivanovich,1,Andrey Ivanovich of Serpuhov and Borovsk,"overlap, half or more",4,Andrey Ivanovich of Serpuhov and Borovsk,"overlap, half or more"
6000000006101386502,Q315526,Bindusara,2,"Bindusara Maurya, van",Geni is a superset,2,"Bindusara Maurya, van",Geni is a superset
6000000006101386507,Q24929787,Subhadrangi,1,Subhadrangi,identical,0,Subhadrangi,identical
6000000006101386528,Q16227428,Devi,1,Devi,identical,0,Devi,identical
6000000006101386549,Q6378908,Karuvaki,1,Padmavati Queen of Maurya,nothing in common,3,Padmavati Queen of Maurya,nothing in common
6000000006101398000,Q75239780,Beatrice Beaumont,1,Beatrice Beaumont,identical,0,Beatrice Beaumont,identical
6000000006101401737,Q75585266,Ellen Channing Day,1,Ellen Channing Day,identical,0,Ellen Channing Day,identical
6000000006101401749,Q75585257,Newbold Edgar,1,Newbold Edgar,identical,0,Newbold Edgar,identical
6000000006101401753,Q42401659,Jerome Napoleon Charles Bonaparte,1,Jérôme Napoleon Charles Bonaparte,identical bar case/diacritics,0,Jérôme Napoleon Charles Bonaparte,identical bar case/diacritics
6000000006101404573,Q1528420,Giuseppe Maria Buonaparte,1,Giuseppe Maria Buonaparte,identical,0,Giuseppe Maria Buonaparte,identical
6000000006101404578,Q3953779,Sebastiano Nicola Buonaparte,1,Sebastiano Niccolo Buonaparte,"overlap, half or more",0,Sebastiano Niccolo Buonaparte,"overlap, half or more"
6000000006101404603,Q75580489,Franz Fesch,1,Franz Faesch,"overlap, half or more",0,Franz Faesch,"overlap, half or more"
6000000006101404613,Q433402,Eugénie de Beauharnais,2,Eugénie Hortense Auguste Beauharnais Prinzessin von Hohenzollern-Hechingen,"overlap, half or more",4,"Eugénie de Beauharnais, Princess of Hohenzollern-Hechingen",Geni is a superset
6000000006101404665,Q2853700,Antoine Bonaparte,1,Antoine Bonaparte,identical,0,Antoine Bonaparte,identical
6000000006101404674,Q3847091,Maria Alessandrina Bonaparte,1,Alexandrine Marie Bonaparte,"overlap, under half",0,Alexandrine Marie Bonaparte,"overlap, under half"
6000000006101404690,Q3525682,Thomas Wyse,1,Thomas Wyse English Diplomat,Geni is a superset,2,Thomas Wyse English Diplomat,Geni is a superset
6000000006101404699,Q3265651,Lucien Napoléon Bonaparte-Wyse,1,Louis Lucien Napoleon Theodore Wyse,"overlap, half or more",2,Louis Lucien Napoleon Theodore Wyse,"overlap, half or more"
6000000006101404704,Q3292106,Laetitia Marie Wyse Bonaparte,1,Laetitia Marie Letitia Wyse-Bonaparte,"overlap, half or more",0,Laetitia Marie Letitia Wyse-Bonaparte,"overlap, half or more"
6000000006101404719,Q3175994,Jeanne Bonaparte,1,Jeanne Bonaparte,identical,0,Jeanne Bonaparte,identical
6000000006101404773,Q965335,"Charles de Morny, Duke of Morny",1,Charles* Auguste Louis Joseph Demorny,nothing in common,0,Charles* Auguste Louis Joseph Demorny,nothing in common
6000000006101404783,Q601374,Prince Achille Murat,2,Achille Charles Louis Napoléon Murat,"overlap, half or more",2,"Achille, Royal Prince of Naples, 2nd Prince Murat",Geni is a superset
6000000006101404795,Q712889,Lucien Murat,1,Napoléon Lucien Charles Joseph Murat,Geni is a superset,3,Napoléon Lucien Charles Joseph Murat,Geni is a superset
6000000006101404811,Q5052977,Catherine Willis Gray,2,Catherine Daingerfield Willis,"overlap, half or more",0,Catherine Willis Gray,identical
6000000006101404826,Q1609928,"Joachim, 4th Prince Murat",2,Joachim Joseph Napoleon Murat,"overlap, half or more",0,Joachim Joseph Napoleon Murat,"overlap, half or more"
6000000006101430426,Q4924,"Isabella I, Queen of Armenia",1,Isabella I queen of Cilician Armenia,Geni is a superset,1,Isabella I queen of Cilician Armenia,Geni is a superset
6000000006101430432,Q541848,"Leo I, King of Armenia",2,Leo I of Armenia,Wikidata is a superset,-1,"Leo I ""the Magnificent"" king of Armenia",Geni is a superset
6000000006101430601,Q200033,Michael VIII Palaiologos,1,Michael VIII Palaiologos Byzantine emperor,Geni is a superset,2,Michael VIII Palaiologos Byzantine emperor,Geni is a superset
6000000006101430691,Q3749177,Photius,1,Photius,identical,0,Photius,identical
6000000006101459302,Q183579,Ferdinand I of Austria,3,"Ferdinand I Karl Leopold Joseph Franz Marcellin Emperor of Austria, King of Bohemia",Geni is a superset,8,"Ferdinand I Karl Leopold Joseph Franz Marcellin Emperor of Austria, King of Bohemia",Geni is a superset
6000000006101459329,Q57986,Friedrich August II of Saxony,3,"Friedrich August II Albert Maria Clemens Joseph Vincenz Aloys Nepomuk Johann Baptista Nikolaus Raphael Peter Xaver Franz de Paula Venantius Felix Wettin, Albertiner King of Saxony",Geni is a superset,21,"Friedrich August II Albert Maria Clemens Joseph Vincenz Aloys Nepomuk Johann Baptista Nikolaus Raphael Peter Xaver Franz de Paula Venantius Felix Wettin, Albertiner King of Saxony",Geni is a superset
6000000006101459869,Q1398662,"John de Mowbray, 4th Duke of Norfolk",2,John Mowbray,Wikidata is a superset,-5,John Mowbray,Wikidata is a superset
6000000006102354902,Q3775231,Dorothea Krag,1,Dorothea Mogensdatter Krag,Geni is a superset,1,Dorothea Mogensdatter Krag,Geni is a superset
6000000006103074116,Q2414281,Christian Gyldenløve,2,Christian Gyldenløve Greve til Samsøe,Geni is a superset,3,Christian Gyldenløve Greve til Samsøe,Geni is a superset
6000000006103447029,Q242670,Ealhswith,2,Ealhswith,identical,0,Ealhswith,identical
6000000006110677395,Q96322932,Samuel Welles,1,"Samuel Welles Jr., of Wethersfield",Geni is a superset,3,"Samuel Welles Jr., of Wethersfield",Geni is a superset
6000000006110824782,Q7825728,Torgrim Castberg,1,Torgrim Castberg,identical,0,Torgrim Castberg,identical
6000000006110885628,Q96322933,Ruth Judson,1,Ruth Judson,identical,0,Ruth Judson,identical
6000000006110947736,Q131441540,Ruth Whittemore,1,Ruth Bassett,"overlap, half or more",0,Ruth Bassett,"overlap, half or more"
6000000006110954055,Q131441539,Joseph Whittemore,1,Joseph Whittemore,identical,0,Joseph Whittemore,identical
6000000006111890476,Q466230,Sibylla of Anjou,4,Sibylle d’Anjou,nothing in common,-1,Sibylle d’Anjou,nothing in common
6000000006119428862,Q115634020,"Jean III de Créquy, Seigneur de Fressin",2,Jean de Créquy seigneur de Fressin et de Canaples,"overlap, half or more",1,"Jean III, seigneur de Créquy",Wikidata is a superset
6000000006120786110,Q115633961,"Philippe de Créquy, Seigneur de Créqui, Fressin",1,Philippe de Créquy,Wikidata is a superset,-3,Philippe de Créquy,Wikidata is a superset
6000000006123961012,Q81794,Akhenaten,1,Amentotep IV AkenAton Pharaoh of Egypt,nothing in common,5,Amentotep IV AkenAton Pharaoh of Egypt,nothing in common
6000000006125448136,Q1380966,Richard Fitz Gilbert de Clare,5,Richard FitzGilbert de Clare Lord of Clare,"overlap, half or more",1,Richard FitzGilbert de Clare Lord of Clare,"overlap, half or more"
6000000006125609239,Q1382281,Richard fitz Gilbert,4,Richard FitzGilbert de Clare seigneur de Bienfaite et d'Orbec,"overlap, under half",5,Richard DeClare Gilbert,"overlap, half or more"
6000000006127170197,Q128157167,Ingeborg Nolcken,1,Ingeborg Grubbe,"overlap, half or more",0,Ingeborg Grubbe,"overlap, half or more"
6000000006127174742,Q104550113,"Kristina Jonsdotter (Gädda), Heiress of Faanoe",1,Kristina Johansdotter Gädda,"overlap, half or more",-3,Kristina Johansdotter Gädda,"overlap, half or more"
6000000006127223646,Q10443068,Carl Knutsson Posse,1,Carl Knutsson Posse,identical,0,Carl Knutsson Posse,identical
6000000006127284982,Q6008688,Nils Bosson,3,Nils Bosson Grip,Geni is a superset,1,Nils Bosson Grip,Geni is a superset
6000000006127291626,Q16595801,Marina Nilsdotter,3,Marina Nilsdotter Grip,Geni is a superset,1,Marina Nilsdotter Grip,Geni is a superset
6000000006127494566,Q4947389,Görvel Fadersdotter,2,Görvel Fadersdotter Fadersdotter (Sparre av Hjulsta och Ängsö),Geni is a superset,5,Görvel Fadersdotter Fadersdotter (Sparre av Hjulsta och Ängsö),Geni is a superset
6000000006127494587,Q105368460,Peder Nilsson Grip,1,Peder Nilsson Grip,identical,0,Peder Nilsson Grip,identical
6000000006127582986,Q6022517,Erik Odhelius,2,Ericus H,nothing in common,0,Erik Håkansson,"overlap, half or more"
6000000006127594142,Q110303135,Margareta Andersen,1,Margareta Andersén,identical bar case/diacritics,0,Margareta Andersén,identical bar case/diacritics
6000000006127645027,Q61911,Princess Therese of Saxe-Altenburg,2,"Thérèse Amalie Caroline Josephine Antoinette Wettin, Ernestiner Prinsessa av Sverige och Norge, Hertiginna av Dalarna","overlap, under half",10,Princess Therese of Saxe-Altenburg,identical
6000000006127657739,Q107693,Beatrice of Baden,1,Beatrix Zähringen Pfalzgräfin und Herzogin zu Simmern,nothing in common,4,Beatrix Zähringen Pfalzgräfin und Herzogin zu Simmern,nothing in common
6000000006127668412,Q63749,"Rupert I, Elector Palatine",1,Ruprecht I von Wittelsbach,"overlap, under half",0,Ruprecht I von Wittelsbach,"overlap, under half"
6000000006127668486,Q3298973,Mathilda of Bavaria,1,Mechthild av Bayern Wittelsbach,nothing in common,1,Mechthild av Bayern Wittelsbach,nothing in common
6000000006127668543,Q2797080,Anna of Glogau,2,Anna von Schlesien-Glogau Anna głogowska,"overlap, under half",1,Anna of Glogau,identical
6000000006127668589,Q225116,"Maria of Brabant, Duchess of Bavaria",2,Maria Reginar Duchess of Bavaria,"overlap, half or more",0,"Maria of Brabant, Duchess of Bavaria",identical
6000000006127726795,Q110548341,"Märta Lagadotter av Hellekis och Tun, heiress of Ed & Skattmansö",1,Märta Lagesdotter Posse,"overlap, under half",-8,Märta Lagesdotter Posse,"overlap, under half"
6000000006128133790,Q104891229,Jep Henriksen Ulfstand,1,"Jep ""Store Jep"" Henriksen Ulfstand til Skabersjö og Torup",Geni is a superset,6,"Jep ""Store Jep"" Henriksen Ulfstand til Skabersjö og Torup",Geni is a superset
6000000006128193414,Q110303271,Niels Trolle,1,Niels Jacobsen Trolle af Bergkvara til Braade,Geni is a superset,5,Niels Jacobsen Trolle af Bergkvara til Braade,Geni is a superset
6000000006128193422,Q110303283,Anna Henriksdatter Friis,1,Anna Henriksdatter Friis af Hesselager,Geni is a superset,2,Anna Henriksdatter Friis af Hesselager,Geni is a superset
6000000006128193446,Q110303268,"Boerge Nielsen Trolle, Lord of Troldholm",2,"Birger Trolle af Bergkvara til Bråde, til Hersomgaard, Trolholm & Tvisholm","overlap, under half",4,Børge Nielsen Trolle,"overlap, half or more"
6000000006128193458,Q6517115,Niels Trolle,2,Nils Trolle till Trolleholm,"overlap, half or more",2,Niels Trolle til Trolholm,Geni is a superset
6000000006128193473,Q110303163,Helle Rosenkrantz,3,Helle Holgersdatter Rosenkrantz til Gavnø og Vemmetofte,Geni is a superset,5,Helle Holgersdatter Rosenkrantz til Gavnø og Vemmetofte,Geni is a superset
6000000006128279226,Q110549328,Else Friis,1,Else Christiansdatter Friis af Haraldskær,Geni is a superset,3,Else Christiansdatter Friis af Haraldskær,Geni is a superset
6000000006128279513,Q75246267,Elisabeth von Braunschweig-Lüneburg,1,Elisabeth Brunswick-Lüneburg,"overlap, half or more",-1,Elisabeth Brunswick-Lüneburg,"overlap, half or more"
6000000006128279611,Q241196,Princess Wilhelmine Ernestine of Denmark,2,"Wilhelmine Ernestine Danmark og Norge, Oldenburg Kurfürstin von der Pfalz","overlap, under half",5,Princess Wilhelmina Ernestine of Denmark,"overlap, half or more"
6000000006128279651,Q6119383,Jacob Ulfeldt,1,Jakob Jacobsen Ulfeldt til Kogsbølle og Selsø,"overlap, half or more",5,Jakob Jacobsen Ulfeldt til Kogsbølle og Selsø,"overlap, half or more"
6000000006129390166,Q724715,Ranulf II of Aquitaine,1,"Ranulf II de Poitiers Comte de Poitou, Duc d'Aquitaine","overlap, half or more",4,"Ranulf II de Poitiers Comte de Poitou, Duc d'Aquitaine","overlap, half or more"
