qid,geni_id,label,countries,occupation_count
Q16990097,6000000177363158881,Ressu Redford,Finland,2
Q16990184,6000000183411314831,Irma Rosnell,Finland,1
Q16990377,6000000011950646487,Heikki Sappinen,Finland,1
Q16990424,6000000160296118835,Veikko Savolainen,Finland,1
Q16990526,6000000034622540832,Pekka Silvola,Finland,1
Q16990589,6000000009739915805,Olli Soinio,Finland,4
Q16990720,6000000020692779625,Seppo Suutari,Finland,2
Q16990896,6000000113574943960,Martti Tiuri,Finland,2
Q16990999,6000000176706511822,Kari Tuomisaari,Finland,3
Q16991401,6000000009665002660,Rolf Westman,Finland,3
Q1699357,6000000018047906811,John Bluthal,Grand Duchy of Finland,4
Q17006,6000000183030232849,Hemmo Silvennoinen,Finland,1
Q17015746,6000000081518277087,René Nyman,Finland,1
Q1702345,6000000105418625858,Johnny Höglin,Sweden,1
Q170260,6000000027569319251,Janusz Kusociński,Grand Duchy of Finland,6
Q1702920,6000000015415987878,Jonas Bronck,Sweden,0
Q1702985,6000000006871254012,Gideon Fontell,Finland,2
Q170356,6000000012481066824,Tadeusz Bór-Komorowski,Grand Duchy of Finland,3
Q1704015,6000000180211840834,Jorma Nortimo,Finland,4
Q17043434,6000000079640136037,Anders Svor,Norway,2
Q1705347,6000000011382550097,Andy McCoy,Finland,2
Q17057451,6000000094058048821,Stein Barth-Heyerdahl,Norway,2
Q17057455,6000000179125567833,Anna Louise Beer,Norway,3
Q17057462,6000000011040103932,Rakel Onsum Berg,Norway,1
Q17057486,6000000023582627819,Kåre Bergstrøm,Norway,4
Q17057664,6000000037333798932,Ole Dramdal,Norway,2
Q17057877,364374144860013672,Edvard Elsrud,Norway,1
Q17057902,6000000200521103833,Kåre Enerud,Norway,0
Q17057918,6000000007370651624,Otto Sverdrup Engelschiøn,Norway,3
Q17057973,6000000022308487616,David Eriksen,Norway,4
Q17058150,6000000041384954556,Thoralf Evje,Norway,2
Q17058214,6000000007343702128,Tore Faye,Norway,0
Q17058238,6000000058375717857,Johan Fillinger,Norway,3
Q17058273,6000000041700427951,Arne Fjelberg,Norway,1
Q17058814,6000000008832523329,Thure Forsberg,Norway,1
Q17059825,6000000030400407211,Hilde Fredriksen,Norway,3
Q17060728,6000000040572248926,Nils Jørgen Fuglesang,Norway,1
Q17061320,6000000007700558028,Ingrid Furuseth,Norway,1
Q17062096,6000000032084858350,Hans-Christian Gabrielsen,Norway,2
Q17062187,6000000002020092276,Norman Gabrielsen,Norway,1
Q17062938,6000000019833284313,Stein Gauslaa,Norway,3
Q17064956,6000000010491060449,Kåre Gramer,Norway,2
Q17065060,6000000040774634854,Martin Gran,Norway,2
Q17065849,6000000127730804830,Knut Greve,Norway,3
Q17093564,6000000023808555669,Knut Th. Gleditsch,Norway,2
Q17093605,6000000013464598443,Lars Grønnerød,Norway,1
Q17093635,6000000209251778824,Torbjørn Gützler Gulbrandsen,Norway,2
Q17094178,6000000054313991902,Gunvor Hall,Norway,1
Q17094195,6000000002246674893,Skjalg Halmøy,Norway,0
Q17096406,6000000040832061957,Torgeir Havgar,Norway,2
Q17096505,6000000007456793386,Per Helland,Norway,1
Q17096555,6000000008063022305,Edvin Helseth,Norway,2
Q17096650,6000000064174453821,Harald Henschien,Norway,6
Q17096676,6000000173589018661,Audun Hetland,Norway,2
Q17096897,6000000007451710451,Fritz Christian Holte,Norway,1
Q17096924,6000000011733207850,Henrik Hop,Norway,0
Q17096942,6000000014607509497,Per Hovda,Norway,4
Q17096949,6000000100944606830,Per Hovdenakk,Norway,1
Q17096981,6000000083494132781,Sverre Daniel Husebye,Norway,1
Q17097047,6000000005091083475,Niels-Otto Hægeland,Norway,1
Q17097614,6000000011515685819,Rolf Jerving,Norway,1
Q17098327,6000000040912561322,Knut Johnsen,Norway,2
Q17098349,6000000017596529508,Odd Henrik Johnsen,Norway,0
Q17099602,6000000019776887281,Aage Kihle,Norway,1
Q17099609,6000000006272994672,Fredrik Kiil,Norway,2
Q17099696,6000000001499240083,Henry Kinn,Norway,0
Q17099722,6000000013266842369,Jorunn Kirkenær,Norway,3
Q17100062,6000000014865878047,Knut Kobberstad,Norway,1
Q17100380,5609630438740103235,Jørn Aksel Krog,Norway,1
Q17100461,6000000083697750130,Arne H. Krumsvik,Norway,0
Q17100611,6000000040049627530,Tor Kvarv,Norway,1
Q17100696,6000000009208067409,Trond Jardar Kvaale,Norway,2
Q17100780,6000000024267282268,Kees Lahnstein,Norway,1
Q17100794,6000000008465838580,Bjørn Johan Landmark,Norway,1
Q17100908,6000000135620479895,Karl Hess Larsen,Norway,0
Q17102230,6000000002500365854,Egil Lorck,Norway,1
Q17102574,6000000005745181563,Olav Lydvo,Norway,1
Q17102650,6000000083379924578,Trygve Lysaker,Norway,4
Q17102734,6000000019138826499,Gudvin Låder Ve,Norway,1
Q17103068,6000000053553546057,Edwin Ruud,Norway,3
Q17103213,6000000033547337414,Sigval Maartmann-Moe,Norway,4
Q17103344,6000000037148244287,Lars Magnussen,Norway,1
Q17105098,6000000009867434112,Oluf Moe,Norway,3
Q17105291,6000000027835548025,Tor Morisse,Norway | Sweden,2
Q17105486,6000000177062089835,Tor Myklebost,Norway,2
Q17105756,6000000006500255125,Alf Nebb,Norway,2
Q17106144,6000000041148469896,Johan Nygaard,Norway,1
Q17106253,6000000015325159485,Torfinn Oftedal,Norway,1
Q17106337,6000000006208556424,Halvor Opgård,Norway,1
Q17106346,6000000016513365678,Svein-Erik Opsahl,Norway,2
Q17106637,6000000026214858203,Arne Qvenild,Norway,0
Q17106797,6000000020058497077,Tor Richter,Norway,2
Q17106808,6000000036319510709,Per O. Rimolsrønning,Norway,2
Q17106919,6000000008516974840,Markus Rotvold,Norway,0
Q17106936,6000000046043557316,Kai Rusten,Norway,3
Q17106943,6000000018122639305,Tormod Ruud,Norway,2
Q17107053,6000000015411873836,Frantz Saksvik,Norway,3
Q17107186,6000000153018676884,Axel Seeberg,Norway,1
Q17107199,6000000034823420891,Alfred Seland,Norway,1
Q17107303,6000000074172676501,Anfin Skaaheim,Norway,1
Q17107338,6000000010627457589,Axel Skarpjordet,Norway,2
Q17107348,6000000001223009363,Tor Skauge,Norway,1
Q17107375,6000000178167201883,Andreas Skjold,Norway,2
Q17107383,6000000006573974199,Lars Skjølaas,Norway,1
Q17107393,6000000019371295263,Olav Skogen,Norway,1
Q17107413,6000000029640012343,Wilfred Skrede,Norway,1
Q17107507,6000000018764399002,Nils Sletta,Norway,1
Q17107841,6000000078127562737,Karl Solberg,Norway,1
Q17108027,6000000006338460912,Thorvald Solheim,Norway,1
Q17108059,6000000021222597260,Per Solli,Norway,1
Q17109036,6000000012971209214,Tor Stenersen,Norway,1
Q17109160,6000000012485428396,Kåre Stenwig,Norway,2
Q1710921,6000000081087381841,Vilho Ylönen,Finland,3
Q17109417,6000000010327407242,Hans Storhaug,Norway,1
Q17109921,6000000011459566827,Olav Strømme,Norway,1
Q17110492,6000000028837755978,Egil Kaare Sundt,Norway,2
Q17110646,6000000049884309945,Erik Svendby,Norway,1
Q17111706,6000000006263946015,Torstein Tenmann,Norway,3
Q17112516,6000000183616692822,Tommy Tokyo,Norway,4
Q1711259,6000000218819061887,Marius Müller,Norway,6
Q17112806,6000000102684442325,Kjell Arne Totland,Norway,2
Q17113325,6000000013145038504,Ole Gabriel Ueland,Norway,2
Q17113563,6000000011573506213,Ketil Vea,Norway,1
Q17113667,6000000011474285472,Hallvard Vikholt,Norway,3
Q17113757,6000000041997526100,Per Waaler,Norway,2
Q17113808,6000000022567878476,Per Wang,Norway,1
Q17113839,6000000033896314461,Liv Marit Wedvik,Norway,2
Q17113851,6000000019127517641,Tom Weinholdt,Norway,1
Q17113999,6000000002736904240,Odd Wist,Norway,4
Q17114268,6000000001053278074,Knut Aas,Norway,3
Q17114483,6000000185489948859,Jens Østby,Norway,2
Q17114521,6000000005255215010,Kjell Østrem,Norway,1
Q1711556,6000000082920809828,Juho Jaakonaho,Finland,1
Q17119539,6000000006589179971,Mikkel Bjønness-Jacobsen,Norway,1
Q17119556,6000000014482397310,Nicolai Dirdal,Norway,3
Q17119577,6000000081369580838,Jahn Ekenæs,Norway,2
Q17119580,6000000083818400166,Martin Hoff Ekroll,Norway,2
Q17119587,6000000011670208231,Vagn Jul Enger,Norway,2
Q17119604,6000000015398633846,Henrik Finne,Norway,2
Q17119609,6000000024128780005,Sigurd Fjær,Norway,1
Q17119611,6000000088916597002,Jon Flatabø,Norway,1
Q17119613,6000000037907664086,August Konow Fleischer,Norway,0
Q17119620,6000000037608976126,Johan Fornes,Norway,2
Q17119624,6000000014786995159,Frithjof Foss,Norway,2
Q17119627,6000000041966247262,Helge Freder,Norway,2
Q17119628,6000000051880508022,Fred A. Fredhøi,Norway,2
Q17119629,6000000046112396082,Fredrik Bødtker,Norway,4
Q17119643,6000000039376109766,Sonja Gill,Norway,1
Q17119653,6000000018894669722,Gottfried Hoffmann Greve,Norway,1
Q17119655,6000000002407681258,Edvard Grimstad,Norway,1
Q17119661,6000000105934376899,Lauritz Grønvold,Norway,1
Q17119675,6000000010983009974,Daniel Hagerup,Norway,2
Q17119685,6000000205414839895,Hans Gustav Hansen,Norway,1
Q17119690,6000000182372573177,Anders Bang Hanssen,Norway,3
Q17119708,6000000008685719683,Torolf Heen,Norway,0
Q17119709,6000000002955914158,Ola Hegerberg,Norway,1
Q17119718,6000000025350996418,Tor Helliesen,Norway,3
Q17119720,6000000014946980583,Alfred R. Henriksen,Norway,1
Q17119732,6000000006898905051,Didrik Rye Heyerdahl,Norway,0
Q17119748,6000000013369717717,Kristoffer Andreas Holmboe,Norway,1
Q17119755,6000000000113846433,Anton Christian Houen,Norway,1
Q17119756,6000000013494018961,Ernst Hougen,Norway,1
Q17119757,6000000011194169672,Olav Hougen,Norway,3
Q17119762,6000000011436400831,Arild Huitfeldt,Norway,1
Q17119765,6000000010217966525,Einar Hustad,Norway,2
Q17119784,6000000012705835459,Alfred Ihlen,Norway,1
Q17119788,6000000010213115851,Isak Isaachsen,Norway,1
Q17119790,6000000016868854123,Carl Olaf Iversen,Norway,2
Q17119792,6000000001653387632,Ragnvald Iversen,Norway,2
Q17119797,6000000027936076905,Agnes Jakhelln,Norway,0
Q17119830,6000000013097481590,Lars Jorstad,Norway,2
Q17119839,6000000012674583524,Julius Emil Knudsen,Norway,2
Q17119860,6000000023993678146,Mimi Kihle,Norway,1
Q17119872,6000000014874732164,Terje Knudtzon,Norway,1
Q17119896,6000000048341698913,Kaare Landfald,Norway,3
Q17119900,6000000004191499793,Ragnvald Landvik,Norway,1
Q17119937,6000000011337114671,Erling Lorck,Norway,3
Q17119945,6000000009666887785,Johan Christian Lund,Norway,1
Q17119956,6000000011203019446,Fritz Lütcherath,Norway,3
Q17119962,6000000007549179816,Vilhelm Magnus,Norway,1
Q17119978,6000000011241992930,Wilhelm Meisterlin,Norway,2
Q17119986,6000000078551722495,Therese Meyn,Norway,0
Q17120026,6000000069463637902,Halfdan Møller,Norway,1
Q17120035,6000000175956578869,Lars Neby,Norway,2
Q17120036,6000000037151097835,Per Nedreberg,Norway,0
Q17120042,6000000029657779575,Simon Nes,Norway,1
Q17120059,6000000007328790983,Per O. Nilsgård,Norway,1
Q17120063,6000000001255216370,Gunnar Bjørn Reichenwald Norbye,Norway,2
Q17120069,6000000178731894840,Aagot Normann,Norway,1
Q17120088,6000000000687421882,Ole Fredrik Olden,Norway,1
Q17120096,6000000062629049879,Miron Bronislaw Omenta,Norway,1
Q17120100,6000000006327239804,Reidar Amble Ommundsen,Norway,2
Q17120135,6000000009633969664,Valborg Stoud Platou,Norway,1
Q17120137,6000000082974425233,Peter August Poppe,Norway,1
Q17120154,6000000003478272637,Torstein Reinholdtsen,Norway,0
Q17120189,6000000032818006063,Nils Rustad,Norway,1
Q17120192,6000000011426002491,Nils Ryjord,Norway,1
Q17120199,6000000031253275354,Trygve Ræder,Norway,1
Q17120202,6000000030286139005,Henry Røsoch,Norway,1
Q17120217,6000000025905648539,Lars Olsen Sandø,Norway,1
Q17120247,6000000004839277663,Peder Schøyen,Norway,2
Q17120256,6000000002834915939,Fredrik Selmer,Norway,2
Q17120263,6000000003051910372,Mikal Setsaas,Norway,3
Q17120268,6000000088693235952,Andreas Singdahlsen,Norway,1
Q17120277,6000000174641297957,Gabriel Skagestad,Norway,3
Q17120284,6000000026717745265,Arthur Skjelderup,Norway,3
Q17120286,6000000020570440792,Gunda Skjerve,Norway,2
Q17120299,6000000004009506154,Jacob Skylstad,Norway,1
Q17120313,6000000025652378541,Christian Smit,Norway,1
Q17120314,6000000105954839988,Christopher Fürst Smith,Norway,1
Q17120339,6000000011461109420,Torleiv Stadskleiv,Norway,1
Q17120362,6000000028939073725,Ruth Stephansen-Smith,Norway,1
Q17120376,6000000029452326498,Marius Stokke,Norway,3
Q17120464,6000000020908045966,Per Tang,Norway,2
Q17120480,6000000072800568038,Samuel Thomassen,Norway,2
Q17120483,6000000008172640338,Eivind Thon,Norway,4
Q17120491,6000000038232885291,Olaus Thortveit,Norway,1
Q17120496,6000000195217671420,Arthur Thuesen,Norway,0
Q17120523,6000000000113846029,Ove Vangensten,Norway,3
Q17120536,6000000012401003569,Nils Anton Vaagland,Norway,6
Q17120558,6000000007633423488,Nils Lauritz Wiborg,Norway,0
Q17120565,6000000053604503927,Hagbart Wiklund,Norway,0
Q17120566,6000000033056142728,Fredrik Christian Wildhagen,Norway,6
Q17120572,6000000018840751505,Rasmus Winderen,Norway,1
Q17120574,6000000009128710460,Eldor Winje,Norway,1
Q17121936,6000000024092331824,Yrjö Hautala,Finland,1
Q17123791,6000000015424733738,Øystein Gaukstad,Norway,2
Q1712495,6000000024285909477,Py Sörman,Sweden,1
Q17125682,6000000039566255132,Jørgen Hiort,Norway,0
Q17125688,6000000006409161571,Jacob Fegth,Norway,2
Q17125695,6000000005014237357,Gunder Kjølstad,Norway,1
Q17125700,6000000029957827030,Anders Jonsen Lunde,Norway,2
Q17125713,6000000153705057884,Hans Hansen Pillarviken,Norway,0
Q17125722,6000000019995421684,Edward Røer,Norway,0
Q17125725,6000000014350777692,Christian Bolle Rørdam,Norway,1
Q17125736,6000000009494496544,Steener Steenersen,Norway,2
Q17128185,6000000014496906952,Jussi Lappi-Seppälä,Finland,2
Q17130839,6000000003349973637,Joachim Christian Geelmuyden Gyldenkrantz d.e.,Norway,3
Q17130841,6000000008320674705,Gunder Gundersen Hammer,Norway,0
Q17130859,6000000009406126389,Danckert Danckertsen Krohn,Norway,2
Q17130866,6000000002713309361,Erik Lorch,Norway,0
Q17130881,6000000007941927965,Rasmus Paludan,Norway,1
Q17130905,6000000011024034240,Zacharias Simonsen Wesseltoft,Norway,1
Q17130919,6000000000905928085,Samuel Bugge,Norway,2
Q17130934,5269517524100121452,Marcus Christensen Humble,Norway,1
Q17130939,6000000010725441528,Christian Jørgensen Kruse,Norway,0
Q17130952,6000000003638663376,Nils Lauritsen,Norway,0
Q17130974,4834344509250089530,Cornelius Jansen Trinepol,Norway,2
Q17130983,6000000006807423188,Augustinus Olsen Wroe,Norway,0
Q17131011,6000000010389572289,Audun Eivindsson,Norway,2
Q17131015,6000000001669618233,Ogmund Finnsson,Norway,2
Q1714022,6000000017250424441,Jurriaan François de Friderici,Denmark-Norway,1
Q1714078,6000000169815166950,Jussi Kurikkala,Finland,2
Q17141341,6000000011783242768,Adolph Munthe,Norway,1
Q1714282,6000000026518916320,Philippus Baldaeus,Denmark-Norway,6
Q17154117,6000000011604335459,Agathon Burman,Sweden,1
Q17165715,6000000011438671352,Wenzel Rotkiær Wildenradt,Norway,1
Q17167542,6000000006829048018,Frithjof Vang,Norway,2
Q171749,6000000011576357301,Peder Paulsen Anzjøn,Norway,3
Q1717601,6000000144454922884,Olavi Salsola,Finland,1
Q1718225,6000000131774103836,Olli Remes,Finland,6
Q17194456,6000000024848019793,Sigurd Pauss,Norway,1
Q17194667,6000000007590276317,Hannibal Hammer,Norway,1
Q17194791,6000000060312003841,Theodor Nikolai Kjeldsø,Norway,1
Q17195171,6000000056802822109,Martin Andreas Unmack,Norway,1
Q17195582,6000000016543877812,Helga Bekker,Norway,4
Q17195603,6000000014641127503,Halldor O. Opedal,Norway,1
Q17199594,6000000017408786208,Carl Pontoppidan,Norway,0
Q1722194,6000000026477953980,Kalevi Kivistö,Finland,1
Q1722441,6000000121578837849,Kalle Arantola,Finland,4
Q17265812,6000000019640902285,Herman Hall,Sweden,2
Q17266626,6000000139559338825,Regina Kari,Finland,1
Q1727216,6000000001698820231,Olev Olesk,Sweden,4
Q17278037,6000000199617015832,Johan Schiefloe,Norway,1
Q17278663,6000000036120463265,Lea Piltti,Finland,2
Q172979,6000000016745213149,JJ Lehto,Finland,2
Q17305262,6000000021213151018,Wilhelm Stoppenbrink,Norway,1
Q1731809,6000000084320312000,Karl Johan Baadsvik,Norway,4
Q1732732,5229906958050070191,Karl Ristikivi,Sweden,4
Q173280,6000000003777041472,Ronnie Peterson,Sweden,2
Q1733149,6000000076365776966,Karl F. Sundman,Finland,4
Q173325,6000000176679204833,Leo Kinnunen,Finland,3
Q17362204,6000000122026494922,Aleksander Krasuski,Grand Duchy of Finland,2
Q17362233,6000000178464607826,Karin Lundgren,Sweden,1
Q17370389,6000000019387087163,Karl Benzon,Sweden,3
Q17370390,6000000080548266859,Björn Bexelius,Sweden,1
Q17370391,6000000021911097351,Nils Bohman,Sweden,4
Q17370394,6000000020957577868,Gerda Marcus,Sweden,3
Q17379050,6000000069955491090,Cornelius Thomas Rønnau,Norway,1
Q1737908,6000000096679557833,Keijo Komppa,Finland,3
Q17380037,6000000004828702679,Heino Aspelin,Finland,2
Q17380070,6000000008704590369,Johan von Bonsdorff,Finland,1
Q17380103,6000000012953689405,Helena Eeva,Finland,1
Q17380105,6000000181449016862,Hugo Eho,Finland,1
Q17380122,6000000156634815923,Kosti Elo,Finland,1
Q17380144,6000000001956309878,Ragnar Enberg,Finland,1
Q17380182,6000000026861711799,Leonard Baumgartner,Finland,1
Q17380204,6000000034270554560,Yrjö Johannes Eskelä,Finland,1
Q17380224,6000000018554957700,Karl Fager,Finland,3
Q17380237,6000000021624239381,Johan Fellman,Finland,2
Q17380248,6000000006787681903,Otto Flodin,Finland,1
Q17380251,6000000003366881811,Ola Fogelberg,Finland,4
Q17380253,6000000006769424574,Ossian Fohström,Finland,2
Q17380264,6000000022870270780,Börje Forsström,Finland,1
Q17380275,6000000003500144245,Gunnar Fougstedt,Finland,3
Q17380283,6000000039928670860,Max Frelander,Finland,1
Q17380301,6000000007352739913,Erik Frosterus,Finland,3
Q17380307,6000000007511750867,Johan Frosterus,Finland,2
Q17380340,6000000005442972753,Karl Grotenfelt,Finland,2
Q17380341,6000000001372431208,Joakim von Glan,Sweden,2
Q17380350,6000000008007347903,Matthias Gottlund,Finland,1
Q17380366,6000000015273471338,Artto Granroth,Finland,1
Q17380380,6000000001033741475,John Grundström,Finland,1
Q17380388,6000000003196672568,Ingunn Grönstrand,Finland,1
Q17380389,6000000008072373757,Sven Grönvall,Finland,2
Q17380407,5308924190940051127,Usko Haahti,Finland,1
Q17380416,6000000056096856026,Paavo Haanpää,Finland,2
Q17380441,6000000005442298581,Hjalmar Hagelstam,Finland,1
Q17380470,6000000077511473239,Herman Hakulinen,Finland,1
Q17380481,6000000054043474829,Veikko Halme,Finland,2
Q17380495,6000000066273883888,Pekka Halonen,Finland,4
Q17380518,6000000012543834600,Pietari Hanhivaara,Finland,2
Q17380538,6000000013906306582,Uuno Hannula,Finland,1
Q17380550,6000000008769578179,Hugo Harmia,Finland,1
Q17380573,6000000059195615542,Matti Haudanmaa,Finland,1
Q17380588,6000000050713618827,Reinhold Hedberg,Finland,2
Q17380603,6000000022984176098,Lasse Heikinheimo,Finland,1
Q17380604,6000000004156550368,Olli Heikinheimo,Finland,2
Q17380606,6000000043205398104,Pekka Heikka,Finland,1
Q17380643,6000000172206699705,Keijo Heikola,Finland,1
Q17380656,6000000147300182822,Maija-Liisa Heini,Finland,1
Q17380668,6000000142652347873,Väinö Heino,Finland,1
Q17380671,6000000024146894414,Reino Heinonen,Finland,3
Q17380711,6000000004156947004,Lauri Helenius,Finland,1
Q17380746,6000000011602249355,Marcus Henrici Helsingius,Finland,1
Q17380752,6000000018952407029,Harry Henriksson,Finland,2
Q17380759,6000000009997990842,Olle Herold,Finland,1
Q17380778,6000000077667680862,Lauri Hietanen,Finland,1
Q17380801,6000000004157443060,Uno Hildén,Finland,1
Q17380822,6000000166423479878,Pekka Hirsjärvi,Finland,2
Q17380845,6000000006451166001,Karl Frans Hjorth,Finland,1
Q17380848,6000000022377807224,Henrik Hoffman,Finland,1
Q17380857,6000000032209133650,P. G. Holm,Finland,0
Q17380877,6000000008101468121,Irja Holst,Finland,2
Q17380879,6000000000556299969,Östen Holsti,Finland,1
Q17380910,6000000005097460902,Lars Hornborg,Finland,1
Q17380926,6000000008328764476,Martti Hovi,Finland,1
Q17380937,6000000076414065885,Urpo Huhtanen,Finland,3
Q17380939,6000000075010077868,Ilmari Huitti,Finland,1
Q17380944,6000000024362694528,Mikko Hult,Finland,1
Q17380959,6000000038479801323,Viljo Hurme,Finland,1
Q17380994,6000000121912548970,Leena Häkinen,Finland,1
Q17380996,6000000032208259625,Klaus Häkkänen,Finland,0
Q17381011,6000000002967182063,Fredrik Adolf Hällström,Finland,1
Q17381012,6000000080005050861,Tauno Johannes Hämeranta,Finland,1
